id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin,directionality,classification,max_exprmean_column,max_exprmean_value,max_score_column,max_score_value
CPI-SC0A86600AA,GDF10_ACVR_1B2B_receptor,simple:P55107,complex:ACVR_1B2B_receptor,GDF10,,True,False,True,curated,False,Ligand-Receptor,Signaling by Growth differentiation factor,11|31,0.1679999977350235,11|31,100.0
CPI-SS093707FE0,CLSTN2_NRXN2,simple:Q9H4D0,simple:P58401,CLSTN2,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Calsyntenin,11|7,5.223999977111816,11|7,100.0
CPI-SS06157E5AF,LRRTM4_NRXN2,simple:Q86VH4,simple:P58401,LRRTM4,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,17|7,4.689000129699707,17|7,100.0
CPI-SS0CF0A8519,NLGN1_NRXN2,simple:Q8N2Q7,simple:P58401,NLGN1,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,13|7,4.519000053405762,13|7,100.0
CPI-SS09A6C048C,CLSTN2_NRXN1,simple:Q9H4D0,simple:Q9ULB1,CLSTN2,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Calsyntenin,11|12,4.297999858856201,11|12,100.0
CPI-SS0BF9265F0,CLSTN1_NRXN2,simple:O94985,simple:P58401,CLSTN1,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Calsyntenin,11|7,4.181000232696533,11|7,100.0
CPI-SS0D5E30C6C,NRG3_ERBB4,simple:P56975,simple:Q15303,NRG3,ERBB4,True,False,True,curated,False,Ligand-Receptor,Signaling by Neuregulin,11|23,4.168000221252441,11|23,100.0
CPI-SS0889E281D,CADM1_CADM1,simple:Q9BY67,simple:Q9BY67,CADM1,CADM1,False,False,False,curated,False,Adhesion-Adhesion,Adhesion by CADM,3|3,4.0289998054504395,3|3,100.0
CPI-SS0B0B67CA2,NRXN2_ADGRL1,simple:P58401,simple:O94910,NRXN2,ADGRL1,False,False,True,curated,False,Receptor-Receptor,Signaling by Neurexin,7|14,3.9140000343322754,7|14,100.0
CPI-SS074EA7741,NLGN3_NRXN2,simple:Q9NZ94,simple:P58401,NLGN3,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,12|7,3.877000093460083,12|7,100.0
CPI-SS01D36DDFA,PTPRS_NTRK3,simple:Q13332,simple:Q16288,PTPRS,NTRK3,False,True,True,curated,False,Receptor-Receptor,,10|5,3.8519999980926514,10|5,100.0
CPI-SS0934535FF,NLGN2_NRXN2,simple:Q8NFZ4,simple:P58401,NLGN2,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,25|7,3.8420000076293945,25|7,100.0
CPI-SS03466C597,LRRTM4_NRXN1,simple:Q86VH4,simple:Q9ULB1,LRRTM4,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,17|12,3.7639999389648438,17|12,100.0
CPI-SS0EA023E51,TENM3_ADGRL3,simple:Q9P273,simple:Q9HAR2,TENM3,ADGRL3,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,17|11,3.7219998836517334,17|11,100.0
CPI-SS0F9F83827,PTPRD_IL1RAPL1,simple:P23468,simple:Q9NZN1,PTPRD,IL1RAPL1,False,True,True,curated,False,Ligand-Receptor,,13|30,3.7039999961853027,13|30,100.0
CPI-SS0C977FC22,SOSTDC1_LRP6,simple:Q6X4U4,simple:O75581,SOSTDC1,LRP6,True,False,True,curated,False,Ligand-Receptor,Signaling by Sclerostin domain-containing protein,8|24,0.24400000274181366,8|24,100.0
CPI-SS0961DD05D,WNT1_FRZB,simple:P04628,simple:Q92765,WNT1,FRZB,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,27|29,0.24699999392032623,27|29,100.0
CPI-SS02704D1B8,WNT2_FRZB,simple:P09544,simple:Q92765,WNT2,FRZB,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,12|29,0.257999986410141,12|29,100.0
CPI-SS0A10C2A8F,WNT3_FRZB,simple:P56703,simple:Q92765,WNT3,FRZB,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,2|29,0.25999999046325684,2|29,100.0
CPI-SS07447802E,WNT1_SFRP5,simple:P04628,simple:Q5T4F7,WNT1,SFRP5,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,27|24,0.2669999897480011,27|24,100.0
CPI-SS0DA0F5556,CDH3_CDH3,simple:P22223,simple:P22223,CDH3,CDH3,False,False,False,curated,False,Adhesion-Adhesion,Adhesion by Cadherin,14|14,0.27300000190734863,14|14,100.0
CPI-SS001BD48FB,WNT2_SFRP5,simple:P09544,simple:Q5T4F7,WNT2,SFRP5,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,12|24,0.27799999713897705,12|24,100.0
CPI-SS0D2044B87,WNT3_SFRP5,simple:P56703,simple:Q5T4F7,WNT3,SFRP5,True,False,False,curated,False,Ligand-Ligand,Signaling by WNT inhibition,2|24,0.2800000011920929,2|24,100.0
CPI-SC03C02374B,WNT1_FZD3_LRP6,simple:P04628,complex:FZD3_LRP6,WNT1,,True,False,False,curated,False,Ligand-Receptor,Signaling by WNT,27|27,0.28600001335144043,27|27,100.0
CPI-CC066507DFB,atRetinoicAcid_byALDH1A2_RAreceptor_RARG,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RARG,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Retinoic Acid,14|25,0.29600000381469727,14|25,100.0
CPI-SS0696491A3,EDN3_EDNRB,simple:P14138,simple:P24530,EDN3,EDNRB,True,False,True,curated,False,Ligand-Receptor,Signaling by Endothelin,20|14,0.29600000381469727,20|14,100.0
CPI-CC000118AA2,atRetinoicAcid_byALDH1A2_RAreceptor_RARG_RXRG,complex:atRetinoicAcid_byALDH1A2,complex:RAreceptor_RARG_RXRG,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Retinoic Acid,14|25,0.29600000381469727,14|25,100.0
CPI-SC03F9E6AC5,WNT2_FZD3_LRP6,simple:P09544,complex:FZD3_LRP6,WNT2,,True,False,False,curated,False,Ligand-Receptor,Signaling by WNT,12|27,0.296999990940094,12|27,100.0
CPI-SC0C646FE07,WNT3_FZD3_LRP6,simple:P56703,complex:FZD3_LRP6,WNT3,,True,False,False,curated,False,Ligand-Receptor,Signaling by WNT,2|27,0.2980000078678131,2|27,100.0
CPI-SS014E486AB,FGF6_FGFR1,simple:P10767,simple:P11362,FGF6,FGFR1,True,False,True,curated,False,Ligand-Receptor,Signaling by Fibroblast growth factor,27|4,0.30000001192092896,27|4,100.0
CPI-SS01333FFA6,FGF5_FGFR1,simple:P12034,simple:P11362,FGF5,FGFR1,True,False,True,curated,False,Ligand-Receptor,Signaling by Fibroblast growth factor,11|4,0.30000001192092896,11|4,100.0
CPI-CS059C42E4B,TENM3_FLRT1_complex_ADGRL3,complex:TENM3_FLRT1_complex,simple:Q9HAR2,,ADGRL3,False,True,True,curated,False,Ligand-Receptor,Signaling by Fibronectin,31|11,2.924999952316284,31|11,100.0
CPI-SS0430C8A78,FLRT1_ADGRL3,simple:Q9NZU1,simple:Q9HAR2,FLRT1,ADGRL3,False,False,True,curated,False,Ligand-Receptor,Signaling by Fibronectin,31|11,2.924999952316284,31|11,100.0
CPI-SS0D8DC28C6,LRRC4B_PTPRF,simple:Q9NT99,simple:P10586,LRRC4B,PTPRF,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,18|18,2.941999912261963,18|18,100.0
CPI-SS0613D0B62,NLGN3_NRXN1,simple:Q9NZ94,simple:Q9ULB1,NLGN3,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,12|12,2.9519999027252197,12|12,100.0
CPI-CS0AA35FDCE,GABA_byGAD2_and_SLC32A1_GABBR2,complex:GABA_byGAD2_and_SLC32A1,simple:O75899,,GABBR2,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,31|21,2.9739999771118164,31|21,100.0
CPI-CS0F3055E82,GABA_byGAD2_and_SLC32A1_GABBR1,complex:GABA_byGAD2_and_SLC32A1,simple:Q9UBS5,,GABBR1,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,31|21,2.9779999256134033,31|21,100.0
CPI-CS08910752E,Glutamate_byGLS_and_SLC1A6_GRM8,complex:Glutamate_byGLS_and_SLC1A6,simple:O00222,,GRM8,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,12|16,2.986999988555908,12|16,100.0
CPI-SS019D9440E,NRXN1_ADGRL1,simple:Q9ULB1,simple:O94910,NRXN1,ADGRL1,False,False,True,curated,False,Receptor-Receptor,Signaling by Neurexin,12|14,2.98799991607666,12|14,100.0
CPI-SS09C06644C,CADM3_CADM1,simple:Q8N126,simple:Q9BY67,CADM3,CADM1,False,False,False,curated,False,Adhesion-Adhesion,Adhesion by CADM,8|3,2.999000072479248,8|3,100.0
CPI-CS04C0A3C19,GABA_byGAD1_and_SLC6A1_GABBR2,complex:GABA_byGAD1_and_SLC6A1,simple:O75899,,GABBR2,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,20|21,3.006999969482422,20|21,100.0
CPI-SS0888FD8F7,LRRTM1_NRXN2,simple:Q86UE6,simple:P58401,LRRTM1,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,19|7,3.007999897003174,19|7,100.0
CPI-CS06B116BC0,GABA_byGAD1_and_SLC6A1_GABBR1,complex:GABA_byGAD1_and_SLC6A1,simple:Q9UBS5,,GABBR1,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,20|21,3.01200008392334,20|21,100.0
CPI-SS023A16921,LRRTM2_NRXN2,simple:O43300,simple:P58401,LRRTM2,NRXN2,False,False,False,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,1|7,3.0320000648498535,1|7,100.0
CPI-SS0E063192D,NRG2_ERBB4,simple:O14511,simple:Q15303,NRG2,ERBB4,True,False,True,curated,False,Ligand-Receptor,Signaling by Neuregulin,27|23,3.0369999408721924,27|23,100.0
CPI-SS0BCB3D402,TENM2_ADGRL3,simple:Q9NT68,simple:Q9HAR2,TENM2,ADGRL3,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,11|11,3.0769999027252197,11|11,100.0
CPI-SS0593F278B,AGRN_PTPRS,simple:O00468,simple:Q13332,AGRN,PTPRS,True,False,True,curated,False,Ligand-Receptor,Signaling by Agrin,8|10,3.0810000896453857,8|10,100.0
CPI-CS0C3746C9B,Glutamate_byGLS_and_SLC17A6_GRIK3,complex:Glutamate_byGLS_and_SLC17A6,simple:Q13003,,GRIK3,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|20,2.5199999809265137,27|20,100.0
CPI-CS02BEC2C34,Glutamate_byGLS_and_SLC17A6_GRM5,complex:Glutamate_byGLS_and_SLC17A6,simple:P41594,,GRM5,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|13,2.5329999923706055,27|13,100.0
CPI-SS05D7900BF,PTN_ALK,simple:P21246,simple:Q9UM73,PTN,ALK,True,False,True,curated,False,Ligand-Receptor,Signaling by Pleiotrophin,2|18,2.5360000133514404,2|18,100.0
CPI-SS0F4EF9618,RTN4R_ADGRB1,simple:Q9BZR6,simple:O14514,RTN4R,ADGRB1,False,True,True,curated,False,Ligand-Receptor,,21|31,2.555000066757202,21|31,100.0
CPI-SS08069FE13,NLGN3_PTPRD,simple:Q9NZ94,simple:P23468,NLGN3,PTPRD,False,False,True,curated,False,Ligand-Receptor,Signaling by Neuroligin,12|13,2.559999942779541,12|13,100.0
CPI-SS085E14488,NRXN1_DAG1,simple:Q9ULB1,simple:Q14118,NRXN1,DAG1,True,False,True,curated,False,Receptor-Receptor,Signaling by Neurexin,12|9,2.5829999446868896,12|9,100.0
CPI-SS0CCB5F46B,NLGN4Y_NRXN1,simple:Q8NFZ3,simple:Q9ULB1,NLGN4Y,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,16|12,2.5969998836517334,16|12,100.0
CPI-SS0CBB9D57D,LRFN5_PTPRF,simple:Q96NI6,simple:P10586,LRFN5,PTPRF,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,19|18,2.624000072479248,19|18,100.0
CPI-SS0474E1C15,FLRT2_ADGRL3,simple:O43155,simple:Q9HAR2,FLRT2,ADGRL3,False,False,True,curated,False,Ligand-Receptor,Signaling by Fibronectin,27|11,2.6579999923706055,27|11,100.0
CPI-CS068F11B5E,Glutamate_byGLS_and_SLC1A6_GRIA3,complex:Glutamate_byGLS_and_SLC1A6,simple:P42263,,GRIA3,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,12|11,2.7209999561309814,12|11,100.0
CPI-CS0ACB62C99,Glutamate_byGLS_and_SLC17A6_GRM4,complex:Glutamate_byGLS_and_SLC17A6,simple:Q14833,,GRM4,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|18,2.756999969482422,27|18,100.0
CPI-SS023656B4B,LRRC4B_PTPRS,simple:Q9NT99,simple:Q13332,LRRC4B,PTPRS,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,18|10,2.7739999294281006,18|10,100.0
CPI-SS021718DBF,TENM2_ADGRL2,simple:Q9NT68,simple:O95490,TENM2,ADGRL2,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,11|25,2.7880001068115234,11|25,100.0
CPI-SS04FD52559,TENM3_ADGRL1,simple:Q9P273,simple:O94910,TENM3,ADGRL1,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,17|14,2.7929999828338623,17|14,100.0
CPI-SS0ACD487F0,L1CAM_L1CAM,simple:P32004,simple:P32004,L1CAM,L1CAM,False,False,False,curated,False,Adhesion-Adhesion,Adhesion by L1CAM,11|11,2.9159998893737793,11|11,100.0
CPI-SS0B360C289,NLGN2_NRXN1,simple:Q8NFZ4,simple:Q9ULB1,NLGN2,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Neuroligin,25|12,2.9170000553131104,25|12,100.0
CPI-SS0CE96B837,EFNB3_EPHB1,simple:Q15768,simple:P54762,EFNB3,EPHB1,False,True,True,curated,False,Ligand-Receptor,Signaling by Ephrin,11|11,2.321000099182129,11|11,100.0
CPI-CS0E570EA78,NRXN1_CBLN1_complex_GRID2,complex:NRXN1_CBLN1_complex,simple:O43424,,GRID2,False,True,True,curated,False,Ligand-Receptor,,17|30,2.3459999561309814,17|30,100.0
CPI-SS0133239EA,ADCYAP1_ADCYAP1R1,simple:P18509,simple:P41586,ADCYAP1,ADCYAP1R1,True,False,True,curated,False,Ligand-Receptor,Signaling by Pituitary adenylate,13|17,2.3469998836517334,13|17,100.0
CPI-SS07ACDDCD6,APP_SORL1,simple:P05067,simple:Q92673,APP,SORL1,True,False,True,curated,False,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,9|4,2.364000082015991,9|4,100.0
CPI-SS0F0D7F25C,BTC_ERBB4,simple:P35070,simple:Q15303,BTC,ERBB4,True,False,True,curated,False,Ligand-Receptor,Signaling by Betacellulin,2|23,2.3929998874664307,2|23,100.0
CPI-SS05F136AA2,SLITRK5_PTPRS,simple:O94991,simple:Q13332,SLITRK5,PTPRS,False,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,31|10,2.3959999084472656,31|10,100.0
CPI-SS011931B0F,SEMA4G_PLXNB2,simple:Q9NTN9,simple:O15031,SEMA4G,PLXNB2,False,False,True,curated,False,Ligand-Receptor,Signaling by Semaphorin,24|27,2.4100000858306885,24|27,100.0
CPI-SS0EE09A201,CDH2_CDH2,simple:P19022,simple:P19022,CDH2,CDH2,False,False,False,curated,False,Adhesion-Adhesion,Adhesion by Cadherin,31|31,2.431999921798706,31|31,100.0
CPI-CS0DEADB0E8,Glutamate_byGLS_and_SLC17A6_GRIA4,complex:Glutamate_byGLS_and_SLC17A6,simple:P48058,,GRIA4,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|18,2.440000057220459,27|18,100.0
CPI-SS0EC12EAD9,TENM4_ADGRL1,simple:Q6N022,simple:O94910,TENM4,ADGRL1,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,24|14,2.446000099182129,24|14,100.0
CPI-SS0DCD351AD,LRFN5_PTPRS,simple:Q96NI6,simple:Q13332,LRFN5,PTPRS,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,19|10,2.4549999237060547,19|10,100.0
CPI-SS0E12A78EF,IL1RAP_PTPRF,simple:Q9NPH3,simple:P10586,IL1RAP,PTPRF,True,True,True,curated,False,Adhesion-Adhesion,Signaling by Interleukin,24|18,2.4549999237060547,24|18,100.0
CPI-SS000DBE90D,SLITRK1_PTPRS,simple:Q96PX8,simple:Q13332,SLITRK1,PTPRS,False,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,17|10,2.4590001106262207,17|10,100.0
CPI-SS0E0D00210,LRRC4B_PTPRD,simple:Q9NT99,simple:P23468,LRRC4B,PTPRD,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,18|13,2.4749999046325684,18|13,100.0
CPI-SS085E3E37F,TENM1_ADGRL1,simple:Q9UKZ4,simple:O94910,TENM1,ADGRL1,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,24|14,2.4760000705718994,24|14,100.0
CPI-CS0E30DD72A,Glutamate_byGLS_and_SLC17A6_GRIA1,complex:Glutamate_byGLS_and_SLC17A6,simple:P42261,,GRIA1,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|31,2.486999988555908,27|31,100.0
CPI-SS0A932EB77,SLIT2_ROBO1,simple:O94813,simple:Q9Y6N7,SLIT2,ROBO1,True,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,21|24,2.1510000228881836,21|24,100.0
CPI-SS081E1A895,LRFN5_PTPRD,simple:Q96NI6,simple:P23468,LRFN5,PTPRD,False,False,True,curated,False,Ligand-Receptor,Signaling by Leucine Rich Repeat And Fibronectin,19|13,2.1570000648498535,19|13,100.0
CPI-SS0BFD8E056,EFNB2_EPHB1,simple:P52799,simple:P54762,EFNB2,EPHB1,False,True,True,curated,False,Ligand-Receptor,Signaling by Ephrin,30|11,2.1570000648498535,30|11,100.0
CPI-SS0522C3A29,SLITRK1_PTPRD,simple:Q96PX8,simple:P23468,SLITRK1,PTPRD,False,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,17|13,2.1600000858306885,17|13,100.0
CPI-SS044E718AF,SLITRK3_PTPRD,simple:O94933,simple:P23468,SLITRK3,PTPRD,False,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,24|13,2.1630001068115234,24|13,100.0
CPI-SS0674B0F46,SEMA3F_NRP2,simple:Q13275,simple:O60462,SEMA3F,NRP2,True,False,True,curated,False,Ligand-Receptor,Signaling by Semaphorin,11|21,2.188999891281128,11|21,100.0
CPI-SS0C21302BC,NCAM1_AGRN,simple:P13591,simple:O00468,NCAM1,AGRN,True,True,False,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,9|8,2.197999954223633,9|8,100.0
CPI-SS0EEF491E3,SLITRK4_PTPRS,simple:Q8IW52,simple:Q13332,SLITRK4,PTPRS,False,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,8|10,2.2119998931884766,8|10,100.0
CPI-CS07AF8702D,Glutamate_byGLS_and_SLC1A6_GRM4,complex:Glutamate_byGLS_and_SLC1A6,simple:Q14833,,GRM4,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,12|18,2.2149999141693115,12|18,100.0
CPI-CS029E1DC98,Glutamate_byGLS_and_SLC17A6_GRM2,complex:Glutamate_byGLS_and_SLC17A6,simple:Q14416,,GRM2,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|7,2.2249999046325684,27|7,100.0
CPI-SS0B990492C,CADM1_NECTIN3,simple:Q9BY67,simple:Q9NQS3,CADM1,NECTIN3,False,False,False,curated,False,Adhesion-Adhesion,Adhesion by CADM,3|12,2.23799991607666,3|12,100.0
CPI-CC05D186539,GABA_byGAD2_and_SLC32A1_GABA-A_a1b2_complex,complex:GABA_byGAD2_and_SLC32A1,complex:GABA-A_a1b2_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,31|16,2.2820000648498535,31|16,100.0
CPI-SS0E2083FAC,NPY_NPY2R,simple:P01303,simple:P49146,NPY,NPY2R,True,False,True,curated,False,Ligand-Receptor,Signaling by Pro-neuregulin,20|21,2.2890000343322754,20|21,100.0
CPI-SS012AFC842,MDK_ALK,simple:P21741,simple:Q9UM73,MDK,ALK,True,False,True,curated,False,Ligand-Receptor,Signaling by Midkine,18|18,2.2990000247955322,18|18,100.0
CPI-SS052641D5A,FLRT3_ADGRL3,simple:Q9NZU0,simple:Q9HAR2,FLRT3,ADGRL3,False,False,True,curated,False,Ligand-Receptor,Signaling by Fibronectin,1|11,2.3010001182556152,1|11,100.0
CPI-CC0200FD25E,GABA_byGAD1_and_SLC6A1_GABA-A_a1b2_complex,complex:GABA_byGAD1_and_SLC6A1,complex:GABA-A_a1b2_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,20|16,2.315999984741211,20|16,100.0
CPI-CS007F1C612,TENM2_FLRT1_complex_ADGRL1,complex:TENM2_FLRT1_complex,simple:O94910,,ADGRL1,False,True,True,curated,False,Ligand-Receptor,Signaling by Fibronectin,31|14,1.996000051498413,31|14,100.0
CPI-CC00DB97EEF,Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_3_4_complex,complex:Glutamate_byGLS_and_SLC17A6,complex:Glutamate_Kainate_3_4_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|25,2.003000020980835,27|25,100.0
CPI-SS08BFFB96E,FLRT3_ADGRL2,simple:Q9NZU0,simple:O95490,FLRT3,ADGRL2,False,False,True,curated,False,Ligand-Receptor,Signaling by Fibronectin,1|25,2.010999917984009,1|25,100.0
CPI-SS0FAD26C76,SLITRK6_PTPRS,simple:Q9H5Y7,simple:Q13332,SLITRK6,PTPRS,False,False,True,curated,False,Ligand-Receptor,Signaling by SLIT and NTRK-like protein,8|10,2.0209999084472656,8|10,100.0
CPI-SS012F60F11,SEMA4D_PLXNB2,simple:Q92854,simple:O15031,SEMA4D,PLXNB2,False,True,True,curated,False,Ligand-Receptor,Signaling by Semaphorin,3|27,2.055999994277954,3|27,100.0
CPI-CC02346F1A9,Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_3_5_complex,complex:Glutamate_byGLS_and_SLC17A6,complex:Glutamate_Kainate_3_5_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|25,2.075000047683716,27|25,100.0
CPI-SS043D3630C,LRRTM1_NRXN1,simple:Q86UE6,simple:Q9ULB1,LRRTM1,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,19|12,2.0829999446868896,19|12,100.0
CPI-SS097A84265,APP_TNFRSF21,simple:P05067,simple:O75509,APP,TNFRSF21,False,False,True,curated,False,Ligand-Receptor,Signaling by Amyloid-beta precursor protein,9|24,2.0999999046325684,9|24,100.0
CPI-SS02FBD007E,NECTIN2_NECTIN3,simple:Q92692,simple:Q9NQS3,NECTIN2,NECTIN3,False,True,False,curated,False,Adhesion-Adhesion,Adhesion by Nectin,13|12,2.1010000705718994,13|12,100.0
CPI-CC0B5A2E9A4,GABA_byGAD2_and_SLC32A1_GABA-A_a1b2g2S_complex,complex:GABA_byGAD2_and_SLC32A1,complex:GABA-A_a1b2g2S_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,31|27,2.1029999256134033,31|27,100.0
CPI-SS0E5F8A5F7,LRRTM2_NRXN1,simple:O43300,simple:Q9ULB1,LRRTM2,NRXN1,False,False,False,curated,False,Ligand-Receptor,Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein,1|12,2.1059999465942383,1|12,100.0
CPI-SS06207F70E,CD226_NECTIN2,simple:Q15762,simple:Q92692,CD226,NECTIN2,False,True,True,curated,False,Adhesion-Adhesion,,4|13,2.117000102996826,4|13,100.0
CPI-CC03C18523A,GABA_byGAD1_and_SLC6A1_GABA-A_a1b2g2S_complex,complex:GABA_byGAD1_and_SLC6A1,complex:GABA-A_a1b2g2S_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,20|27,2.13700008392334,20|27,100.0
CPI-CS061474E36,Glutamate_byGLS_and_SLC17A6_GRIK2,complex:Glutamate_byGLS_and_SLC17A6,simple:Q13002,,GRIK2,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|16,2.140000104904175,27|16,100.0
CPI-SS09159B142,TENM2_ADGRL1,simple:Q9NT68,simple:O94910,TENM2,ADGRL1,False,False,True,curated,False,Ligand-Receptor,Signaling by Teneurin,11|14,2.1489999294281006,11|14,100.0
CPI-SS0892F3080,SEMA4C_PLXNB2,simple:Q9C0C4,simple:O15031,SEMA4C,PLXNB2,False,True,True,curated,False,Ligand-Receptor,Signaling by Semaphorin,24|27,2.1510000228881836,24|27,100.0
CPI-CS0BCE841D5,Glutamate_byGLS_and_SLC1A6_GRIA4,complex:Glutamate_byGLS_and_SLC1A6,simple:P48058,,GRIA4,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,12|18,1.8980000019073486,12|18,100.0
CPI-SS02D18D12B,CADM3_CADM4,simple:Q8N126,simple:Q8NFZ8,CADM3,CADM4,False,False,False,curated,False,Adhesion-Adhesion,Adhesion by CADM,8|25,1.8990000486373901,8|25,100.0
CPI-CS04368D963,GABA_byGAD1_and_SLC6A13_GABBR2,complex:GABA_byGAD1_and_SLC6A13,simple:O75899,,GABBR2,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,29|21,1.9110000133514404,29|21,100.0
CPI-CC05DB41C4E,Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_2_4_complex,complex:Glutamate_byGLS_and_SLC17A6,complex:Glutamate_Kainate_2_4_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|18,1.9119999408721924,27|18,100.0
CPI-CS0E715A989,GABA_byGAD1_and_SLC6A13_GABBR1,complex:GABA_byGAD1_and_SLC6A13,simple:Q9UBS5,,GABBR1,True,False,True,curated,False,Ligand-Receptor,Signaling by GABA,29|21,1.9149999618530273,29|21,100.0
CPI-SS0730D1EF3,CNTN1_MCAM,simple:Q12860,simple:P43121,CNTN1,MCAM,False,False,False,curated,False,Adhesion-Adhesion,,27|7,1.930999994277954,27|7,100.0
CPI-CC04BD88A3A,Glutamate_byGLS_and_SLC17A6_Glutamate_NMDA_1_2D_complex,complex:Glutamate_byGLS_and_SLC17A6,complex:Glutamate_NMDA_1_2D_complex,,,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,27|31,1.9329999685287476,27|31,100.0
CPI-CS0AC140137,Glutamate_byGLS_and_SLC1A6_GRIA1,complex:Glutamate_byGLS_and_SLC1A6,simple:P42261,,GRIA1,True,False,True,curated,False,Ligand-Receptor,Signaling by Glutamate,12|31,1.9450000524520874,12|31,100.0
