,meanscell_abundance_w_sf_0,meanscell_abundance_w_sf_1,meanscell_abundance_w_sf_2,meanscell_abundance_w_sf_3,meanscell_abundance_w_sf_4,meanscell_abundance_w_sf_5,meanscell_abundance_w_sf_6,meanscell_abundance_w_sf_7,meanscell_abundance_w_sf_8,meanscell_abundance_w_sf_9,meanscell_abundance_w_sf_10,meanscell_abundance_w_sf_11,meanscell_abundance_w_sf_12,meanscell_abundance_w_sf_13,meanscell_abundance_w_sf_14,meanscell_abundance_w_sf_15,meanscell_abundance_w_sf_16,meanscell_abundance_w_sf_17,meanscell_abundance_w_sf_18,meanscell_abundance_w_sf_19,meanscell_abundance_w_sf_20,meanscell_abundance_w_sf_21,meanscell_abundance_w_sf_22,meanscell_abundance_w_sf_23,meanscell_abundance_w_sf_24,meanscell_abundance_w_sf_25,meanscell_abundance_w_sf_26
cellid_000040812-1_1,0.69827974,0.24232279,0.31362703,0.31537217,0.4321824,0.5331434,0.38100824,0.46287164,0.44250178,0.44817737,0.4266227,0.37807617,0.3915103,0.3370742,0.6647799,0.28405255,0.4485065,0.4221119,0.39778697,0.56628364,0.3864494,0.68563706,0.7483613,0.43499377,0.431747,0.31988195,0.23733589
cellid_000040813-1_1,0.58336586,12.536778,1.0002283,0.5906126,0.6725769,0.50066304,0.6378593,0.7549441,0.58829916,0.7647398,0.7341532,0.7864819,0.6679747,1.1630199,0.7123386,0.7440055,0.673683,0.5751595,0.488998,0.63424784,0.7764869,0.6082264,0.43391812,0.9863616,0.48497564,0.45454267,0.91195035
cellid_000040818-1_1,0.32587692,0.09641745,0.23941328,0.18342584,0.2579904,0.26512167,0.2045854,0.2636372,0.2285841,0.3431234,0.33013818,0.18106678,0.2625017,0.19532706,0.28362626,0.09892024,0.2178985,0.21851976,0.37266403,0.3770714,0.23292485,0.29810512,0.25810096,0.27248624,0.2286498,0.2863975,0.15654412
cellid_000040819-1_1,0.18736812,7.6725636,0.46403328,0.27182323,0.20025235,0.22203043,0.27629828,0.2719156,0.19235496,0.29122943,0.40448067,0.34386167,0.37645748,0.30670688,0.27953163,0.4838532,0.24711847,0.26057613,0.21744524,0.42320046,0.3421193,0.25870132,0.21336144,0.28264886,0.22012787,0.31308845,1.1073697
cellid_000040829-1_1,0.76723343,0.34338573,0.30828887,0.31427494,0.5250452,0.5036348,0.4162644,0.5368183,0.47448713,0.5459636,0.67450315,0.35384357,0.49992436,0.52803904,0.5372937,0.36174428,0.5388324,0.3592922,0.61107963,0.65021235,0.3831576,0.5471247,0.5243121,0.4412966,0.39727446,0.51140654,0.32212585
cellid_000040831-1_1,0.53160596,0.10595321,0.1541494,0.13833573,0.47788718,0.18920746,0.1937517,0.25251713,0.25477177,0.22183207,0.19265413,0.1340169,0.21921787,0.22749287,0.18261476,0.079577535,0.18983753,0.29500487,0.37822855,0.20882729,0.13938606,0.2501396,0.40303907,0.13685043,0.13739571,0.11856702,0.092183
cellid_000040834-1_1,0.4208068,0.16081944,1.1059777,0.27596143,0.33903053,0.38403085,0.3125208,0.41199723,0.35737926,0.47365674,0.5807268,0.3729972,0.58161956,0.39136115,0.61054087,0.24765459,0.4953215,0.37857872,0.37989607,0.46825916,0.36399308,0.3614377,0.17340021,0.27365068,0.35705817,0.46259224,0.3152421
cellid_000040835-1_1,0.65404874,0.17282866,0.30922103,0.30969146,0.3735102,0.41138944,0.33498287,0.36870694,0.5980542,0.39012933,0.52421093,0.23513126,0.40071648,0.2610314,0.35056588,0.17918204,0.3078164,0.41626826,0.52732205,0.45311856,0.26049775,0.5324221,0.75493413,0.28416905,0.4568419,0.62884575,0.21177347
cellid_000040860-1_1,0.44192684,1.1283945,0.3228426,0.26024705,0.30793962,0.20770596,0.2940106,0.4177945,0.40483764,0.3574254,0.5052072,0.18827488,0.22435291,0.22951628,0.44936684,0.34529647,0.34168252,0.2841677,0.35510686,0.31470957,0.2993388,0.3587461,1.928098,0.34876388,0.20156032,0.46741065,0.20075083
cellid_000040868-1_1,0.060285483,0.08620286,0.18095472,0.08077881,0.08087172,0.065883406,0.11482935,0.15631504,0.12302063,0.12548584,0.19694234,4.096204,0.104208164,0.13367409,0.09163758,0.18276855,0.12118036,0.097426936,0.08084822,0.07788262,0.43374193,0.06568876,0.062136807,0.10603383,0.0764149,0.06729187,0.19634287
cellid_000040869-1_1,0.45088062,1.5005462,0.55146825,0.5252356,0.5149579,0.42591533,0.5526655,0.5395529,0.3939398,0.5975858,0.5788177,0.6160937,0.67415154,0.5746144,0.6318653,0.80393136,0.5725667,0.43724567,0.48679867,0.7474731,0.59918743,0.52664447,0.3560829,0.77659607,0.4323642,0.65053093,0.62201816
cellid_000040880-1_1,0.2741248,0.21042907,0.22328022,0.21980342,0.49797082,0.23043199,0.25692567,0.33728427,0.38461506,0.32471415,0.39594135,0.25608686,0.34492528,0.24692963,0.34430945,0.14958729,0.28514054,0.20522705,0.24994873,0.30064428,0.2521968,0.2958969,0.10807385,0.16046618,0.2756399,0.24012177,0.14679144
cellid_000040891-1_1,0.35772339,0.1262771,0.21080394,0.17417668,0.26776773,0.1821987,0.19922271,0.22155382,0.16342533,0.37961861,0.29605246,0.18717152,0.22107896,0.2881362,0.36173108,0.19281456,0.21739914,0.21450709,0.17556497,0.3097224,0.1922775,0.38527927,0.18388206,0.20131733,0.19479713,0.4009124,0.13560845
cellid_000040897-1_1,0.08776849,1.5162027,0.18236057,0.07771706,0.10051229,0.07825539,0.18194814,0.13455944,0.09897127,0.15543751,0.25669855,0.124244906,0.10174243,0.3125528,0.1795008,0.426507,0.16801295,0.11864411,0.11162619,0.160708,0.13986355,0.0851282,0.07567205,0.09384592,0.09088063,0.12309493,0.13217458
cellid_000040925-1_1,0.04725451,1.2385195,0.16922809,0.063297294,0.09497708,0.08854618,0.10186989,0.15126993,0.0650919,0.13510044,0.1174079,0.5350311,0.13474078,0.20748238,0.06481332,0.22692946,0.15834677,0.15036438,0.08633924,0.098465435,0.24088825,0.08692187,0.046293784,0.16453646,0.0865921,0.07615046,0.25758827
cellid_000040930-1_1,0.49293557,3.4444234,0.62395525,0.380925,0.56795657,0.44105157,0.44806862,0.56827366,0.37881985,0.65023804,0.5263695,0.44783527,0.51925796,0.51202947,0.77021927,0.52408904,0.5316411,0.457845,0.5303231,0.6505931,0.4563067,0.4889821,0.36526272,0.5362952,0.46941993,0.70689094,0.46919623
cellid_000040934-1_1,0.5181525,13.564304,0.81851447,0.64822555,0.55790424,0.4729562,0.5930808,0.66450393,0.563533,0.73868567,0.84571505,1.203551,0.5527367,1.2765361,0.8216248,0.8604775,0.8805691,0.5778187,0.6266733,0.75065446,0.7309826,0.5523751,0.42590463,0.6800692,0.5993692,0.5399458,0.9433665
cellid_000040936-1_1,1.2739509,0.32368976,0.50349736,0.40222725,0.6139921,0.4960873,0.41616997,0.48278266,0.45840645,0.6437825,0.6265284,0.42676926,0.52389944,0.51296437,1.1506552,0.30465007,0.58622,0.58698523,0.55571675,0.7163675,0.49497128,0.913108,1.0523988,0.6621829,0.57145095,1.8484886,0.3895332
cellid_000040940-1_1,0.38494134,0.1188602,0.19488238,0.18761602,0.2733528,0.28005022,0.24047802,0.20758757,0.34320113,0.3499618,0.21624781,0.16710678,0.2627305,0.24956943,0.25892034,0.13023895,0.2269714,0.27253613,0.33217648,0.24233034,0.23100886,0.31738946,0.62805676,0.19290556,0.21493332,0.6344349,0.15181069
cellid_000040947-1_1,0.6121904,1.4348712,0.7286567,0.39681938,0.5400041,0.42700276,0.41893247,0.45259008,0.47296527,0.52475625,0.592052,0.45958072,0.48906872,0.55329645,0.45824394,0.3083066,0.4663211,0.33672234,0.44205636,0.605343,0.38691068,0.73158216,0.3454668,0.48184413,0.39880946,0.8429805,0.41806313
cellid_000040948-1_1,0.26719415,0.31376025,0.17293815,0.18023238,0.28655082,0.18367098,0.24365564,0.25606498,0.18265998,0.33659568,0.29629096,0.19908164,0.2121486,0.31298837,0.71597815,0.41983894,0.23469473,0.31752652,0.23099802,0.27450362,0.21867335,0.23748563,0.20151274,0.22015475,0.169403,0.22078146,0.33528936
cellid_000040951-1_1,0.33511895,0.20478916,0.23063703,0.24840532,0.38458017,0.22602393,0.28494513,0.3142798,0.26554254,0.31126794,0.30746642,0.25423777,0.22481692,0.2993957,0.28271666,0.25958025,0.34591755,0.19937816,0.32920018,0.5953018,0.22901051,0.30596298,0.2082502,0.28999925,0.2147293,0.44439816,0.2326453
cellid_000040957-1_1,0.048238855,0.9964201,0.157783,0.06102191,0.09455113,0.05177602,0.05636087,0.10378972,0.064693384,0.13152964,0.17394051,0.23404038,0.10005875,0.15897585,0.05898704,0.18621886,0.09043607,0.15383644,0.050038677,0.07905474,0.2841363,0.069628485,0.05364625,0.08541658,0.05163092,0.059391886,0.3056385
cellid_000040959-1_1,0.19489995,0.21605062,0.14490059,0.20099454,0.30066732,0.16736025,0.23959154,0.24750417,0.24777456,0.20936678,0.23047803,0.22198862,0.19095692,0.33032537,0.18514366,0.13864349,0.2265881,0.19708145,0.1641447,0.24982314,0.21058981,0.25722405,0.1490656,0.23571336,0.15210031,0.13655709,0.1350474
cellid_000040970-1_1,0.41996688,0.5711193,0.35168657,0.42038253,0.49764243,0.4072587,0.34252152,0.45218968,0.4899528,0.5731248,0.47242188,0.33352262,0.35386783,0.37906134,0.74184763,0.33663777,0.7499357,0.46242064,0.49786007,0.60614336,0.3632754,0.43777406,0.3674411,0.3381519,0.39747065,0.73005164,0.29966098
cellid_000040976-1_1,0.4763541,0.37948945,1.0035564,0.28054845,0.38119355,0.30598426,0.40722764,0.3726444,0.32237798,0.35067528,0.47859615,0.53085196,0.4516787,0.6422131,0.3472356,0.2384813,0.405826,0.23841195,0.4098211,0.6664938,0.49241984,0.6002781,0.33751738,0.38518104,0.2727043,0.425537,0.2924966
cellid_000040977-1_1,0.30697516,0.11948619,0.15473817,0.16120134,0.24541248,0.13644218,0.19414593,0.23836416,0.16258793,0.21027102,0.25054935,0.21686584,0.20800136,0.16203041,0.25905928,0.17662238,0.19093607,0.18672131,0.17349763,0.3378346,0.16883154,0.18892692,0.29300773,0.18625219,0.12157747,0.17368186,0.1421937
cellid_000040983-1_1,0.8669741,10.706984,1.5719674,0.7638289,0.909077,0.6677826,0.9033599,0.9871334,0.7121727,1.0390317,1.1232078,1.1935786,0.90226716,1.3459965,1.030632,1.8328956,1.0452702,0.81273955,0.8026434,1.0603684,1.2956201,0.90157914,0.6352826,0.879451,0.90644014,1.7455136,1.7076045
cellid_000040985-1_1,0.67529154,0.6937432,0.40618202,0.6512193,0.6475584,0.42550248,0.4525438,0.6725172,0.48341602,0.5583685,0.49300304,0.5569754,0.4480682,0.44568774,0.48426637,0.7518161,0.36856556,0.56992126,0.5286379,0.5761135,0.583321,0.4746474,0.3622823,0.52402246,0.4403048,0.56699115,0.41950917
cellid_000040993-1_1,0.12253473,2.412247,0.42126372,0.23175187,0.23574525,0.19821127,0.2358583,0.32194623,0.17154843,0.34453797,0.33034107,0.4850177,0.2782077,0.5038889,0.16374785,2.3624742,0.19173443,0.22303405,0.16242546,0.20142432,0.61286664,0.1838,0.08592384,0.4337816,0.2373696,0.159518,0.625758
cellid_000040994-1_1,0.20301807,1.3448739,0.23337999,0.2777433,0.20484509,0.22190563,0.23540297,0.2569032,0.18862034,0.2888639,0.26723617,0.26164272,0.2803262,0.3998037,0.34105888,0.2455809,0.17048305,0.25079295,0.20932941,0.28790158,0.2379273,0.23762047,0.1608465,0.3158966,0.25524336,0.24119048,0.2525855
cellid_000040996-1_1,0.28937316,0.13703127,0.53059244,0.16611864,0.19849755,0.16457671,0.18006851,0.28450713,0.21831483,0.35725963,0.26673764,0.251342,0.27817428,0.22676787,0.32483336,0.14601511,0.22965106,0.1738589,0.22342946,0.35119805,0.2675461,0.30578426,0.26769742,0.22330055,0.14795744,0.23406157,0.14406104
cellid_000040997-1_1,0.9083988,0.2179578,0.7959303,0.3934818,0.53978384,0.6729325,0.41029844,0.44698903,0.45718858,0.59458107,0.52930534,0.5037227,0.7417012,0.43790326,0.631483,0.27542773,0.53002745,0.7019482,0.6969364,0.78220195,0.499783,0.8148044,1.0056903,0.44385356,0.53263646,1.2584689,0.26337188
cellid_000041002-1_1,0.14715932,0.23640318,0.20232199,0.14419204,0.22686547,0.17505938,0.19294862,0.243209,0.28150463,0.3367004,0.22309546,0.17723453,0.23915121,0.49740788,0.21951576,0.22278658,0.32355487,0.23177618,0.13910381,0.21090303,0.20518066,0.3059401,0.24716938,0.249335,0.19642371,0.21396193,0.4566851
cellid_000041003-1_1,0.6570942,1.511033,0.63662845,0.2585716,0.4628198,0.34187436,0.3003165,0.49304515,0.37121308,0.4504651,0.5242092,0.44657257,0.59257156,0.5368866,0.38499278,0.5393617,0.41892797,0.5183645,0.42077187,0.5998642,0.44040433,0.34683433,0.9372002,0.29543713,0.36041534,0.58955556,0.33591
cellid_000041008-1_1,0.3432602,2.4388535,0.29838192,0.17084904,0.25032696,0.21893185,0.19253309,0.367731,0.21542871,0.29217982,0.28458497,0.21778476,0.2609945,0.37917846,0.18946037,0.22357252,0.2657861,0.18815435,0.26150852,0.34551522,0.33922663,0.21477766,0.19688247,0.22855984,0.17323977,0.17725657,0.23777537
cellid_000041010-1_1,0.7129933,0.36308262,0.34924182,0.4292135,0.44549096,0.43428174,0.45595863,0.49208033,0.4002732,0.44297278,0.5325254,0.35260704,0.55827516,0.4263592,0.528835,0.34159076,0.5017507,0.53829664,0.3886488,0.5756241,0.37801465,0.43236756,0.5103657,0.63426214,0.39397013,0.9188567,0.2634105
cellid_000041026-1_1,0.5110674,0.20520033,0.18511644,0.2639709,0.30150372,0.20213503,0.16234568,0.2333785,0.25899422,0.30861518,0.25111035,0.1426287,0.2331669,0.27702796,0.32619506,0.19833921,0.2466447,0.2615383,0.21489507,0.3303834,0.21280403,0.32637295,0.3671099,0.20424627,0.22725315,0.542687,0.38860255
cellid_000041029-1_1,0.043093488,0.10385056,0.15356265,0.08179652,0.07457144,0.08461662,0.11163296,0.13904007,0.04894476,0.14735547,0.16497478,1.0926188,0.11842281,0.12402268,0.059015676,0.40728927,0.07602784,0.10126154,0.089463905,0.12815757,0.26310834,0.051511288,0.049771238,0.19407722,0.09014362,0.06311711,0.7850496
cellid_000041034-1_1,0.513485,3.3530493,0.48925477,0.51094216,0.55455846,0.48149303,0.54133844,0.6404594,0.44237834,0.6574352,0.69789153,0.5877727,0.5648698,1.1411275,0.57363373,0.44468582,0.51153636,0.53783906,0.4751324,0.79050475,0.60871774,0.5976523,0.4048207,0.6869218,0.49539888,0.990822,0.6271822
cellid_000041046-1_1,0.7539561,0.39881125,0.64172345,0.43534744,0.57319677,0.5009498,0.4397873,0.5280781,0.57728505,0.59833455,0.6249387,0.35845345,0.6053196,0.49831253,0.4645649,0.35802555,0.6579258,0.5476041,0.476857,0.78351074,0.43077347,0.571063,1.3306977,0.39772785,0.41748253,0.7138204,0.50515294
cellid_000041048-1_1,0.47179157,0.1265965,0.40485957,0.17583507,0.27160054,0.28259748,0.2341101,0.2794,0.2863183,0.21336265,0.2608358,0.2597874,0.5381271,0.25099975,0.22403398,0.16889259,0.25968322,0.24150717,0.23409021,0.32337624,0.2660618,0.2670707,0.43226278,0.25687772,0.20734468,0.46925962,0.15074916
cellid_000041050-1_1,0.15495521,0.10834615,0.40648243,0.14790322,0.20403333,0.14307551,0.14950082,0.23763636,0.106354035,0.23981327,0.23857582,0.44274917,0.21270859,0.17938323,0.24063426,0.14515665,0.18666749,0.15600869,0.13130261,0.22080907,0.62366486,0.1800144,0.18116908,0.25239193,0.19232382,0.19082044,0.21613827
cellid_000041053-1_1,0.09115106,2.8627284,0.28400338,0.13617319,0.17600285,0.14648147,0.1607877,0.20426355,0.12376745,0.24639204,0.4026115,0.5206662,0.20797333,0.34386957,0.13787696,1.0682943,0.23402607,0.19644018,0.1773008,0.28584367,0.27427766,0.12298684,0.09847886,0.22079629,0.18215084,0.15107387,0.37861702
cellid_000041065-1_1,0.50064874,6.0289264,0.44006997,0.39487785,0.5389128,0.31420386,0.5132258,0.5052515,0.40148735,0.56640524,0.6791462,0.4642312,0.51887345,0.7391504,0.54209673,0.7432221,0.53519046,0.49872914,0.75386274,0.74380475,0.6256679,0.4297544,0.7699681,0.53135836,0.44153985,1.3540136,0.97128737
cellid_000041083-1_1,0.300465,0.13623641,0.25475517,0.20228869,0.29764664,0.26654935,0.19123743,0.24991335,0.30123207,0.32568705,0.23460083,0.16899508,0.29831392,0.27957594,0.243056,0.13306624,0.23017514,0.27178162,0.22137937,0.2673522,0.23750557,0.33437154,0.17138405,0.16623545,0.27130294,0.39504397,0.19158997
cellid_000041086-1_1,0.3097072,0.24490625,0.37924743,0.2330259,0.29678214,0.2729472,0.20616955,0.5162016,0.29649425,0.32807958,0.58835167,0.6663236,0.45575297,0.29054445,0.30934843,0.6115738,0.43449387,0.2948271,0.43664998,0.44867173,0.5354081,0.30768707,0.3005051,0.25775376,0.20077755,0.27842546,0.6294232
cellid_000041091-1_1,0.23155384,0.065097496,0.18327415,0.12457899,0.18971074,0.20679022,0.17311534,0.22894682,0.22063652,0.18958125,0.27462554,0.12868063,0.1276326,0.22940867,0.17986575,0.10359675,0.2958853,0.21599925,0.30093843,0.1799621,0.18958612,0.26783043,0.26663676,0.30108345,0.13754804,0.16305305,0.1320966
cellid_000041093-1_1,1.0201691,0.19364399,0.30223182,0.39286292,0.55620563,0.5823959,0.38095516,0.66715103,0.8666463,0.5949979,0.7175677,0.36199343,0.46011397,0.42227936,0.6015792,0.20638412,0.52856225,0.77214617,0.5882117,0.6127061,0.45741788,0.6517614,0.48125648,0.30769038,0.4685837,0.7813508,0.27251872
cellid_000041097-1_1,0.98598146,0.17564882,0.24677116,0.23061037,0.3496808,0.28841183,0.23325764,0.3484629,0.46291935,0.5000814,0.39404914,0.22379257,0.22431837,0.23083428,0.4023337,0.20636286,0.41415498,0.3766891,0.3448124,0.4593859,0.3294201,0.39624968,0.5565907,0.22178577,0.2421288,0.66565,0.19473688
cellid_000041101-1_1,1.6605368,0.2822676,0.30766168,0.37160754,0.6180641,0.47976846,0.39829218,0.43364394,0.6000615,0.5230476,0.66733086,0.36414608,0.40451732,0.40568984,0.6021021,0.29928008,0.5221946,0.5182817,0.45072642,0.852628,0.3894997,0.53841025,0.9879733,0.32389727,0.40726462,1.1258303,0.284815
cellid_000041102-1_1,0.70148957,0.19251746,0.3155715,0.3051312,0.63507307,0.40958953,0.33050922,0.40141946,0.486202,0.48806393,0.35033324,0.2821133,0.37574887,0.3503098,0.4478094,0.18432584,0.4822236,0.44597164,0.4592499,0.5944623,0.27677858,0.5264943,0.34185955,0.41330892,0.2247202,0.9586002,0.2121403
cellid_000041103-1_1,0.1830985,0.3746398,2.8965554,0.18843201,0.19684982,0.18542992,0.23013262,0.27364707,0.19593997,0.3610537,0.24536158,0.5153204,0.50361276,0.32005864,0.27297735,0.22022855,0.36087337,0.23293318,0.2003926,0.2856878,0.31163383,0.24923998,0.32026684,0.31759387,0.25724143,0.3808257,0.24433474
cellid_000041110-1_1,0.35463107,0.6303432,0.73207927,0.2796705,0.24661553,0.28298968,0.29323316,0.35034642,0.2517146,0.4086159,0.3386112,0.5817222,0.43103203,0.442417,0.5391654,0.5039064,0.34866455,0.3866088,0.31610078,0.63968277,0.44102302,0.26698288,0.2314691,0.32634807,0.2894731,0.59998965,0.6479534
cellid_000041114-1_1,0.288031,0.2355944,0.16130666,0.15755886,0.18290716,0.1528389,0.2077801,0.17630374,0.15725495,0.25525212,0.2523435,0.1293888,0.22821602,0.21397606,0.25388592,0.16001438,0.33129364,0.1954541,0.16230428,0.31800157,0.1852476,0.17174551,0.15235971,0.14895438,0.18294929,0.15270323,0.13146
cellid_000041116-1_1,0.16577925,0.28676212,0.21773629,0.1452735,0.14262976,0.11486064,0.14374821,0.21518801,0.24418771,0.27678147,0.2206224,0.16154261,0.19782478,0.15074477,0.21719068,0.17057085,0.16673699,0.18119878,0.18412967,0.28450388,0.1776226,0.17771102,0.17061146,0.261475,0.13346668,0.30851224,0.17135334
cellid_000041119-1_1,0.052216392,0.73354036,0.13394071,0.045258675,0.05477401,0.06679016,0.08862496,0.117909044,0.0440544,0.10596841,0.1410167,1.4505279,0.06295462,0.10618522,0.052889854,0.24568129,0.08587491,0.090923995,0.067286946,0.08222502,0.22474992,0.08074889,0.05411576,0.11510566,0.05579203,0.06609751,0.32915664
cellid_000041124-1_1,0.5205879,0.36019573,0.27653658,0.27212018,0.50238776,0.34365234,0.3150102,0.37061077,0.49159306,0.43678302,0.34946623,0.19738549,0.32249537,0.4365846,0.4750306,0.18979034,0.33040127,0.39749828,0.3477627,0.55431306,0.26802558,0.3453184,0.36085784,0.3059006,0.35982215,0.49306974,0.41622597
cellid_000041126-1_1,0.2099472,0.60552865,0.35428166,0.23869455,0.28986904,0.17127813,0.17007577,0.28760186,0.25560835,0.32413518,0.23337747,0.2761081,0.33898765,0.4079419,0.27562118,0.22955054,0.25396633,0.18679814,0.18517408,0.19529593,0.20467964,0.23347187,0.08580446,0.25318483,0.20838112,0.31306115,0.14929399
cellid_000041129-1_1,0.31613073,1.0324615,0.28715208,0.2730833,0.3737741,0.26003888,0.33814305,0.4373433,0.48336488,0.4855418,0.3638996,0.45582473,0.3951559,0.44347918,0.6098568,0.53779674,0.3874283,0.3584338,0.59145594,0.8949474,0.382812,0.3562633,0.40905097,0.45498914,0.25801963,0.6551242,0.8805035
cellid_000041139-1_1,1.7714946,0.32236063,0.8550297,0.5565607,1.0381091,0.70375067,0.5536797,0.673851,0.7504474,0.7744253,0.6739832,0.49384677,0.75169545,0.7748668,0.65709436,0.3228979,0.52898556,0.8392997,0.7976652,1.318124,0.60277367,1.0893749,1.4605838,0.537266,0.60181284,1.1943543,0.33706596
cellid_000041143-1_1,0.35162407,0.5403759,0.25013027,0.2575158,0.42654073,0.28291968,0.37017342,0.3221704,0.34957343,0.42312977,0.3092812,0.29323477,0.3635513,0.28630137,0.4794271,0.3121149,0.28326103,0.52151126,0.3949615,0.365322,0.3404646,0.37389427,0.4349658,0.4399717,0.31506783,0.70678717,0.38820854
cellid_000041147-1_1,0.13824257,0.7947689,0.5438427,0.15635602,0.20276487,0.12624612,0.2074391,0.2960981,0.12709646,0.21133436,0.22785646,0.72454184,0.26103592,0.3738199,0.16238663,6.1062403,0.32349828,0.14265053,0.16715555,0.29434854,0.55623275,0.21600723,0.14354095,0.31928405,0.20410284,0.26766938,0.5233071
cellid_000041148-1_1,0.3078803,0.11491353,0.15945259,0.16787107,0.482436,0.19387682,0.133197,0.36340466,0.23252136,0.24546894,0.29433158,0.18308823,0.21929386,0.13546495,0.3199809,0.1351888,0.18133295,0.24287714,0.34379065,0.48049256,0.19590099,0.29617402,0.313183,0.2172396,0.16355997,0.4147113,0.16792433
cellid_000041150-1_1,0.1536219,1.7178885,0.7503002,0.15472034,0.19773836,0.20085925,0.20351623,0.35164183,0.13950047,0.30790937,0.26569942,1.2227015,0.36985546,0.37639865,0.24520129,1.4320925,0.19128695,0.1842346,0.16612072,0.16698168,0.90369445,0.15071629,0.14521712,0.22982611,0.16049159,0.2800809,0.6929449
cellid_000041151-1_1,0.2610649,0.13889754,0.13905549,0.15448399,0.3420952,0.2611598,0.18874392,0.2500799,0.28930473,0.28363448,0.29757452,0.17428733,0.19622475,0.19658625,0.24982345,0.118178576,0.27364102,0.23700005,0.21654499,0.23864794,0.26836345,0.23071262,0.47102964,0.15192127,0.14901821,0.2837593,0.29920262
cellid_000041154-1_1,1.0713061,0.8505079,0.29103965,0.25802943,0.52600634,0.37263042,0.35403126,0.39862743,0.43298447,0.50428975,0.4037352,0.24091509,0.35207793,0.5059007,0.45395005,0.3155656,0.40168124,0.38308772,0.31784743,0.5401694,0.4128538,0.44584695,0.33383605,0.31386092,0.31619215,0.95060915,0.34029597
cellid_000041179-1_1,0.048883658,0.6820483,0.22983894,0.1018855,0.11826096,0.07001801,0.06707999,0.12446963,0.107552625,0.13856336,0.14845681,1.134333,0.123565525,0.15296662,0.0857683,0.31981602,0.13383599,0.10150668,0.08873214,0.17177048,0.25091732,0.069914706,0.063541844,0.20131521,0.097787015,0.10971651,0.59153366
