,meanscell_abundance_w_sf_0,meanscell_abundance_w_sf_1,meanscell_abundance_w_sf_2,meanscell_abundance_w_sf_3,meanscell_abundance_w_sf_4,meanscell_abundance_w_sf_5,meanscell_abundance_w_sf_6,meanscell_abundance_w_sf_7,meanscell_abundance_w_sf_8,meanscell_abundance_w_sf_9,meanscell_abundance_w_sf_10,meanscell_abundance_w_sf_11,meanscell_abundance_w_sf_12,meanscell_abundance_w_sf_13,meanscell_abundance_w_sf_14,meanscell_abundance_w_sf_15,meanscell_abundance_w_sf_16,meanscell_abundance_w_sf_17,meanscell_abundance_w_sf_18,meanscell_abundance_w_sf_19,meanscell_abundance_w_sf_20,meanscell_abundance_w_sf_21,meanscell_abundance_w_sf_22,meanscell_abundance_w_sf_23,meanscell_abundance_w_sf_24,meanscell_abundance_w_sf_25,meanscell_abundance_w_sf_26
cellid_000040400-1_1,0.47602654,0.3089223,0.44516236,0.20602126,0.19077252,0.20374611,0.2719136,0.25094712,0.23412657,0.31907937,0.26688457,0.23272939,0.3276843,0.20328636,0.23277503,0.18927088,0.264074,0.26524007,0.25728667,0.46475375,0.24007067,0.27289364,0.2170725,0.32771453,0.27093184,0.5073868,0.19184251
cellid_000040401-1_1,0.4641219,2.7098334,0.35687554,0.23900531,0.42328298,0.26616362,0.24251841,0.52665114,0.3540452,0.3660045,0.47577095,0.32499444,0.33163536,0.4101981,0.34855738,0.6120732,0.3865216,0.31213763,0.28244677,0.3873175,0.34063542,0.36714536,0.80971146,0.30979133,0.25482965,0.3797387,0.25400972
cellid_000040409-1_1,0.08185146,0.6526306,0.19922867,0.14578144,0.14285357,0.11591696,0.15442275,0.20417681,0.073901325,0.18518439,0.19867949,0.6157188,0.166544,0.46761647,0.085599296,0.5427324,0.1774946,0.15698814,0.16197193,0.16414145,0.46574208,0.13612828,0.05754064,0.16614348,0.11199438,0.12231044,0.5578634
cellid_000040410-1_1,0.08810455,0.4807988,0.1575054,0.06572063,0.07816184,0.073946126,0.075281106,0.18702789,0.0784129,0.17126209,0.10653697,0.17621821,0.13467592,0.09873374,0.10273362,1.2683944,0.14266661,0.083831444,0.06477474,0.12446372,0.14042959,0.0804167,0.04061016,0.14772363,0.08844413,0.0788339,0.09200761
cellid_000040415-1_1,0.24198546,0.11008778,0.13735119,0.13231422,0.23082884,0.19184338,0.1845774,0.17291094,0.11084322,0.26225537,0.2084911,0.12842405,0.17583676,0.13482586,0.25852787,0.1297884,0.14457145,0.21036462,0.13845526,0.23655592,0.11452365,0.13967031,0.14818789,0.123067886,0.1366331,0.30041927,0.12183243
cellid_000040416-1_1,0.25486058,1.5532258,0.30425683,0.18094485,0.46746203,0.22470248,0.3136996,0.37131926,0.5673584,0.45869374,0.48996434,0.25867242,0.35443234,0.37816656,0.6142957,0.29490843,0.34239247,0.31703174,0.23776072,0.4233633,0.23932846,0.26633647,0.20367464,0.25777346,0.26131308,0.5220917,0.26637515
cellid_000040417-1_1,0.52535534,0.13277495,0.21905456,0.24464437,0.3765134,0.2651947,0.25909317,0.24311681,0.35813057,0.33031765,0.32181507,0.20998451,0.2674943,0.22521985,0.43724316,0.15118012,0.32455894,0.22125429,0.27178514,0.36613864,0.25893223,0.43003502,0.50847167,0.23406036,0.21319948,0.31833926,0.20000075
cellid_000040422-1_1,0.09109715,0.5454533,0.28422686,0.14597191,0.16252458,0.12022088,0.13479562,0.23569554,0.17189668,0.25345218,0.19317226,3.1939242,0.2086691,0.24522571,0.13690595,3.7755141,0.17019458,0.12562805,0.14495112,0.13980547,0.4601594,0.13488758,0.08932782,0.17870338,0.09032218,0.13400991,0.66241235
cellid_000040424-1_1,0.17384203,0.5824737,0.8909059,0.2592595,0.27339125,0.2240116,0.20744589,0.3038331,0.1640135,0.31482837,0.28251594,0.8653031,0.3393182,0.31605312,0.1790335,0.27706215,0.21159017,0.42342067,0.1821749,0.26343048,0.45763358,0.18224101,0.18470927,0.23513904,0.19701454,0.20445974,0.8274187
cellid_000040425-1_1,0.2597435,0.1081198,0.22565104,0.2727272,0.21195254,0.23250484,0.27681148,0.19936813,0.22849354,0.32086247,0.27834487,0.21506813,0.26897427,0.22449628,0.34876525,0.13359858,0.2310857,0.22235318,0.16091737,0.3228325,0.25891057,0.20570742,0.793787,0.25321153,0.17100616,0.4167697,0.10274672
cellid_000040431-1_1,0.44912708,1.2717274,0.29895154,0.29764065,0.35282785,0.27452502,0.36919266,0.3113496,0.3297791,0.41417232,0.46394435,0.28958,0.47115842,0.41901276,0.4965719,0.32172307,0.44116822,0.35079154,0.34780678,0.45264393,0.28147468,0.26263314,0.365286,0.3375142,0.24726254,0.6970285,0.40175286
cellid_000040437-1_1,0.37666902,2.229323,0.4117487,0.20432976,0.29877084,0.262658,0.3199932,0.3324036,0.57289046,0.43613786,0.32766584,0.31874287,0.2536709,0.369977,0.46488053,0.45160034,0.3690215,0.30393636,0.23611407,0.35276967,0.3842335,0.3672458,0.65828055,0.34852064,0.30214244,0.5255154,0.3346329
cellid_000040438-1_1,1.236623,0.6199399,0.5367902,0.46690318,0.68679255,0.5523857,0.5267639,0.61433405,0.69065046,0.6366829,0.6788887,0.6604101,0.5797641,0.4881593,0.7313287,0.41646314,0.65234965,0.602274,0.5434984,0.77391136,0.64894015,0.9332178,6.5038404,0.5416936,0.49691647,1.2253723,0.39557636
cellid_000040444-1_1,0.66444784,3.6426642,0.42730996,0.56556946,0.6640544,0.55473644,0.5486019,0.68176347,0.68877655,0.67858815,0.6177501,0.46659228,0.6376555,0.6126286,0.7645602,0.47857296,0.55190444,0.5836585,0.6582547,0.59508795,0.47503364,0.741329,0.39184847,0.8094317,0.5281473,1.4008722,0.6164581
cellid_000040451-1_1,1.1230134,16.101034,1.2216846,0.9145706,1.074706,0.8718119,1.0127778,1.3176335,0.9517609,1.393352,1.5731177,1.1717683,1.3162674,2.024722,1.4956148,1.5670428,1.3223823,1.0585289,1.1014373,1.5379354,1.2548295,0.883409,1.2503994,1.4147365,0.84850717,1.7841793,1.7531371
cellid_000040467-1_1,0.17179269,0.6594867,0.14038579,0.11267099,0.25212258,0.11626831,0.10098167,0.21813974,0.20180637,0.23813444,0.18254961,0.18928298,0.21309254,0.2713789,0.13666014,0.33056587,0.13047558,0.1549185,0.14838067,0.23461288,0.15875717,0.11040759,0.24889332,0.1793881,0.08798033,0.13502644,0.24357916
cellid_000040468-1_1,0.08654934,1.1690247,0.27743417,0.13714257,0.23023848,0.10739356,0.20464095,0.23867725,0.11909147,0.22990204,0.30134827,0.26258054,0.22501211,0.26730168,0.16489628,0.7454845,0.21216679,0.23706578,0.14100897,0.18355866,0.49552166,0.1274525,0.0937012,0.31880006,0.15104523,0.1273736,1.6998988
cellid_000040470-1_1,0.12586226,0.15169802,0.21921042,0.12734497,0.21170288,0.1558231,0.11331517,0.2985997,0.17697464,0.19800398,0.41514605,0.15916628,0.16937244,0.17239794,0.15673822,0.1440742,0.316647,0.1635768,0.2299176,0.14588454,0.18799105,0.12922943,0.14146103,0.14557105,0.164205,0.259802,0.12865114
cellid_000040481-1_1,0.6850352,5.351089,0.5277089,0.45018494,0.65861887,0.5915514,0.498271,0.71596605,0.5396764,0.59857553,0.61875635,0.61042196,0.59958476,0.5999876,0.89984465,0.75574064,0.63466454,0.8386645,0.47360393,0.88884753,0.5499534,0.7733116,1.0450757,0.60964495,0.54101187,0.7794791,0.6083145
cellid_000040483-1_1,0.85573417,0.54189444,0.62380946,0.42424396,0.5409592,0.52179724,0.4508453,0.5758312,0.55795646,0.6869269,0.6386094,0.41050935,0.55703235,0.4220665,1.2392081,0.43740165,0.860335,0.64103055,0.73916495,0.83952713,0.515504,0.57636774,0.8280444,0.4871276,0.49442682,1.1191933,0.48974505
cellid_000040484-1_1,0.23849949,0.31022447,0.20577581,0.23764858,0.21738388,0.17982903,0.19892058,0.27390683,0.19127469,0.29498172,0.41027,0.15930617,0.16984954,0.2812266,0.18478298,0.17667069,0.29959172,0.18282557,0.26503408,0.27012497,0.2408128,0.2778305,0.53456175,0.36938614,0.17117903,0.484545,0.30617225
cellid_000040485-1_1,0.34690014,3.256411,0.5617476,0.29829448,0.44574496,0.4152631,0.3129832,0.5178887,0.30793744,0.5044321,0.58402526,0.3661092,0.458404,0.5663439,0.3070262,1.2439233,0.6265301,0.359193,0.54617167,0.34381747,0.42064628,0.36876333,0.30941415,0.5827159,0.39390418,0.30896223,0.46220076
cellid_000040486-1_1,0.081567094,0.523243,0.20579365,0.14972505,0.09371062,0.11801317,0.11566389,0.16227771,0.07349093,0.1746578,0.14593,0.3275882,0.1581556,0.19336146,0.12334719,0.15539248,0.09514802,0.124999255,0.067352064,0.0928413,0.2107349,0.116210386,0.049158994,0.102927715,0.08490409,0.14257368,0.23130122
cellid_000040491-1_1,0.2935291,1.713855,0.2343241,0.21480301,0.3553536,0.19499592,0.22516844,0.2873966,0.1885373,0.33985156,0.35051772,0.22867092,0.24719027,0.25643322,0.39281437,0.2656813,0.20449197,0.22150351,0.28775647,0.46932167,0.26133513,0.33183265,0.31086668,0.26160052,0.24666514,0.56785196,0.30817297
cellid_000040493-1_1,0.054751314,0.2472515,0.1399899,0.06423962,0.06315512,0.055599533,0.07205133,0.10831843,0.05221519,0.12564671,0.12257652,0.199559,0.098999746,0.09323587,0.08777484,0.29784423,0.12080057,0.05023793,0.07628403,0.0872725,0.14126669,0.049570132,0.033514343,0.09142198,0.053622495,0.057120133,0.11530944
cellid_000040494-1_1,0.595674,0.10615261,0.24592923,0.2215392,0.22218461,0.36954856,0.29679757,0.2541729,0.31015754,0.30070007,0.35425743,0.1777503,0.34237254,0.34255993,0.43404034,0.18407527,0.41380423,0.27194148,0.37085366,0.31943458,0.29329687,0.47280347,0.346973,0.22281075,0.25487387,0.22745153,0.17194797
cellid_000040533-1_1,0.13654989,0.95601434,3.0441732,0.19074947,0.25208655,0.15455976,0.23019005,0.21731696,0.13975368,0.3453941,0.2823777,0.8479015,0.54638255,0.29070678,0.21095577,0.4386697,0.2504254,0.20473996,0.20441921,0.16882257,0.571535,0.13809757,0.14545767,0.22727269,0.16990116,0.14202243,1.203926
cellid_000040540-1_1,0.2946166,0.26708943,0.33170512,0.21331483,0.46830615,0.28620225,0.27809787,0.3012744,0.35024506,0.30409136,0.40643123,0.27969405,0.31718868,0.2562252,0.26284233,0.20289409,0.36818913,0.3450264,0.28365466,0.34144607,0.39020255,0.25871068,0.38581195,0.24893779,0.32017615,0.3987206,0.32540572
cellid_000040542-1_1,0.23465565,0.5451771,1.0056434,0.15581338,0.14667815,0.116790034,0.13969104,0.22042604,0.12007945,0.27423242,0.20755313,0.49226376,0.27425894,0.25632173,0.20121942,0.313971,0.2687689,0.17848912,0.16033445,0.24215494,0.2924575,0.11735664,0.29341537,0.20155594,0.19728859,0.16236699,0.17597376
cellid_000040547-1_1,0.11721544,0.24658066,0.13497879,0.1079483,0.09807133,0.10224951,0.15326075,0.2104963,0.08648894,0.150725,0.11630984,0.097771,0.16301827,0.15764676,0.13026418,0.07687929,0.126894,0.08536372,0.11667731,0.11309953,0.12585826,0.12995192,0.06390699,0.12068962,0.10902681,0.091712125,0.12398886
cellid_000040549-1_1,0.29066083,0.093976356,0.82349086,0.19622354,0.15310217,0.31082508,0.17531158,0.23903784,0.24665037,0.30083483,0.29094285,0.1710126,0.32750222,0.266029,0.21614096,0.14034525,0.1591761,0.25850856,0.21467994,0.20510483,0.21021044,0.2251762,0.1812517,0.26454568,0.22416835,0.53630996,0.12568139
cellid_000040552-1_1,0.13410799,2.0776803,0.23239899,0.1675236,0.16317074,0.17178296,0.15601292,0.30051005,0.13799822,0.2773628,0.19957325,0.26239908,0.20062053,0.32630455,0.19776556,1.9179779,0.27173653,0.27358878,0.14455208,0.18475415,0.25745204,0.15939906,0.11762701,0.31225598,0.12827851,0.1397036,0.20592253
cellid_000040559-1_1,0.06833121,0.11539397,0.11343989,0.17938954,0.12093727,0.09404073,0.09199661,0.15220651,0.09802191,0.20112427,0.1672832,0.10167521,0.18960896,0.121231705,0.08821389,0.1547771,0.1401327,0.12434612,0.12058939,0.13811368,0.16484034,0.09771288,0.06573155,0.1100256,0.102959745,0.11207604,0.0926758
cellid_000040563-1_1,0.07035395,0.3544746,0.24356942,0.10927768,0.13220604,0.08550275,0.16722563,0.1867834,0.06432529,0.1454628,0.18694744,1.1973693,0.17057705,0.14853622,0.11902633,1.987417,0.13364127,0.101794235,0.14697994,0.10217521,0.29164147,0.12791352,0.05732295,0.15666018,0.090783685,0.10708837,0.28832412
cellid_000040575-1_1,0.42152473,1.7222733,0.70223486,0.32676947,0.47863185,0.3127937,0.3588307,0.5472541,0.51392716,0.5842455,0.50758505,0.506865,0.55940413,0.638544,0.3759347,0.47654,0.54619193,0.32833573,0.42895752,0.759785,0.43670216,0.34427136,0.2829699,0.45780662,0.39047256,0.4271109,0.4816006
cellid_000040581-1_1,0.33276615,0.37594768,0.170859,0.19347373,0.26147926,0.27384713,0.19536075,0.26980078,0.23835565,0.39132243,0.2669946,0.21408506,0.21087755,0.32562461,0.3577143,0.1712094,0.38480464,0.2886262,0.24464953,0.36349586,0.19681196,0.27869844,0.16262014,0.22354543,0.17504953,0.20037335,0.15663314
cellid_000040582-1_1,0.2817563,0.102838,0.13576168,0.105030365,0.18639645,0.13224344,0.17360476,0.18458018,0.35298833,0.22106744,0.2378561,0.09662653,0.21573094,0.15602992,0.19075258,0.11777912,0.32081163,0.16052493,0.17701203,0.26144192,0.17485897,0.3025402,0.2148007,0.24465513,0.124674074,0.16858028,0.08260427
cellid_000040589-1_1,0.37054732,3.0999615,0.5372481,0.4397767,0.38713273,0.39018688,0.43234262,0.55867994,0.34509495,0.615519,0.58826375,2.9128377,0.4828336,0.7726052,0.4869089,4.5113535,0.5023654,0.46574712,0.3803726,0.5308608,1.0268788,0.3976866,0.3670929,0.46151435,0.38803497,0.53674364,0.9329584
cellid_000040597-1_1,0.025380798,0.18620591,0.16980909,0.04878063,0.054386366,0.041350532,0.04673998,0.09514172,0.049617805,0.12343994,0.07382821,0.21075568,0.09603119,0.11268892,0.050840303,0.22899997,0.11890605,0.05843515,0.09833994,0.03465561,0.1261556,0.036059737,0.021026682,0.116604045,0.044648215,0.054279927,0.118395954
cellid_000040598-1_1,0.4278516,0.1511982,0.2276122,0.22425044,0.32298443,0.2930181,0.27383408,0.3415067,0.57682115,0.3195822,0.3637612,0.20674343,0.2541588,0.33974907,0.44718412,0.19800909,0.22250193,0.23612642,0.30602226,0.3273418,0.27580154,0.35171273,0.9916578,0.2853283,0.25137845,0.41262254,0.18507987
cellid_000040600-1_1,0.11403638,0.23801182,0.9291069,0.16923739,0.1726818,0.17980723,0.23923644,0.21450526,0.13884532,0.25197408,0.1912688,0.41402814,0.27477118,0.35024345,0.12632114,0.2926335,0.23519221,0.19695659,0.1666289,0.15458485,0.269154,0.17337032,0.12203175,0.25954187,0.21535093,0.14659166,0.3086499
cellid_000040611-1_1,0.059953228,0.26048246,0.09139157,0.10085502,0.06363137,0.05409687,0.085314535,0.10838655,0.067678034,0.12398063,0.10355104,0.45579383,0.09532211,0.13517232,0.08398379,2.0852342,0.08597036,0.07560792,0.06674302,0.10792664,0.195793,0.061882105,0.060310274,0.10404244,0.059526958,0.052371606,0.1601895
cellid_000040620-1_1,0.49356055,0.21018583,0.21679384,0.21343717,0.41058224,0.40795276,0.2982941,0.3083815,0.34807038,0.42889488,0.45068008,0.31967983,0.3621084,0.39266074,0.26591432,0.21778575,0.48156184,0.3268877,0.512733,0.42220145,0.3253295,0.33515128,0.41219372,0.2272142,0.33154723,0.37714386,0.21945053
cellid_000040624-1_1,0.23426846,1.6898799,0.5138902,0.26100513,0.31537318,0.26817322,0.271432,0.40190315,0.26211178,0.4492246,0.56548464,0.44237503,0.38686326,0.34007323,0.23305121,1.8376613,0.31646168,0.24131654,0.27577156,0.26899716,0.39346883,0.3431552,0.17716157,0.3343398,0.27148002,0.27977178,0.37422046
cellid_000040629-1_1,0.21355528,0.2058421,0.16562943,0.16911854,0.22980252,0.12403032,0.11455462,0.21092924,0.20258647,0.2829064,0.16483933,0.3910574,0.17836796,0.19284587,0.15577778,0.36907387,0.26550633,0.27146947,0.29806378,0.18362156,0.2139249,0.19253798,0.09004548,0.19842573,0.14442897,0.25512248,0.14204662
cellid_000040634-1_1,0.092718884,0.18661542,0.12554117,0.0995698,0.108917244,0.12605737,0.18388137,0.13365631,0.082067795,0.14673465,0.17549261,0.09278637,0.11757121,0.10556734,0.09813754,0.16167381,0.15513468,0.1278471,0.13876224,0.14478838,0.13307028,0.1255767,0.07765344,0.11639463,0.124562815,0.2914905,0.14204401
cellid_000040639-1_1,0.0795016,0.32273346,0.17489617,0.09642397,0.10151961,0.071674936,0.08244753,0.15628257,0.07293602,0.1746138,0.15434909,0.28385887,0.16552383,0.121234305,0.10149912,2.0755346,0.13958517,0.12370406,0.1277923,0.10265208,0.22205625,0.09920413,0.0673714,0.13386694,0.125851,0.061298642,0.17771047
cellid_000040659-1_1,0.11104794,0.9856479,0.46425906,0.17962526,0.17659107,0.14674924,0.14297186,0.31959495,0.1486395,0.25326404,0.22872362,1.3676697,0.21433257,0.26568246,0.1436497,3.5250692,0.26233527,0.1999225,0.16284676,0.19579102,0.5172859,0.12736307,0.088794224,0.22508954,0.17581736,0.13008794,0.47118175
cellid_000040665-1_1,0.03834742,0.40775004,0.31049854,0.07768597,0.08175823,0.08552919,0.07688672,0.12837844,0.082356274,0.16005549,0.15012681,0.2416391,0.08384844,0.1490574,0.080897026,0.5149383,0.11236385,0.07652533,0.069017485,0.05040921,0.197877,0.06857679,0.035699323,0.11057356,0.05614285,0.073062494,0.4676104
cellid_000040668-1_1,1.0761595,0.25687262,0.46753064,0.3856201,0.6319344,0.53698653,0.44369832,0.46551982,0.6658421,0.66102564,0.60162765,0.39314392,0.47261974,0.58091664,0.97180825,0.23940249,0.4843716,0.5675672,0.58926046,0.68414396,0.4925642,0.60804343,0.86257535,0.36522058,0.44490838,0.7016527,0.46462074
cellid_000040672-1_1,0.2884205,1.0909497,0.38576332,0.26327512,0.26591837,0.26751804,0.29440126,0.29658562,0.25605264,0.3318759,0.30780026,0.4082706,0.34595025,0.5379153,0.31126505,0.3212348,0.45792153,0.32629153,0.25761697,0.40066788,0.46350265,0.2928229,0.43524992,0.38391912,0.25994775,0.3886123,0.51400054
cellid_000040677-1_1,0.7848568,0.6453489,0.80846167,0.6203945,0.56618345,0.58388364,0.6875898,0.72663534,0.5209736,0.640246,0.6235074,0.7188794,0.7952003,0.7589508,0.6561458,0.6566341,0.68507576,0.66667765,0.6233652,0.633621,0.76173747,0.50130254,0.54510874,0.62687,0.5921952,0.58998644,0.5508411
cellid_000040678-1_1,0.08349763,0.3325327,0.22567968,0.07921982,0.13163167,0.08779366,0.10489828,0.16640678,0.06841475,0.13761951,0.18788278,0.13864659,0.13900977,0.20033638,0.08596568,1.2494484,0.09467446,0.0782511,0.11278458,0.12790294,0.21633297,0.112796284,0.061408088,0.22963461,0.083383344,0.110483386,0.3819092
cellid_000040697-1_1,0.76671594,0.4948531,0.38454148,0.53423136,0.47165915,0.6247845,0.4234667,0.46431676,0.49208644,0.5515151,0.48308536,0.37690997,0.38974336,0.4014571,0.49720737,0.33536363,0.34244508,0.47045422,0.6034218,0.6610518,0.45761505,0.54126376,1.2158874,0.32441148,0.3580198,0.4680511,0.21633488
cellid_000040699-1_1,0.64219046,0.14427064,1.0021287,0.3572309,0.47089112,0.504327,0.35732856,0.37498578,0.45514053,0.45019782,0.5735953,0.37016952,0.9910501,0.4263979,0.4645458,0.19746713,0.565234,0.51609236,0.64766484,0.44909245,0.38967282,0.5006082,0.48193723,0.36858663,0.47997066,0.85867715,0.1932899
cellid_000040701-1_1,0.40252933,0.118441895,0.17098881,0.20721252,0.3309875,0.30912724,0.19759837,0.3003007,0.33157367,0.38194966,0.36338016,0.1686156,0.22336362,0.39579284,0.2535904,0.11448841,0.2028148,0.23960248,0.35452044,0.35322154,0.27711713,0.24578454,0.1320153,0.2589727,0.22024556,0.9781917,0.2034577
cellid_000040716-1_1,0.328878,0.28051576,0.30644274,0.19917434,0.2659371,0.29738483,0.2482015,0.27832547,0.27906865,0.34625664,0.3582963,0.2589776,0.39438537,0.27999136,0.4427734,0.24760889,0.3384492,0.3579043,0.31842542,0.47076935,0.2154393,0.2658206,0.33519313,0.26974317,0.24751087,0.32122976,0.16716868
cellid_000040717-1_1,0.9987824,0.33878583,0.3062086,0.3137495,0.39359415,0.44689202,0.42032748,0.38671696,0.45727825,0.4280582,0.53645253,0.30853605,0.38602206,0.37281242,0.5535084,0.22814845,0.44568807,0.4278729,0.27260512,0.61826706,0.34452823,0.49454024,0.6209833,0.30175483,0.33412442,0.8460529,0.2977852
cellid_000040720-1_1,0.15984683,0.17961776,0.3050369,0.26421958,0.2012447,0.20682903,0.2940287,0.28509128,0.14534852,0.26275527,0.24159876,0.44263145,0.36606354,0.20458284,0.22112772,0.49330083,0.39484116,0.18895072,0.1390466,0.27118352,0.29256722,0.23507875,0.10514651,0.19787931,0.215842,0.19088402,0.37758756
cellid_000040721-1_1,0.17861964,0.24342726,0.18768013,0.15379652,0.4662338,0.22553432,0.20115028,0.28883773,0.24875163,0.25317338,0.3296201,0.22452389,0.2600017,0.39915153,0.23665304,0.2511209,0.37561032,0.26034233,0.17516781,0.2927775,0.29657218,0.14073145,0.18673262,0.1598857,0.25817016,0.20959744,0.14880887
cellid_000040736-1_1,1.1050986,0.16613978,0.29437608,0.4280801,0.69082713,0.46749878,0.33462036,0.40369388,0.3327082,0.5110894,0.43258122,0.31299812,0.33078668,0.35205555,0.5705623,0.20120616,0.46614116,0.48089087,0.6471866,0.55954844,0.35602173,0.50907224,0.6917792,0.39835292,0.30759305,0.5083519,0.29805484
cellid_000040743-1_1,0.7494172,0.21447909,0.38311028,0.4044665,0.5171124,0.5431784,0.41541976,0.39583695,0.57203543,0.5394164,0.53277326,0.43336582,0.5267829,0.43286157,0.52418536,0.31298062,0.5325199,0.5875776,0.56754667,0.58574903,0.38890865,0.7591157,0.48838642,0.40764225,0.41403022,0.69763833,0.22680119
cellid_000040745-1_1,0.033137873,0.11159208,0.15452968,0.045889594,0.071763426,0.032842744,0.04722673,0.06394027,0.02988079,0.079896644,0.12224217,0.9028733,0.0679255,0.11213253,0.04945231,0.056727313,0.055636197,0.041969065,0.040618148,0.044778794,0.111229315,0.032237932,0.031536933,0.1011448,0.042441774,0.038616534,0.09686691
cellid_000040746-1_1,0.13919881,0.8391004,0.14356694,0.15542163,0.21386242,0.20885149,0.18852502,0.24605002,0.22444257,0.232887,0.26256356,0.15584296,0.20177615,0.27165204,0.14491056,0.10030359,0.28431463,0.2537229,0.14373145,0.21065775,0.21012191,0.15503143,0.11662944,0.15132199,0.124726884,0.16250463,0.1194114
cellid_000040749-1_1,0.09033281,0.3326868,0.18843624,0.13939816,0.14836746,0.106772594,0.10494596,0.18432711,0.12076633,0.2532398,0.27073365,0.72715044,0.16622542,0.41640022,0.12870234,0.23159395,0.24147557,0.099312276,0.13647276,0.16587564,0.3350962,0.1497233,0.08023689,0.28198656,0.10788312,0.10781002,0.8466705
cellid_000040752-1_1,0.43948853,3.03229,0.67641103,0.35113916,0.43701467,0.45301223,0.45906028,0.4918582,0.40107676,0.54776156,0.59362525,0.30789325,0.57572055,0.88673204,0.4294352,0.7076192,0.45900983,0.44234794,0.46357647,0.59015524,0.55711997,0.5687955,0.2750698,0.55308384,0.37749612,0.6051008,0.563537
cellid_000040754-1_1,0.4432759,0.40291885,0.53539306,0.3595576,0.4280365,0.30678725,0.31133077,0.48905468,0.4251603,0.5155544,0.56610954,0.81816393,0.35089752,0.38575023,0.33350658,0.38483384,0.36092407,0.47071633,0.3510371,0.4728336,0.49091527,0.35797116,0.9283136,0.5440853,0.38653192,0.6981427,0.34541377
cellid_000040764-1_1,0.66762733,0.43122208,0.4916161,0.43268394,0.5414915,0.37050232,0.3904619,0.48396945,0.34323284,0.528358,0.7401003,0.56218886,0.48175007,0.4524986,0.98254323,0.3638062,0.5334555,0.5451725,0.42732048,0.5610093,0.5633185,0.41298017,0.7363089,0.29338318,0.42828944,0.45609683,0.33228168
cellid_000040766-1_1,0.20338537,0.19909772,0.1904598,0.20789707,0.3699517,0.29361895,0.22753264,0.30005252,0.25677356,0.31449738,0.275751,0.19072151,0.2701436,0.18099602,0.27277765,0.16970067,0.24975806,0.41693446,0.34796098,0.1958555,0.2950942,0.24644548,0.20391895,0.1433691,0.22590715,0.39903745,0.3441376
cellid_000040770-1_1,0.4097909,4.3792534,0.36384612,0.27644166,0.3594453,0.40176666,0.437595,0.46303216,0.28507856,0.5199669,0.4720971,0.5647798,0.3938359,0.7853376,0.42652234,0.5389669,0.40594935,0.36582547,0.37843227,0.4746624,0.45818123,0.3068562,0.35552377,0.6047709,0.3424857,0.7010436,0.36302754
cellid_000040774-1_1,0.70256364,8.360956,0.69218916,0.44665143,0.46356934,0.46983027,0.5261091,0.6234227,0.53292626,0.69594747,0.71765274,0.74484426,0.6898802,1.0136178,0.61455745,0.8171948,0.8320429,0.57622266,0.40124202,0.89128363,0.6862313,0.56189984,0.4949214,0.66189027,0.5749636,0.73664147,0.8777981
cellid_000040777-1_1,0.098226875,0.17102583,1.809325,0.120628394,0.13859199,0.1250575,0.12905216,0.16752268,0.113526985,0.2053119,0.16241843,0.52494204,0.40739018,0.20038599,0.10790937,0.16916098,0.19824812,0.13433747,0.12937523,0.17043053,0.3744258,0.12579413,0.092631966,0.10595887,0.1125292,0.161401,0.2444639
cellid_000040780-1_1,0.147069,0.738274,0.3440147,0.1687708,0.20647842,0.17532717,0.1969855,0.33571377,0.2045539,0.34176776,0.27819902,0.4387071,0.24384558,0.5248133,0.18953003,1.770847,0.34195325,0.22709344,0.14964248,0.24830177,0.5983355,0.18036814,0.111258,0.27556378,0.17988436,0.20283197,0.6988372
cellid_000040793-1_1,0.46156666,0.6030414,2.408459,0.19669624,0.32270828,0.28482747,0.30060712,0.4018196,0.4244051,0.39831704,0.43462437,0.43276936,0.6185613,0.39949256,0.3669923,0.5180008,0.4436827,0.32979193,0.27137816,0.39260137,0.46657082,0.29390714,0.2682563,0.35484895,0.3548925,0.2602419,0.46413693
cellid_000040798-1_1,0.54975486,0.21758923,0.213127,0.3003199,0.33566248,0.2675663,0.46318534,0.43225625,0.40645787,0.5037209,0.41755617,0.24507126,0.35381246,0.26487833,0.3676769,0.18526392,0.42984277,0.37219426,0.36480376,0.39111364,0.33905137,0.43280828,0.30348548,0.30078053,0.28313905,0.40925106,0.23745891
cellid_000040804-1_1,0.12432612,1.2283225,0.4563264,0.29186627,0.20919073,0.18454029,0.3164697,0.4526498,0.20964815,0.37021837,0.36674854,0.5122035,0.5066193,0.43236703,0.23008567,5.1526423,0.34346706,0.22981359,0.24278206,0.21300068,0.5123612,0.2526028,0.10845938,0.2858417,0.19294895,0.29148665,0.32664916
cellid_000040805-1_1,0.17380719,0.23558755,4.2263756,0.18224749,0.23282759,0.18579485,0.23150487,0.37660015,0.1828105,0.3290576,0.29722977,3.6628506,0.32829586,0.25224662,0.18701887,0.45905232,0.35554397,0.2791967,0.2769932,0.19504768,0.49587125,0.2198483,0.18549065,0.31967726,0.20435542,0.16770852,0.4740255
cellid_000040807-1_1,0.084699124,0.30864188,0.22756615,0.12881266,0.06668267,0.07424565,0.14979334,0.122527674,0.0767041,0.14093637,0.12633796,0.13241063,0.12289964,0.15769364,0.10374217,0.087103516,0.16005337,0.07016573,0.08724663,0.15294263,0.111242905,0.0867482,0.038416542,0.1620274,0.13372706,0.10080798,0.1865691
