,q05cell_abundance_w_sf_0,q05cell_abundance_w_sf_1,q05cell_abundance_w_sf_2,q05cell_abundance_w_sf_3,q05cell_abundance_w_sf_4,q05cell_abundance_w_sf_5,q05cell_abundance_w_sf_6,q05cell_abundance_w_sf_7,q05cell_abundance_w_sf_8,q05cell_abundance_w_sf_9,q05cell_abundance_w_sf_10,q05cell_abundance_w_sf_11,q05cell_abundance_w_sf_12,q05cell_abundance_w_sf_13,q05cell_abundance_w_sf_14,q05cell_abundance_w_sf_15,q05cell_abundance_w_sf_16,q05cell_abundance_w_sf_17,q05cell_abundance_w_sf_18,q05cell_abundance_w_sf_19,q05cell_abundance_w_sf_20,q05cell_abundance_w_sf_21,q05cell_abundance_w_sf_22,q05cell_abundance_w_sf_23,q05cell_abundance_w_sf_24,q05cell_abundance_w_sf_25,q05cell_abundance_w_sf_26
cellid_000043923-14P10,0.0035785045,0.0043031094,0.34223887,0.0065950574,0.0049955077,0.0059024817,0.0051720906,0.008503085,0.003111026,0.005454603,0.011540648,0.04142671,0.032679725,0.0067635365,0.004826125,0.0060493345,0.0088810325,0.0032789537,0.005042342,0.005466388,0.023482429,0.0041393894,0.0018660941,0.0077028614,0.0048001525,0.0034348848,0.0057969806
cellid_000043993-14P10,0.011304909,0.009467117,0.025969926,0.035495386,0.029387716,0.017116267,0.02644158,0.02606769,0.016723372,0.048150957,0.03371609,0.2987562,0.036139637,0.01846811,0.031059543,0.012674859,0.027442398,0.023800474,0.019091504,0.024543857,0.047197312,0.022584345,0.018622879,0.024157304,0.020401144,0.011592784,0.09787233
cellid_000044043-14P10,0.800047,0.037208833,0.09875432,0.04542671,0.087375596,0.056419432,0.051161427,0.05795558,0.0885703,0.097644776,0.100471914,0.058968414,0.09615743,0.049002327,0.076197594,0.043304298,0.0871568,0.05194775,0.069366716,0.10118656,0.06012451,0.13451606,0.6190985,0.061011113,0.06835762,0.10069559,0.026004523
cellid_000044050-14P10,0.007936275,0.09147237,0.046298012,0.008871072,0.013257268,0.0072377035,0.013925901,0.016628765,0.0076977173,0.017803093,0.04318352,0.03947037,0.02312098,0.06946673,0.011105184,0.030183159,0.01073434,0.007916658,0.008812737,0.016428843,0.023127351,0.010163845,0.0072628357,0.011710159,0.005648278,0.008420978,0.31403914
cellid_000044058-14P10,0.009155169,0.01590645,0.11216237,0.024356112,0.01468201,0.017903201,0.008998478,0.01870584,0.009992627,0.022310402,0.031339258,0.30360425,0.07160681,0.036231395,0.012872039,0.016690327,0.025247492,0.015081734,0.011685139,0.013942251,0.024262104,0.010006102,0.0076604337,0.03394765,0.009946275,0.024649462,0.011362462
cellid_000044072-14P10,0.0029903003,0.004932748,0.30779314,0.0036035313,0.0047270907,0.005394826,0.006794879,0.00924546,0.00463461,0.012614083,0.010288419,0.020816723,0.011065721,0.008090204,0.00370411,0.010957774,0.005966927,0.006915927,0.0056941803,0.0052759894,0.01309004,0.0036338756,0.0040277867,0.0069728037,0.0044294437,0.004872388,0.01662428
cellid_000044075-14P10,0.0038314036,1.802778,0.042104624,0.00560209,0.005934595,0.0045792516,0.007157994,0.016010223,0.008579992,0.014552384,0.009002983,0.029982174,0.011078219,0.02055472,0.0066547277,0.009628181,0.014198349,0.0071866554,0.0060649146,0.008119294,0.01301221,0.005235994,0.0035007189,0.009419961,0.0068291016,0.006440928,0.023025073
cellid_000044116-14P10,0.0043119867,0.002428631,0.009417036,0.002774111,0.00855707,0.0030376706,0.004267899,0.005138433,0.004845456,0.010003663,0.014902016,0.008975112,0.007152202,0.010674737,0.002762151,0.0066855345,0.006986665,0.0023374343,0.0062189586,0.004019061,0.011766956,0.0030241485,0.002195223,0.0042518456,0.0041747577,0.0042480826,0.013731287
cellid_000044184-14P10,0.011295085,0.006655547,0.029265799,0.008968355,0.011896521,0.022374723,0.010517244,0.022953682,0.01538052,0.026114406,0.05272893,0.019062797,0.03474472,0.0529942,0.0071850973,0.008519274,0.027872426,0.026012518,0.012425844,0.019174451,0.020901352,0.011017575,0.006554298,0.013425472,0.00937355,0.010461434,0.050692916
cellid_000044239-14P10,2.1912992,0.13472407,0.39581305,0.35193616,0.49036643,0.33295828,0.37193602,0.36484703,0.6438881,0.32562548,0.42340145,0.24949546,0.42759937,0.3103466,0.9316981,0.16777934,0.33698633,0.2989831,0.40087625,0.7852246,0.3326471,1.0227644,2.3545113,0.31297258,0.40395248,0.60905015,0.22451055
cellid_000044303-14P10,0.0042807343,0.0064023407,0.006197369,0.0032926865,0.005041912,0.0047643445,0.005206431,0.0110585205,0.004426865,0.011206613,0.012138249,0.011220629,0.013343081,0.009557212,0.0033062594,0.00473177,0.009261046,0.007438144,0.003303117,0.005935589,0.015840037,0.0038129499,0.0036859396,0.0059736404,0.004077795,0.004843628,0.014559851
cellid_000044352-14P10,0.00504939,0.007890683,0.013665716,0.009731477,0.00679373,0.004109194,0.00862255,0.011164935,0.00629632,0.014822624,0.015361251,0.019381473,0.009136587,0.0067062886,0.0056702327,0.006029191,0.010354587,0.010244128,0.005204205,0.0066746,0.011970183,0.0068702875,0.0028846476,0.006369679,0.0047201696,0.006124777,0.022824716
cellid_000044360-14P10,0.0034712465,0.008843026,0.054094188,0.0031219167,0.004512668,0.005062585,0.0032890718,0.007989888,0.0037106425,0.0076033454,0.010338365,0.013132117,0.008608434,0.0077939117,0.006504652,0.0046351966,0.006230363,0.0045930794,0.004851607,0.004477446,0.011210648,0.0029451982,0.0030043137,0.010357468,0.0063618785,0.005641187,0.14745398
cellid_000045004-14P10,0.005432355,0.005943616,0.013878729,0.01318923,0.008645486,0.007768404,0.006471784,0.009133834,0.0093631735,0.010901259,0.009837427,0.48597893,0.01784953,0.007752907,0.0059288815,0.005661757,0.008293353,0.005257448,0.0058657946,0.0055103744,0.03443637,0.0057592117,0.0065730726,0.0072472924,0.0059242686,0.0069608954,0.0053799637
cellid_000046659-14P10,1.3391447,0.13157433,0.4466407,0.32521322,0.34538445,0.34895656,0.21654746,0.26274833,0.57419366,0.33151624,0.33840564,0.3014943,0.3733142,0.32933283,0.66327477,0.16254152,0.28950614,0.4301864,0.49206856,0.49567807,0.32422927,0.58945,1.3752853,0.1974806,0.3556217,0.38612175,0.20084512
cellid_000046811-14P10,0.55991024,0.072479546,1.6113329,0.072917424,0.11618083,0.10702911,0.0738305,0.124660626,0.1934301,0.16249427,0.12074516,0.14139338,0.19931716,0.11575854,0.18077022,0.05549599,0.12686066,0.14269717,0.11005895,0.26132184,0.15690807,0.21354128,0.16663834,0.08282016,0.117763,0.2636577,0.08853156
cellid_000065886-14P10,0.015950529,0.015251841,2.2822337,0.013370798,0.018507473,0.011507444,0.014170769,0.022409104,0.008201471,0.030348925,0.015664339,0.066878706,0.06534241,0.024422348,0.019175896,0.028619915,0.018390683,0.012875264,0.011566921,0.017932199,0.053280327,0.012834528,0.015563117,0.009688783,0.01257454,0.012222176,0.043652624
cellid_000065898-14P10,0.0068010567,0.00855295,1.5510064,0.0071971207,0.009693807,0.006610094,0.00874534,0.018832738,0.009635887,0.019772036,0.019165274,0.011677738,0.03806577,0.0636004,0.013085676,0.00873734,0.012406251,0.009364898,0.008191877,0.015058204,0.013500811,0.010539347,0.009686276,0.009158073,0.0082891155,0.0073982268,0.029770901
cellid_000065940-14P10,0.20683792,0.046925046,0.16199103,0.077412866,0.416305,0.10745248,0.07931279,0.13494423,0.44825134,0.15844548,0.14126946,0.11730558,0.13466841,0.09911203,0.13668077,0.05491721,0.107928485,0.23534846,0.25715548,0.11169487,0.11871512,0.16085747,0.9288233,0.09225019,0.17963947,0.18660885,0.061851867
cellid_000065943-14P10,0.007767507,0.0059424485,0.021950332,0.009981353,0.016434908,0.014417594,0.0065086223,0.022381298,0.01239862,0.023442043,0.012004066,0.020913353,0.033707578,0.014489167,0.008141463,0.007160008,0.013312471,0.008844228,0.011400342,0.021026175,0.016665261,0.01073327,0.013105216,0.018665778,0.0100606745,0.020685084,0.037881244
cellid_000065958-14P10,0.011720536,3.2770755,0.1321302,0.013108231,0.016995156,0.013862327,0.013571832,0.028031487,0.013757111,0.024619348,0.027934156,0.10563349,0.0333215,0.07024726,0.015088796,0.048251078,0.026071392,0.014768644,0.01758812,0.018016167,0.037029576,0.009180974,0.010363643,0.018057797,0.013654809,0.014056353,0.020843372
cellid_000065959-14P10,0.015851133,0.06189729,0.05362524,0.023072451,0.022352455,0.036615092,0.024699535,0.037430927,0.016777022,0.053364374,0.032554936,0.039224982,0.04042339,0.021190904,0.01796629,0.046148427,0.036474828,0.025339685,0.02201812,0.048039816,0.04239909,0.019755326,0.014821087,0.027903683,0.016003586,0.011492793,0.058903366
cellid_000065961-14P10,0.02217195,0.032853663,0.048709676,0.025160579,0.019844944,0.11251922,0.036699697,0.04386532,0.022852,0.09708888,0.040127575,0.04909764,0.04552537,0.039482743,0.029969944,0.027299201,0.06785269,0.047525518,0.028768506,0.019470584,0.049947158,0.022204828,0.014180645,0.03997995,0.022842648,0.044902246,0.13111179
cellid_000065968-14P10,0.024440788,0.034109604,0.34519845,0.031132279,0.049624167,0.024709338,0.025324361,0.03539801,0.040917724,0.039156165,0.06633796,0.07667304,0.110697225,0.06978374,0.03501319,0.017660858,0.04287288,0.023452463,0.040530555,0.046232,0.10472618,0.022507392,0.04214769,0.044748846,0.028127048,0.036352444,0.069338456
cellid_000065972-14P10,0.043256786,0.06091458,2.142174,0.03692623,0.060914077,0.03639338,0.025062623,0.07502707,0.043043237,0.0624707,0.08406634,0.13224636,0.13244079,0.067953765,0.037843764,0.053129427,0.07854891,0.03486289,0.03384676,0.04386915,0.09113631,0.04018586,0.035927325,0.045165308,0.074052796,0.098164506,0.03929914
cellid_000065975-14P10,0.0047526555,0.0043589408,1.8681849,0.005234709,0.0071046427,0.00755574,0.005191687,0.0063603944,0.003271374,0.013009806,0.013722419,0.014943601,0.012041371,0.009651991,0.003698076,0.006734529,0.007627276,0.006019585,0.0054799733,0.0060435245,0.012754684,0.0049950653,0.004186579,0.008982069,0.00459129,0.005469633,0.007345668
cellid_000065980-14P10,0.079543814,0.06869152,0.09493433,0.057307325,0.07422794,0.068869255,0.04129434,0.0945388,0.10725132,0.078708045,0.11933423,0.064761505,0.07734261,0.110153556,0.09756307,0.052797034,0.09022383,0.073531345,0.3029265,0.10599301,0.07565593,0.097034186,0.3026764,0.06546381,0.0428655,2.260031,0.04510789
cellid_000065983-14P10,0.39476842,0.09927342,0.23269007,0.10313504,0.12404698,0.14400332,0.17147352,0.16473173,0.12339803,0.14285164,0.13764818,0.10026622,0.17391685,0.14260878,0.14661461,0.08451975,0.21426764,0.10207741,0.10872909,0.21497701,0.119339906,0.14406991,0.16836543,0.10063453,0.15083179,0.08493275,0.1141302
cellid_000065993-14P10,0.035649914,0.018043391,1.1823106,0.023365261,0.046232782,0.030807609,0.024672411,0.03634165,0.03336717,0.07803122,0.06604915,0.06983126,0.10992539,0.0513611,0.041474663,0.025220117,0.042254753,0.10516488,0.052176066,0.04831111,0.05125878,0.0522559,0.047274746,0.03800106,0.041689932,0.30696484,0.038629197
cellid_000066007-14P10,0.0910419,0.06342957,0.09510403,0.06326427,0.22751378,0.08047603,0.0472576,0.10674826,0.19600473,0.11019811,0.10641251,0.08965512,0.07153649,0.054047156,0.06295357,0.044859752,0.07909209,0.1480231,0.23446053,0.071272284,0.06632879,0.057686158,0.1638962,0.052605942,0.054916695,0.10557446,0.032263875
cellid_000066037-14P10,0.022740856,3.026003,0.06669944,0.029479045,0.05137309,0.033749286,0.036653843,0.052293167,0.020270785,0.06366442,0.06296542,0.03839363,0.053739432,0.0807722,0.031266145,0.101737134,0.050929226,0.026326934,0.02838242,0.024431532,0.065277375,0.02046887,0.056554068,0.034769867,0.036906246,0.04233882,0.046456464
cellid_000066041-14P10,0.0051999292,0.009189531,1.3232657,0.008062273,0.006934953,0.0055037253,0.010001663,0.009699684,0.0069883913,0.015663508,0.023746673,0.013386357,0.016575906,0.016057411,0.0063077603,0.011953136,0.01033121,0.012378296,0.01872202,0.008513516,0.042004447,0.008542404,0.004764961,0.015464841,0.0067224605,0.015469451,0.07461454
cellid_000066059-14P10,0.030180424,0.018915249,2.730608,0.024384243,0.052426394,0.041683793,0.03170403,0.05139605,0.047989253,0.08026487,0.059001487,0.070081875,0.17066061,0.09635779,0.030250264,0.04998441,0.042488918,0.06315985,0.057267305,0.04248714,0.056215882,0.045386583,0.066536985,0.07771164,0.042251863,0.045828953,0.03776783
cellid_000066063-14P10,0.04472705,0.09678955,0.13433397,0.031998344,0.06693929,0.045437153,0.02800263,0.048744712,0.03975736,0.053467445,0.08854602,0.08112345,0.059607577,0.05466077,0.04552533,0.024128603,0.08535724,0.07535266,0.058313895,0.042254593,0.05143908,0.028394215,0.018540084,0.05397408,0.042849626,0.13041784,0.055594213
cellid_000066077-14P10,0.017920872,0.05283491,0.039954152,0.021223169,0.03322823,0.024870457,0.017952265,0.04269615,0.033451382,0.05976968,0.030330779,0.026471138,0.03944666,0.03208112,0.018461626,0.021265032,0.05134506,0.044445273,0.062541164,0.040833812,0.027069924,0.02229266,0.028023668,0.039918173,0.021213938,0.039639167,0.051843055
cellid_000066078-14P10,0.08794078,0.026527125,0.072891645,0.049364213,0.1576945,0.047057793,0.046880566,0.07344602,0.21006733,0.0843142,0.13397366,0.11106471,0.07775543,0.04143054,0.063675016,0.054725215,0.0712544,0.10072323,0.24757622,0.09946854,0.054636028,0.05730386,0.46387368,0.03573542,0.07227657,0.26017967,0.049044874
cellid_000066081-14P10,0.053190134,0.032846082,0.07075275,0.052791934,0.0584157,0.03898112,0.03791924,0.07572806,0.057496313,0.06581977,0.06226279,0.05106211,0.04829251,0.0488314,0.05818003,0.059033893,0.060658034,0.042602662,0.11145672,0.06620234,0.057831768,0.06412449,0.2951383,0.05437224,0.05039369,1.1853995,0.034291882
cellid_000066083-14P10,0.010509607,0.17835818,1.7536663,0.010261424,0.014097101,0.0062362473,0.013762664,0.023630263,0.010292715,0.024984835,0.018251844,0.017082958,0.040174372,0.031149449,0.012657885,0.032447193,0.016877845,0.008938571,0.009421853,0.01011005,0.022071369,0.006954744,0.005696134,0.017987445,0.0078604035,0.00802283,0.024843965
cellid_000066096-14P10,0.11308238,0.0606073,0.22445829,0.06910236,0.24021412,0.1006185,0.06325086,0.11918677,0.20181023,0.1558424,0.18123578,0.110316806,0.28891897,0.10036699,0.06930611,0.06635636,0.16911373,0.17408895,0.14877039,0.1302119,0.12229412,0.076847106,0.5773604,0.08613222,0.14928956,0.23133737,0.06100587
cellid_000066116-14P10,0.0073527996,0.010904822,0.9636045,0.012773438,0.0091322465,0.0060070837,0.005818176,0.012783366,0.0073898067,0.015970489,0.013099139,0.02004368,0.023660785,0.012258911,0.009808932,0.00835614,0.010332305,0.013050313,0.009911741,0.009549926,0.023510808,0.0074071307,0.008201435,0.00920631,0.00827422,0.0134659605,0.009610806
cellid_000066122-14P10,0.015498195,0.027994791,0.12492454,0.022656398,0.024687236,0.015717167,0.016305221,0.028406648,0.017705066,0.05503265,0.027701724,0.0998152,0.034436177,0.025788348,0.020741321,0.026008489,0.030936532,0.02288205,0.01671633,0.032073677,0.03033807,0.016827613,0.014903374,0.032825075,0.019920764,0.033461582,0.032247424
cellid_000066125-14P10,0.07042998,0.019083813,0.067094475,0.031283814,0.042899713,0.04027277,0.04605772,0.04942958,0.04705466,0.075638056,0.06405384,0.0436567,0.06768316,0.07150914,0.039732456,0.027857322,0.06406516,0.076138675,0.06886956,0.053881027,0.07348888,0.037792258,1.0127014,0.034656134,0.04947264,0.029960297,0.020060653
cellid_000066132-14P10,0.06208612,0.019473193,0.038471438,0.032377057,0.11349843,0.03022445,0.034553003,0.059855305,0.14093451,0.061317142,0.0628385,0.0500832,0.034564294,0.055411875,0.045478173,0.046701755,0.055977996,0.06885383,0.10289696,0.056397885,0.08037957,0.052989323,0.120366916,0.07526077,0.030756865,0.06200018,0.047935437
cellid_000066156-14P10,0.091116495,0.032401856,0.0790097,0.02576843,0.25073013,0.048721123,0.032110907,0.09670822,0.12940612,0.054018017,0.07746435,0.060490217,0.06927491,0.07697034,0.04627826,0.04242942,0.06794193,0.12062469,0.1608533,0.08924063,0.047298256,0.057465523,0.58144003,0.063060395,0.052680068,0.067472406,0.028350793
cellid_000066157-14P10,0.009057848,0.005060103,0.587,0.0059719486,0.0121362675,0.008058345,0.0073147747,0.011448023,0.0070688264,0.01851249,0.03621387,0.018026896,0.026997097,0.010626352,0.009147311,0.00841599,0.026950767,0.009345563,0.008580891,0.013350641,0.01707917,0.005524097,0.012907394,0.014512816,0.007502274,0.010523712,0.030319272
cellid_000066177-14P10,0.022664305,0.008033957,0.028890286,0.010424261,0.058990523,0.021317156,0.017934315,0.035361685,0.023731688,0.027459422,0.040375136,0.031696066,0.02205841,0.025557999,0.018378586,0.015724964,0.017880028,0.036059823,0.023714302,0.048686545,0.026520308,0.01884831,0.026294926,0.012230806,0.021451538,0.013314901,0.0062046675
cellid_000066183-14P10,0.0077558937,0.010207332,0.023918793,0.009618295,0.025064802,0.008445999,0.009955528,0.011842412,0.007945239,0.028854527,0.019546842,0.049467087,0.028194822,0.014510318,0.00957988,0.016889594,0.019770475,0.01311928,0.010387693,0.016673965,0.016006695,0.011641766,0.039814167,0.017028334,0.0071476973,0.015111322,0.010542928
cellid_000066186-14P10,0.0053856773,0.012058546,1.3179694,0.005049675,0.005430915,0.006482462,0.007886949,0.0093750805,0.004979725,0.014508665,0.013713038,0.026908776,0.038362782,0.010810652,0.006291517,0.008698146,0.011155814,0.008125054,0.008500836,0.005935351,0.01885609,0.006538626,0.00427137,0.019175578,0.009328364,0.005467943,0.010871673
cellid_000066200-14P10,0.06914876,0.03771985,0.6641729,0.056113448,0.05403565,0.03992178,0.06329127,0.063896425,0.08868624,0.05095472,0.05205532,0.058137424,0.1445862,0.13693379,0.046612907,0.046609055,0.062090237,0.056434188,0.056189973,0.05140788,0.06388289,0.068562746,0.05544264,0.05185125,0.049238577,0.11773034,0.03931322
cellid_000066205-14P10,0.043126356,0.013205382,0.035067677,0.020676948,0.3074999,0.028913485,0.014332776,0.03574683,0.07536716,0.029657008,0.057731852,0.023975352,0.027278159,0.021209583,0.03532733,0.009835964,0.027093442,0.039349314,0.02839401,0.034515176,0.022172924,0.021774983,0.02529567,0.01529572,0.01875674,0.045907706,0.008084266
cellid_000066214-14P10,0.00506869,0.036251355,1.1045377,0.007293937,0.01018123,0.007493408,0.0088092415,0.012892057,0.007346863,0.017319912,0.024609504,0.08267588,0.03434867,0.010424162,0.007224935,0.028531015,0.015089618,0.010503433,0.013337516,0.009051315,0.030190008,0.004444548,0.0073918924,0.012607266,0.0070120115,0.004557258,0.044011734
cellid_000066222-14P10,0.60687417,0.0776322,0.20793882,0.08140159,0.12981392,0.1095566,0.12961864,0.14854924,0.15891035,0.1596641,0.14426072,0.16885956,0.13751219,0.18484981,0.1614445,0.08232479,0.110737674,0.17784129,0.14191322,0.30335397,0.121106744,0.15935265,0.27211952,0.122964785,0.097185664,0.16605839,0.18008788
cellid_000066236-14P10,0.050359692,0.01765925,0.030956842,0.02507049,0.0749687,0.042106003,0.01716822,0.047853857,0.056494318,0.057372294,0.047406994,0.080577396,0.05239059,0.03797937,0.050206643,0.028908385,0.09501354,0.06317415,0.15550287,0.050056055,0.05003675,0.039743192,0.055648685,0.027314296,0.037121102,0.08128228,0.020047043
cellid_000066238-14P10,0.0934551,0.021451546,0.0630235,0.030670293,0.14930415,0.031874962,0.031497058,0.05569029,0.11118914,0.057037592,0.07035225,0.030478729,0.053792585,0.04685619,0.040232055,0.031966183,0.08044673,0.060637947,0.19645773,0.0701874,0.04756338,0.07426882,0.18923938,0.029854812,0.044856623,0.04050944,0.03246495
cellid_000066243-14P10,0.013124962,0.022419991,3.3987424,0.023330733,0.017491575,0.015453801,0.01783456,0.02709516,0.016610537,0.03726029,0.030941263,0.07569148,0.08390968,0.025279608,0.020603096,0.013342504,0.029726556,0.028950628,0.019703427,0.0177375,0.040116426,0.015636884,0.012994476,0.0149919,0.023841312,0.020470008,0.019310636
cellid_000066250-14P10,0.29065242,0.042171568,0.09279329,0.065871164,0.30694032,0.104748584,0.096014634,0.14602758,0.64763224,0.16397257,0.15260862,0.14987962,0.103819855,0.14545302,0.12201926,0.07524517,0.11628927,0.2186106,0.31994337,0.18243074,0.08942132,0.38910937,0.51550895,0.06906861,0.17934586,0.08204332,0.049428374
cellid_000066255-14P10,0.06991526,0.0242819,0.07441425,0.073309004,0.05078063,0.040807407,0.033097178,0.0590434,0.042109873,0.08244726,0.085654594,0.567088,0.08036035,0.09090659,0.048928205,0.034257118,0.055089325,0.060129777,0.055006262,0.057849113,0.08256523,0.037720047,0.14095134,0.055554852,0.036473848,2.0434904,0.053137712
cellid_000066257-14P10,0.3009895,0.035218496,0.13847059,0.048855297,0.08423751,0.06674836,0.052097734,0.061201997,0.0652423,0.10494494,0.079662316,0.052613694,0.103109926,0.112644665,0.084910244,0.03710088,0.06582566,0.059509393,0.059459526,0.10933957,0.05954284,0.11293588,0.06046987,0.07726057,0.0793582,0.09725355,0.053302426
cellid_000066259-14P10,0.14268318,0.05930456,0.12722243,0.05284641,0.32972902,0.1144009,0.084129445,0.17329007,0.21018432,0.1973603,0.15092163,0.123008616,0.105301,0.080448054,0.09125292,0.07035678,0.109598614,0.25981134,0.33617756,0.18851654,0.13794409,0.09468381,0.25934595,0.069651164,0.13787732,0.06519675,0.066635124
cellid_000066264-14P10,0.0051556425,0.015362133,1.4595757,0.008779793,0.008685313,0.010127597,0.0075321454,0.013131366,0.005716982,0.00931993,0.015741302,0.011487094,0.029150236,0.011879212,0.008766944,0.018382931,0.014592793,0.007994766,0.007324802,0.012489748,0.018647607,0.00886684,0.005540409,0.011333783,0.005414659,0.011997094,0.0313004
cellid_000066275-14P10,0.1053526,0.0351106,0.18359645,0.05522832,0.26537317,0.07611262,0.076900475,0.10396468,0.15811582,0.10658811,0.11129282,0.0691994,0.08565489,0.096711494,0.07369505,0.047775645,0.084211916,0.105430126,0.19458608,0.112695344,0.08046078,0.10388234,0.25963724,0.07393591,0.079552144,0.25533584,0.032756332
cellid_000066292-14P10,0.14457104,0.04841917,0.10236087,0.061856125,0.48498237,0.06558942,0.06962192,0.14829001,0.41153792,0.1257334,0.120452255,0.11691526,0.16469058,0.060269043,0.07737139,0.067061976,0.17944859,0.3634762,0.20974441,0.15893221,0.10172856,0.087208174,0.7661937,0.07307983,0.10342476,0.16916102,0.036213085
cellid_000066295-14P10,0.007503396,0.01317995,0.6669828,0.00837952,0.010320763,0.0079284655,0.008309825,0.01584889,0.0071771047,0.020334393,0.020747459,0.014282186,0.038261533,0.009687254,0.007308463,0.015152491,0.010910955,0.008568856,0.012912463,0.007574692,0.017824799,0.009865512,0.008252535,0.010350617,0.009195202,0.008699642,0.01307923
cellid_000066305-14P10,0.14952296,0.06377864,0.08046761,0.26767498,0.12676123,0.2483685,0.11630204,0.11328689,0.08790298,0.19208424,0.1605267,0.08834629,0.11452476,0.09498981,0.07790466,0.05424996,0.08607033,0.096258596,0.12920602,0.08754225,0.19893767,0.16854294,0.07669087,0.1116798,0.10529667,0.13638107,0.051371
cellid_000066307-14P10,0.02277909,0.012737731,1.055662,0.0312714,0.023868836,0.026878504,0.0148834735,0.031950444,0.018795213,0.036419336,0.031090047,0.036982976,0.08710828,0.045999043,0.027873809,0.019148553,0.033572346,0.020548955,0.020597227,0.024767157,0.04910411,0.017584857,0.018805353,0.018578324,0.021882745,0.016582184,0.018711358
cellid_000066341-14P10,0.076798394,0.044726774,0.1801675,0.045059912,0.069226004,0.050372627,0.0433345,0.09095256,0.043682016,0.08509551,0.07869297,0.3287517,0.10192522,0.11472053,0.049545027,0.041366383,0.0726681,0.06662158,0.05910729,0.14193353,0.09942028,0.06281936,0.13644214,0.04932747,0.06654148,0.11985381,0.0496454
cellid_000066346-14P10,0.08528267,0.034735236,0.059573792,0.04004821,0.1351915,0.06699695,0.039440062,0.05107122,0.07388196,0.07770481,0.08459743,0.06871228,0.09017589,0.059636813,0.06377804,0.04098508,0.11514082,0.5198059,0.13670948,0.11136106,0.05545761,0.058145486,0.30307037,0.043807656,0.13619235,0.07508101,0.04589711
cellid_000066349-14P10,0.15572846,0.05874376,0.16353953,0.06496392,0.22631665,0.10740964,0.09122888,0.15761049,0.2590842,0.15742679,0.14219396,0.09458774,0.13462156,0.11638679,0.105835125,0.06116385,0.184521,0.29284164,0.20651665,0.17469324,0.10579785,0.0848898,0.3423315,0.11812976,0.11544406,0.20398976,0.049118288
cellid_000066361-14P10,0.2980147,0.03710226,0.078721695,0.029026058,0.069067575,0.046306986,0.090739354,0.043217216,0.052015815,0.075506926,0.1024694,0.052922145,0.066375166,0.03561686,0.09311445,0.03541501,0.05660393,0.04673326,0.0706501,0.120394535,0.056764923,0.084728286,0.03883299,0.04634708,0.054578673,0.27666616,0.033785943
cellid_000066373-14P10,0.0081932815,0.010975069,0.029438809,0.029489696,0.010799079,0.010345095,0.01400249,0.02524916,0.008542714,0.025231663,0.018005049,1.6432801,0.032249857,0.014164213,0.014121979,0.01150314,0.03168445,0.016560566,0.011072073,0.01810391,0.034521405,0.010257309,0.017304055,0.02750004,0.016981177,0.03061399,0.04794825
cellid_000066377-14P10,0.0660566,0.030690644,0.04960777,0.037227005,0.31566978,0.038499728,0.028757513,0.07899581,0.13894129,0.049722053,0.059948076,0.044466127,0.049216393,0.055757955,0.044436112,0.0354715,0.045546234,0.093739115,0.1931246,0.054205593,0.037262596,0.05988019,0.14896862,0.036438994,0.069104336,0.025390046,0.033672318
cellid_000066395-14P10,0.050508898,0.03501854,0.14402393,0.05531556,0.046036236,0.06350269,0.029132547,0.059405766,0.026021963,0.05538325,0.041227713,0.07349541,0.08452051,0.15330668,0.03617226,0.030651556,0.049737714,0.10953422,0.04148087,0.05427539,0.049556207,0.043686856,0.028791336,0.030655185,0.05660266,0.028921353,0.0343595
cellid_000066401-14P10,0.043660786,0.023453558,0.05568918,0.043889925,0.14833087,0.047113337,0.050293714,0.06965963,0.10074432,0.05988416,0.05575011,0.05424947,0.046488386,0.035306606,0.052790813,0.038992345,0.06630086,0.07143149,0.14718024,0.1168604,0.045842975,0.05854406,0.099765435,0.07127585,0.07180411,0.108270094,0.03037648
cellid_000066422-14P10,0.053368572,0.026663877,0.045767874,0.027897231,0.12997603,0.05347487,0.024624389,0.07391229,0.103796944,0.088795416,0.06826055,0.08807874,0.057851464,0.07148712,0.05457279,0.03236382,0.046373792,0.11720851,0.075770326,0.05232483,0.05671334,0.044660117,0.11295054,0.039684217,0.047693767,0.037804645,0.032237146
cellid_000066431-14P10,0.7255428,0.08761458,0.15444481,0.11419285,0.16247961,0.20623074,0.13145927,0.2062799,0.34884202,0.21093965,0.21491742,0.19995828,0.23688239,0.15928365,0.18534897,0.13138118,0.3115015,0.18278848,0.31467232,0.3742879,0.16151753,0.29835686,1.143536,0.17743292,0.19169243,0.21512915,0.16906916
cellid_000066432-14P10,0.018360231,0.089626044,0.021504175,0.0117979795,0.06631377,0.014725102,0.020278659,0.040195256,0.03418789,0.03116778,0.03333749,0.021641303,0.03219218,0.034395013,0.022227628,0.022908755,0.03575245,0.02549657,0.037276696,0.019446233,0.032900926,0.016474048,0.064600386,0.06008251,0.019592522,0.04886035,0.032445777
cellid_000066434-14P10,0.12619863,0.056429766,1.4117993,0.0858064,0.09809999,0.09641569,0.08432279,0.12942982,0.1960307,0.15225549,0.10115567,0.091047995,0.24011862,0.108714536,0.09020069,0.063644946,0.09573969,0.140682,0.35983816,0.117831744,0.13333845,0.096061915,0.38360405,0.090334594,0.10197454,1.2419305,0.066413
