"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Egr4.18",1.47799012624698e-14,0.239901787918742,0.245,0.156,1.63864765297003e-10,"19","Egr4"
"Fgf14.17",1.52611136632583e-14,0.17829036103415,0.597,0.442,1.69199967184545e-10,"19","Fgf14"
"Ppp1r16b.18",1.52780496010705e-14,-1.93231196046759,0.071,0.162,1.69387735927068e-10,"19","Ppp1r16b"
"Adcy1.19",1.62875806841112e-14,-1.63082490795029,0.209,0.307,1.8058040704474e-10,"19","Adcy1"
"Fam163a.16",1.64156490674788e-14,0.679968513469896,0.192,0.114,1.82000301211137e-10,"19","Fam163a"
"Ntn1.19",1.65660266794055e-14,-4.38205361188588,0.016,0.084,1.83667537794569e-10,"19","Ntn1"
"Nos1.19",1.90681070023749e-14,0.478198647895669,0.279,0.183,2.1140810233533e-10,"19","Nos1"
"Kcnn1.16",2.07605561547925e-14,0.300745305403656,0.401,0.29,2.30172286088185e-10,"19","Kcnn1"
"Shisa8.15",2.07755012026257e-14,0.21055683918479,0.524,0.386,2.30337981833511e-10,"19","Shisa8"
"Robo3.19",2.12323018858742e-14,-0.345650131239208,0.533,0.396,2.35402531008688e-10,"19","Robo3"
"Cgn.15",2.23313521657978e-14,0.799016626862979,0.141,0.075,2.475877014622e-10,"19","Cgn"
"Fign.16",2.2339755581054e-14,-2.14240181318693,0.062,0.147,2.47680870127145e-10,"19","Fign"
"Chst1.14",2.34905553370865e-14,0.682801582665245,0.27,0.178,2.60439787022278e-10,"19","Chst1"
"Atp6ap1.16",2.395910932559e-14,0.377363208676371,0.535,0.418,2.65634645092817e-10,"19","Atp6ap1"
"Itpkb.18",2.61643992373495e-14,-3.25386035294588,0.014,0.081,2.90084694344494e-10,"19","Itpkb"
"Camkv.16",3.07321944110964e-14,0.779639449688618,0.341,0.236,3.40727839435826e-10,"19","Camkv"
"Creb3l1.16",3.5024319469702e-14,0.938860506979291,0.127,0.066,3.88314629960586e-10,"19","Creb3l1"
"Rem2.16",3.61430267236866e-14,0.742914968590836,0.145,0.079,4.00717737285513e-10,"19","Rem2"
"Sv2a.17",3.73014657100891e-14,0.292663710835382,0.611,0.472,4.13561350327758e-10,"19","Sv2a"
"Gprin1.18",3.73355960728024e-14,1.07110812481423,0.15,0.083,4.1393975365916e-10,"19","Gprin1"
"Nr2f2.16",4.047327417239e-14,-0.851112050426243,0.187,0.296,4.48727190749288e-10,"19","Nr2f2"
"Nlgn1.16",4.0794745039276e-14,0.188901111846924,0.903,0.709,4.52291338250453e-10,"19","Nlgn1"
"Ptprr.13",4.4716483246257e-14,0.320700035679073,0.514,0.395,4.95771649751251e-10,"19","Ptprr"
"Syt4.15",4.66058802560824e-14,0.605361070936557,0.257,0.17,5.16719394399185e-10,"19","Syt4"
"Pde4d.14",4.73503627977581e-14,0.401750201750206,0.473,0.357,5.24973472338744e-10,"19","Pde4d"
"Wdr17.16",4.74702113920634e-14,0.771346574064813,0.205,0.125,5.26302233703807e-10,"19","Wdr17"
"Sh2d3c.15",4.80663571712534e-14,0.720099916433546,0.211,0.131,5.32911701957686e-10,"19","Sh2d3c"
"Pomc.12",4.83031441702387e-14,1.62321058629198,0.046,0.015,5.35536959415436e-10,"19","Pomc"
"Abca2.17",4.95179124781378e-14,-0.253878667494212,0.607,0.468,5.49005095645114e-10,"19","Abca2"
"Stx1a.14",5.66721129623318e-14,0.541863355850023,0.38,0.274,6.28323716413372e-10,"19","Stx1a"
"Arap1.18",5.78566731519714e-14,-4.56608369455481,0.006,0.067,6.41456935235907e-10,"19","Arap1"
"Camk1d.19",6.1104359386967e-14,0.174422406431807,0.399,0.287,6.77464032523304e-10,"19","Camk1d"
"Tmem17.11",6.56397673012992e-14,1.15906112322966,0.062,0.024,7.27748100069505e-10,"19","Tmem17"
"Pcdh18.12",6.90918934613895e-14,0.751171368112183,0.224,0.142,7.66021822806425e-10,"19","Pcdh18"
"Iqub.14",7.01658619902944e-14,0.675747168086848,0.092,0.042,7.77928911886394e-10,"19","Iqub"
"Slc7a4.16",7.09356611145776e-14,0.68228841839531,0.259,0.172,7.86463674777321e-10,"19","Slc7a4"
"Kcnj3.19",7.19821525038168e-14,0.489908974461768,0.308,0.209,7.98066124809817e-10,"19","Kcnj3"
"Slc5a6.17",7.43199484169578e-14,0.722312210922189,0.212,0.134,8.23985268098812e-10,"19","Slc5a6"
"Grip1.14",7.47846909977575e-14,0.366422819239825,0.411,0.299,8.29137869092137e-10,"19","Grip1"
"Gphn.14",7.9938609302336e-14,0.236001031607894,0.866,0.732,8.86279361334999e-10,"19","Gphn"
"Gabbr2.12",8.1340205980173e-14,-0.852252789952765,0.612,0.628,9.01818863702179e-10,"19","Gabbr2"
"Fat2.19",1.00309287410329e-13,-3.97881584860143,0.028,0.098,1.11212906951832e-09,"19","Fat2"
"Prkcq.19",1.09895231178814e-13,-5.86050349437988,0.006,0.066,1.21840842807951e-09,"19","Prkcq"
"Fndc3a.9",1.17784198325345e-13,0.662096001893975,0.196,0.119,1.3058734068331e-09,"19","Fndc3a"
"Tmem151b.15",1.42715106161521e-13,0.745515099626251,0.204,0.127,1.58228238201279e-09,"19","Tmem151b"
"Glrb.16",1.4375111740605e-13,0.359715737129968,0.527,0.401,1.59376863868088e-09,"19","Glrb"
"Tafa4.18",1.48803661956852e-13,-1.14653870694467,0.104,0.198,1.64978620011562e-09,"19","Tafa4"
"Apaf1.11",1.49408916939885e-13,0.787886362115987,0.108,0.053,1.6564966621125e-09,"19","Apaf1"
"Adcy8.15",1.64491014178061e-13,-1.03755566155437,0.293,0.386,1.82371187419216e-09,"19","Adcy8"
"Pbrm1.13",1.98773649145903e-13,0.62108266316545,0.288,0.198,2.20380344808062e-09,"19","Pbrm1"
"Rnf213.10",2.03356991289001e-13,0.649668630621075,0.206,0.128,2.25461896242116e-09,"19","Rnf213"
"Kcnc1.17",2.13953287809563e-13,0.56013575744107,0.369,0.272,2.37210010194463e-09,"19","Kcnc1"
"Pitx2.19",2.18330445610522e-13,-3.42947107290803,0.014,0.076,2.42062965048386e-09,"19","Pitx2"
"Mctp1.14",2.3989996790458e-13,0.448642213153516,0.415,0.309,2.65977094415808e-09,"19","Mctp1"
"Ift122.11",2.59510516727909e-13,0.875232444347514,0.09,0.042,2.87719309896232e-09,"19","Ift122"
"Mybpc2.2",2.64217825486833e-13,1.94957819937574,0.027,0.007,2.92938303117251e-09,"19","Mybpc2"
"Crtac1.15",2.67371609075684e-13,1.00619809854985,0.13,0.07,2.96434902982211e-09,"19","Crtac1"
"Wdfy3.14",2.91580628460606e-13,-0.711045838375524,0.576,0.626,3.23275442774273e-09,"19","Wdfy3"
"Calu.10",3.19726511650008e-13,1.1187868823096,0.176,0.105,3.54480783466364e-09,"19","Calu"
"Baiap2l1.19",3.74936432422783e-13,1.31288742245101,0.152,0.087,4.15692022627139e-09,"19","Baiap2l1"
"Prkx.12",3.80901563840158e-13,0.535668146126217,0.267,0.18,4.22305563829583e-09,"19","Prkx"
"Chrm4.16",3.85864204800314e-13,0.715157708223921,0.177,0.105,4.27807643862108e-09,"19","Chrm4"
"Neurl1a.16",3.87510407428512e-13,0.505170936582644,0.303,0.209,4.29632788715992e-09,"19","Neurl1a"
"Slc44a2.10",4.09229938007118e-13,0.35939212542981,0.378,0.273,4.53713232268492e-09,"19","Slc44a2"
"Thsd7a.18",4.31980126114711e-13,0.398909705657249,0.353,0.251,4.7893636582338e-09,"19","Thsd7a"
"Dnaaf9.16",4.35901341355499e-13,0.311425139520214,0.45,0.338,4.83283817160841e-09,"19","Dnaaf9"
"Atp8a1.16",4.88043299151822e-13,0.248859370282333,0.542,0.416,5.41093605769625e-09,"19","Atp8a1"
"Lrrc7.17",5.10584246661814e-13,0.163368666758749,0.702,0.537,5.66084754273953e-09,"19","Lrrc7"
"Prdm8.18",5.17126159078982e-13,-3.36369353881129,0.014,0.075,5.73337772570867e-09,"19","Prdm8"
"Ephb1.15",5.20837002103203e-13,0.269159782786961,0.608,0.474,5.77451984231821e-09,"19","Ephb1"
"4833439L19Rik.13",5.53785713567247e-13,0.489466281325225,0.347,0.249,6.13982220632006e-09,"19","4833439L19Rik"
"Slc17a7.19",5.6446336208001e-13,-4.09553050562549,0.014,0.074,6.25820529538108e-09,"19","Slc17a7"
"Rtkn.17",5.93527464970578e-13,-3.19246377725303,0.018,0.081,6.5804390041288e-09,"19","Rtkn"
"Clmn.14",6.06550794826904e-13,-1.39831367911927,0.135,0.227,6.72482866224588e-09,"19","Clmn"
"Prr12.16",6.08828775836642e-13,0.526945497720535,0.542,0.43,6.75008463770085e-09,"19","Prr12"
"Lrrc24.12",6.19882131938023e-13,0.457455642857967,0.328,0.234,6.87263319679686e-09,"19","Lrrc24"
"Bsg.12",6.22952161008299e-13,0.312763996719283,0.495,0.384,6.90667060909901e-09,"19","Bsg"
"Rin1.18",7.17795307230128e-13,-1.91328581641107,0.033,0.104,7.95819657126043e-09,"19","Rin1"
"Plekha7.19",7.66008315793758e-13,-2.2885197118036,0.032,0.102,8.4927341972054e-09,"19","Plekha7"
"Or56a5.16",7.97601839813423e-13,0.67451089284159,0.128,0.069,8.84301159801142e-09,"19","Or56a5"
"Trarg1.19",8.1413906763117e-13,-2.45774637879354,0.038,0.109,9.02635984282678e-09,"19","Trarg1"
"Atp8b4.17",8.16887505985447e-13,1.07430421723458,0.14,0.079,9.05683177886065e-09,"19","Atp8b4"
"Gse1.14",8.33342775143585e-13,0.362792644698391,0.285,0.192,9.23927134801692e-09,"19","Gse1"
"Adcy3.15",8.500122942946e-13,0.479350763176159,0.331,0.237,9.42408630684423e-09,"19","Adcy3"
"Slco4a1.12",9.01208181743605e-13,0.563241404141575,0.222,0.144,9.99169511099135e-09,"19","Slco4a1"
"Galnt2.16",1.05104496432158e-12,0.442967192781734,0.276,0.188,1.16529355194333e-08,"19","Galnt2"
"Megf8.12",1.05432812128754e-12,0.480978936122684,0.372,0.277,1.1689335880715e-08,"19","Megf8"
"Ripor2.16",1.06889580898067e-12,-1.38993442657775,0.154,0.245,1.18508478341687e-08,"19","Ripor2"
"Ldlrad2.17",1.0868599018046e-12,1.1480720034142,0.06,0.024,1.20500157313076e-08,"19","Ldlrad2"
"Kcnj10.19",1.13208607572376e-12,-4.079074552766,0.009,0.067,1.25514383215494e-08,"19","Kcnj10"
"A2ml1.19",1.23942335330709e-12,-2.99562268602164,0.026,0.092,1.37414867181157e-08,"19","A2ml1"
"Sox14.18",1.28422962739591e-12,1.90243415908745,0.036,0.011,1.42382538789385e-08,"19","Sox14"
"Pde3a.17",1.29269932339205e-12,0.676948463717819,0.256,0.175,1.43321573984477e-08,"19","Pde3a"
"Abhd14a.16",1.30441353044898e-12,0.646786635562454,0.223,0.146,1.44620328120879e-08,"19","Abhd14a"
"Rhoa.13",1.46285912859632e-12,-1.69893311876059,0.251,0.348,1.62187191587474e-08,"19","Rhoa"
"Abcc4.17",1.5621094892246e-12,1.77217633490855,0.047,0.017,1.73191079070332e-08,"19","Abcc4"
"Pik3r3.13",1.57319516419289e-12,0.395636847687999,0.405,0.302,1.74420147854066e-08,"19","Pik3r3"
"Lef1.19",1.73928316134444e-12,-3.34475490248191,0.014,0.073,1.92834324098258e-08,"19","Lef1"
"Adgrb1.17",1.84574261991486e-12,0.912487507090927,0.747,0.641,2.04637484269961e-08,"19","Adgrb1"
"Sh3bp5.14",1.85622652833809e-12,0.718702472176865,0.214,0.138,2.05799835196844e-08,"19","Sh3bp5"
"Slc32a1.19",1.9727091097129e-12,-0.203219557409474,0.413,0.295,2.18714258993869e-08,"19","Slc32a1"
"Sh3bp4.15",1.99155007502916e-12,0.426164964999798,0.175,0.103,2.20803156818484e-08,"19","Sh3bp4"
"Olfml3",2.02405715344677e-12,2.69883577642907,0.01,0.001,2.24407216602644e-08,"19","Olfml3"
"Zfp608.16",2.0388171038224e-12,0.225036034752645,0.501,0.378,2.26043652300789e-08,"19","Zfp608"
"Ache.14",2.07307404964946e-12,0.345918468585442,0.533,0.422,2.29841719884636e-08,"19","Ache"
"Prune2.14",2.12271696497255e-12,0.493022786845537,0.362,0.266,2.35345629906507e-08,"19","Prune2"
"Rapgef6.18",2.19261066003283e-12,0.588335191573678,0.25,0.169,2.4309474387784e-08,"19","Rapgef6"
"Ugt8a.19",2.42677519637874e-12,-4.80952607746938,0.008,0.063,2.69056566022511e-08,"19","Ugt8a"
"Htr2b.1",2.46473252864252e-12,2.65852352903735,0.016,0.003,2.73264895450596e-08,"19","Htr2b"
"Ryr2",2.63351464622009e-12,3.36196403328375,0.014,0.002,2.91977768826421e-08,"19","Ryr2"
"Notch1.18",2.76744710445295e-12,-5.1146640096069,0.01,0.067,3.06826860470699e-08,"19","Notch1"
"Sult1a1.15",3.01113279865294e-12,1.22877343967298,0.037,0.012,3.33844293386651e-08,"19","Sult1a1"
"Adamts1",3.29488562956675e-12,2.84096403910004,0.013,0.002,3.65303969750066e-08,"19","Adamts1"
"Adarb2.19",3.41096621508256e-12,-1.75949329199326,0.103,0.183,3.78173824266203e-08,"19","Adarb2"
"Pde11a.18",3.45918963390374e-12,0.939724538894901,0.043,0.015,3.83520354710908e-08,"19","Pde11a"
"Mettl22.10",3.47413074037675e-12,0.410242902268787,0.262,0.175,3.8517687518557e-08,"19","Mettl22"
"Calb2.17",3.57173524631533e-12,-3.13783913551083,0.025,0.088,3.95998286758981e-08,"19","Calb2"
"Bbs9.15",3.70140258291638e-12,0.599839211523743,0.186,0.116,4.10374504367939e-08,"19","Bbs9"
"Vwc2l.16",3.90831359170714e-12,0.662118220241422,0.252,0.169,4.33314727912571e-08,"19","Vwc2l"
"Slc18a2.19",3.913701091624e-12,0.645024450405096,0.114,0.059,4.33912040028353e-08,"19","Slc18a2"
"Cenpt",3.92985549059946e-12,2.55785730528693,0.016,0.003,4.35703078242763e-08,"19","Cenpt"
"Cenpf.1",3.94462230010594e-12,2.42196061627505,0.016,0.003,4.37340274412746e-08,"19","Cenpf"
"Add3.17",3.9573864393049e-12,-1.16405886381168,0.206,0.306,4.38755434525734e-08,"19","Add3"
"Drd4.9",4.04871579665647e-12,1.62104770535742,0.041,0.014,4.48881120375303e-08,"19","Drd4"
"Phactr3.14",4.37478226231944e-12,0.231673665556205,0.56,0.442,4.85032109423356e-08,"19","Phactr3"
"Cblb.11",4.67490111108266e-12,0.20568890645465,0.725,0.607,5.18306286185734e-08,"19","Cblb"
"Plxnb1.18",5.32211515214165e-12,-2.14783589208323,0.053,0.126,5.90062906917945e-08,"19","Plxnb1"
"Brinp1.19",5.42781246350819e-12,0.273680014296722,0.574,0.457,6.01781567829154e-08,"19","Brinp1"
"Serinc1.12",5.51765742794414e-12,0.26087270442742,0.66,0.548,6.11742679036166e-08,"19","Serinc1"
"Syn3.17",5.76350122444077e-12,0.34304620576684,0.427,0.32,6.38999380753748e-08,"19","Syn3"
"Sybu.15",5.79150600266736e-12,0.437742277220479,0.371,0.278,6.42104270515731e-08,"19","Sybu"
"Mmd2",6.55645729864276e-12,3.38214634488792,0.01,0.001,7.26914420700523e-08,"19","Mmd2"
"Chd5.16",6.73567524391073e-12,0.275789665935014,0.509,0.395,7.46784314292383e-08,"19","Chd5"
"Srpra.13",6.95438690203254e-12,0.764996392627875,0.141,0.081,7.71032875828348e-08,"19","Srpra"
"Vps8.9",7.15284237393031e-12,0.382325996534178,0.38,0.283,7.93035633997654e-08,"19","Vps8"
"P3h2.17",7.95036536969677e-12,-3.4014435582157,0.015,0.071,8.81457008538281e-08,"19","P3h2"
"Rreb1.19",9.6990793808397e-12,-3.67148769073598,0.016,0.072,1.0753369309537e-07,"19","Rreb1"
"Zfp804a.17",1.04195579057414e-11,-1.65635260219086,0.142,0.225,1.15521638500955e-07,"19","Zfp804a"
"Ptprf.17",1.20325328116569e-11,0.167627713048044,0.678,0.551,1.3340469128284e-07,"19","Ptprf"
"Inka2.12",1.31453776250583e-11,-2.3267016698477,0.036,0.101,1.45742801729021e-07,"19","Inka2"
"C2cd4c.17",1.54444873799579e-11,1.05441632856819,0.09,0.045,1.71233031581593e-07,"19","C2cd4c"
"Pttg1ip2.18",1.57745335599641e-11,-4.95184615605015,0.01,0.063,1.74892253579322e-07,"19","Pttg1ip2"
"Mgll.18",1.63894044804995e-11,-1.47597048550787,0.136,0.221,1.81709327475298e-07,"19","Mgll"
"Ralgps1.17",1.65676255739785e-11,0.257091720283323,0.523,0.409,1.836852647387e-07,"19","Ralgps1"
"Gpc5.17",1.70280358443048e-11,-3.31991471657531,0.009,0.062,1.88789833405807e-07,"19","Gpc5"
"Septin8.13",1.75641677956592e-11,-1.26890988397867,0.395,0.466,1.94733928350473e-07,"19","Septin8"
"Scn4b.19",1.84218963209482e-11,-2.02188885855948,0.06,0.131,2.04243564510353e-07,"19","Scn4b"
"Ano5.15",1.8726769788389e-11,0.463005114174995,0.248,0.168,2.07623696643869e-07,"19","Ano5"
"Kif13b.11",1.87562858596246e-11,0.598319381422969,0.282,0.197,2.07950941325658e-07,"19","Kif13b"
"Trim67.17",1.88942092447916e-11,0.480882681258375,0.289,0.205,2.09480097897004e-07,"19","Trim67"
"Glg1.13",1.94163181098308e-11,0.219897365731038,0.538,0.425,2.15268718883694e-07,"19","Glg1"
"Stxbp5l.16",2.00387764238153e-11,0.231061751096132,0.652,0.521,2.2216991421084e-07,"19","Stxbp5l"
"Gpr135.12",2.09780533371218e-11,0.733120029127235,0.188,0.119,2.3258367734867e-07,"19","Gpr135"
"Mprip.18",2.22622273220992e-11,-1.15863983533857,0.219,0.302,2.46821314320113e-07,"19","Mprip"
"Adcy7.18",2.25954271664836e-11,0.256193546091862,0.186,0.113,2.50515500994803e-07,"19","Adcy7"
"Prex2.18",2.35714093922592e-11,-4.3392548506325,0.01,0.062,2.61336215931978e-07,"19","Prex2"
"Dclk2.13",2.37459471263599e-11,0.490597209381896,0.29,0.204,2.63271315789952e-07,"19","Dclk2"
"Zic5.18",2.4571977069651e-11,-3.90907438918026,0.008,0.059,2.7242950977122e-07,"19","Zic5"
"Nxph4.18",2.58896638756626e-11,-1.42748116857452,0.084,0.161,2.87038703389471e-07,"19","Nxph4"
"Alx1.1",2.71036929546855e-11,2.01419695738279,0.015,0.003,3.00498643788598e-07,"19","Alx1"
"Svil.16",2.71813552881288e-11,0.783644317177358,0.194,0.125,3.01359686079484e-07,"19","Svil"
"Mcfd2.12",2.74301941116097e-11,1.27611870505446,0.079,0.038,3.04118562115416e-07,"19","Mcfd2"
"Cdyl2.10",2.89719000323053e-11,0.811372437070082,0.107,0.057,3.21211455658168e-07,"19","Cdyl2"
"Pou2f2.18",2.92502251916958e-11,0.835086798778771,0.207,0.137,3.24297246700331e-07,"19","Pou2f2"
"Gpm6b.19",2.96258199030278e-11,-2.7727912797864,0.095,0.169,3.28461465264869e-07,"19","Gpm6b"
"Cdh22.18",3.42825440831915e-11,0.432537598677234,0.327,0.233,3.80090566250345e-07,"19","Cdh22"
"Srgap1.19",3.4513158216411e-11,-1.53137994474208,0.078,0.155,3.82647385145349e-07,"19","Srgap1"
"Gabra5.17",3.57035140720351e-11,0.190151226371246,0.475,0.359,3.95844860516653e-07,"19","Gabra5"
"Hyou1.9",3.58024426112535e-11,1.00076309828712,0.099,0.052,3.96941681230968e-07,"19","Hyou1"
"Ndufa4.18",3.9430762060402e-11,0.41488490308859,0.38,0.284,4.37168858963677e-07,"19","Ndufa4"
"Mchr1.17",3.97898623791286e-11,1.68572444422663,0.04,0.014,4.41150204197399e-07,"19","Mchr1"
"Slc4a4.18",4.02542129575248e-11,-3.44834583913544,0.031,0.092,4.46298459060078e-07,"19","Slc4a4"
"Npffr2.16",4.15798324167972e-11,0.944231446761456,0.121,0.068,4.6099560200503e-07,"19","Npffr2"
"Gng12.15",4.18273619161754e-11,0.92673889466256,0.119,0.066,4.63739961564637e-07,"19","Gng12"
"Slc6a1.16",4.43464916506492e-11,-1.19288616772381,0.656,0.506,4.91669552930748e-07,"19","Slc6a1"
"Nova1.17",4.51252166063078e-11,0.141315862812239,0.941,0.85,5.00303276514135e-07,"19","Nova1"
"Car8.17",4.58883769145462e-11,0.963449694965927,0.1,0.052,5.08764434851574e-07,"19","Car8"
"Pdlim7.17",4.78482768428324e-11,-4.94486308431293,0.008,0.058,5.30493845356482e-07,"19","Pdlim7"
"Cyria.17",4.84281007090231e-11,-2.30565513230929,0.048,0.114,5.36922352560939e-07,"19","Cyria"
"Grm8.17",4.95296372523664e-11,-1.14519003730735,0.543,0.598,5.49135088216987e-07,"19","Grm8"
"Ankrd34b.17",4.98427822627787e-11,1.76724237170967,0.043,0.016,5.52606926947428e-07,"19","Ankrd34b"
"Sorl1.13",5.00496948542303e-11,0.16140089204332,0.405,0.306,5.54900966848851e-07,"19","Sorl1"
"Tub.17",5.71939600217856e-11,-0.310131846982024,0.421,0.318,6.34109434761537e-07,"19","Tub"
"Pakap.15",5.72186656783211e-11,0.511799614387852,0.389,0.299,6.34383346375546e-07,"19","Pakap"
"Tex2.15",5.76882187609407e-11,0.507131728225745,0.227,0.152,6.3958928140255e-07,"19","Tex2"
"Tmem184b.15",5.83627038753764e-11,0.549489254350932,0.293,0.211,6.47067297866299e-07,"19","Tmem184b"
"Slc39a6.13",5.97883274258569e-11,0.759777634442868,0.166,0.104,6.62873186170475e-07,"19","Slc39a6"
"Flvcr2.10",6.10769846380648e-11,0.403730248478038,0.194,0.124,6.77160528682225e-07,"19","Flvcr2"
"Plxdc2.17",6.32251842640057e-11,0.577405023178235,0.258,0.18,7.00977617935031e-07,"19","Plxdc2"
"Aldoc.15",7.29955453586833e-11,0.229756410080599,0.64,0.518,8.09301611391722e-07,"19","Aldoc"
"Qsox1.18",7.31380253861178e-11,-5.35034792356578,0.003,0.048,8.10881287455888e-07,"19","Qsox1"
"Syt7.19",7.39969880776142e-11,0.160112171317413,0.736,0.59,8.20404606816508e-07,"19","Syt7"
"Sp9.18",7.53617129233781e-11,-2.48279192014579,0.019,0.074,8.35535311181493e-07,"19","Sp9"
"Rnf19b.17",8.10158810374191e-11,0.374824345271224,0.403,0.309,8.98223073061866e-07,"19","Rnf19b"
"Unc119.14",8.1722704323447e-11,0.748736425487868,0.197,0.128,9.06059622834057e-07,"19","Unc119"
"Plcb3.18",8.44818086489836e-11,-3.59377514517274,0.01,0.06,9.36649812491281e-07,"19","Plcb3"
"Sema3g.18",9.01051047789202e-11,-1.40704361898909,0.074,0.148,9.98995296683888e-07,"19","Sema3g"
"Aplp1.15",9.08774329125371e-11,0.16005767278662,0.886,0.717,1.0075580987013e-06,"19","Aplp1"
"Itpr1.15",9.62977135688173e-11,0.32571950819622,0.432,0.334,1.06765275033748e-06,"19","Itpr1"
"Osbpl8.15",9.64262841825571e-11,0.217764846490762,0.535,0.421,1.06907821273201e-06,"19","Osbpl8"
"Ppp4r4.16",1.00645438670867e-10,0.76645788980053,0.218,0.147,1.11585597854391e-06,"19","Ppp4r4"
"Lpcat2.13",1.01749655032065e-10,0.463246996884251,0.299,0.217,1.1280984253405e-06,"19","Lpcat2"
"Hnrnpll.15",1.08213581162531e-10,0.1477868296567,0.74,0.595,1.19976397434898e-06,"19","Hnrnpll"
"Hcrtr2.19",1.09556837317076e-10,1.21057769452889,0.072,0.034,1.21465665533442e-06,"19","Hcrtr2"
"Arfgap3.10",1.10898151696676e-10,0.834964301364244,0.114,0.063,1.22952780786105e-06,"19","Arfgap3"
"Sema4b.16",1.13204692618652e-10,0.53058920478838,0.333,0.248,1.25510042706299e-06,"19","Sema4b"
"Rnf122.13",1.24353415568558e-10,0.241705826843497,0.313,0.223,1.3787063184086e-06,"19","Rnf122"
"Gulp1.18",1.26220790519748e-10,0.537020477515996,0.151,0.09,1.39940990449245e-06,"19","Gulp1"
"Cmip.10",1.29965258977665e-10,0.302747518977837,0.559,0.453,1.44092482628537e-06,"19","Cmip"
"Ap1s2.16",1.39233099831107e-10,0.617636747517111,0.309,0.226,1.54367737782748e-06,"19","Ap1s2"
"Trhr2.17",1.53882928289458e-10,-2.03530946898893,0.032,0.092,1.70610002594522e-06,"19","Trhr2"
"Irx5.17",1.58863177363692e-10,-7.68207574562449,0,0.041,1.76131604743125e-06,"19","Irx5"
"Sema4c.15",1.60126557115666e-10,0.482285159299268,0.342,0.253,1.77532313874139e-06,"19","Sema4c"
"Sbk1.16",1.62756454804123e-10,0.76213940932015,0.177,0.113,1.80448081441332e-06,"19","Sbk1"
"Adra2c.17",1.69553628379359e-10,0.823100361332774,0.105,0.057,1.87984107784195e-06,"19","Adra2c"
"Fam131a.15",1.72410707404425e-10,0.244551226195505,0.444,0.34,1.91151751299286e-06,"19","Fam131a"
"Slc6a17.15",1.7704776967049e-10,1.06213492421373,0.503,0.396,1.96292862233672e-06,"19","Slc6a17"
"Lmtk3.14",1.80754917614908e-10,0.361591487129859,0.377,0.286,2.00402977159648e-06,"19","Lmtk3"
"Mdk.19",1.85642306802275e-10,-2.5522860959929,0.032,0.091,2.05821625551682e-06,"19","Mdk"
"Ergic2.13",1.85804963671854e-10,0.529619342744839,0.166,0.104,2.06001963222984e-06,"19","Ergic2"
"Dnmt3c.18",1.95195959381396e-10,-4.48240497411922,0.006,0.052,2.16413760166153e-06,"19","Dnmt3c"
"Gpr68.18",1.95428991566042e-10,0.730025441149546,0.082,0.04,2.1667212294927e-06,"19","Gpr68"
"Prickle1.16",1.97011685730122e-10,-2.19078413264373,0.025,0.081,2.18426855968987e-06,"19","Prickle1"
"Cib2.13",2.01042561022156e-10,0.918612708780876,0.118,0.067,2.22895887405264e-06,"19","Cib2"
"Ankmy1.5",2.01771436683768e-10,1.6580497471058,0.028,0.009,2.23703991851294e-06,"19","Ankmy1"
"Samd10.17",2.05327424381914e-10,0.884265434457194,0.119,0.067,2.27646515412228e-06,"19","Samd10"
"Kcnf1.18",2.06675171245136e-10,0.829646800529924,0.095,0.05,2.29140762359482e-06,"19","Kcnf1"
"Gpc6.15",2.15483510218813e-10,-0.811082689836401,0.414,0.483,2.38906567779598e-06,"19","Gpc6"
"Kcnd2.17",2.17382587472889e-10,-1.47080393091218,0.3,0.38,2.41012074731192e-06,"19","Kcnd2"
"Tspan5.10",2.29928229096399e-10,0.211333789128274,0.452,0.355,2.54921427599177e-06,"19","Tspan5"
"Atp2b4.16",2.30746193631565e-10,-0.844998001014441,0.455,0.505,2.55828304879316e-06,"19","Atp2b4"
"Ina.16",2.47473299939031e-10,0.874004663888576,0.099,0.053,2.74373647642404e-06,"19","Ina"
"Kcnq3.14",2.49515459107471e-10,0.117348043216968,0.796,0.64,2.76637789512453e-06,"19","Kcnq3"
"Stau2.15",2.51839628503142e-10,0.403270044663509,0.358,0.271,2.79214596121434e-06,"19","Stau2"
"Scn1b.18",2.57000353016927e-10,-1.34572320074783,0.519,0.568,2.84936291389867e-06,"19","Scn1b"
"Ednrb.1",2.69743500614448e-10,1.44598867368219,0.017,0.004,2.99064619131239e-06,"19","Ednrb"
"Plxnb2.18",2.745332981436e-10,-1.36635566072769,0.418,0.498,3.0437506765181e-06,"19","Plxnb2"
"Ninj2.19",2.80565996854473e-10,-4.09950577114282,0.012,0.06,3.11063520712554e-06,"19","Ninj2"
"Irx2.15",2.82277913095578e-10,-4.38341692742002,0.004,0.048,3.12961522249067e-06,"19","Irx2"
"Rin2.16",2.89468600414693e-10,-3.63808633214355,0.022,0.075,3.2093383727977e-06,"19","Rin2"
"Adra2a.13",2.95621335269331e-10,1.58439218134401,0.033,0.011,3.27755374413107e-06,"19","Adra2a"
"Cacnb4.17",3.07101592343165e-10,0.554988570804857,0.404,0.31,3.40483535430867e-06,"19","Cacnb4"
"Ddc.2",3.17330392638365e-10,1.7901910934658,0.027,0.008,3.51824206318155e-06,"19","Ddc"
