"Barcode","Seurat_res0.2","Seurat_res0.4","Sample","Slice","Sex","Region"
"cellid_000042229-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042230-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042231-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042232-1","c_01","c_16","M_2_4P10","4P10","M","NLT"
"cellid_000042233-1","c_01","c_12","M_2_4P10","4P10","M","none"
"cellid_000042234-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042235-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042236-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042237-1","c_04","c_15","M_2_4P10","4P10","M","none"
"cellid_000042238-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042239-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042240-1","c_01","c_16","M_2_4P10","4P10","M","none"
"cellid_000042241-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042243-1","c_01","c_01","M_2_4P10","4P10","M","none"
"cellid_000042244-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042245-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042246-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042247-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042248-1","c_03","c_24","M_2_4P10","4P10","M","none"
"cellid_000042249-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042250-1","c_03","c_16","M_2_4P10","4P10","M","none"
"cellid_000042251-1","c_13","c_25","M_2_4P10","4P10","M","none"
"cellid_000042252-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042253-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042254-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042255-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042256-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042257-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000042258-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042259-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042260-1","c_01","c_13","M_2_4P10","4P10","M","none"
"cellid_000042261-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042262-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042263-1","c_13","c_18","M_2_4P10","4P10","M","NLT"
"cellid_000042264-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042265-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042266-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042267-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042268-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042269-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042270-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042271-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042272-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042273-1","c_03","c_16","M_2_4P10","4P10","M","NLT"
"cellid_000042274-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042275-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042277-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042278-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042279-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042280-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042281-1","c_05","c_09","M_2_4P10","4P10","M","NLT"
"cellid_000042282-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042283-1","c_10","c_13","M_2_4P10","4P10","M","none"
"cellid_000042284-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042285-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042286-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042288-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042289-1","c_12","c_23","M_2_4P10","4P10","M","NLT"
"cellid_000042290-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000042291-1","c_01","c_17","M_2_4P10","4P10","M","NLT"
"cellid_000042292-1","c_05","c_09","M_2_4P10","4P10","M","NLT"
"cellid_000042293-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042294-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042295-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042296-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000042297-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042298-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042299-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042300-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042301-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042302-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042303-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042304-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042305-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042306-1","c_01","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042307-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042308-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042309-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042310-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042311-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042312-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042313-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042314-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042315-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042316-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042317-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042318-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042319-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042320-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042321-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042322-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042323-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042324-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042325-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042326-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042327-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042328-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042329-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042330-1","c_13","c_18","M_2_4P10","4P10","M","NLT"
"cellid_000042331-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042332-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042333-1","c_06","c_19","M_2_4P10","4P10","M","NLT"
"cellid_000042334-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042335-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042336-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042337-1","c_13","c_18","M_2_4P10","4P10","M","NLT"
"cellid_000042338-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042339-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042340-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042341-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042342-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042343-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042344-1","c_01","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042345-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042346-1","c_14","c_20","M_2_4P10","4P10","M","NLT"
"cellid_000042347-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042348-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042349-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042350-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042351-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042352-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042353-1","c_01","c_16","M_2_4P10","4P10","M","NLT"
"cellid_000042354-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042355-1","c_11","c_21","M_2_4P10","4P10","M","NLT"
"cellid_000042356-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042357-1","c_01","c_29","M_2_4P10","4P10","M","NLT"
"cellid_000042358-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042359-1","c_13","c_25","M_2_4P10","4P10","M","NLT"
"cellid_000042360-1","c_05","c_09","M_2_4P10","4P10","M","NLT"
"cellid_000042361-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042362-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042363-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042364-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042365-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042366-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000042367-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042368-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042369-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042370-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000042371-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042372-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042373-1","c_06","c_19","M_2_4P10","4P10","M","NLT"
"cellid_000042374-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042375-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042376-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042377-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042378-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042379-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042380-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042381-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042382-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042383-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042384-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042385-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042386-1","c_13","c_18","M_2_4P10","4P10","M","NLT"
"cellid_000042387-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042388-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042389-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042390-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042391-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042392-1","c_01","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042393-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042394-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042395-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042396-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042397-1","c_08","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042398-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042399-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042400-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042401-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042402-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042403-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042404-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042405-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042406-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042407-1","c_03","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042408-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042409-1","c_02","c_01","M_2_4P10","4P10","M","none"
"cellid_000042410-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042411-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000042412-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042413-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042414-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042415-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000042416-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042417-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042418-1","c_07","c_06","M_2_4P10","4P10","M","NLT"
"cellid_000042419-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042420-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042421-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042422-1","c_01","c_02","M_2_4P10","4P10","M","none"
"cellid_000042423-1","c_01","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042424-1","c_01","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042426-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042427-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042428-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042429-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042430-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042431-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042432-1","c_13","c_25","M_2_4P10","4P10","M","NLT"
"cellid_000042433-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042434-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042435-1","c_01","c_29","M_2_4P10","4P10","M","NLT"
"cellid_000042436-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042437-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042438-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042439-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042440-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042441-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042442-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042443-1","c_05","c_14","M_2_4P10","4P10","M","NLT"
"cellid_000042444-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042445-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042446-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042447-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042448-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042449-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042450-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042451-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042452-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042453-1","c_01","c_13","M_2_4P10","4P10","M","NLT"
"cellid_000042454-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042455-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042456-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042457-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042458-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042459-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042460-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042461-1","c_09","c_10","M_2_4P10","4P10","M","none"
"cellid_000042462-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042463-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042464-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042465-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042466-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042467-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042468-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042469-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042470-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042471-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042472-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042473-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042474-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042475-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042476-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042477-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042478-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042479-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042480-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042481-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042482-1","c_01","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042483-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042484-1","c_12","c_23","M_2_4P10","4P10","M","NLT"
"cellid_000042485-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042486-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042487-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042488-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042489-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042490-1","c_01","c_07","M_2_4P10","4P10","M","none"
"cellid_000042491-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042492-1","c_13","c_18","M_2_4P10","4P10","M","NLT"
"cellid_000042493-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042494-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042495-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042496-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
"cellid_000042497-1","c_05","c_09","M_2_4P10","4P10","M","none"
"cellid_000042498-1","c_08","c_17","M_2_4P10","4P10","M","NLT"
"cellid_000042499-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042500-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042501-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042502-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042503-1","c_04","c_04","M_2_4P10","4P10","M","NLT"
"cellid_000042504-1","c_03","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042505-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042506-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042507-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042508-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042509-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042510-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042511-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042512-1","c_02","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042513-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042514-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042515-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042516-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042517-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042518-1","c_03","c_03","M_2_4P10","4P10","M","none"
"cellid_000042519-1","c_03","c_05","M_2_4P10","4P10","M","NLT"
"cellid_000042521-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042522-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042523-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042524-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042525-1","c_12","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042526-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042527-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042528-1","c_06","c_07","M_2_4P10","4P10","M","NLT"
"cellid_000042529-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042530-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042531-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042532-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042533-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042534-1","c_11","c_22","M_2_4P10","4P10","M","none"
"cellid_000042535-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042536-1","c_01","c_11","M_2_4P10","4P10","M","NLT"
"cellid_000042538-1","c_04","c_15","M_2_4P10","4P10","M","NLT"
"cellid_000042539-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042540-1","c_03","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042541-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042543-1","c_03","c_08","M_2_4P10","4P10","M","none"
"cellid_000042544-1","c_01","c_03","M_2_4P10","4P10","M","NLT"
"cellid_000042545-1","c_01","c_08","M_2_4P10","4P10","M","none"
"cellid_000042546-1","c_05","c_14","M_2_4P10","4P10","M","none"
"cellid_000042547-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042548-1","c_01","c_03","M_2_4P10","4P10","M","none"
"cellid_000042549-1","c_01","c_08","M_2_4P10","4P10","M","NLT"
"cellid_000042550-1","c_02","c_01","M_2_4P10","4P10","M","NLT"
"cellid_000042551-1","c_01","c_02","M_2_4P10","4P10","M","NLT"
"cellid_000042552-1","c_01","c_16","M_2_4P10","4P10","M","NLT"
"cellid_000042553-1","c_09","c_10","M_2_4P10","4P10","M","NLT"
