"Barcode","Seurat_res0.2","Seurat_res0.4","Sample","Slice","Sex","Region"
"cellid_000046327-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046328-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046329-1","c_16","c_27","F_2_4P10","4P10","F","NRL"
"cellid_000046330-1","c_01","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046331-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046332-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046333-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046334-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046335-1","c_01","c_03","F_2_4P10","4P10","F","NDILI"
"cellid_000046336-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046337-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046338-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046339-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046340-1","c_01","c_03","F_2_4P10","4P10","F","NRL"
"cellid_000046341-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046342-1","c_04","c_15","F_2_4P10","4P10","F","NRL"
"cellid_000046343-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046344-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046345-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046346-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046347-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046348-1","c_01","c_08","F_2_4P10","4P10","F","NDILI"
"cellid_000046349-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046350-1","c_01","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046351-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046352-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046353-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046354-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046355-1","c_01","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046356-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046357-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046358-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046359-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046360-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046361-1","c_07","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046362-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046363-1","c_06","c_19","F_2_4P10","4P10","F","NDILI"
"cellid_000046364-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046365-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046366-1","c_01","c_08","F_2_4P10","4P10","F","NDILI"
"cellid_000046367-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046368-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046369-1","c_05","c_14","F_2_4P10","4P10","F","NDILI"
"cellid_000046370-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046371-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046372-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046373-1","c_01","c_11","F_2_4P10","4P10","F","NDILI"
"cellid_000046374-1","c_08","c_17","F_2_4P10","4P10","F","NDILI"
"cellid_000046375-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046376-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046377-1","c_08","c_12","F_2_4P10","4P10","F","NDILI"
"cellid_000046378-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046379-1","c_01","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046380-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046381-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046382-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046383-1","c_05","c_09","F_2_4P10","4P10","F","NDILI"
"cellid_000046384-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046386-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046387-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046388-1","c_01","c_03","F_2_4P10","4P10","F","none"
"cellid_000046389-1","c_08","c_12","F_2_4P10","4P10","F","NDILI"
"cellid_000046390-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046391-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046392-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046393-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046394-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046395-1","c_03","c_05","F_2_4P10","4P10","F","NDILI"
"cellid_000046396-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046397-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046398-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046399-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046400-1","c_01","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046401-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046402-1","c_03","c_05","F_2_4P10","4P10","F","none"
"cellid_000046403-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046404-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046405-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046406-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046407-1","c_12","c_23","F_2_4P10","4P10","F","NDILI"
"cellid_000046408-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046409-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046410-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046411-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046412-1","c_06","c_19","F_2_4P10","4P10","F","NRL"
"cellid_000046413-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046414-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046415-1","c_13","c_18","F_2_4P10","4P10","F","NRL"
"cellid_000046416-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046417-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046418-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046419-1","c_01","c_18","F_2_4P10","4P10","F","NRL"
"cellid_000046420-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046421-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046422-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046423-1","c_01","c_02","F_2_4P10","4P10","F","none"
"cellid_000046424-1","c_01","c_03","F_2_4P10","4P10","F","NRL"
"cellid_000046425-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046426-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046427-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046428-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046429-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046430-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046431-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046432-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046433-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046434-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046435-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046436-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046437-1","c_03","c_05","F_2_4P10","4P10","F","NDILI"
"cellid_000046438-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046439-1","c_01","c_02","F_2_4P10","4P10","F","none"
"cellid_000046440-1","c_04","c_15","F_2_4P10","4P10","F","none"
"cellid_000046441-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046442-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046443-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046444-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046445-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046446-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046447-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046448-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046449-1","c_01","c_25","F_2_4P10","4P10","F","NDILI"
"cellid_000046450-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046451-1","c_04","c_15","F_2_4P10","4P10","F","NRL"
"cellid_000046452-1","c_05","c_14","F_2_4P10","4P10","F","NDILI"
"cellid_000046454-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046455-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046456-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046457-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046458-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046459-1","c_01","c_03","F_2_4P10","4P10","F","NDILI"
"cellid_000046460-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046461-1","c_03","c_16","F_2_4P10","4P10","F","none"
"cellid_000046462-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046463-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046464-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046465-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046466-1","c_13","c_18","F_2_4P10","4P10","F","NRL"
"cellid_000046467-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046468-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046469-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046470-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046471-1","c_04","c_15","F_2_4P10","4P10","F","NRL"
"cellid_000046472-1","c_01","c_03","F_2_4P10","4P10","F","NDILI"
"cellid_000046473-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046474-1","c_01","c_27","F_2_4P10","4P10","F","NRL"
"cellid_000046475-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046476-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046477-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046478-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046479-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046480-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046481-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046482-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046483-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046484-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046485-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046486-1","c_01","c_08","F_2_4P10","4P10","F","NDILI"
"cellid_000046487-1","c_04","c_15","F_2_4P10","4P10","F","NDILI"
"cellid_000046488-1","c_05","c_09","F_2_4P10","4P10","F","NDILI"
"cellid_000046489-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046490-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046491-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046492-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046493-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046494-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046495-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046496-1","c_03","c_05","F_2_4P10","4P10","F","NDILI"
"cellid_000046497-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046498-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046499-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046501-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046502-1","c_04","c_15","F_2_4P10","4P10","F","none"
"cellid_000046503-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046504-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046505-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046506-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046507-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046508-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046509-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046510-1","c_07","c_06","F_2_4P10","4P10","F","none"
"cellid_000046511-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046512-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046513-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046514-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046515-1","c_09","c_10","F_2_4P10","4P10","F","NDILI"
"cellid_000046516-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046517-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046518-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046519-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046520-1","c_04","c_15","F_2_4P10","4P10","F","NDILI"
"cellid_000046521-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046522-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046523-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046524-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046525-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046526-1","c_01","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046527-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046528-1","c_05","c_09","F_2_4P10","4P10","F","NDILI"
"cellid_000046529-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046530-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046531-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046532-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046533-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046534-1","c_03","c_16","F_2_4P10","4P10","F","NDILI"
"cellid_000046535-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046536-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046537-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046538-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046539-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046540-1","c_13","c_25","F_2_4P10","4P10","F","NDILI"
"cellid_000046541-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046542-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046543-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046544-1","c_01","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046545-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046546-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046547-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046548-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046549-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046550-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046551-1","c_09","c_10","F_2_4P10","4P10","F","NDILI"
"cellid_000046552-1","c_01","c_08","F_2_4P10","4P10","F","NDILI"
"cellid_000046553-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046554-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046555-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046556-1","c_09","c_10","F_2_4P10","4P10","F","NRL"
"cellid_000046557-1","c_04","c_15","F_2_4P10","4P10","F","NDILI"
"cellid_000046558-1","c_09","c_10","F_2_4P10","4P10","F","NRL"
"cellid_000046559-1","c_01","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046560-1","c_09","c_10","F_2_4P10","4P10","F","NDILI"
"cellid_000046561-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046562-1","c_01","c_08","F_2_4P10","4P10","F","NDILI"
"cellid_000046563-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046564-1","c_07","c_06","F_2_4P10","4P10","F","none"
"cellid_000046565-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046566-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046567-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046568-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046569-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046570-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046571-1","c_01","c_11","F_2_4P10","4P10","F","NDILI"
"cellid_000046572-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046573-1","c_04","c_15","F_2_4P10","4P10","F","NRL"
"cellid_000046574-1","c_09","c_10","F_2_4P10","4P10","F","none"
"cellid_000046575-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046576-1","c_11","c_22","F_2_4P10","4P10","F","NDILI"
"cellid_000046577-1","c_03","c_05","F_2_4P10","4P10","F","NDILI"
"cellid_000046578-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046579-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046580-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046581-1","c_04","c_15","F_2_4P10","4P10","F","NDILI"
"cellid_000046582-1","c_04","c_04","F_2_4P10","4P10","F","none"
"cellid_000046583-1","c_01","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046584-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046585-1","c_01","c_16","F_2_4P10","4P10","F","NRL"
"cellid_000046586-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046587-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046588-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046589-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046590-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046591-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046592-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046593-1","c_03","c_05","F_2_4P10","4P10","F","NDILI"
"cellid_000046594-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046595-1","c_13","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046596-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046597-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046598-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046599-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046600-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046601-1","c_16","c_27","F_2_4P10","4P10","F","NRL"
"cellid_000046602-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046603-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046604-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046605-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046606-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046607-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046608-1","c_01","c_03","F_2_4P10","4P10","F","NDILI"
"cellid_000046609-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046610-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046611-1","c_09","c_10","F_2_4P10","4P10","F","NDILI"
"cellid_000046612-1","c_01","c_02","F_2_4P10","4P10","F","none"
"cellid_000046613-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046614-1","c_09","c_10","F_2_4P10","4P10","F","none"
"cellid_000046615-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046616-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046617-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046618-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046619-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046620-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046621-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046622-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046623-1","c_01","c_03","F_2_4P10","4P10","F","none"
"cellid_000046624-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046625-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046626-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046627-1","c_03","c_24","F_2_4P10","4P10","F","NDILI"
"cellid_000046628-1","c_09","c_10","F_2_4P10","4P10","F","NDILI"
"cellid_000046629-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046630-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046631-1","c_07","c_01","F_2_4P10","4P10","F","none"
"cellid_000046632-1","c_01","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046633-1","c_14","c_20","F_2_4P10","4P10","F","NRL"
"cellid_000046634-1","c_03","c_05","F_2_4P10","4P10","F","NDILI"
"cellid_000046635-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046636-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046637-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046638-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046639-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046640-1","c_01","c_03","F_2_4P10","4P10","F","NDILI"
"cellid_000046641-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046642-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046643-1","c_01","c_11","F_2_4P10","4P10","F","NDILI"
"cellid_000046644-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046645-1","c_08","c_05","F_2_4P10","4P10","F","NDILI"
"cellid_000046646-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046647-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046648-1","c_04","c_15","F_2_4P10","4P10","F","NDILI"
"cellid_000046649-1","c_10","c_13","F_2_4P10","4P10","F","NDILI"
"cellid_000046650-1","c_03","c_05","F_2_4P10","4P10","F","NRL"
"cellid_000046652-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046653-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046654-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046655-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046656-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046657-1","c_04","c_04","F_2_4P10","4P10","F","NDILI"
"cellid_000046658-1","c_01","c_08","F_2_4P10","4P10","F","NDILI"
"cellid_000046659-1","c_03","c_08","F_2_4P10","4P10","F","none"
"cellid_000046660-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046661-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046662-1","c_11","c_22","F_2_4P10","4P10","F","NRL"
"cellid_000046663-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046664-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046665-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046666-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046667-1","c_01","c_16","F_2_4P10","4P10","F","NRL"
"cellid_000046668-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046669-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046670-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046671-1","c_13","c_18","F_2_4P10","4P10","F","NRL"
"cellid_000046672-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
"cellid_000046673-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046674-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046675-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046676-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046677-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046678-1","c_02","c_01","F_2_4P10","4P10","F","NDILI"
"cellid_000046679-1","c_01","c_03","F_2_4P10","4P10","F","NDILI"
"cellid_000046680-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046681-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046682-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046683-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046684-1","c_07","c_06","F_2_4P10","4P10","F","NDILI"
"cellid_000046685-1","c_04","c_04","F_2_4P10","4P10","F","none"
"cellid_000046686-1","c_14","c_20","F_2_4P10","4P10","F","NRL"
"cellid_000046687-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046688-1","c_06","c_07","F_2_4P10","4P10","F","NDILI"
"cellid_000046689-1","c_01","c_02","F_2_4P10","4P10","F","NRL"
"cellid_000046690-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046691-1","c_02","c_01","F_2_4P10","4P10","F","NRL"
"cellid_000046692-1","c_07","c_06","F_2_4P10","4P10","F","NRL"
"cellid_000046693-1","c_01","c_02","F_2_4P10","4P10","F","NDILI"
