Barcode,Anatomical
cellid_000000147-1,Dl-v2
cellid_000000148-1,Dl-v2
cellid_000000149-1,Dl-v2
cellid_000000150-1,Dl-v2
cellid_000000151-1,Dl-v2
cellid_000000152-1,Dl-v2
cellid_000000153-1,Dl-v2
cellid_000000154-1,Dl-v2
cellid_000000155-1,Dl-v2
cellid_000000156-1,Dl-v2
cellid_000000157-1,Dl-v2
cellid_000000158-1,Dl-v2
cellid_000000159-1,Dl-v2
cellid_000000160-1,Dl-v2
cellid_000000161-1,Dl-v2
cellid_000000162-1,Dl-v2
cellid_000000163-1,Dl-v2
cellid_000000164-1,Dl-v2
cellid_000000165-1,Dl-v2
cellid_000000166-1,Dl-v2
cellid_000000167-1,Dl-v2
cellid_000000168-1,Dl-v2
cellid_000000169-1,Dl-v2
cellid_000000170-1,Dl-v2
cellid_000000171-1,Dl-v2
cellid_000000172-1,Dl-v2
cellid_000000173-1,Dl-v2
cellid_000000174-1,Dl-v2
cellid_000000175-1,Dl-v2
cellid_000000176-1,Dl-v2
cellid_000000177-1,Dl-v2
cellid_000000178-1,Dl-v2
cellid_000000179-1,Dl-v2
cellid_000000180-1,Dl-v2
cellid_000000181-1,Dl-v2
cellid_000000182-1,Dl-v2
cellid_000000183-1,Dl-v2
cellid_000000184-1,Dl-v2
cellid_000000185-1,Dl-v2
cellid_000000186-1,Dl-v2
cellid_000000187-1,Dl-v2
cellid_000000188-1,Dl-v2
cellid_000000189-1,Dl-v2
cellid_000000190-1,Dl-v2
cellid_000000191-1,Dl-v2
cellid_000000192-1,Dl-v2
cellid_000000193-1,Dl-v2
cellid_000000194-1,Dl-v2
cellid_000000195-1,Dl-v2
cellid_000000196-1,Dl-v2
cellid_000000197-1,Dl-v2
cellid_000000198-1,Dl-v2
cellid_000000199-1,Dl-v2
cellid_000000200-1,Dl-v2
cellid_000000201-1,Dl-v2
cellid_000000202-1,Dl-v2
cellid_000000203-1,Dl-v2
cellid_000000204-1,Dl-v2
cellid_000000205-1,Dl-v2
cellid_000000206-1,Dl-v2
cellid_000000207-1,Dl-v2
cellid_000000210-1,Dl-v2
cellid_000000211-1,Dl-v2
cellid_000000212-1,Dl-v2
cellid_000000214-1,Dl-v2
cellid_000000215-1,Dl-v2
cellid_000000216-1,Dl-v2
cellid_000000217-1,Dl-v2
cellid_000000218-1,Dl-v2
cellid_000000219-1,Dl-v2
cellid_000000220-1,Dl-v2
cellid_000000222-1,Dl-v2
cellid_000000223-1,Dl-v2
cellid_000000224-1,Dl-v2
cellid_000000227-1,Dl-v2
cellid_000000228-1,Dl-v2
cellid_000000229-1,Dl-v2
cellid_000000231-1,Dl-v2
cellid_000000232-1,Dl-v2
cellid_000000235-1,Dl-v2
cellid_000000236-1,Vi
cellid_000000237-1,Dl-v2
cellid_000000238-1,Dl-v2
cellid_000000239-1,Dl-v2
cellid_000000240-1,Dl-v2
cellid_000000241-1,Dl-v2
cellid_000000242-1,Dl-v2
cellid_000000243-1,Dl-v2
cellid_000000244-1,Dl-v2
cellid_000000245-1,Dl-v2
cellid_000000248-1,Dl-v2
cellid_000000249-1,Dl-v2
cellid_000000250-1,Dl-v2
cellid_000000251-1,Dl-v2
cellid_000000252-1,Dl-v2
cellid_000000253-1,Dl-v2
cellid_000000254-1,Dl-v2
cellid_000000256-1,Dl-v2
cellid_000000257-1,Dl-v2
cellid_000000259-1,Dl-v2
cellid_000000260-1,Dl-v2
cellid_000000261-1,Dl-v2
cellid_000000262-1,Dl-v2
cellid_000000263-1,Dl-v2
cellid_000000264-1,Dl-v2
cellid_000000266-1,Dl-v2
cellid_000000267-1,Dl-v2
cellid_000000268-1,Dl-v2
cellid_000000269-1,Dl-v2
cellid_000000270-1,Dl-v2
cellid_000000271-1,Dl-v2
cellid_000000273-1,Dl-v2
cellid_000000274-1,Dl-v2
cellid_000000275-1,Dl-v2
cellid_000000276-1,Dl-v2
cellid_000000277-1,Dl-v2
cellid_000000278-1,Dl-v2
cellid_000000279-1,Dl-v2
cellid_000000280-1,Dl-v2
cellid_000000282-1,Dl-v2
cellid_000000283-1,Dl-v2
cellid_000000285-1,Dl-v2
cellid_000000286-1,Dl-v2
cellid_000000287-1,Dl-v2
cellid_000000288-1,Dl-v2
cellid_000000289-1,Dl-v2
cellid_000000290-1,Dl-v2
cellid_000000292-1,Dl-v2
cellid_000000293-1,Dl-v2
cellid_000000294-1,Dl-v2
cellid_000000295-1,Dl-v2
cellid_000000296-1,Dl-v2
cellid_000000297-1,Dl-v2
cellid_000000299-1,Dl-v2
cellid_000000300-1,Dl-v2
cellid_000000301-1,Dl-v2
cellid_000000303-1,Dl-v2
cellid_000000304-1,Dl-v2
cellid_000000305-1,Dl-v2
cellid_000000306-1,Vi
cellid_000000308-1,Dl-v2
cellid_000000309-1,Dl-v2
cellid_000000310-1,Dl-v2
cellid_000000311-1,Dl-v2
cellid_000000312-1,Dl-v2
cellid_000000315-1,Vi
cellid_000000317-1,Dl-v2
cellid_000000319-1,Dl-v2
cellid_000000320-1,Dl-v2
cellid_000000321-1,Dl-v2
cellid_000000322-1,Dl-v2
cellid_000000323-1,Dl-v2
cellid_000000325-1,Dl-v2
cellid_000000326-1,Dl-v2
cellid_000000327-1,Dl-v2
cellid_000000328-1,Dl-v2
cellid_000000330-1,Dl-v2
cellid_000000331-1,Dl-v2
cellid_000000332-1,Vi
cellid_000000333-1,Vi
cellid_000000335-1,Vi
cellid_000000336-1,Dl-v2
cellid_000000337-1,Dl-v2
cellid_000000338-1,Dl-v2
cellid_000000339-1,Dl-v2
cellid_000000341-1,Dl-v2
cellid_000000342-1,Dl-v2
cellid_000000343-1,Dl-v2
cellid_000000344-1,Dl-v2
cellid_000000345-1,Dl-v2
cellid_000000348-1,Dl-v2
cellid_000000349-1,Dl-v2
cellid_000000350-1,Dl-v2
cellid_000000351-1,Dl-v2
cellid_000000353-1,Dl-v2
cellid_000000354-1,Dl-v2
cellid_000000355-1,Dl-v2
cellid_000000357-1,Dl-v2
cellid_000000358-1,Dl-v2
cellid_000000359-1,Dl-v2
cellid_000000360-1,Dl-v2
cellid_000000361-1,Dl-v2
cellid_000000362-1,Dl-v2
cellid_000000363-1,Dl-v2
cellid_000000365-1,Dl-v2
cellid_000000366-1,Dl-v2
cellid_000000367-1,Dl-v2
cellid_000000368-1,Dl-v2
cellid_000000371-1,Dl-v2
cellid_000000372-1,Dl-v2
cellid_000000373-1,Dl-v2
cellid_000000374-1,Dl-v2
cellid_000000375-1,Dl-v2
cellid_000000376-1,Dl-v2
cellid_000000377-1,Dl-v2
cellid_000000378-1,Vi
cellid_000000379-1,Dl-v2
cellid_000000380-1,Vi
cellid_000000381-1,Dl-v2
cellid_000000382-1,Dl-v2
cellid_000000383-1,Dl-v2
cellid_000000384-1,Dl-v2
cellid_000000385-1,Dl-v2
cellid_000000386-1,Dl-v2
cellid_000000387-1,Dl-v2
cellid_000000388-1,Dl-v2
cellid_000000389-1,Dl-v2
cellid_000000390-1,Dl-v2
cellid_000000392-1,Vi
cellid_000000393-1,Dl-v2
cellid_000000394-1,Dl-v2
cellid_000000395-1,Dl-v2
cellid_000000396-1,Dl-v2
cellid_000000397-1,Dl-v2
cellid_000000398-1,Dl-v2
cellid_000000399-1,Dl-v2
cellid_000000400-1,Dl-v2
cellid_000000401-1,Vi
cellid_000000402-1,Dl-v2
cellid_000000403-1,Dl-v2
cellid_000000404-1,Vi
cellid_000000405-1,Dl-v2
cellid_000000407-1,Dl-v2
cellid_000000409-1,Dl-v2
cellid_000000410-1,Dl-v2
cellid_000000411-1,Dl-v2
cellid_000000412-1,Dl-v2
cellid_000000413-1,Dl-v2
cellid_000000414-1,Dl-v2
cellid_000000415-1,Dl-v2
cellid_000000416-1,Dl-v2
cellid_000000417-1,Dl-v2
cellid_000000418-1,Dl-v2
cellid_000000419-1,Vi
cellid_000000420-1,Vi
cellid_000000421-1,Dl-v2
cellid_000000422-1,Dl-v2
cellid_000000423-1,Dl-v2
cellid_000000425-1,Dl-v2
cellid_000000426-1,Dl-v2
cellid_000000427-1,Dl-v2
cellid_000000428-1,Dl-v2
cellid_000000429-1,Vi
cellid_000000430-1,Dl-v2
cellid_000000431-1,Dl-v2
cellid_000000432-1,Dl-v2
cellid_000000433-1,Dl-v2
cellid_000000435-1,Dl-v2
cellid_000000436-1,Vi
cellid_000000438-1,Vi
cellid_000000439-1,Dl-v2
cellid_000000440-1,Dl-v2
cellid_000000441-1,Dl-v2
cellid_000000443-1,Dl-v2
cellid_000000444-1,Dl-v2
cellid_000000446-1,Dl-v2
cellid_000000447-1,Dl-v2
cellid_000000448-1,Dl-v2
cellid_000000449-1,Dl-v2
cellid_000000452-1,Dl-v2
cellid_000000453-1,Dl-v2
cellid_000000454-1,Dl-v2
cellid_000000455-1,Dl-v2
cellid_000000456-1,Dl-v2
cellid_000000457-1,Dl-v2
cellid_000000458-1,Vi
cellid_000000459-1,Dl-v2
cellid_000000461-1,Dl-v2
cellid_000000462-1,Dl-v2
cellid_000000463-1,Dl-v2
cellid_000000464-1,Dl-v2
cellid_000000465-1,Dl-v2
cellid_000000466-1,Dl-v2
cellid_000000467-1,Dl-v2
cellid_000000468-1,Dl-v2
cellid_000000469-1,Dl-v2
cellid_000000470-1,Dl-v2
cellid_000000471-1,Vi
cellid_000000472-1,Dl-v2
cellid_000000473-1,Dl-v2
cellid_000000474-1,Dl-v2
cellid_000000475-1,Dl-v2
cellid_000000477-1,Dl-v2
cellid_000000478-1,Dl-v2
cellid_000000479-1,Dl-v2
cellid_000000480-1,Dl-v2
cellid_000000481-1,Dl-v2
cellid_000000482-1,Dl-v2
cellid_000000483-1,Dl-v2
cellid_000000484-1,Dl-v2
cellid_000000485-1,Dl-v2
cellid_000000486-1,Dl-v2
cellid_000000487-1,Dl-v2
cellid_000000488-1,Vi
cellid_000000489-1,Dl-v2
cellid_000000490-1,Dl-v2
cellid_000000491-1,Dl-v2
cellid_000000492-1,Dl-v2
cellid_000000493-1,Dl-v2
cellid_000000494-1,Dl-v2
cellid_000000495-1,Dl-v2
cellid_000000496-1,Dl-v2
cellid_000000497-1,Dl-v2
cellid_000000498-1,Dl-v2
cellid_000000499-1,Dl-v2
cellid_000000500-1,Dl-v2
cellid_000000501-1,Dl-v2
cellid_000000502-1,Dl-v2
cellid_000000503-1,Dl-v2
cellid_000000504-1,Dl-v2
cellid_000000505-1,Dl-v2
cellid_000000506-1,Vi
cellid_000000507-1,Dl-v2
cellid_000000508-1,Dl-v2
cellid_000000509-1,Dl-v2
cellid_000000510-1,Dl-v2
cellid_000000512-1,Vi
cellid_000000513-1,Dl-v2
cellid_000000514-1,Dl-v2
cellid_000000515-1,Dl-v2
cellid_000000516-1,Dl-v2
cellid_000000517-1,Dl-v2
cellid_000000518-1,Dl-v2
cellid_000000519-1,Dl-v2
cellid_000000520-1,Dl-v2
cellid_000000521-1,Dl-v2
cellid_000000522-1,Dl-v2
cellid_000000523-1,Dl-v2
cellid_000000524-1,Dl-v2
cellid_000000525-1,Dl-v2
cellid_000000527-1,Dl-v2
cellid_000000528-1,Dl-v2
cellid_000000529-1,Dl-v2
cellid_000000530-1,Dl-v2
cellid_000000531-1,Dl-v2
cellid_000000533-1,Dl-v2
cellid_000000534-1,Vi
cellid_000000535-1,Dl-v2
cellid_000000536-1,Dl-v2
cellid_000000537-1,Dl-v2
cellid_000000538-1,Dl-v2
cellid_000000539-1,Dl-v2
cellid_000000540-1,Dl-v2
cellid_000000541-1,Dl-v2
cellid_000000542-1,Vi
cellid_000000543-1,Dl-v2
cellid_000000544-1,Dl-v2
cellid_000000545-1,Dl-v2
cellid_000000547-1,Dl-v2
cellid_000000548-1,Dl-v2
cellid_000000549-1,Dl-v2
cellid_000000550-1,Dl-v2
cellid_000000551-1,Dl-v2
cellid_000000552-1,Dl-v2
cellid_000000553-1,Dl-v2
cellid_000000554-1,Dl-v2
cellid_000000555-1,Dl-v2
cellid_000000556-1,Dl-v2
cellid_000000557-1,Dl-v2
cellid_000000558-1,Dl-v2
cellid_000000559-1,Dl-v2
cellid_000000560-1,Dl-v2
cellid_000000561-1,Dl-v2
cellid_000000562-1,Dl-v2
cellid_000000563-1,Dl-v2
cellid_000000565-1,Vi
cellid_000000566-1,Dl-v2
cellid_000000567-1,Dl-v2
cellid_000000568-1,Dl-v2
cellid_000000569-1,Dl-v2
cellid_000000570-1,Dl-v2
cellid_000000571-1,Dl-v2
cellid_000000572-1,Dl-v2
cellid_000000573-1,Dl-v2
cellid_000000574-1,Dl-v2
cellid_000000575-1,Dl-v2
cellid_000000576-1,Dl-v2
cellid_000000577-1,Vi
cellid_000000578-1,Dl-v2
cellid_000000579-1,Dl-v2
cellid_000000580-1,Dl-v2
cellid_000000581-1,Vi
cellid_000000582-1,Dl-v2
cellid_000000583-1,Dl-v2
cellid_000000584-1,Dl-v2
cellid_000000585-1,Dl-v2
cellid_000000586-1,Dl-v2
cellid_000000587-1,Dl-v2
cellid_000000588-1,Dl-v2
cellid_000000591-1,Dl-v2
cellid_000000592-1,Dl-v2
cellid_000000593-1,Dl-v2
cellid_000000594-1,Dl-v2
cellid_000000595-1,Dl-v2
cellid_000000596-1,Dl-v2
cellid_000000597-1,Dl-v2
cellid_000000598-1,Dl-v2
cellid_000000599-1,Dl-v2
cellid_000000600-1,Dl-v2
cellid_000000601-1,Dl-v2
cellid_000000602-1,Dl-v2
cellid_000000603-1,Dl-v2
cellid_000000604-1,Dl-v2
cellid_000000605-1,Dl-v2
cellid_000000607-1,Dl-v2
cellid_000000608-1,Dl-v2
cellid_000000610-1,Dl-v2
cellid_000000611-1,Dl-v2
cellid_000000612-1,Dl-v2
cellid_000000613-1,Dl-v2
cellid_000000615-1,Dl-v2
cellid_000000617-1,Dl-v2
cellid_000000618-1,Dl-v2
cellid_000000620-1,Dl-v2
cellid_000000623-1,Dl-v2
cellid_000000624-1,Dl-v2
cellid_000000625-1,Dl-v2
cellid_000000626-1,Dl-v2
cellid_000000627-1,Dl-v2
cellid_000000629-1,Dl-v2
cellid_000000630-1,Dl-v2
cellid_000000631-1,Dl-v2
cellid_000000632-1,Dl-v2
cellid_000000634-1,Dl-v2
cellid_000000635-1,Dl-v2
cellid_000000637-1,Dl-v2
cellid_000000638-1,Dl-v2
cellid_000000639-1,Dl-v2
cellid_000000640-1,Dl-v2
cellid_000000642-1,Dl-v2
cellid_000000643-1,Dl-v2
cellid_000000644-1,Dl-v2
cellid_000000645-1,Dl-v2
cellid_000000646-1,Dl-v2
cellid_000000647-1,Dl-v2
cellid_000000648-1,Dl-v2
cellid_000000649-1,Dl-v2
cellid_000000650-1,Dl-v2
cellid_000000651-1,Dl-v2
cellid_000000652-1,Dl-v2
cellid_000000653-1,Dl-v2
cellid_000000654-1,Dl-v2
cellid_000000655-1,Dl-v2
cellid_000000656-1,Dl-v2
cellid_000000658-1,Dl-v2
cellid_000000659-1,Dl-v2
cellid_000000660-1,Vi
cellid_000000661-1,Dl-v2
cellid_000000662-1,Dl-v2
cellid_000000663-1,Dl-v2
cellid_000000664-1,Dl-v2
cellid_000000666-1,Dl-v2
cellid_000000668-1,Dl-v2
cellid_000000669-1,Dl-v2
cellid_000000670-1,Dl-v2
cellid_000000672-1,Dl-v2
cellid_000000673-1,Dl-v2
cellid_000000674-1,Dl-v2
cellid_000000675-1,Dl-v2
cellid_000000676-1,Dl-v2
cellid_000000677-1,Dl-v2
cellid_000000678-1,Dl-v2
cellid_000000679-1,Dl-v2
cellid_000000680-1,Dl-v2
cellid_000000681-1,Vi
cellid_000000682-1,Dl-v2
cellid_000000683-1,Dl-v2
cellid_000000684-1,Dl-v2
cellid_000000685-1,Dl-v2
cellid_000000686-1,Dl-v2
cellid_000000687-1,Vi
cellid_000000688-1,Dl-v2
cellid_000000689-1,Dl-v2
cellid_000000690-1,Dl-v2
cellid_000000691-1,Dl-v2
cellid_000000692-1,Dl-v2
cellid_000000693-1,Dl-v2
cellid_000000694-1,Dl-v2
cellid_000000695-1,Dl-v2
cellid_000000696-1,Dl-v2
cellid_000000697-1,Dl-v2
cellid_000000698-1,Dl-v2
cellid_000000699-1,Dl-v2
cellid_000000700-1,Dl-v2
cellid_000000701-1,Dl-v2
cellid_000000702-1,Dl-v2
cellid_000000703-1,Dl-v2
cellid_000000704-1,Dl-v2
cellid_000000705-1,Vi
cellid_000000706-1,Dl-v2
cellid_000000707-1,Dl-v2
cellid_000000708-1,Dl-v2
cellid_000000709-1,Dl-v2
cellid_000000710-1,Vi
cellid_000000711-1,Dl-v2
cellid_000000712-1,Dl-v2
cellid_000000714-1,Dl-v2
cellid_000000715-1,Dl-v2
cellid_000000716-1,Dl-v2
cellid_000000717-1,Dl-v2
cellid_000000718-1,Dl-v2
cellid_000000719-1,Dl-v2
cellid_000000720-1,Dl-v2
cellid_000000721-1,Dl-v2
cellid_000000722-1,Dl-v2
cellid_000000723-1,Dl-v2
cellid_000000724-1,Dl-v2
cellid_000000725-1,Dl-v2
cellid_000000727-1,Dl-v2
cellid_000000728-1,Dl-v2
cellid_000000729-1,Dl-v2
cellid_000000730-1,Dl-v2
cellid_000000731-1,Dl-v2
cellid_000000733-1,Dl-v2
cellid_000000734-1,Dl-v2
cellid_000000736-1,Dl-v2
cellid_000000737-1,Dl-v2
cellid_000000738-1,Dl-v2
cellid_000000739-1,Dl-v2
cellid_000000740-1,Dl-v2
cellid_000000741-1,Dl-v2
cellid_000000742-1,Dl-v2
cellid_000000743-1,Dl-v2
cellid_000000744-1,Dl-v2
cellid_000000745-1,Vi
cellid_000000746-1,Dl-v2
cellid_000000747-1,Dl-v2
cellid_000000748-1,Dl-v2
cellid_000000749-1,Dl-v2
cellid_000000750-1,Dl-v2
cellid_000000751-1,Dl-v2
cellid_000000752-1,Dl-v2
cellid_000000754-1,Dl-v2
cellid_000000755-1,Dl-v2
cellid_000000756-1,Dl-v2
cellid_000000760-1,Dl-v2
cellid_000000761-1,Dl-v2
cellid_000000762-1,Dl-v2
cellid_000000763-1,Dl-v2
cellid_000000765-1,Dl-v2
cellid_000000766-1,Vi
cellid_000000767-1,Dl-v2
cellid_000000768-1,Dl-v2
cellid_000000769-1,Dl-v2
cellid_000000770-1,Dl-v2
cellid_000000772-1,Dl-v2
cellid_000000773-1,Dl-v2
cellid_000000774-1,Dl-v2
cellid_000000775-1,Dl-v2
cellid_000000776-1,Dl-v2
cellid_000000777-1,Vi
cellid_000000778-1,Dl-v2
cellid_000000779-1,Dl-v2
cellid_000000780-1,Dl-v2
cellid_000000781-1,Dl-v2
cellid_000000783-1,Dl-v2
cellid_000000784-1,Dl-v2
cellid_000000785-1,Dl-v2
cellid_000000786-1,Dl-v2
cellid_000000787-1,Dl-v2
cellid_000000788-1,Dl-v2
cellid_000000789-1,Dl-v2
cellid_000000791-1,Dl-v2
cellid_000000792-1,Dl-v2
cellid_000000794-1,Dl-v2
cellid_000000795-1,Dl-v2
cellid_000000796-1,Dl-v2
cellid_000000797-1,Dl-v2
cellid_000000798-1,Dl-v2
cellid_000000799-1,Dl-v2
cellid_000000800-1,Dl-v2
cellid_000000802-1,Dl-v2
cellid_000000803-1,Dl-v2
cellid_000000804-1,Dl-v2
cellid_000000805-1,Dl-v2
cellid_000000806-1,Dl-v2
cellid_000000807-1,Dl-v2
cellid_000000808-1,Dl-v2
cellid_000000809-1,Dl-v2
cellid_000000810-1,Dl-v2
cellid_000000811-1,Dl-v2
cellid_000000812-1,Dl-v2
cellid_000000814-1,Vi
cellid_000000815-1,Dl-v2
cellid_000000816-1,Dl-v2
cellid_000000817-1,Dl-v2
cellid_000000818-1,Dl-v2
cellid_000000820-1,Dl-v2
cellid_000000821-1,Dl-v2
cellid_000000822-1,Dl-v2
cellid_000000823-1,Dl-v2
cellid_000000824-1,Dl-v2
cellid_000000825-1,Dl-v2
cellid_000000826-1,Dl-v2
cellid_000000827-1,Dl-v2
cellid_000000829-1,Vi
cellid_000000830-1,Dl-v2
cellid_000000831-1,Dl-v2
cellid_000000832-1,Dl-v2
cellid_000000833-1,Dl-v2
cellid_000000834-1,Dl-v2
cellid_000000835-1,Dl-v2
cellid_000000836-1,Dl-v2
cellid_000000838-1,Dl-v2
cellid_000000839-1,Dl-v2
cellid_000000840-1,Dl-v2
cellid_000000841-1,Dl-v2
cellid_000000842-1,Dl-v2
cellid_000000843-1,Dl-v2
cellid_000000845-1,Dl-v2
cellid_000000846-1,Vi
cellid_000000847-1,Dl-v2
cellid_000000848-1,Dl-v2
cellid_000000849-1,Dl-v2
cellid_000000850-1,Dl-v2
cellid_000000851-1,Dl-v2
cellid_000000852-1,Dl-v2
cellid_000000853-1,Vi
cellid_000000854-1,Dl-v2
cellid_000000856-1,Dl-v2
cellid_000000857-1,Dl-v2
cellid_000000858-1,Dl-v2
cellid_000000859-1,Dl-v2
cellid_000000860-1,Dl-v2
cellid_000000861-1,Dl-v2
cellid_000000863-1,Dl-v2
cellid_000000864-1,Dl-v2
cellid_000000866-1,Dl-v2
cellid_000000867-1,Dl-v2
cellid_000000868-1,Vi
cellid_000000869-1,Dl-v2
cellid_000000870-1,Dl-v2
cellid_000000871-1,Vi
cellid_000000872-1,Vi
cellid_000000874-1,Dl-v2
cellid_000000875-1,Dl-v2
cellid_000000876-1,Dl-v2
cellid_000000877-1,Dl-v2
cellid_000000878-1,Dl-v2
cellid_000000879-1,Dl-v2
cellid_000000880-1,Dl-v2
cellid_000000881-1,Dl-v2
cellid_000000882-1,Dl-v2
cellid_000000884-1,Dl-v2
cellid_000000885-1,Vi
cellid_000000886-1,Dl-v2
cellid_000000887-1,Dl-v2
cellid_000000888-1,Dl-v2
cellid_000000890-1,Dl-v2
cellid_000000891-1,Dl-v2
cellid_000000892-1,Dl-v2
cellid_000000893-1,Dl-v2
cellid_000000894-1,Dl-v2
cellid_000000895-1,Dl-v2
cellid_000000896-1,Dl-v2
cellid_000000897-1,Dl-v2
cellid_000000898-1,Dl-v2
cellid_000000899-1,Dl-v2
cellid_000000901-1,Dl-v2
cellid_000000902-1,Dl-v2
cellid_000000903-1,Dl-v2
cellid_000000904-1,Dl-v2
cellid_000000905-1,Dl-v2
cellid_000000906-1,Dl-v2
cellid_000000907-1,Dl-v2
cellid_000000908-1,Dl-v2
cellid_000000909-1,Dl-v2
cellid_000000910-1,Dl-v2
cellid_000000911-1,Dl-v2
cellid_000000912-1,Dl-v2
cellid_000000913-1,Dl-v2
cellid_000000914-1,Dl-v2
cellid_000000915-1,Dl-v2
cellid_000000916-1,Dl-v2
cellid_000000917-1,Dl-v2
cellid_000000918-1,Dl-v2
cellid_000000919-1,Dl-v2
cellid_000000920-1,Dl-v2
cellid_000000923-1,Dl-v2
cellid_000000924-1,Dl-v2
cellid_000000925-1,Dl-v2
cellid_000000926-1,Dl-v2
cellid_000000927-1,Dl-v2
cellid_000000928-1,Dl-v2
cellid_000000929-1,Dl-v2
cellid_000000931-1,Dl-v2
cellid_000000932-1,Dl-v2
cellid_000000933-1,Dl-v2
cellid_000000934-1,Dl-v2
