"","Barcode","Coltan.DIssection","Barcode_updated"
"49175","cellid_000128724-1","included","cellid_000128724-16P17"
"49176","cellid_000128725-1","included","cellid_000128725-16P17"
"49177","cellid_000128726-1","included","cellid_000128726-16P17"
"49178","cellid_000128728-1","included","cellid_000128728-16P17"
"49179","cellid_000128729-1","included","cellid_000128729-16P17"
"49180","cellid_000128730-1","included","cellid_000128730-16P17"
"49181","cellid_000128731-1","included","cellid_000128731-16P17"
"49182","cellid_000128733-1","included","cellid_000128733-16P17"
"49183","cellid_000128734-1","included","cellid_000128734-16P17"
"49184","cellid_000128735-1","included","cellid_000128735-16P17"
"49185","cellid_000128736-1","included","cellid_000128736-16P17"
"49186","cellid_000128738-1","included","cellid_000128738-16P17"
"49187","cellid_000128739-1","included","cellid_000128739-16P17"
"49188","cellid_000128740-1","included","cellid_000128740-16P17"
"49189","cellid_000128742-1","included","cellid_000128742-16P17"
"49190","cellid_000128743-1","included","cellid_000128743-16P17"
"49191","cellid_000128745-1","included","cellid_000128745-16P17"
"49192","cellid_000128746-1","included","cellid_000128746-16P17"
"49193","cellid_000128747-1","included","cellid_000128747-16P17"
"49194","cellid_000128748-1","included","cellid_000128748-16P17"
"49195","cellid_000128749-1","included","cellid_000128749-16P17"
"49196","cellid_000128750-1","included","cellid_000128750-16P17"
"49197","cellid_000128752-1","included","cellid_000128752-16P17"
"49198","cellid_000128753-1","included","cellid_000128753-16P17"
"49199","cellid_000128754-1","included","cellid_000128754-16P17"
"49200","cellid_000128755-1","included","cellid_000128755-16P17"
"49201","cellid_000128756-1","included","cellid_000128756-16P17"
"49202","cellid_000128758-1","included","cellid_000128758-16P17"
"49203","cellid_000128759-1","included","cellid_000128759-16P17"
"49204","cellid_000128760-1","included","cellid_000128760-16P17"
"49205","cellid_000128762-1","included","cellid_000128762-16P17"
"49206","cellid_000128763-1","included","cellid_000128763-16P17"
"49207","cellid_000128764-1","included","cellid_000128764-16P17"
"49208","cellid_000128765-1","included","cellid_000128765-16P17"
"49209","cellid_000128766-1","included","cellid_000128766-16P17"
"49210","cellid_000128767-1","included","cellid_000128767-16P17"
"49211","cellid_000128768-1","included","cellid_000128768-16P17"
"49212","cellid_000128769-1","included","cellid_000128769-16P17"
"49213","cellid_000128770-1","included","cellid_000128770-16P17"
"49214","cellid_000128771-1","included","cellid_000128771-16P17"
"49215","cellid_000128772-1","included","cellid_000128772-16P17"
"49216","cellid_000128773-1","included","cellid_000128773-16P17"
"49217","cellid_000128774-1","included","cellid_000128774-16P17"
"49218","cellid_000128775-1","included","cellid_000128775-16P17"
"49219","cellid_000128776-1","included","cellid_000128776-16P17"
"49220","cellid_000128777-1","included","cellid_000128777-16P17"
"49221","cellid_000128778-1","included","cellid_000128778-16P17"
"49222","cellid_000128779-1","included","cellid_000128779-16P17"
"49223","cellid_000128780-1","included","cellid_000128780-16P17"
"49224","cellid_000128781-1","included","cellid_000128781-16P17"
"49225","cellid_000128782-1","included","cellid_000128782-16P17"
"49226","cellid_000128783-1","included","cellid_000128783-16P17"
"49227","cellid_000128784-1","included","cellid_000128784-16P17"
"49228","cellid_000128785-1","included","cellid_000128785-16P17"
"49229","cellid_000128787-1","included","cellid_000128787-16P17"
"49230","cellid_000128789-1","included","cellid_000128789-16P17"
"49231","cellid_000128791-1","included","cellid_000128791-16P17"
"49232","cellid_000128793-1","included","cellid_000128793-16P17"
"49233","cellid_000128795-1","included","cellid_000128795-16P17"
"49234","cellid_000128797-1","included","cellid_000128797-16P17"
"49235","cellid_000128799-1","included","cellid_000128799-16P17"
"49236","cellid_000128802-1","included","cellid_000128802-16P17"
"49237","cellid_000128803-1","included","cellid_000128803-16P17"
"49238","cellid_000128804-1","included","cellid_000128804-16P17"
"49239","cellid_000128805-1","included","cellid_000128805-16P17"
"49240","cellid_000128806-1","included","cellid_000128806-16P17"
"49241","cellid_000128808-1","included","cellid_000128808-16P17"
"49242","cellid_000128810-1","included","cellid_000128810-16P17"
"49243","cellid_000128811-1","included","cellid_000128811-16P17"
"49244","cellid_000128812-1","included","cellid_000128812-16P17"
"49245","cellid_000128815-1","included","cellid_000128815-16P17"
"49246","cellid_000128817-1","included","cellid_000128817-16P17"
"49247","cellid_000128819-1","included","cellid_000128819-16P17"
"49248","cellid_000128820-1","included","cellid_000128820-16P17"
"49249","cellid_000128822-1","included","cellid_000128822-16P17"
"49250","cellid_000128824-1","included","cellid_000128824-16P17"
"49251","cellid_000128827-1","included","cellid_000128827-16P17"
"49252","cellid_000128828-1","included","cellid_000128828-16P17"
"49253","cellid_000128829-1","included","cellid_000128829-16P17"
"49254","cellid_000128830-1","included","cellid_000128830-16P17"
"49255","cellid_000128832-1","included","cellid_000128832-16P17"
"49256","cellid_000128834-1","included","cellid_000128834-16P17"
"49257","cellid_000128835-1","included","cellid_000128835-16P17"
"49258","cellid_000128836-1","included","cellid_000128836-16P17"
"49259","cellid_000128837-1","included","cellid_000128837-16P17"
"49260","cellid_000128838-1","included","cellid_000128838-16P17"
"49261","cellid_000128839-1","included","cellid_000128839-16P17"
"49262","cellid_000128840-1","included","cellid_000128840-16P17"
"49263","cellid_000128841-1","included","cellid_000128841-16P17"
"49264","cellid_000128842-1","included","cellid_000128842-16P17"
"49265","cellid_000128845-1","included","cellid_000128845-16P17"
"49266","cellid_000128846-1","included","cellid_000128846-16P17"
"49267","cellid_000128847-1","included","cellid_000128847-16P17"
"49268","cellid_000128850-1","included","cellid_000128850-16P17"
"49269","cellid_000128851-1","included","cellid_000128851-16P17"
"49270","cellid_000128852-1","included","cellid_000128852-16P17"
"49271","cellid_000128854-1","included","cellid_000128854-16P17"
"49272","cellid_000128856-1","included","cellid_000128856-16P17"
"49273","cellid_000128857-1","included","cellid_000128857-16P17"
"49274","cellid_000128858-1","included","cellid_000128858-16P17"
"49275","cellid_000128859-1","included","cellid_000128859-16P17"
"49276","cellid_000128861-1","included","cellid_000128861-16P17"
"49277","cellid_000128862-1","included","cellid_000128862-16P17"
"49278","cellid_000128864-1","included","cellid_000128864-16P17"
"49279","cellid_000128866-1","included","cellid_000128866-16P17"
"49280","cellid_000128868-1","included","cellid_000128868-16P17"
"49281","cellid_000128869-1","included","cellid_000128869-16P17"
"49282","cellid_000128870-1","included","cellid_000128870-16P17"
"49283","cellid_000128872-1","included","cellid_000128872-16P17"
"49284","cellid_000128873-1","included","cellid_000128873-16P17"
"49285","cellid_000128874-1","included","cellid_000128874-16P17"
"49286","cellid_000128875-1","included","cellid_000128875-16P17"
"49287","cellid_000128876-1","included","cellid_000128876-16P17"
"49288","cellid_000128880-1","included","cellid_000128880-16P17"
"49289","cellid_000128881-1","included","cellid_000128881-16P17"
"49290","cellid_000128882-1","included","cellid_000128882-16P17"
"49291","cellid_000128885-1","included","cellid_000128885-16P17"
"49292","cellid_000128887-1","included","cellid_000128887-16P17"
"49293","cellid_000128888-1","included","cellid_000128888-16P17"
"49294","cellid_000128889-1","included","cellid_000128889-16P17"
"49295","cellid_000128891-1","included","cellid_000128891-16P17"
"49296","cellid_000128892-1","included","cellid_000128892-16P17"
"49297","cellid_000128894-1","included","cellid_000128894-16P17"
"49298","cellid_000128895-1","included","cellid_000128895-16P17"
"49299","cellid_000128896-1","included","cellid_000128896-16P17"
"49300","cellid_000128897-1","included","cellid_000128897-16P17"
"49301","cellid_000128899-1","included","cellid_000128899-16P17"
"49302","cellid_000128900-1","included","cellid_000128900-16P17"
"49303","cellid_000128902-1","included","cellid_000128902-16P17"
"49304","cellid_000128903-1","included","cellid_000128903-16P17"
"49305","cellid_000128904-1","included","cellid_000128904-16P17"
"49306","cellid_000128906-1","included","cellid_000128906-16P17"
"49307","cellid_000128909-1","included","cellid_000128909-16P17"
"49308","cellid_000128910-1","included","cellid_000128910-16P17"
"49309","cellid_000128911-1","included","cellid_000128911-16P17"
"49310","cellid_000128912-1","included","cellid_000128912-16P17"
"49311","cellid_000128913-1","included","cellid_000128913-16P17"
"49312","cellid_000128914-1","included","cellid_000128914-16P17"
"49313","cellid_000128915-1","included","cellid_000128915-16P17"
"49314","cellid_000128916-1","included","cellid_000128916-16P17"
"49315","cellid_000128917-1","included","cellid_000128917-16P17"
"49316","cellid_000128919-1","included","cellid_000128919-16P17"
"49317","cellid_000128921-1","included","cellid_000128921-16P17"
"49318","cellid_000128922-1","included","cellid_000128922-16P17"
"49319","cellid_000128923-1","included","cellid_000128923-16P17"
"49320","cellid_000128924-1","included","cellid_000128924-16P17"
"49321","cellid_000128925-1","included","cellid_000128925-16P17"
"49322","cellid_000128926-1","included","cellid_000128926-16P17"
"49323","cellid_000128928-1","included","cellid_000128928-16P17"
"49324","cellid_000128929-1","included","cellid_000128929-16P17"
"49325","cellid_000128930-1","included","cellid_000128930-16P17"
"49326","cellid_000128931-1","included","cellid_000128931-16P17"
"49327","cellid_000128933-1","included","cellid_000128933-16P17"
"49328","cellid_000128934-1","included","cellid_000128934-16P17"
"49329","cellid_000128935-1","included","cellid_000128935-16P17"
"49330","cellid_000128936-1","included","cellid_000128936-16P17"
"49331","cellid_000128937-1","included","cellid_000128937-16P17"
"49332","cellid_000128938-1","included","cellid_000128938-16P17"
"49333","cellid_000128939-1","included","cellid_000128939-16P17"
"49334","cellid_000128940-1","included","cellid_000128940-16P17"
"49335","cellid_000128942-1","included","cellid_000128942-16P17"
"49336","cellid_000128943-1","included","cellid_000128943-16P17"
"49337","cellid_000128944-1","included","cellid_000128944-16P17"
"49338","cellid_000128948-1","included","cellid_000128948-16P17"
"49339","cellid_000128949-1","included","cellid_000128949-16P17"
"49340","cellid_000128950-1","included","cellid_000128950-16P17"
"49341","cellid_000128952-1","included","cellid_000128952-16P17"
"49342","cellid_000128953-1","included","cellid_000128953-16P17"
"49343","cellid_000128955-1","included","cellid_000128955-16P17"
"49344","cellid_000128956-1","included","cellid_000128956-16P17"
"49345","cellid_000128957-1","included","cellid_000128957-16P17"
"49346","cellid_000128958-1","included","cellid_000128958-16P17"
"49347","cellid_000128959-1","included","cellid_000128959-16P17"
"49348","cellid_000128960-1","included","cellid_000128960-16P17"
"49349","cellid_000128961-1","included","cellid_000128961-16P17"
"49350","cellid_000128962-1","included","cellid_000128962-16P17"
"49351","cellid_000128963-1","included","cellid_000128963-16P17"
"49352","cellid_000128966-1","included","cellid_000128966-16P17"
"49353","cellid_000128967-1","included","cellid_000128967-16P17"
"49354","cellid_000128972-1","included","cellid_000128972-16P17"
"49355","cellid_000128973-1","included","cellid_000128973-16P17"
"49356","cellid_000128974-1","included","cellid_000128974-16P17"
"49357","cellid_000128975-1","included","cellid_000128975-16P17"
"49358","cellid_000128978-1","included","cellid_000128978-16P17"
"49359","cellid_000128979-1","included","cellid_000128979-16P17"
"49360","cellid_000128980-1","included","cellid_000128980-16P17"
"49361","cellid_000128981-1","included","cellid_000128981-16P17"
"49362","cellid_000128982-1","included","cellid_000128982-16P17"
"49363","cellid_000128984-1","included","cellid_000128984-16P17"
"49364","cellid_000128985-1","included","cellid_000128985-16P17"
"49365","cellid_000128987-1","included","cellid_000128987-16P17"
"49366","cellid_000128988-1","included","cellid_000128988-16P17"
"49367","cellid_000128989-1","included","cellid_000128989-16P17"
"49368","cellid_000128990-1","included","cellid_000128990-16P17"
"49369","cellid_000128991-1","included","cellid_000128991-16P17"
"49370","cellid_000128993-1","included","cellid_000128993-16P17"
"49371","cellid_000128995-1","included","cellid_000128995-16P17"
"49372","cellid_000128997-1","included","cellid_000128997-16P17"
"49373","cellid_000128998-1","included","cellid_000128998-16P17"
"49374","cellid_000128999-1","included","cellid_000128999-16P17"
"49375","cellid_000129001-1","included","cellid_000129001-16P17"
"49376","cellid_000129002-1","included","cellid_000129002-16P17"
"49377","cellid_000129003-1","included","cellid_000129003-16P17"
"49378","cellid_000129004-1","included","cellid_000129004-16P17"
"49379","cellid_000129006-1","included","cellid_000129006-16P17"
"49380","cellid_000129007-1","included","cellid_000129007-16P17"
"49381","cellid_000129008-1","included","cellid_000129008-16P17"
"49382","cellid_000129009-1","included","cellid_000129009-16P17"
"49383","cellid_000129011-1","included","cellid_000129011-16P17"
"49384","cellid_000129012-1","included","cellid_000129012-16P17"
"49385","cellid_000129013-1","included","cellid_000129013-16P17"
"49386","cellid_000129014-1","included","cellid_000129014-16P17"
