"","Barcode","Coltan.DIssection","Barcode_updated"
"30429","cellid_000072043-1","included","cellid_000072043-16P17"
"30430","cellid_000072044-1","included","cellid_000072044-16P17"
"30431","cellid_000072045-1","included","cellid_000072045-16P17"
"30432","cellid_000072046-1","included","cellid_000072046-16P17"
"30433","cellid_000072047-1","included","cellid_000072047-16P17"
"30434","cellid_000072048-1","included","cellid_000072048-16P17"
"30435","cellid_000072049-1","included","cellid_000072049-16P17"
"30436","cellid_000072050-1","included","cellid_000072050-16P17"
"30437","cellid_000072051-1","included","cellid_000072051-16P17"
"30438","cellid_000072052-1","included","cellid_000072052-16P17"
"30439","cellid_000072053-1","included","cellid_000072053-16P17"
"30440","cellid_000072054-1","included","cellid_000072054-16P17"
"30441","cellid_000072055-1","included","cellid_000072055-16P17"
"30442","cellid_000072056-1","included","cellid_000072056-16P17"
"30443","cellid_000072057-1","included","cellid_000072057-16P17"
"30444","cellid_000072058-1","included","cellid_000072058-16P17"
"30445","cellid_000072059-1","included","cellid_000072059-16P17"
"30446","cellid_000072060-1","included","cellid_000072060-16P17"
"30447","cellid_000072061-1","included","cellid_000072061-16P17"
"30448","cellid_000072062-1","included","cellid_000072062-16P17"
"30449","cellid_000072063-1","included","cellid_000072063-16P17"
"30450","cellid_000072064-1","included","cellid_000072064-16P17"
"30451","cellid_000072065-1","included","cellid_000072065-16P17"
"30452","cellid_000072066-1","included","cellid_000072066-16P17"
"30453","cellid_000072067-1","included","cellid_000072067-16P17"
"30454","cellid_000072068-1","included","cellid_000072068-16P17"
"30455","cellid_000072069-1","included","cellid_000072069-16P17"
"30456","cellid_000072070-1","included","cellid_000072070-16P17"
"30457","cellid_000072071-1","included","cellid_000072071-16P17"
"30458","cellid_000072072-1","included","cellid_000072072-16P17"
"30459","cellid_000072073-1","included","cellid_000072073-16P17"
"30460","cellid_000072074-1","included","cellid_000072074-16P17"
"30461","cellid_000072075-1","included","cellid_000072075-16P17"
"30462","cellid_000072076-1","included","cellid_000072076-16P17"
"30463","cellid_000072077-1","included","cellid_000072077-16P17"
"30464","cellid_000072078-1","included","cellid_000072078-16P17"
"30465","cellid_000072079-1","included","cellid_000072079-16P17"
"30466","cellid_000072080-1","included","cellid_000072080-16P17"
"30467","cellid_000072081-1","included","cellid_000072081-16P17"
"30468","cellid_000072082-1","included","cellid_000072082-16P17"
"30469","cellid_000072083-1","included","cellid_000072083-16P17"
"30470","cellid_000072084-1","included","cellid_000072084-16P17"
"30471","cellid_000072085-1","included","cellid_000072085-16P17"
"30472","cellid_000072086-1","included","cellid_000072086-16P17"
"30473","cellid_000072087-1","included","cellid_000072087-16P17"
"30474","cellid_000072088-1","included","cellid_000072088-16P17"
"30475","cellid_000072089-1","included","cellid_000072089-16P17"
"30476","cellid_000072090-1","included","cellid_000072090-16P17"
"30477","cellid_000072091-1","included","cellid_000072091-16P17"
"30478","cellid_000072092-1","included","cellid_000072092-16P17"
"30479","cellid_000072093-1","included","cellid_000072093-16P17"
"30480","cellid_000072094-1","included","cellid_000072094-16P17"
"30481","cellid_000072095-1","included","cellid_000072095-16P17"
"30482","cellid_000072096-1","included","cellid_000072096-16P17"
"30483","cellid_000072097-1","included","cellid_000072097-16P17"
"30484","cellid_000072098-1","included","cellid_000072098-16P17"
"30485","cellid_000072099-1","included","cellid_000072099-16P17"
"30486","cellid_000072100-1","included","cellid_000072100-16P17"
"30487","cellid_000072101-1","included","cellid_000072101-16P17"
"30488","cellid_000072102-1","included","cellid_000072102-16P17"
"30489","cellid_000072103-1","included","cellid_000072103-16P17"
"30490","cellid_000072104-1","included","cellid_000072104-16P17"
"30491","cellid_000072105-1","included","cellid_000072105-16P17"
"30492","cellid_000072106-1","included","cellid_000072106-16P17"
"30493","cellid_000072107-1","included","cellid_000072107-16P17"
"30494","cellid_000072108-1","included","cellid_000072108-16P17"
"30495","cellid_000072109-1","included","cellid_000072109-16P17"
"30496","cellid_000072110-1","included","cellid_000072110-16P17"
"30497","cellid_000072111-1","included","cellid_000072111-16P17"
"30498","cellid_000072112-1","included","cellid_000072112-16P17"
"30499","cellid_000072113-1","included","cellid_000072113-16P17"
"30500","cellid_000072114-1","included","cellid_000072114-16P17"
"30501","cellid_000072115-1","included","cellid_000072115-16P17"
"30502","cellid_000072116-1","included","cellid_000072116-16P17"
"30503","cellid_000072117-1","included","cellid_000072117-16P17"
"30504","cellid_000072118-1","included","cellid_000072118-16P17"
"30505","cellid_000072119-1","included","cellid_000072119-16P17"
"30506","cellid_000072120-1","included","cellid_000072120-16P17"
"30507","cellid_000072121-1","included","cellid_000072121-16P17"
"30508","cellid_000072122-1","included","cellid_000072122-16P17"
"30509","cellid_000072123-1","included","cellid_000072123-16P17"
"30510","cellid_000072124-1","included","cellid_000072124-16P17"
"30511","cellid_000072125-1","included","cellid_000072125-16P17"
"30512","cellid_000072126-1","included","cellid_000072126-16P17"
"30513","cellid_000072127-1","included","cellid_000072127-16P17"
"30514","cellid_000072128-1","included","cellid_000072128-16P17"
"30515","cellid_000072129-1","included","cellid_000072129-16P17"
"30516","cellid_000072130-1","included","cellid_000072130-16P17"
"30517","cellid_000072131-1","included","cellid_000072131-16P17"
"30518","cellid_000072132-1","included","cellid_000072132-16P17"
"30519","cellid_000072133-1","included","cellid_000072133-16P17"
"30520","cellid_000072134-1","included","cellid_000072134-16P17"
"30521","cellid_000072135-1","included","cellid_000072135-16P17"
"30522","cellid_000072136-1","included","cellid_000072136-16P17"
"30523","cellid_000072137-1","included","cellid_000072137-16P17"
"30524","cellid_000072138-1","included","cellid_000072138-16P17"
"30525","cellid_000072139-1","included","cellid_000072139-16P17"
"30526","cellid_000072140-1","included","cellid_000072140-16P17"
"30527","cellid_000072141-1","included","cellid_000072141-16P17"
"30528","cellid_000072142-1","included","cellid_000072142-16P17"
"30529","cellid_000072143-1","included","cellid_000072143-16P17"
"30530","cellid_000072144-1","included","cellid_000072144-16P17"
"30531","cellid_000072145-1","included","cellid_000072145-16P17"
"30532","cellid_000072146-1","included","cellid_000072146-16P17"
"30533","cellid_000072147-1","included","cellid_000072147-16P17"
"30534","cellid_000072148-1","included","cellid_000072148-16P17"
"30535","cellid_000072149-1","included","cellid_000072149-16P17"
"30536","cellid_000072150-1","included","cellid_000072150-16P17"
"30537","cellid_000072151-1","included","cellid_000072151-16P17"
"30538","cellid_000072152-1","included","cellid_000072152-16P17"
"30539","cellid_000072153-1","included","cellid_000072153-16P17"
"30540","cellid_000072154-1","included","cellid_000072154-16P17"
"30541","cellid_000072155-1","included","cellid_000072155-16P17"
"30542","cellid_000072156-1","included","cellid_000072156-16P17"
"30543","cellid_000072157-1","included","cellid_000072157-16P17"
"30544","cellid_000072158-1","included","cellid_000072158-16P17"
"30545","cellid_000072159-1","included","cellid_000072159-16P17"
"30546","cellid_000072160-1","included","cellid_000072160-16P17"
"30547","cellid_000072161-1","included","cellid_000072161-16P17"
"30548","cellid_000072162-1","included","cellid_000072162-16P17"
"30549","cellid_000072163-1","included","cellid_000072163-16P17"
"30550","cellid_000072164-1","included","cellid_000072164-16P17"
"30551","cellid_000072165-1","included","cellid_000072165-16P17"
"30552","cellid_000072166-1","included","cellid_000072166-16P17"
"30553","cellid_000072167-1","included","cellid_000072167-16P17"
"30554","cellid_000072168-1","included","cellid_000072168-16P17"
"30555","cellid_000072169-1","included","cellid_000072169-16P17"
"30556","cellid_000072170-1","included","cellid_000072170-16P17"
"30557","cellid_000072171-1","included","cellid_000072171-16P17"
"30558","cellid_000072172-1","included","cellid_000072172-16P17"
"30559","cellid_000072173-1","included","cellid_000072173-16P17"
"30560","cellid_000072174-1","included","cellid_000072174-16P17"
"30561","cellid_000072175-1","included","cellid_000072175-16P17"
"30562","cellid_000072176-1","included","cellid_000072176-16P17"
"30563","cellid_000072177-1","included","cellid_000072177-16P17"
"30564","cellid_000072178-1","included","cellid_000072178-16P17"
"30565","cellid_000072179-1","included","cellid_000072179-16P17"
"30566","cellid_000072180-1","included","cellid_000072180-16P17"
"30567","cellid_000072181-1","included","cellid_000072181-16P17"
"30568","cellid_000072182-1","included","cellid_000072182-16P17"
"30569","cellid_000072183-1","included","cellid_000072183-16P17"
"30570","cellid_000072184-1","included","cellid_000072184-16P17"
"30571","cellid_000072185-1","included","cellid_000072185-16P17"
"30572","cellid_000072186-1","included","cellid_000072186-16P17"
"30573","cellid_000072187-1","included","cellid_000072187-16P17"
"30574","cellid_000072188-1","included","cellid_000072188-16P17"
"30575","cellid_000072189-1","included","cellid_000072189-16P17"
"30576","cellid_000072190-1","included","cellid_000072190-16P17"
"30577","cellid_000072191-1","included","cellid_000072191-16P17"
"30578","cellid_000072192-1","included","cellid_000072192-16P17"
"30579","cellid_000072193-1","included","cellid_000072193-16P17"
"30580","cellid_000072194-1","included","cellid_000072194-16P17"
"30581","cellid_000072195-1","included","cellid_000072195-16P17"
"30582","cellid_000072196-1","included","cellid_000072196-16P17"
"30583","cellid_000072197-1","included","cellid_000072197-16P17"
"30584","cellid_000072198-1","included","cellid_000072198-16P17"
"30585","cellid_000072199-1","included","cellid_000072199-16P17"
"30586","cellid_000072200-1","included","cellid_000072200-16P17"
"30587","cellid_000072201-1","included","cellid_000072201-16P17"
"30588","cellid_000072202-1","included","cellid_000072202-16P17"
"30589","cellid_000072203-1","included","cellid_000072203-16P17"
"30590","cellid_000072204-1","included","cellid_000072204-16P17"
"30591","cellid_000072205-1","included","cellid_000072205-16P17"
"30592","cellid_000072206-1","included","cellid_000072206-16P17"
"30593","cellid_000072207-1","included","cellid_000072207-16P17"
"30594","cellid_000072208-1","included","cellid_000072208-16P17"
"30595","cellid_000072209-1","included","cellid_000072209-16P17"
"30596","cellid_000072210-1","included","cellid_000072210-16P17"
"30597","cellid_000072211-1","included","cellid_000072211-16P17"
"30598","cellid_000072212-1","included","cellid_000072212-16P17"
"30599","cellid_000072213-1","included","cellid_000072213-16P17"
"30600","cellid_000072214-1","included","cellid_000072214-16P17"
"30601","cellid_000072215-1","included","cellid_000072215-16P17"
"30602","cellid_000072216-1","included","cellid_000072216-16P17"
"30603","cellid_000072217-1","included","cellid_000072217-16P17"
"30604","cellid_000072218-1","included","cellid_000072218-16P17"
"30605","cellid_000072219-1","included","cellid_000072219-16P17"
"30606","cellid_000072220-1","included","cellid_000072220-16P17"
"30607","cellid_000072221-1","included","cellid_000072221-16P17"
"30608","cellid_000072222-1","included","cellid_000072222-16P17"
"30609","cellid_000072223-1","included","cellid_000072223-16P17"
"30610","cellid_000072224-1","included","cellid_000072224-16P17"
"30611","cellid_000072225-1","included","cellid_000072225-16P17"
"30612","cellid_000072226-1","included","cellid_000072226-16P17"
"30613","cellid_000072227-1","included","cellid_000072227-16P17"
"30614","cellid_000072228-1","included","cellid_000072228-16P17"
"30615","cellid_000072229-1","included","cellid_000072229-16P17"
"30616","cellid_000072230-1","included","cellid_000072230-16P17"
"30617","cellid_000072231-1","included","cellid_000072231-16P17"
"30618","cellid_000072232-1","included","cellid_000072232-16P17"
"30619","cellid_000072233-1","included","cellid_000072233-16P17"
"30620","cellid_000072234-1","included","cellid_000072234-16P17"
"30621","cellid_000072235-1","included","cellid_000072235-16P17"
"30622","cellid_000072236-1","included","cellid_000072236-16P17"
"30623","cellid_000072237-1","included","cellid_000072237-16P17"
"30624","cellid_000072238-1","included","cellid_000072238-16P17"
"30625","cellid_000072239-1","included","cellid_000072239-16P17"
"30626","cellid_000072240-1","included","cellid_000072240-16P17"
"30627","cellid_000072241-1","included","cellid_000072241-16P17"
"30628","cellid_000072242-1","included","cellid_000072242-16P17"
"30629","cellid_000072243-1","included","cellid_000072243-16P17"
"30630","cellid_000072244-1","included","cellid_000072244-16P17"
"30631","cellid_000072245-1","included","cellid_000072245-16P17"
"30632","cellid_000072246-1","included","cellid_000072246-16P17"
"30633","cellid_000072247-1","included","cellid_000072247-16P17"
"30634","cellid_000072248-1","included","cellid_000072248-16P17"
"30635","cellid_000072249-1","included","cellid_000072249-16P17"
"30636","cellid_000072250-1","included","cellid_000072250-16P17"
"30637","cellid_000072251-1","included","cellid_000072251-16P17"
"30638","cellid_000072252-1","included","cellid_000072252-16P17"
"30639","cellid_000072253-1","included","cellid_000072253-16P17"
"30640","cellid_000072254-1","included","cellid_000072254-16P17"
"30641","cellid_000072255-1","included","cellid_000072255-16P17"
"30642","cellid_000072256-1","included","cellid_000072256-16P17"
"30643","cellid_000072257-1","included","cellid_000072257-16P17"
"30644","cellid_000072258-1","included","cellid_000072258-16P17"
"30645","cellid_000072259-1","included","cellid_000072259-16P17"
"30646","cellid_000072260-1","included","cellid_000072260-16P17"
"30647","cellid_000072261-1","included","cellid_000072261-16P17"
"30648","cellid_000072262-1","included","cellid_000072262-16P17"
"30649","cellid_000072263-1","included","cellid_000072263-16P17"
"30650","cellid_000072264-1","included","cellid_000072264-16P17"
"30651","cellid_000072265-1","included","cellid_000072265-16P17"
"30652","cellid_000072266-1","included","cellid_000072266-16P17"
"30653","cellid_000072267-1","included","cellid_000072267-16P17"
"30654","cellid_000072268-1","included","cellid_000072268-16P17"
"30655","cellid_000072269-1","included","cellid_000072269-16P17"
"30656","cellid_000072270-1","included","cellid_000072270-16P17"
"30657","cellid_000072271-1","included","cellid_000072271-16P17"
"30658","cellid_000072272-1","included","cellid_000072272-16P17"
"30659","cellid_000072273-1","included","cellid_000072273-16P17"
"30660","cellid_000072274-1","included","cellid_000072274-16P17"
"30661","cellid_000072275-1","included","cellid_000072275-16P17"
"30662","cellid_000072276-1","included","cellid_000072276-16P17"
"30663","cellid_000072277-1","included","cellid_000072277-16P17"
"30664","cellid_000072278-1","included","cellid_000072278-16P17"
"30665","cellid_000072279-1","included","cellid_000072279-16P17"
"30666","cellid_000072280-1","included","cellid_000072280-16P17"
"30667","cellid_000072281-1","included","cellid_000072281-16P17"
"30668","cellid_000072282-1","included","cellid_000072282-16P17"
"30669","cellid_000072283-1","included","cellid_000072283-16P17"
"30670","cellid_000072284-1","included","cellid_000072284-16P17"
"30671","cellid_000072285-1","included","cellid_000072285-16P17"
"30672","cellid_000072286-1","included","cellid_000072286-16P17"
"30673","cellid_000072287-1","included","cellid_000072287-16P17"
"30674","cellid_000072288-1","included","cellid_000072288-16P17"
"30675","cellid_000072289-1","included","cellid_000072289-16P17"
"30676","cellid_000072290-1","included","cellid_000072290-16P17"
"30677","cellid_000072291-1","included","cellid_000072291-16P17"
"30678","cellid_000072292-1","included","cellid_000072292-16P17"
"30679","cellid_000072293-1","included","cellid_000072293-16P17"
"30680","cellid_000072294-1","included","cellid_000072294-16P17"
"30681","cellid_000072295-1","included","cellid_000072295-16P17"
"30682","cellid_000072296-1","included","cellid_000072296-16P17"
"30683","cellid_000072297-1","included","cellid_000072297-16P17"
"30684","cellid_000072298-1","included","cellid_000072298-16P17"
"30685","cellid_000072299-1","included","cellid_000072299-16P17"
"30686","cellid_000072300-1","included","cellid_000072300-16P17"
"30687","cellid_000072301-1","included","cellid_000072301-16P17"
"30688","cellid_000072302-1","included","cellid_000072302-16P17"
"30689","cellid_000072303-1","included","cellid_000072303-16P17"
"30690","cellid_000072304-1","included","cellid_000072304-16P17"
"30691","cellid_000072305-1","included","cellid_000072305-16P17"
"30692","cellid_000072306-1","included","cellid_000072306-16P17"
"30693","cellid_000072307-1","included","cellid_000072307-16P17"
"30694","cellid_000072308-1","included","cellid_000072308-16P17"
"30695","cellid_000072309-1","included","cellid_000072309-16P17"
"30696","cellid_000072310-1","included","cellid_000072310-16P17"
"30697","cellid_000072311-1","included","cellid_000072311-16P17"
"30698","cellid_000072312-1","included","cellid_000072312-16P17"
"30699","cellid_000072313-1","included","cellid_000072313-16P17"
"30700","cellid_000072314-1","included","cellid_000072314-16P17"
"30701","cellid_000072315-1","included","cellid_000072315-16P17"
"30702","cellid_000072316-1","included","cellid_000072316-16P17"
"30703","cellid_000072317-1","included","cellid_000072317-16P17"
"30704","cellid_000072318-1","included","cellid_000072318-16P17"
"30705","cellid_000072319-1","included","cellid_000072319-16P17"
"30706","cellid_000072320-1","included","cellid_000072320-16P17"
"30707","cellid_000072321-1","included","cellid_000072321-16P17"
"30708","cellid_000072322-1","included","cellid_000072322-16P17"
"30709","cellid_000072323-1","included","cellid_000072323-16P17"
"30710","cellid_000072324-1","included","cellid_000072324-16P17"
"30711","cellid_000072325-1","included","cellid_000072325-16P17"
"30712","cellid_000072326-1","included","cellid_000072326-16P17"
"30713","cellid_000072327-1","included","cellid_000072327-16P17"
"30714","cellid_000072328-1","included","cellid_000072328-16P17"
"30715","cellid_000072329-1","included","cellid_000072329-16P17"
"30716","cellid_000072330-1","included","cellid_000072330-16P17"
"30717","cellid_000072331-1","included","cellid_000072331-16P17"
"30718","cellid_000072332-1","included","cellid_000072332-16P17"
"30719","cellid_000072333-1","included","cellid_000072333-16P17"
"30720","cellid_000072334-1","included","cellid_000072334-16P17"
"30721","cellid_000072335-1","included","cellid_000072335-16P17"
"30722","cellid_000072336-1","included","cellid_000072336-16P17"
"30723","cellid_000072337-1","included","cellid_000072337-16P17"
"30724","cellid_000072338-1","included","cellid_000072338-16P17"
"30725","cellid_000072339-1","included","cellid_000072339-16P17"
"30726","cellid_000072340-1","included","cellid_000072340-16P17"
"30727","cellid_000072341-1","included","cellid_000072341-16P17"
"30728","cellid_000072342-1","included","cellid_000072342-16P17"
"30729","cellid_000072343-1","included","cellid_000072343-16P17"
"30730","cellid_000072344-1","included","cellid_000072344-16P17"
"30731","cellid_000072345-1","included","cellid_000072345-16P17"
"30732","cellid_000072346-1","included","cellid_000072346-16P17"
"30733","cellid_000072347-1","included","cellid_000072347-16P17"
"30734","cellid_000072348-1","included","cellid_000072348-16P17"
"30735","cellid_000072349-1","included","cellid_000072349-16P17"
"30736","cellid_000072350-1","included","cellid_000072350-16P17"
"30737","cellid_000072351-1","included","cellid_000072351-16P17"
"30738","cellid_000072352-1","included","cellid_000072352-16P17"
"30739","cellid_000072354-1","included","cellid_000072354-16P17"
"30740","cellid_000072355-1","included","cellid_000072355-16P17"
"30741","cellid_000072356-1","included","cellid_000072356-16P17"
"30742","cellid_000072357-1","included","cellid_000072357-16P17"
"30743","cellid_000072358-1","included","cellid_000072358-16P17"
"30744","cellid_000072359-1","included","cellid_000072359-16P17"
"30745","cellid_000072360-1","included","cellid_000072360-16P17"
"30746","cellid_000072361-1","included","cellid_000072361-16P17"
"30747","cellid_000072362-1","included","cellid_000072362-16P17"
"30748","cellid_000072363-1","included","cellid_000072363-16P17"
"30749","cellid_000072364-1","included","cellid_000072364-16P17"
"30750","cellid_000072365-1","included","cellid_000072365-16P17"
"30751","cellid_000072366-1","included","cellid_000072366-16P17"
"30752","cellid_000072367-1","included","cellid_000072367-16P17"
"30753","cellid_000072368-1","included","cellid_000072368-16P17"
"30754","cellid_000072369-1","included","cellid_000072369-16P17"
"30755","cellid_000072370-1","included","cellid_000072370-16P17"
"30756","cellid_000072371-1","included","cellid_000072371-16P17"
"30757","cellid_000072372-1","included","cellid_000072372-16P17"
"30758","cellid_000072373-1","included","cellid_000072373-16P17"
"30759","cellid_000072374-1","included","cellid_000072374-16P17"
"30760","cellid_000072375-1","included","cellid_000072375-16P17"
"30761","cellid_000072376-1","included","cellid_000072376-16P17"
"30762","cellid_000072377-1","included","cellid_000072377-16P17"
"30763","cellid_000072378-1","included","cellid_000072378-16P17"
"30764","cellid_000072379-1","included","cellid_000072379-16P17"
"30765","cellid_000072380-1","included","cellid_000072380-16P17"
"30766","cellid_000072381-1","included","cellid_000072381-16P17"
"30767","cellid_000072382-1","included","cellid_000072382-16P17"
"30768","cellid_000072383-1","included","cellid_000072383-16P17"
"30769","cellid_000072384-1","included","cellid_000072384-16P17"
"30770","cellid_000072385-1","included","cellid_000072385-16P17"
"30771","cellid_000072386-1","included","cellid_000072386-16P17"
"30772","cellid_000072388-1","included","cellid_000072388-16P17"
"30773","cellid_000072389-1","included","cellid_000072389-16P17"
"30774","cellid_000072390-1","included","cellid_000072390-16P17"
"30775","cellid_000072391-1","included","cellid_000072391-16P17"
"30776","cellid_000072392-1","included","cellid_000072392-16P17"
"30777","cellid_000072393-1","included","cellid_000072393-16P17"
"30778","cellid_000072394-1","included","cellid_000072394-16P17"
"30779","cellid_000072395-1","included","cellid_000072395-16P17"
"30780","cellid_000072396-1","included","cellid_000072396-16P17"
"30781","cellid_000072397-1","included","cellid_000072397-16P17"
"30782","cellid_000072398-1","included","cellid_000072398-16P17"
"30783","cellid_000072399-1","included","cellid_000072399-16P17"
"30784","cellid_000072400-1","included","cellid_000072400-16P17"
"30785","cellid_000072401-1","included","cellid_000072401-16P17"
"30786","cellid_000072402-1","included","cellid_000072402-16P17"
"30787","cellid_000072403-1","included","cellid_000072403-16P17"
"30788","cellid_000072404-1","included","cellid_000072404-16P17"
"30789","cellid_000072405-1","included","cellid_000072405-16P17"
"30790","cellid_000072406-1","included","cellid_000072406-16P17"
"30791","cellid_000072407-1","included","cellid_000072407-16P17"
"30792","cellid_000072408-1","included","cellid_000072408-16P17"
"30793","cellid_000072409-1","included","cellid_000072409-16P17"
"30794","cellid_000072410-1","included","cellid_000072410-16P17"
"30795","cellid_000072411-1","included","cellid_000072411-16P17"
"30796","cellid_000072412-1","included","cellid_000072412-16P17"
"30797","cellid_000072413-1","included","cellid_000072413-16P17"
"30798","cellid_000072414-1","included","cellid_000072414-16P17"
"30799","cellid_000072415-1","included","cellid_000072415-16P17"
"30800","cellid_000072416-1","included","cellid_000072416-16P17"
"30801","cellid_000072417-1","included","cellid_000072417-16P17"
"30802","cellid_000072419-1","included","cellid_000072419-16P17"
"30803","cellid_000072420-1","included","cellid_000072420-16P17"
"30804","cellid_000072421-1","included","cellid_000072421-16P17"
"30805","cellid_000072422-1","included","cellid_000072422-16P17"
"30806","cellid_000072423-1","included","cellid_000072423-16P17"
"30807","cellid_000072424-1","included","cellid_000072424-16P17"
"30808","cellid_000072425-1","included","cellid_000072425-16P17"
"30809","cellid_000072426-1","included","cellid_000072426-16P17"
"30810","cellid_000072427-1","included","cellid_000072427-16P17"
"30811","cellid_000072428-1","included","cellid_000072428-16P17"
"30812","cellid_000072429-1","included","cellid_000072429-16P17"
"30813","cellid_000072430-1","included","cellid_000072430-16P17"
"30814","cellid_000072431-1","included","cellid_000072431-16P17"
"30815","cellid_000072432-1","included","cellid_000072432-16P17"
"30816","cellid_000072433-1","included","cellid_000072433-16P17"
"30817","cellid_000072434-1","included","cellid_000072434-16P17"
"30818","cellid_000072435-1","included","cellid_000072435-16P17"
"30819","cellid_000072436-1","included","cellid_000072436-16P17"
"30820","cellid_000072437-1","included","cellid_000072437-16P17"
"30821","cellid_000072438-1","included","cellid_000072438-16P17"
"30822","cellid_000072439-1","included","cellid_000072439-16P17"
"30823","cellid_000072440-1","included","cellid_000072440-16P17"
"30824","cellid_000072441-1","included","cellid_000072441-16P17"
"30825","cellid_000072442-1","included","cellid_000072442-16P17"
"30826","cellid_000072443-1","included","cellid_000072443-16P17"
"30827","cellid_000072444-1","included","cellid_000072444-16P17"
"30828","cellid_000072445-1","included","cellid_000072445-16P17"
"30829","cellid_000072446-1","included","cellid_000072446-16P17"
"30830","cellid_000072447-1","included","cellid_000072447-16P17"
"30831","cellid_000072448-1","included","cellid_000072448-16P17"
"30832","cellid_000072449-1","included","cellid_000072449-16P17"
"30833","cellid_000072450-1","included","cellid_000072450-16P17"
"30834","cellid_000072451-1","included","cellid_000072451-16P17"
"30835","cellid_000072452-1","included","cellid_000072452-16P17"
"30836","cellid_000072453-1","included","cellid_000072453-16P17"
"30837","cellid_000072454-1","included","cellid_000072454-16P17"
"30838","cellid_000072455-1","included","cellid_000072455-16P17"
"30839","cellid_000072456-1","included","cellid_000072456-16P17"
"30840","cellid_000072457-1","included","cellid_000072457-16P17"
"30841","cellid_000072458-1","included","cellid_000072458-16P17"
"30842","cellid_000072459-1","included","cellid_000072459-16P17"
"30843","cellid_000072460-1","included","cellid_000072460-16P17"
"30844","cellid_000072461-1","included","cellid_000072461-16P17"
"30845","cellid_000072462-1","included","cellid_000072462-16P17"
"30846","cellid_000072463-1","included","cellid_000072463-16P17"
"30847","cellid_000072464-1","included","cellid_000072464-16P17"
"30848","cellid_000072465-1","included","cellid_000072465-16P17"
"30849","cellid_000072466-1","included","cellid_000072466-16P17"
"30850","cellid_000072467-1","included","cellid_000072467-16P17"
"30851","cellid_000072468-1","included","cellid_000072468-16P17"
"30852","cellid_000072469-1","included","cellid_000072469-16P17"
"30853","cellid_000072471-1","included","cellid_000072471-16P17"
"30854","cellid_000072472-1","included","cellid_000072472-16P17"
"30855","cellid_000072473-1","included","cellid_000072473-16P17"
"30856","cellid_000072474-1","included","cellid_000072474-16P17"
"30857","cellid_000072475-1","included","cellid_000072475-16P17"
"30858","cellid_000072476-1","included","cellid_000072476-16P17"
"30859","cellid_000072477-1","included","cellid_000072477-16P17"
"30860","cellid_000072478-1","included","cellid_000072478-16P17"
"30861","cellid_000072479-1","included","cellid_000072479-16P17"
"30862","cellid_000072480-1","included","cellid_000072480-16P17"
"30863","cellid_000072481-1","included","cellid_000072481-16P17"
"30864","cellid_000072482-1","included","cellid_000072482-16P17"
"30865","cellid_000072483-1","included","cellid_000072483-16P17"
"30866","cellid_000072484-1","included","cellid_000072484-16P17"
"30867","cellid_000072485-1","included","cellid_000072485-16P17"
"30868","cellid_000072486-1","included","cellid_000072486-16P17"
"30869","cellid_000072487-1","included","cellid_000072487-16P17"
"30870","cellid_000072488-1","included","cellid_000072488-16P17"
"30871","cellid_000072489-1","included","cellid_000072489-16P17"
"30872","cellid_000072490-1","included","cellid_000072490-16P17"
"30873","cellid_000072491-1","included","cellid_000072491-16P17"
"30874","cellid_000072492-1","included","cellid_000072492-16P17"
"30875","cellid_000072493-1","included","cellid_000072493-16P17"
"30876","cellid_000072494-1","included","cellid_000072494-16P17"
"30877","cellid_000072495-1","included","cellid_000072495-16P17"
"30878","cellid_000072496-1","included","cellid_000072496-16P17"
"30879","cellid_000072497-1","included","cellid_000072497-16P17"
"30880","cellid_000072498-1","included","cellid_000072498-16P17"
"30881","cellid_000072499-1","included","cellid_000072499-16P17"
"30882","cellid_000072500-1","included","cellid_000072500-16P17"
"30883","cellid_000072501-1","included","cellid_000072501-16P17"
"30884","cellid_000072502-1","included","cellid_000072502-16P17"
"30885","cellid_000072503-1","included","cellid_000072503-16P17"
"30886","cellid_000072504-1","included","cellid_000072504-16P17"
"30887","cellid_000072505-1","included","cellid_000072505-16P17"
"30888","cellid_000072506-1","included","cellid_000072506-16P17"
"30889","cellid_000072507-1","included","cellid_000072507-16P17"
"30890","cellid_000072508-1","included","cellid_000072508-16P17"
"30891","cellid_000072509-1","included","cellid_000072509-16P17"
"30892","cellid_000072510-1","included","cellid_000072510-16P17"
"30893","cellid_000072511-1","included","cellid_000072511-16P17"
"30894","cellid_000072512-1","included","cellid_000072512-16P17"
"30895","cellid_000072513-1","included","cellid_000072513-16P17"
"30896","cellid_000072514-1","included","cellid_000072514-16P17"
"30897","cellid_000072515-1","included","cellid_000072515-16P17"
"30898","cellid_000072516-1","included","cellid_000072516-16P17"
"30899","cellid_000072517-1","included","cellid_000072517-16P17"
"30900","cellid_000072518-1","included","cellid_000072518-16P17"
"30901","cellid_000072519-1","included","cellid_000072519-16P17"
"30902","cellid_000072520-1","included","cellid_000072520-16P17"
"30903","cellid_000072521-1","included","cellid_000072521-16P17"
"30904","cellid_000072522-1","included","cellid_000072522-16P17"
"30905","cellid_000072523-1","included","cellid_000072523-16P17"
"30906","cellid_000072524-1","included","cellid_000072524-16P17"
"30907","cellid_000072525-1","included","cellid_000072525-16P17"
"30908","cellid_000072526-1","included","cellid_000072526-16P17"
"30909","cellid_000072527-1","included","cellid_000072527-16P17"
