Barcode,Coltan Dissection
cellid_000012815-1,included
cellid_000012817-1,included
cellid_000012818-1,included
cellid_000012819-1,included
cellid_000012820-1,included
cellid_000012821-1,included
cellid_000012822-1,included
cellid_000012823-1,included
cellid_000012824-1,included
cellid_000012825-1,included
cellid_000012826-1,included
cellid_000012827-1,included
cellid_000012830-1,included
cellid_000012831-1,included
cellid_000012833-1,included
cellid_000012834-1,included
cellid_000012837-1,included
cellid_000012838-1,included
cellid_000012839-1,included
cellid_000012840-1,included
cellid_000012841-1,included
cellid_000012842-1,included
cellid_000012847-1,included
cellid_000012849-1,included
cellid_000012850-1,included
cellid_000012851-1,included
cellid_000012857-1,included
cellid_000012858-1,included
cellid_000012859-1,included
cellid_000012861-1,included
cellid_000012862-1,included
cellid_000012864-1,included
cellid_000012866-1,included
cellid_000012868-1,included
cellid_000012870-1,included
cellid_000012871-1,included
cellid_000012873-1,included
cellid_000012876-1,included
cellid_000012877-1,included
cellid_000012878-1,included
cellid_000012879-1,included
cellid_000012880-1,included
cellid_000012882-1,included
cellid_000012885-1,included
cellid_000012886-1,included
cellid_000012888-1,included
cellid_000012889-1,included
cellid_000012890-1,included
cellid_000012893-1,included
cellid_000012895-1,included
cellid_000012896-1,included
cellid_000012897-1,included
cellid_000012898-1,included
cellid_000012899-1,included
cellid_000012900-1,included
cellid_000012901-1,included
cellid_000012903-1,included
cellid_000012904-1,included
cellid_000012908-1,included
cellid_000012909-1,included
cellid_000012911-1,included
cellid_000012912-1,included
cellid_000012916-1,included
cellid_000012917-1,included
cellid_000012919-1,included
cellid_000012921-1,included
cellid_000012922-1,included
cellid_000012923-1,included
cellid_000012925-1,included
cellid_000012926-1,included
cellid_000012932-1,included
cellid_000012934-1,included
cellid_000012935-1,included
cellid_000012937-1,included
cellid_000012938-1,included
cellid_000012939-1,included
cellid_000012940-1,included
cellid_000012942-1,included
cellid_000012943-1,included
cellid_000012944-1,included
cellid_000012945-1,included
cellid_000012946-1,included
cellid_000012947-1,included
cellid_000012948-1,included
cellid_000012950-1,included
cellid_000012951-1,included
cellid_000012952-1,included
cellid_000012954-1,included
cellid_000012956-1,included
cellid_000012957-1,included
cellid_000012959-1,included
cellid_000012960-1,included
cellid_000012961-1,included
cellid_000012962-1,included
cellid_000012963-1,included
cellid_000012965-1,included
cellid_000012971-1,included
cellid_000012973-1,included
cellid_000012975-1,included
cellid_000012979-1,included
cellid_000012980-1,included
cellid_000012981-1,included
cellid_000012982-1,included
cellid_000012983-1,included
cellid_000012984-1,included
cellid_000012988-1,included
cellid_000012991-1,included
cellid_000012992-1,included
cellid_000012993-1,included
cellid_000012994-1,included
cellid_000012995-1,included
cellid_000012997-1,included
cellid_000012998-1,included
cellid_000013001-1,included
cellid_000013002-1,included
cellid_000013006-1,included
cellid_000013008-1,included
cellid_000013010-1,included
cellid_000013012-1,included
cellid_000013013-1,included
cellid_000013015-1,included
cellid_000013016-1,included
cellid_000013020-1,included
cellid_000013021-1,included
cellid_000013022-1,included
cellid_000013023-1,included
cellid_000013024-1,included
cellid_000013027-1,included
cellid_000013028-1,included
cellid_000013030-1,included
cellid_000013031-1,included
cellid_000013032-1,included
cellid_000013034-1,included
cellid_000013035-1,included
cellid_000013036-1,included
cellid_000013038-1,included
cellid_000013042-1,included
cellid_000013043-1,included
cellid_000013045-1,included
cellid_000013047-1,included
cellid_000013048-1,included
cellid_000013049-1,included
cellid_000013052-1,included
cellid_000013054-1,included
cellid_000013055-1,included
cellid_000013056-1,included
cellid_000013057-1,included
cellid_000013058-1,included
cellid_000013060-1,included
cellid_000013061-1,included
cellid_000013064-1,included
cellid_000013065-1,included
cellid_000013066-1,included
cellid_000013068-1,included
cellid_000013070-1,included
cellid_000013073-1,included
cellid_000013075-1,included
cellid_000013076-1,included
cellid_000013077-1,included
cellid_000013079-1,included
cellid_000013080-1,included
cellid_000013084-1,included
cellid_000013087-1,included
cellid_000013089-1,included
cellid_000013090-1,included
cellid_000013091-1,included
cellid_000013092-1,included
cellid_000013093-1,included
cellid_000013094-1,included
cellid_000013095-1,included
cellid_000013096-1,included
cellid_000013097-1,included
cellid_000013098-1,included
cellid_000013100-1,included
cellid_000013102-1,included
cellid_000013103-1,included
cellid_000013105-1,included
cellid_000013107-1,included
cellid_000013108-1,included
cellid_000013110-1,included
cellid_000013111-1,included
cellid_000013112-1,included
cellid_000013115-1,included
cellid_000013116-1,included
cellid_000013117-1,included
cellid_000013119-1,included
cellid_000013122-1,included
cellid_000013124-1,included
cellid_000013126-1,included
cellid_000013128-1,included
cellid_000013129-1,included
cellid_000013130-1,included
cellid_000013132-1,included
cellid_000013133-1,included
cellid_000013135-1,included
cellid_000013136-1,included
cellid_000013137-1,included
cellid_000013138-1,included
cellid_000013143-1,included
cellid_000013145-1,included
cellid_000013147-1,included
cellid_000013148-1,included
cellid_000013149-1,included
cellid_000013151-1,included
cellid_000013152-1,included
cellid_000013153-1,included
cellid_000013154-1,included
cellid_000013156-1,included
cellid_000013157-1,included
cellid_000013158-1,included
cellid_000013159-1,included
cellid_000013161-1,included
cellid_000013163-1,included
cellid_000013164-1,included
cellid_000013166-1,included
cellid_000013168-1,included
cellid_000013169-1,included
cellid_000013170-1,included
cellid_000013171-1,included
cellid_000013174-1,included
cellid_000013175-1,included
cellid_000013180-1,included
cellid_000013184-1,included
cellid_000013185-1,included
cellid_000013188-1,included
cellid_000013189-1,included
cellid_000013190-1,included
cellid_000013191-1,included
cellid_000013192-1,included
cellid_000013193-1,included
cellid_000013195-1,included
cellid_000013198-1,included
cellid_000013200-1,included
cellid_000013201-1,included
cellid_000013202-1,included
cellid_000013203-1,included
cellid_000013206-1,included
cellid_000013207-1,included
cellid_000013209-1,included
cellid_000013210-1,included
cellid_000013211-1,included
cellid_000013212-1,included
cellid_000013213-1,included
cellid_000013216-1,included
cellid_000013217-1,included
cellid_000013218-1,included
cellid_000013219-1,included
cellid_000013220-1,included
cellid_000013222-1,included
cellid_000013224-1,included
cellid_000013225-1,included
cellid_000013226-1,included
cellid_000013227-1,included
cellid_000013228-1,included
cellid_000013229-1,included
cellid_000013230-1,included
cellid_000013231-1,included
cellid_000013232-1,included
cellid_000013233-1,included
cellid_000013236-1,included
cellid_000013238-1,included
cellid_000013239-1,included
cellid_000013241-1,included
cellid_000013243-1,included
cellid_000013244-1,included
cellid_000013245-1,included
cellid_000013247-1,included
cellid_000013248-1,included
cellid_000013249-1,included
cellid_000013250-1,included
cellid_000013251-1,included
cellid_000013252-1,included
cellid_000013255-1,included
cellid_000013256-1,included
cellid_000013257-1,included
cellid_000013258-1,included
cellid_000013260-1,included
cellid_000013261-1,included
cellid_000013263-1,included
cellid_000013266-1,included
cellid_000013267-1,included
cellid_000013269-1,included
cellid_000013271-1,included
cellid_000013274-1,included
cellid_000013278-1,included
cellid_000013280-1,included
cellid_000013282-1,included
cellid_000013284-1,included
cellid_000013285-1,included
cellid_000013287-1,included
cellid_000013289-1,included
cellid_000013291-1,included
cellid_000013295-1,included
cellid_000013298-1,included
cellid_000013299-1,included
cellid_000013300-1,included
cellid_000013303-1,included
cellid_000013304-1,included
cellid_000013307-1,included
cellid_000013308-1,included
cellid_000013309-1,included
cellid_000013312-1,included
cellid_000013313-1,included
cellid_000013314-1,included
cellid_000013315-1,included
cellid_000013318-1,included
cellid_000013319-1,included
cellid_000013324-1,included
cellid_000013325-1,included
cellid_000013326-1,included
cellid_000013327-1,included
cellid_000013329-1,included
cellid_000013331-1,included
cellid_000013333-1,included
cellid_000013336-1,included
cellid_000013338-1,included
cellid_000013342-1,included
cellid_000013345-1,included
cellid_000013346-1,included
cellid_000013347-1,included
cellid_000013348-1,included
cellid_000013351-1,included
cellid_000013352-1,included
cellid_000013355-1,included
cellid_000013357-1,included
cellid_000013358-1,included
cellid_000013361-1,included
cellid_000013362-1,included
cellid_000013363-1,included
cellid_000013364-1,included
cellid_000013366-1,included
cellid_000013370-1,included
cellid_000013372-1,included
cellid_000013373-1,included
cellid_000013374-1,included
cellid_000013377-1,included
cellid_000013379-1,included
cellid_000013380-1,included
cellid_000013381-1,included
cellid_000013383-1,included
cellid_000013386-1,included
cellid_000013387-1,included
cellid_000013393-1,included
cellid_000013394-1,included
cellid_000013398-1,included
cellid_000013401-1,included
cellid_000013402-1,included
cellid_000013404-1,included
cellid_000013411-1,included
cellid_000013412-1,included
cellid_000013414-1,included
cellid_000013416-1,included
cellid_000013417-1,included
cellid_000013419-1,included
cellid_000013420-1,included
cellid_000013421-1,included
cellid_000013422-1,included
cellid_000013423-1,included
cellid_000013424-1,included
cellid_000013426-1,included
cellid_000013429-1,included
cellid_000013430-1,included
cellid_000013432-1,included
cellid_000013437-1,included
cellid_000013438-1,included
cellid_000013440-1,included
cellid_000013442-1,included
cellid_000013443-1,included
cellid_000013444-1,included
cellid_000013445-1,included
cellid_000013446-1,included
cellid_000013447-1,included
cellid_000013450-1,included
cellid_000013451-1,included
cellid_000013453-1,included
cellid_000013454-1,included
cellid_000013455-1,included
cellid_000013456-1,included
cellid_000013462-1,included
cellid_000013467-1,included
cellid_000013469-1,included
cellid_000013472-1,included
cellid_000013474-1,included
cellid_000013475-1,included
cellid_000013476-1,included
cellid_000013477-1,included
cellid_000013478-1,included
cellid_000013480-1,included
cellid_000013483-1,included
cellid_000013485-1,included
cellid_000013489-1,included
cellid_000013490-1,included
cellid_000013491-1,included
cellid_000013494-1,included
cellid_000013496-1,included
cellid_000013500-1,included
cellid_000013501-1,included
cellid_000013502-1,included
cellid_000013505-1,included
cellid_000013508-1,included
cellid_000013509-1,included
cellid_000013510-1,included
cellid_000013515-1,included
cellid_000013516-1,included
cellid_000013517-1,included
cellid_000013518-1,included
cellid_000013520-1,included
cellid_000013522-1,included
cellid_000013523-1,included
cellid_000013524-1,included
cellid_000013525-1,included
cellid_000013526-1,included
cellid_000013528-1,included
cellid_000013529-1,included
cellid_000013530-1,included
cellid_000013531-1,included
cellid_000013532-1,included
cellid_000013533-1,included
cellid_000013534-1,included
cellid_000013536-1,included
cellid_000013537-1,included
cellid_000013538-1,included
cellid_000013539-1,included
cellid_000013540-1,included
cellid_000013541-1,included
cellid_000013542-1,included
cellid_000013543-1,included
cellid_000013544-1,included
cellid_000013545-1,included
cellid_000013546-1,included
cellid_000013547-1,included
cellid_000013548-1,included
cellid_000013549-1,included
cellid_000013550-1,included
cellid_000013551-1,included
cellid_000013552-1,included
cellid_000013553-1,included
cellid_000013554-1,included
cellid_000013555-1,included
cellid_000013556-1,included
cellid_000013557-1,included
cellid_000013558-1,included
cellid_000013559-1,included
cellid_000013560-1,included
cellid_000013561-1,included
cellid_000013562-1,included
cellid_000013563-1,included
cellid_000013565-1,included
cellid_000013566-1,included
cellid_000013567-1,included
cellid_000013568-1,included
cellid_000013569-1,included
cellid_000013570-1,included
cellid_000013571-1,included
cellid_000013572-1,included
cellid_000013573-1,included
cellid_000013575-1,included
cellid_000013576-1,included
cellid_000013577-1,included
cellid_000013578-1,included
cellid_000013579-1,included
cellid_000013580-1,included
cellid_000013581-1,included
cellid_000013582-1,included
cellid_000013583-1,included
cellid_000013584-1,included
cellid_000013585-1,included
cellid_000013586-1,included
cellid_000013587-1,included
cellid_000013588-1,included
cellid_000013589-1,included
cellid_000013590-1,included
cellid_000013591-1,included
cellid_000013592-1,included
cellid_000013593-1,included
cellid_000013595-1,included
cellid_000013596-1,included
cellid_000013599-1,included
cellid_000013600-1,included
cellid_000013601-1,included
cellid_000013602-1,included
cellid_000013603-1,included
cellid_000013604-1,included
cellid_000013605-1,included
cellid_000013606-1,included
cellid_000013607-1,included
cellid_000013608-1,included
cellid_000013609-1,included
cellid_000013610-1,included
cellid_000013612-1,included
cellid_000013613-1,included
cellid_000013614-1,included
cellid_000013615-1,included
cellid_000013616-1,included
cellid_000013617-1,included
cellid_000013618-1,included
cellid_000013619-1,included
cellid_000013620-1,included
cellid_000013621-1,included
cellid_000013622-1,included
cellid_000013623-1,included
cellid_000013624-1,included
cellid_000013625-1,included
cellid_000013626-1,included
cellid_000013627-1,included
cellid_000013628-1,included
cellid_000013629-1,included
cellid_000013630-1,included
cellid_000013632-1,included
cellid_000013633-1,included
cellid_000013634-1,included
cellid_000013635-1,included
cellid_000013636-1,included
cellid_000013637-1,included
cellid_000013638-1,included
cellid_000013640-1,included
cellid_000013643-1,included
cellid_000013644-1,included
cellid_000013645-1,included
cellid_000013646-1,included
cellid_000013647-1,included
cellid_000013648-1,included
cellid_000013649-1,included
cellid_000013650-1,included
cellid_000013652-1,included
cellid_000013653-1,included
cellid_000013654-1,included
cellid_000013655-1,included
cellid_000013656-1,included
cellid_000013657-1,included
cellid_000013658-1,included
cellid_000013660-1,included
cellid_000013661-1,included
cellid_000013663-1,included
cellid_000013664-1,included
cellid_000013665-1,included
cellid_000013666-1,included
cellid_000013667-1,included
cellid_000013668-1,included
cellid_000013669-1,included
cellid_000013671-1,included
cellid_000013672-1,included
cellid_000013675-1,included
cellid_000013676-1,included
cellid_000013677-1,included
cellid_000013678-1,included
cellid_000013679-1,included
cellid_000013681-1,included
cellid_000013682-1,included
cellid_000013683-1,included
cellid_000013684-1,included
cellid_000013685-1,included
cellid_000013686-1,included
cellid_000013687-1,included
cellid_000013688-1,included
cellid_000013689-1,included
cellid_000013690-1,included
cellid_000013691-1,included
cellid_000013693-1,included
cellid_000013694-1,included
cellid_000013695-1,included
cellid_000013696-1,included
cellid_000013697-1,included
cellid_000013698-1,included
cellid_000013699-1,included
cellid_000013700-1,included
cellid_000013701-1,included
cellid_000013702-1,included
cellid_000013703-1,included
cellid_000013704-1,included
cellid_000013705-1,included
cellid_000013706-1,included
cellid_000013707-1,included
cellid_000013708-1,included
cellid_000013709-1,included
cellid_000013710-1,included
cellid_000013711-1,included
cellid_000013712-1,included
cellid_000013713-1,included
cellid_000013714-1,included
cellid_000013715-1,included
cellid_000013716-1,included
cellid_000013717-1,included
cellid_000013719-1,included
cellid_000013720-1,included
cellid_000013721-1,included
cellid_000013722-1,included
cellid_000013723-1,included
cellid_000013724-1,included
cellid_000013726-1,included
cellid_000013728-1,included
cellid_000013729-1,included
cellid_000013730-1,included
cellid_000013732-1,included
cellid_000013733-1,included
cellid_000013735-1,included
cellid_000013737-1,included
cellid_000013738-1,included
cellid_000013741-1,included
cellid_000013743-1,included
cellid_000013744-1,included
cellid_000013745-1,included
cellid_000013746-1,included
cellid_000013747-1,included
cellid_000013748-1,included
cellid_000013749-1,included
cellid_000013750-1,included
cellid_000013751-1,included
cellid_000013752-1,included
cellid_000013753-1,included
cellid_000013755-1,included
cellid_000013756-1,included
cellid_000013759-1,included
cellid_000013761-1,included
cellid_000013763-1,included
cellid_000013765-1,included
cellid_000013766-1,included
cellid_000013767-1,included
cellid_000013768-1,included
cellid_000013769-1,included
cellid_000013770-1,included
cellid_000013771-1,included
cellid_000013772-1,included
cellid_000013773-1,included
cellid_000013774-1,included
cellid_000013776-1,included
cellid_000013777-1,included
cellid_000013779-1,included
cellid_000013780-1,included
cellid_000013781-1,included
cellid_000013782-1,included
cellid_000013783-1,included
cellid_000013784-1,included
cellid_000013785-1,included
cellid_000013786-1,included
cellid_000013787-1,included
cellid_000013788-1,included
cellid_000013789-1,included
cellid_000013790-1,included
cellid_000013791-1,included
cellid_000013793-1,included
cellid_000013797-1,included
cellid_000013798-1,included
cellid_000013799-1,included
cellid_000013800-1,included
cellid_000013801-1,included
cellid_000013802-1,included
cellid_000013803-1,included
cellid_000013804-1,included
cellid_000013805-1,included
cellid_000013806-1,included
cellid_000013808-1,included
cellid_000013812-1,included
cellid_000013813-1,included
cellid_000013814-1,included
cellid_000013817-1,included
cellid_000013819-1,included
cellid_000013821-1,included
cellid_000013822-1,included
cellid_000013823-1,included
cellid_000013826-1,included
cellid_000013827-1,included
cellid_000013828-1,included
cellid_000013829-1,included
cellid_000013831-1,included
cellid_000013833-1,included
cellid_000013834-1,included
cellid_000013835-1,included
cellid_000013838-1,included
cellid_000013839-1,included
cellid_000013841-1,included
cellid_000013843-1,included
cellid_000013845-1,included
cellid_000013847-1,included
cellid_000013848-1,included
cellid_000013849-1,included
cellid_000013850-1,included
cellid_000013852-1,included
cellid_000013853-1,included
cellid_000013855-1,included
cellid_000013856-1,included
cellid_000013857-1,included
cellid_000013858-1,included
cellid_000013859-1,included
cellid_000013860-1,included
cellid_000013861-1,included
cellid_000013862-1,included
cellid_000013863-1,included
cellid_000013864-1,included
cellid_000013865-1,included
cellid_000013866-1,included
cellid_000013867-1,included
cellid_000013871-1,included
cellid_000013873-1,included
cellid_000013875-1,included
cellid_000013877-1,included
cellid_000013879-1,included
cellid_000013880-1,included
cellid_000013886-1,included
cellid_000013887-1,included
cellid_000013889-1,included
cellid_000013890-1,included
cellid_000013891-1,included
cellid_000013892-1,included
cellid_000013893-1,included
cellid_000013894-1,included
cellid_000013898-1,included
cellid_000013899-1,included
cellid_000013900-1,included
cellid_000013901-1,included
cellid_000013902-1,included
cellid_000013903-1,included
cellid_000013904-1,included
cellid_000013905-1,included
cellid_000013906-1,included
cellid_000013907-1,included
cellid_000013908-1,included
cellid_000013910-1,included
cellid_000013913-1,included
cellid_000013914-1,included
cellid_000013915-1,included
cellid_000013916-1,included
cellid_000013917-1,included
cellid_000013918-1,included
cellid_000013919-1,included
cellid_000013920-1,included
cellid_000013921-1,included
cellid_000013922-1,included
cellid_000013923-1,included
cellid_000013924-1,included
cellid_000013926-1,included
cellid_000013927-1,included
cellid_000013928-1,included
cellid_000013929-1,included
cellid_000013930-1,included
cellid_000013932-1,included
cellid_000013933-1,included
cellid_000013936-1,included
cellid_000013938-1,included
cellid_000013939-1,included
cellid_000013940-1,included
cellid_000013941-1,included
cellid_000013943-1,included
cellid_000013944-1,included
cellid_000013945-1,included
cellid_000013946-1,included
cellid_000013947-1,included
cellid_000013948-1,included
cellid_000013949-1,included
cellid_000013950-1,included
cellid_000013951-1,included
cellid_000013953-1,included
cellid_000013954-1,included
cellid_000013955-1,included
cellid_000013957-1,included
cellid_000013958-1,included
cellid_000013959-1,included
cellid_000013960-1,included
cellid_000013965-1,included
cellid_000013967-1,included
cellid_000013969-1,included
cellid_000013970-1,included
cellid_000013971-1,included
cellid_000013972-1,included
cellid_000013973-1,included
cellid_000013977-1,included
cellid_000013978-1,included
cellid_000013980-1,included
cellid_000013981-1,included
cellid_000013983-1,included
cellid_000013984-1,included
cellid_000013985-1,included
cellid_000013987-1,included
cellid_000013989-1,included
cellid_000013990-1,included
cellid_000013991-1,included
cellid_000013992-1,included
cellid_000013994-1,included
cellid_000013995-1,included
cellid_000013998-1,included
cellid_000013999-1,included
cellid_000014000-1,included
cellid_000014001-1,included
cellid_000014002-1,included
cellid_000014004-1,included
cellid_000014006-1,included
cellid_000014007-1,included
cellid_000014008-1,included
cellid_000014011-1,included
cellid_000014013-1,included
cellid_000014014-1,included
cellid_000014015-1,included
cellid_000014016-1,included
cellid_000014017-1,included
cellid_000014018-1,included
cellid_000014019-1,included
cellid_000014023-1,included
cellid_000014026-1,included
cellid_000014027-1,included
cellid_000014028-1,included
cellid_000014032-1,included
cellid_000014034-1,included
cellid_000014035-1,included
cellid_000014037-1,included
cellid_000014038-1,included
cellid_000014039-1,included
cellid_000014040-1,included
cellid_000014042-1,included
cellid_000014043-1,included
cellid_000014047-1,included
cellid_000014049-1,included
cellid_000014050-1,included
cellid_000014052-1,included
cellid_000014053-1,included
cellid_000014054-1,included
cellid_000014055-1,included
cellid_000014056-1,included
cellid_000014057-1,included
cellid_000014058-1,included
cellid_000014059-1,included
cellid_000014061-1,included
cellid_000014062-1,included
cellid_000014063-1,included
cellid_000014064-1,included
cellid_000014065-1,included
cellid_000014069-1,included
cellid_000014070-1,included
cellid_000014075-1,included
cellid_000014077-1,included
cellid_000014078-1,included
cellid_000018987-1,included
cellid_000019002-1,included
cellid_000019003-1,included
cellid_000019025-1,included
cellid_000019046-1,included
cellid_000019050-1,included
cellid_000019071-1,included
cellid_000019081-1,included
cellid_000019086-1,included
cellid_000019143-1,included
cellid_000019151-1,included
cellid_000019161-1,included
cellid_000019170-1,included
cellid_000019176-1,included
cellid_000019188-1,included
cellid_000019198-1,included
cellid_000019200-1,included
cellid_000019239-1,included
cellid_000019251-1,included
cellid_000019334-1,included
cellid_000019349-1,included
cellid_000019396-1,included
cellid_000019415-1,included
cellid_000019418-1,included
cellid_000019509-1,included
cellid_000019522-1,included
cellid_000019529-1,included
cellid_000019544-1,included
cellid_000019608-1,included
cellid_000019629-1,included
cellid_000019645-1,included
cellid_000019646-1,included
cellid_000019651-1,included
cellid_000019669-1,included
cellid_000019781-1,included
cellid_000019825-1,included
cellid_000019899-1,included
cellid_000019904-1,included
cellid_000019931-1,included
cellid_000019945-1,included
cellid_000019982-1,included
cellid_000019983-1,included
cellid_000020008-1,included
cellid_000020027-1,included
cellid_000020051-1,included
cellid_000020080-1,included
cellid_000020094-1,included
cellid_000020096-1,included
cellid_000020142-1,included
cellid_000020201-1,included
cellid_000020213-1,included
cellid_000020237-1,included
cellid_000020261-1,included
cellid_000020276-1,included
cellid_000020312-1,included
cellid_000020333-1,included
cellid_000020341-1,included
cellid_000020346-1,included
cellid_000020349-1,included
cellid_000020376-1,included
cellid_000020401-1,included
cellid_000020420-1,included
cellid_000020433-1,included
cellid_000020435-1,included
cellid_000020460-1,included
cellid_000020462-1,included
cellid_000020511-1,included
cellid_000020529-1,included
cellid_000020560-1,included
cellid_000020562-1,included
cellid_000020570-1,included
cellid_000020588-1,included
cellid_000020610-1,included
cellid_000020637-1,included
cellid_000020704-1,included
cellid_000020721-1,included
cellid_000020729-1,included
cellid_000020732-1,included
cellid_000020748-1,included
cellid_000020813-1,included
cellid_000020835-1,included
cellid_000020842-1,included
cellid_000020850-1,included
cellid_000020880-1,included
cellid_000020887-1,included
cellid_000020911-1,included
cellid_000020926-1,included
