"Barcode","res_2"
"cellid_000045385-1",NA
"cellid_000045386-1",NA
"cellid_000045387-1",NA
"cellid_000045390-1",NA
"cellid_000045392-1",NA
"cellid_000045393-1",NA
"cellid_000045394-1",NA
"cellid_000045395-1",NA
"cellid_000045398-1",NA
"cellid_000045400-1","3"
"cellid_000045402-1",NA
"cellid_000045403-1","0"
"cellid_000045404-1","9"
"cellid_000045405-1",NA
"cellid_000045406-1",NA
"cellid_000045407-1",NA
"cellid_000045408-1",NA
"cellid_000045411-1",NA
"cellid_000045412-1",NA
"cellid_000045413-1",NA
"cellid_000045415-1",NA
"cellid_000045416-1",NA
"cellid_000045417-1",NA
"cellid_000045418-1",NA
"cellid_000045420-1",NA
"cellid_000045422-1",NA
"cellid_000045423-1",NA
"cellid_000045424-1",NA
"cellid_000045425-1",NA
"cellid_000045426-1",NA
"cellid_000045428-1",NA
"cellid_000045430-1",NA
"cellid_000045433-1",NA
"cellid_000045435-1",NA
"cellid_000045436-1",NA
"cellid_000045438-1",NA
"cellid_000045440-1",NA
"cellid_000045441-1",NA
"cellid_000045442-1","0"
"cellid_000045443-1",NA
"cellid_000045444-1",NA
"cellid_000045445-1",NA
"cellid_000045446-1",NA
"cellid_000045447-1",NA
"cellid_000045448-1",NA
"cellid_000045449-1",NA
"cellid_000045450-1",NA
"cellid_000045452-1",NA
"cellid_000045453-1",NA
"cellid_000045454-1",NA
"cellid_000045455-1",NA
"cellid_000045456-1",NA
"cellid_000045457-1",NA
"cellid_000045460-1",NA
"cellid_000045462-1",NA
"cellid_000045463-1",NA
"cellid_000045464-1",NA
"cellid_000045466-1","16"
"cellid_000045467-1",NA
"cellid_000045468-1",NA
"cellid_000045470-1",NA
"cellid_000045472-1",NA
"cellid_000045473-1","7"
"cellid_000045474-1",NA
"cellid_000045475-1",NA
"cellid_000045476-1",NA
"cellid_000045477-1",NA
"cellid_000045481-1",NA
"cellid_000045484-1",NA
"cellid_000045485-1",NA
"cellid_000045486-1",NA
"cellid_000045489-1",NA
"cellid_000045490-1",NA
"cellid_000045492-1",NA
"cellid_000045494-1",NA
"cellid_000045495-1",NA
"cellid_000045499-1",NA
"cellid_000045500-1",NA
"cellid_000045502-1",NA
"cellid_000045509-1",NA
"cellid_000045510-1",NA
"cellid_000045511-1",NA
"cellid_000045512-1","10"
"cellid_000045513-1",NA
"cellid_000045514-1",NA
"cellid_000045516-1",NA
"cellid_000045517-1",NA
"cellid_000045519-1",NA
"cellid_000045521-1",NA
"cellid_000045523-1",NA
"cellid_000045524-1",NA
"cellid_000045526-1",NA
"cellid_000045527-1",NA
"cellid_000045528-1",NA
"cellid_000045529-1",NA
"cellid_000045531-1",NA
"cellid_000045532-1","12"
"cellid_000045534-1",NA
"cellid_000045535-1",NA
"cellid_000045536-1",NA
"cellid_000045537-1",NA
"cellid_000045538-1",NA
"cellid_000045539-1",NA
"cellid_000045540-1",NA
"cellid_000045541-1",NA
"cellid_000045542-1",NA
"cellid_000045543-1",NA
"cellid_000045544-1",NA
"cellid_000045545-1",NA
"cellid_000045546-1",NA
"cellid_000045547-1",NA
"cellid_000045548-1",NA
"cellid_000045550-1",NA
"cellid_000045551-1",NA
"cellid_000045553-1","3"
"cellid_000045554-1",NA
"cellid_000045555-1",NA
"cellid_000045556-1",NA
"cellid_000045560-1",NA
"cellid_000045563-1",NA
"cellid_000045566-1",NA
"cellid_000045569-1",NA
"cellid_000045570-1",NA
"cellid_000045571-1","0"
"cellid_000045573-1",NA
"cellid_000045575-1","13"
"cellid_000045577-1",NA
"cellid_000045583-1",NA
"cellid_000045584-1",NA
"cellid_000045585-1",NA
"cellid_000045587-1",NA
"cellid_000045588-1",NA
"cellid_000045589-1",NA
"cellid_000045591-1",NA
"cellid_000045594-1",NA
"cellid_000045596-1",NA
"cellid_000045599-1",NA
"cellid_000045600-1",NA
"cellid_000045601-1",NA
"cellid_000045602-1",NA
"cellid_000045603-1",NA
"cellid_000045604-1",NA
"cellid_000045605-1",NA
"cellid_000045606-1",NA
"cellid_000045607-1",NA
"cellid_000045608-1",NA
"cellid_000045609-1",NA
"cellid_000045610-1",NA
"cellid_000045611-1",NA
"cellid_000045612-1",NA
"cellid_000045614-1",NA
"cellid_000045619-1",NA
"cellid_000045621-1","17"
"cellid_000045622-1",NA
"cellid_000045624-1",NA
"cellid_000045626-1",NA
"cellid_000045629-1",NA
"cellid_000045630-1",NA
"cellid_000045635-1",NA
"cellid_000045636-1",NA
"cellid_000045637-1",NA
"cellid_000045641-1",NA
"cellid_000045642-1",NA
"cellid_000045643-1",NA
"cellid_000045646-1",NA
"cellid_000045647-1",NA
"cellid_000045648-1",NA
"cellid_000045650-1",NA
"cellid_000045651-1","5"
"cellid_000045652-1",NA
"cellid_000045653-1",NA
"cellid_000045654-1",NA
"cellid_000045655-1",NA
"cellid_000045656-1",NA
"cellid_000045657-1",NA
"cellid_000045658-1",NA
"cellid_000045659-1",NA
"cellid_000045660-1",NA
"cellid_000045661-1",NA
"cellid_000045662-1",NA
"cellid_000045664-1","3"
"cellid_000045665-1",NA
"cellid_000045666-1",NA
"cellid_000045667-1",NA
"cellid_000045668-1",NA
"cellid_000045672-1",NA
"cellid_000045674-1",NA
"cellid_000045675-1",NA
"cellid_000045676-1",NA
"cellid_000045677-1",NA
"cellid_000045678-1",NA
"cellid_000045679-1",NA
"cellid_000045680-1","3"
"cellid_000045683-1",NA
"cellid_000045684-1",NA
"cellid_000045686-1",NA
"cellid_000045688-1",NA
"cellid_000045689-1",NA
"cellid_000045692-1",NA
"cellid_000045693-1",NA
"cellid_000045695-1",NA
"cellid_000045696-1",NA
"cellid_000045697-1",NA
"cellid_000045698-1",NA
"cellid_000045699-1",NA
"cellid_000045700-1",NA
"cellid_000045701-1",NA
"cellid_000045702-1",NA
"cellid_000045703-1","33"
"cellid_000045704-1",NA
"cellid_000045708-1",NA
"cellid_000045709-1",NA
"cellid_000045710-1",NA
"cellid_000045712-1","6"
"cellid_000045713-1",NA
"cellid_000045714-1",NA
"cellid_000045715-1",NA
"cellid_000045717-1",NA
"cellid_000045718-1",NA
"cellid_000045719-1",NA
"cellid_000045720-1","17"
"cellid_000045722-1",NA
"cellid_000045723-1",NA
"cellid_000045725-1","16"
"cellid_000045726-1","23"
"cellid_000045727-1",NA
"cellid_000045729-1",NA
"cellid_000045731-1",NA
"cellid_000045732-1",NA
"cellid_000045733-1",NA
"cellid_000045735-1","3"
"cellid_000045736-1",NA
"cellid_000045737-1",NA
"cellid_000045741-1",NA
"cellid_000045744-1",NA
"cellid_000045745-1",NA
"cellid_000045747-1",NA
"cellid_000045748-1","33"
"cellid_000045752-1","9"
"cellid_000045753-1",NA
"cellid_000045756-1",NA
"cellid_000045757-1",NA
"cellid_000045759-1",NA
"cellid_000045761-1",NA
"cellid_000045763-1",NA
"cellid_000045765-1",NA
"cellid_000045766-1",NA
"cellid_000045767-1",NA
"cellid_000045768-1",NA
"cellid_000045769-1",NA
"cellid_000045771-1",NA
"cellid_000045772-1",NA
"cellid_000045774-1",NA
"cellid_000045775-1",NA
"cellid_000045777-1",NA
"cellid_000045778-1",NA
"cellid_000045779-1","12"
"cellid_000045780-1",NA
"cellid_000045782-1",NA
"cellid_000045788-1",NA
"cellid_000045789-1",NA
"cellid_000045790-1",NA
"cellid_000045791-1",NA
"cellid_000045792-1",NA
"cellid_000045793-1","3"
"cellid_000045794-1",NA
"cellid_000045797-1",NA
"cellid_000045799-1","16"
"cellid_000045800-1",NA
"cellid_000045802-1",NA
"cellid_000045803-1",NA
"cellid_000045804-1",NA
"cellid_000045805-1",NA
"cellid_000045807-1",NA
"cellid_000045808-1",NA
"cellid_000045810-1",NA
"cellid_000045811-1",NA
"cellid_000045813-1",NA
"cellid_000045814-1",NA
"cellid_000045815-1",NA
"cellid_000045817-1",NA
"cellid_000045818-1",NA
"cellid_000045821-1",NA
"cellid_000045822-1",NA
"cellid_000045824-1",NA
"cellid_000045825-1",NA
"cellid_000045826-1",NA
"cellid_000045828-1",NA
"cellid_000045830-1",NA
"cellid_000045831-1",NA
"cellid_000045832-1",NA
"cellid_000045833-1",NA
"cellid_000045836-1","15"
"cellid_000045837-1",NA
"cellid_000045840-1","3"
"cellid_000045842-1",NA
"cellid_000045845-1",NA
"cellid_000045846-1",NA
"cellid_000045847-1","10"
"cellid_000045848-1",NA
"cellid_000045850-1",NA
"cellid_000045851-1",NA
"cellid_000045852-1",NA
"cellid_000045853-1",NA
"cellid_000045854-1",NA
"cellid_000045855-1",NA
"cellid_000045856-1",NA
"cellid_000045857-1",NA
"cellid_000045859-1",NA
"cellid_000045861-1","7"
"cellid_000045862-1",NA
"cellid_000045864-1",NA
"cellid_000045865-1",NA
"cellid_000045866-1",NA
"cellid_000045869-1",NA
"cellid_000045870-1",NA
"cellid_000045871-1",NA
"cellid_000045873-1",NA
"cellid_000045875-1",NA
"cellid_000045877-1",NA
"cellid_000045879-1",NA
"cellid_000045880-1",NA
"cellid_000045881-1",NA
"cellid_000045882-1",NA
"cellid_000045883-1",NA
"cellid_000045884-1",NA
"cellid_000045885-1",NA
"cellid_000045886-1","3"
"cellid_000045887-1",NA
"cellid_000045888-1",NA
"cellid_000045889-1",NA
"cellid_000045890-1",NA
"cellid_000045891-1",NA
"cellid_000045892-1",NA
"cellid_000045895-1",NA
"cellid_000045897-1",NA
"cellid_000045900-1",NA
"cellid_000045901-1",NA
"cellid_000045903-1",NA
"cellid_000045905-1",NA
"cellid_000045908-1",NA
"cellid_000045909-1",NA
"cellid_000045911-1",NA
"cellid_000045913-1",NA
"cellid_000045918-1",NA
"cellid_000045919-1",NA
"cellid_000045921-1",NA
"cellid_000045923-1",NA
"cellid_000045924-1",NA
"cellid_000045925-1",NA
"cellid_000045926-1",NA
"cellid_000045929-1","3"
"cellid_000045930-1",NA
"cellid_000045931-1",NA
"cellid_000045933-1",NA
"cellid_000045935-1",NA
"cellid_000045937-1",NA
"cellid_000045938-1",NA
"cellid_000045940-1",NA
"cellid_000045941-1","3"
"cellid_000045943-1","16"
"cellid_000045944-1",NA
"cellid_000045945-1",NA
"cellid_000045947-1","10"
"cellid_000045948-1",NA
"cellid_000045950-1",NA
"cellid_000045951-1",NA
"cellid_000045954-1",NA
"cellid_000045955-1",NA
"cellid_000045958-1",NA
"cellid_000045959-1",NA
"cellid_000045961-1","2"
"cellid_000045963-1",NA
"cellid_000045964-1",NA
"cellid_000045965-1",NA
"cellid_000045967-1",NA
"cellid_000045969-1",NA
"cellid_000045970-1",NA
"cellid_000045972-1",NA
"cellid_000045973-1",NA
"cellid_000045976-1",NA
"cellid_000045978-1",NA
"cellid_000045979-1",NA
"cellid_000045980-1",NA
"cellid_000045981-1",NA
"cellid_000045984-1",NA
"cellid_000045985-1",NA
"cellid_000045986-1",NA
"cellid_000045988-1",NA
"cellid_000045989-1",NA
"cellid_000045991-1",NA
"cellid_000045993-1",NA
"cellid_000045994-1",NA
"cellid_000045995-1",NA
"cellid_000045997-1",NA
"cellid_000045999-1",NA
"cellid_000046000-1",NA
"cellid_000046002-1",NA
"cellid_000046003-1",NA
"cellid_000046004-1",NA
"cellid_000046005-1",NA
"cellid_000046007-1",NA
"cellid_000046009-1",NA
"cellid_000046010-1","7"
"cellid_000046013-1",NA
"cellid_000046016-1",NA
"cellid_000046018-1",NA
"cellid_000046019-1",NA
"cellid_000046020-1",NA
"cellid_000046021-1",NA
"cellid_000046022-1",NA
"cellid_000046023-1",NA
"cellid_000046024-1",NA
"cellid_000046025-1",NA
"cellid_000046027-1",NA
"cellid_000046028-1",NA
"cellid_000046030-1",NA
"cellid_000046031-1",NA
"cellid_000046033-1",NA
"cellid_000046034-1",NA
"cellid_000046035-1",NA
"cellid_000046037-1",NA
"cellid_000046041-1",NA
"cellid_000046042-1",NA
"cellid_000046043-1",NA
"cellid_000046044-1",NA
"cellid_000046047-1",NA
"cellid_000046048-1",NA
"cellid_000046049-1",NA
"cellid_000046050-1",NA
"cellid_000046051-1",NA
"cellid_000046055-1",NA
"cellid_000046056-1",NA
"cellid_000046058-1",NA
"cellid_000046061-1",NA
"cellid_000046063-1",NA
"cellid_000046064-1",NA
"cellid_000046065-1",NA
"cellid_000046066-1",NA
"cellid_000046067-1","10"
"cellid_000046068-1",NA
"cellid_000046069-1",NA
"cellid_000046070-1",NA
"cellid_000046072-1",NA
"cellid_000046073-1",NA
"cellid_000046074-1",NA
"cellid_000046075-1",NA
"cellid_000046076-1",NA
"cellid_000046077-1",NA
"cellid_000046079-1",NA
"cellid_000046080-1",NA
"cellid_000046082-1",NA
"cellid_000046083-1",NA
"cellid_000046086-1",NA
"cellid_000046087-1",NA
"cellid_000046088-1",NA
"cellid_000046089-1",NA
"cellid_000046090-1",NA
"cellid_000046094-1",NA
"cellid_000046095-1",NA
"cellid_000046096-1",NA
"cellid_000046098-1",NA
"cellid_000046099-1","16"
"cellid_000046100-1",NA
"cellid_000046102-1","0"
"cellid_000046104-1",NA
"cellid_000046106-1",NA
"cellid_000046107-1",NA
"cellid_000046108-1",NA
"cellid_000046110-1",NA
"cellid_000046112-1",NA
"cellid_000046113-1",NA
"cellid_000046114-1",NA
"cellid_000046115-1",NA
"cellid_000046117-1",NA
"cellid_000046120-1",NA
"cellid_000046121-1",NA
"cellid_000046122-1",NA
"cellid_000046124-1",NA
"cellid_000046126-1",NA
"cellid_000046127-1",NA
"cellid_000046128-1",NA
"cellid_000046130-1",NA
"cellid_000046131-1",NA
"cellid_000046133-1",NA
"cellid_000046134-1",NA
"cellid_000046135-1",NA
"cellid_000046141-1",NA
"cellid_000046142-1",NA
"cellid_000046143-1",NA
"cellid_000046144-1",NA
"cellid_000046145-1",NA
"cellid_000046147-1",NA
"cellid_000046150-1",NA
"cellid_000046151-1",NA
"cellid_000046152-1",NA
"cellid_000046155-1",NA
"cellid_000046157-1",NA
"cellid_000046158-1",NA
"cellid_000046160-1",NA
"cellid_000046162-1",NA
"cellid_000046163-1",NA
"cellid_000046165-1",NA
"cellid_000046169-1",NA
"cellid_000046171-1",NA
"cellid_000046172-1",NA
"cellid_000046173-1",NA
"cellid_000046174-1","15"
"cellid_000046175-1",NA
"cellid_000046177-1",NA
"cellid_000046178-1",NA
"cellid_000046179-1",NA
"cellid_000046180-1",NA
"cellid_000046181-1",NA
"cellid_000046184-1",NA
"cellid_000046185-1",NA
"cellid_000046186-1",NA
"cellid_000046188-1",NA
"cellid_000046189-1","12"
"cellid_000046190-1",NA
"cellid_000046192-1",NA
"cellid_000046193-1",NA
"cellid_000046195-1",NA
"cellid_000046197-1",NA
"cellid_000046198-1",NA
"cellid_000046199-1",NA
"cellid_000046201-1",NA
"cellid_000046202-1",NA
"cellid_000046203-1",NA
"cellid_000046205-1",NA
"cellid_000046207-1",NA
"cellid_000046208-1",NA
"cellid_000046209-1",NA
"cellid_000046210-1",NA
"cellid_000046211-1",NA
"cellid_000046212-1","3"
"cellid_000046213-1",NA
"cellid_000046214-1",NA
"cellid_000046216-1",NA
"cellid_000046218-1",NA
"cellid_000046219-1",NA
"cellid_000046220-1",NA
"cellid_000046222-1",NA
"cellid_000046225-1",NA
"cellid_000046226-1",NA
"cellid_000046227-1",NA
"cellid_000046228-1",NA
"cellid_000046229-1",NA
"cellid_000046232-1",NA
"cellid_000046233-1",NA
"cellid_000046235-1",NA
"cellid_000046237-1",NA
"cellid_000046238-1",NA
"cellid_000046241-1",NA
"cellid_000046242-1",NA
"cellid_000046243-1",NA
"cellid_000046244-1",NA
"cellid_000046247-1",NA
"cellid_000046248-1",NA
"cellid_000046249-1",NA
"cellid_000046250-1",NA
"cellid_000046252-1",NA
"cellid_000046253-1",NA
"cellid_000046254-1",NA
"cellid_000046255-1",NA
"cellid_000046256-1",NA
"cellid_000046257-1",NA
"cellid_000046260-1",NA
"cellid_000046262-1",NA
"cellid_000046263-1",NA
"cellid_000046264-1",NA
"cellid_000046266-1",NA
"cellid_000046267-1",NA
"cellid_000046268-1","3"
"cellid_000046269-1",NA
"cellid_000046270-1",NA
"cellid_000046272-1",NA
"cellid_000046273-1",NA
"cellid_000046275-1",NA
"cellid_000046276-1",NA
"cellid_000046278-1",NA
"cellid_000046279-1",NA
"cellid_000046281-1",NA
"cellid_000046282-1",NA
"cellid_000046286-1",NA
"cellid_000046287-1",NA
"cellid_000046289-1",NA
"cellid_000046290-1","16"
"cellid_000046291-1","7"
"cellid_000046294-1",NA
"cellid_000046295-1",NA
"cellid_000046296-1",NA
"cellid_000046297-1",NA
"cellid_000046299-1",NA
"cellid_000046300-1","16"
"cellid_000046301-1",NA
"cellid_000046302-1",NA
"cellid_000046303-1",NA
"cellid_000046305-1",NA
"cellid_000046306-1",NA
"cellid_000046307-1",NA
"cellid_000046308-1",NA
"cellid_000046311-1",NA
"cellid_000046312-1",NA
"cellid_000046313-1",NA
"cellid_000046315-1",NA
"cellid_000046317-1",NA
"cellid_000046318-1",NA
"cellid_000046319-1",NA
"cellid_000046320-1","7"
"cellid_000046321-1",NA
"cellid_000046322-1","16"
"cellid_000046323-1",NA
"cellid_000046324-1",NA
"cellid_000046325-1","7"
"cellid_000046326-1",NA
"cellid_000046327-1",NA
"cellid_000046328-1",NA
"cellid_000046329-1",NA
"cellid_000046330-1",NA
"cellid_000046331-1",NA
"cellid_000046332-1",NA
"cellid_000046333-1","16"
"cellid_000046334-1","22"
"cellid_000046335-1",NA
"cellid_000046336-1",NA
"cellid_000046337-1",NA
"cellid_000046338-1",NA
"cellid_000046339-1",NA
"cellid_000046340-1",NA
"cellid_000046343-1",NA
"cellid_000046344-1",NA
"cellid_000046346-1",NA
"cellid_000046347-1",NA
"cellid_000046348-1",NA
"cellid_000046350-1",NA
"cellid_000046352-1","3"
"cellid_000046353-1","29"
"cellid_000046356-1",NA
"cellid_000046357-1",NA
"cellid_000046358-1",NA
"cellid_000046359-1",NA
"cellid_000046360-1",NA
"cellid_000046362-1","3"
"cellid_000046363-1",NA
"cellid_000046365-1",NA
"cellid_000046366-1",NA
"cellid_000046370-1",NA
"cellid_000046372-1",NA
"cellid_000046373-1",NA
"cellid_000046374-1",NA
"cellid_000046375-1",NA
"cellid_000046377-1",NA
"cellid_000046378-1",NA
"cellid_000046379-1",NA
"cellid_000046383-1",NA
"cellid_000046386-1",NA
"cellid_000046388-1",NA
"cellid_000046389-1",NA
"cellid_000046390-1",NA
"cellid_000046392-1","3"
"cellid_000046393-1",NA
"cellid_000046395-1",NA
"cellid_000046397-1",NA
"cellid_000046398-1",NA
"cellid_000046399-1",NA
"cellid_000046400-1",NA
"cellid_000046401-1",NA
"cellid_000046402-1",NA
"cellid_000046403-1",NA
"cellid_000046405-1",NA
"cellid_000046407-1",NA
"cellid_000046408-1",NA
"cellid_000046412-1",NA
"cellid_000046415-1",NA
"cellid_000046419-1",NA
"cellid_000046420-1",NA
"cellid_000046421-1",NA
"cellid_000046422-1","3"
"cellid_000046423-1",NA
"cellid_000046424-1",NA
"cellid_000046427-1",NA
"cellid_000046428-1",NA
"cellid_000046430-1",NA
"cellid_000046431-1",NA
"cellid_000046432-1",NA
"cellid_000046434-1",NA
"cellid_000046436-1",NA
"cellid_000046437-1",NA
"cellid_000046438-1",NA
"cellid_000046439-1",NA
"cellid_000046441-1",NA
"cellid_000046443-1",NA
"cellid_000046444-1",NA
"cellid_000046446-1",NA
"cellid_000046449-1",NA
"cellid_000046450-1",NA
"cellid_000046455-1",NA
"cellid_000046456-1",NA
"cellid_000046457-1",NA
"cellid_000046458-1",NA
"cellid_000046459-1",NA
"cellid_000046461-1",NA
"cellid_000046464-1",NA
"cellid_000046465-1",NA
"cellid_000046466-1","14"
"cellid_000046467-1",NA
"cellid_000046468-1",NA
"cellid_000046469-1",NA
"cellid_000046470-1",NA
"cellid_000046472-1",NA
"cellid_000046473-1",NA
"cellid_000046474-1",NA
"cellid_000046475-1",NA
"cellid_000046476-1",NA
"cellid_000046478-1",NA
"cellid_000046481-1",NA
"cellid_000046483-1",NA
"cellid_000046485-1",NA
"cellid_000046486-1",NA
"cellid_000046488-1",NA
"cellid_000046490-1",NA
"cellid_000046491-1",NA
"cellid_000046492-1",NA
"cellid_000046493-1",NA
"cellid_000046494-1",NA
"cellid_000046496-1",NA
"cellid_000046497-1",NA
"cellid_000046498-1",NA
"cellid_000046505-1",NA
"cellid_000046506-1",NA
"cellid_000046507-1",NA
"cellid_000046508-1","3"
"cellid_000046510-1",NA
"cellid_000046511-1","4"
"cellid_000046512-1",NA
"cellid_000046514-1",NA
"cellid_000046515-1",NA
"cellid_000046516-1",NA
"cellid_000046517-1",NA
"cellid_000046521-1",NA
"cellid_000046523-1",NA
"cellid_000046524-1",NA
"cellid_000046525-1",NA
"cellid_000046526-1",NA
"cellid_000046528-1","21"
"cellid_000046531-1",NA
"cellid_000046534-1",NA
"cellid_000046536-1",NA
"cellid_000046537-1",NA
"cellid_000046540-1","7"
"cellid_000046542-1",NA
"cellid_000046543-1",NA
"cellid_000046544-1",NA
"cellid_000046547-1",NA
"cellid_000046548-1",NA
"cellid_000046551-1",NA
"cellid_000046552-1",NA
"cellid_000046553-1","29"
"cellid_000046555-1",NA
"cellid_000046556-1",NA
"cellid_000046558-1",NA
"cellid_000046559-1",NA
"cellid_000046560-1",NA
"cellid_000046562-1",NA
"cellid_000046563-1",NA
"cellid_000046564-1",NA
"cellid_000046571-1",NA
"cellid_000046572-1",NA
"cellid_000046574-1",NA
"cellid_000046575-1",NA
"cellid_000046576-1",NA
"cellid_000046577-1","15"
"cellid_000046578-1",NA
"cellid_000046585-1",NA
"cellid_000046586-1",NA
"cellid_000046587-1",NA
"cellid_000046588-1",NA
"cellid_000046589-1",NA
"cellid_000046590-1",NA
"cellid_000046592-1",NA
"cellid_000046593-1",NA
"cellid_000046595-1",NA
"cellid_000046596-1",NA
"cellid_000046597-1",NA
"cellid_000046599-1",NA
"cellid_000046600-1",NA
"cellid_000046601-1",NA
"cellid_000046603-1",NA
"cellid_000046605-1",NA
"cellid_000046606-1",NA
"cellid_000046607-1",NA
"cellid_000046608-1",NA
"cellid_000046609-1",NA
"cellid_000046611-1",NA
"cellid_000046612-1",NA
"cellid_000046613-1",NA
"cellid_000046614-1",NA
"cellid_000046615-1",NA
"cellid_000046618-1",NA
"cellid_000046620-1",NA
"cellid_000046621-1",NA
"cellid_000046623-1",NA
"cellid_000046625-1",NA
"cellid_000046626-1",NA
"cellid_000046627-1",NA
"cellid_000046628-1",NA
"cellid_000046629-1",NA
"cellid_000046630-1",NA
"cellid_000046632-1",NA
"cellid_000046633-1",NA
"cellid_000046634-1",NA
"cellid_000046635-1",NA
"cellid_000046636-1",NA
"cellid_000046637-1",NA
"cellid_000046638-1",NA
"cellid_000046639-1","3"
"cellid_000046640-1",NA
"cellid_000046643-1",NA
"cellid_000046645-1",NA
"cellid_000046646-1",NA
"cellid_000046649-1",NA
"cellid_000046650-1",NA
"cellid_000046652-1",NA
"cellid_000046653-1",NA
"cellid_000046654-1",NA
"cellid_000046656-1",NA
"cellid_000046658-1",NA
"cellid_000046659-1","1"
"cellid_000046660-1",NA
"cellid_000046661-1",NA
"cellid_000046662-1",NA
"cellid_000046663-1",NA
"cellid_000046664-1",NA
"cellid_000046666-1",NA
"cellid_000046667-1",NA
"cellid_000046669-1",NA
"cellid_000046670-1",NA
"cellid_000046671-1",NA
"cellid_000046672-1",NA
"cellid_000046674-1",NA
"cellid_000046675-1",NA
"cellid_000046676-1",NA
"cellid_000046677-1",NA
"cellid_000046679-1",NA
"cellid_000046681-1",NA
"cellid_000046683-1",NA
"cellid_000046684-1",NA
"cellid_000046686-1",NA
"cellid_000046687-1",NA
"cellid_000046688-1",NA
"cellid_000046689-1",NA
"cellid_000046692-1",NA
"cellid_000046693-1",NA
"cellid_000046696-1",NA
"cellid_000046699-1",NA
"cellid_000046700-1",NA
"cellid_000046701-1",NA
"cellid_000046703-1",NA
"cellid_000046704-1",NA
"cellid_000046706-1",NA
"cellid_000046707-1",NA
"cellid_000046710-1",NA
"cellid_000046711-1",NA
"cellid_000046712-1",NA
"cellid_000046713-1",NA
"cellid_000046714-1",NA
"cellid_000046715-1",NA
"cellid_000046717-1",NA
"cellid_000046718-1",NA
"cellid_000046720-1",NA
"cellid_000046723-1",NA
"cellid_000046724-1",NA
"cellid_000046725-1",NA
"cellid_000046726-1",NA
"cellid_000046727-1",NA
"cellid_000046728-1",NA
"cellid_000046729-1",NA
"cellid_000046731-1",NA
"cellid_000046732-1",NA
"cellid_000046736-1",NA
"cellid_000046737-1",NA
"cellid_000046739-1",NA
"cellid_000046740-1",NA
"cellid_000046744-1",NA
"cellid_000046747-1",NA
"cellid_000046748-1",NA
"cellid_000046749-1",NA
"cellid_000046753-1",NA
"cellid_000046754-1",NA
"cellid_000046755-1",NA
"cellid_000046756-1",NA
"cellid_000046758-1","26"
"cellid_000046759-1",NA
"cellid_000046760-1",NA
"cellid_000046761-1",NA
"cellid_000046762-1",NA
"cellid_000046764-1",NA
"cellid_000046766-1",NA
"cellid_000046767-1",NA
"cellid_000046768-1",NA
"cellid_000046770-1",NA
"cellid_000046772-1",NA
"cellid_000046773-1","16"
"cellid_000046774-1",NA
"cellid_000046775-1",NA
"cellid_000046776-1",NA
"cellid_000046780-1",NA
"cellid_000046781-1",NA
"cellid_000046782-1",NA
"cellid_000046785-1",NA
"cellid_000046786-1",NA
"cellid_000046787-1",NA
"cellid_000046791-1",NA
"cellid_000046792-1",NA
"cellid_000046793-1",NA
"cellid_000046794-1",NA
"cellid_000046795-1",NA
"cellid_000046796-1",NA
"cellid_000046797-1",NA
"cellid_000046798-1",NA
"cellid_000046799-1",NA
"cellid_000046801-1",NA
"cellid_000046802-1",NA
"cellid_000046803-1",NA
"cellid_000046806-1",NA
"cellid_000046807-1",NA
"cellid_000046808-1",NA
"cellid_000046809-1",NA
"cellid_000046810-1",NA
"cellid_000046812-1",NA
"cellid_000046817-1",NA
"cellid_000046820-1",NA
"cellid_000046821-1",NA
"cellid_000046822-1",NA
"cellid_000046824-1","2"
"cellid_000046825-1",NA
"cellid_000046828-1",NA
"cellid_000046829-1",NA
"cellid_000046830-1",NA
"cellid_000046832-1",NA
"cellid_000046833-1",NA
"cellid_000046834-1",NA
"cellid_000046835-1",NA
"cellid_000046836-1",NA
"cellid_000046839-1",NA
"cellid_000046840-1",NA
"cellid_000046843-1","16"
"cellid_000046845-1",NA
"cellid_000046846-1",NA
"cellid_000046847-1",NA
"cellid_000046848-1",NA
"cellid_000046849-1",NA
"cellid_000046855-1",NA
"cellid_000046859-1",NA
"cellid_000046860-1",NA
"cellid_000046861-1","16"
"cellid_000046862-1",NA
"cellid_000046863-1",NA
"cellid_000046865-1",NA
"cellid_000046867-1",NA
"cellid_000046868-1",NA
"cellid_000046869-1",NA
"cellid_000046870-1",NA
"cellid_000046871-1",NA
"cellid_000046872-1",NA
"cellid_000046873-1",NA
"cellid_000046876-1",NA
"cellid_000046877-1",NA
"cellid_000046879-1",NA
"cellid_000046880-1",NA
"cellid_000046883-1",NA
"cellid_000046885-1",NA
"cellid_000046886-1",NA
"cellid_000046887-1",NA
"cellid_000046888-1",NA
"cellid_000046890-1",NA
"cellid_000046891-1",NA
"cellid_000046892-1",NA
"cellid_000046893-1",NA
"cellid_000046895-1",NA
"cellid_000046896-1",NA
"cellid_000046897-1",NA
"cellid_000046898-1",NA
"cellid_000046901-1","3"
"cellid_000046902-1",NA
"cellid_000046903-1",NA
"cellid_000046906-1","0"
"cellid_000046907-1","14"
"cellid_000046908-1",NA
"cellid_000046909-1",NA
"cellid_000046911-1",NA
"cellid_000046912-1",NA
"cellid_000046913-1",NA
"cellid_000046915-1",NA
"cellid_000046917-1","0"
"cellid_000046918-1",NA
"cellid_000046920-1",NA
"cellid_000046922-1",NA
