"Barcode","res_2"
"cellid_000029091-1",NA
"cellid_000029092-1",NA
"cellid_000029093-1",NA
"cellid_000029095-1",NA
"cellid_000029097-1",NA
"cellid_000029098-1",NA
"cellid_000029099-1",NA
"cellid_000029100-1",NA
"cellid_000029101-1",NA
"cellid_000029102-1",NA
"cellid_000029104-1",NA
"cellid_000029109-1",NA
"cellid_000029112-1",NA
"cellid_000029113-1",NA
"cellid_000029114-1",NA
"cellid_000029115-1",NA
"cellid_000029116-1",NA
"cellid_000029118-1",NA
"cellid_000029119-1",NA
"cellid_000029120-1",NA
"cellid_000029121-1",NA
"cellid_000029123-1","9"
"cellid_000029125-1",NA
"cellid_000029126-1",NA
"cellid_000029127-1",NA
"cellid_000029128-1",NA
"cellid_000029131-1",NA
"cellid_000029133-1",NA
"cellid_000029134-1",NA
"cellid_000029135-1",NA
"cellid_000029137-1",NA
"cellid_000029138-1",NA
"cellid_000029139-1",NA
"cellid_000029140-1",NA
"cellid_000029143-1",NA
"cellid_000029145-1",NA
"cellid_000029146-1",NA
"cellid_000029147-1",NA
"cellid_000029148-1",NA
"cellid_000029149-1",NA
"cellid_000029151-1","17"
"cellid_000029152-1","20"
"cellid_000029153-1",NA
"cellid_000029155-1","18"
"cellid_000029156-1",NA
"cellid_000029157-1",NA
"cellid_000029158-1",NA
"cellid_000029159-1",NA
"cellid_000029161-1",NA
"cellid_000029163-1",NA
"cellid_000029164-1","20"
"cellid_000029167-1",NA
"cellid_000029168-1",NA
"cellid_000029169-1",NA
"cellid_000029170-1",NA
"cellid_000029172-1",NA
"cellid_000029173-1","7"
"cellid_000029174-1","10"
"cellid_000029175-1",NA
"cellid_000029176-1",NA
"cellid_000029177-1",NA
"cellid_000029178-1",NA
"cellid_000029180-1",NA
"cellid_000029181-1",NA
"cellid_000029182-1",NA
"cellid_000029183-1",NA
"cellid_000029184-1",NA
"cellid_000029188-1",NA
"cellid_000029189-1",NA
"cellid_000029190-1",NA
"cellid_000029191-1",NA
"cellid_000029193-1",NA
"cellid_000029195-1",NA
"cellid_000029196-1",NA
"cellid_000029197-1",NA
"cellid_000029200-1",NA
"cellid_000029202-1",NA
"cellid_000029204-1",NA
"cellid_000029205-1",NA
"cellid_000029207-1",NA
"cellid_000029208-1",NA
"cellid_000029209-1",NA
"cellid_000029210-1",NA
"cellid_000029211-1",NA
"cellid_000029212-1",NA
"cellid_000029214-1",NA
"cellid_000029215-1",NA
"cellid_000029216-1",NA
"cellid_000029218-1",NA
"cellid_000029219-1",NA
"cellid_000029220-1",NA
"cellid_000029221-1",NA
"cellid_000029223-1",NA
"cellid_000029224-1",NA
"cellid_000029225-1",NA
"cellid_000029228-1",NA
"cellid_000029229-1",NA
"cellid_000029230-1",NA
"cellid_000029231-1",NA
"cellid_000029232-1",NA
"cellid_000029234-1",NA
"cellid_000029235-1",NA
"cellid_000029237-1",NA
"cellid_000029238-1",NA
"cellid_000029239-1",NA
"cellid_000029240-1",NA
"cellid_000029241-1",NA
"cellid_000029242-1",NA
"cellid_000029243-1",NA
"cellid_000029244-1",NA
"cellid_000029245-1",NA
"cellid_000029249-1",NA
"cellid_000029250-1",NA
"cellid_000029252-1",NA
"cellid_000029253-1",NA
"cellid_000029255-1",NA
"cellid_000029258-1",NA
"cellid_000029260-1",NA
"cellid_000029261-1",NA
"cellid_000029262-1",NA
"cellid_000029263-1",NA
"cellid_000029264-1",NA
"cellid_000029265-1",NA
"cellid_000029266-1",NA
"cellid_000029267-1",NA
"cellid_000029269-1",NA
"cellid_000029270-1",NA
"cellid_000029271-1",NA
"cellid_000029272-1",NA
"cellid_000029273-1",NA
"cellid_000029275-1",NA
"cellid_000029276-1",NA
"cellid_000029277-1",NA
"cellid_000029278-1",NA
"cellid_000029280-1",NA
"cellid_000029282-1","20"
"cellid_000029283-1",NA
"cellid_000029285-1",NA
"cellid_000029286-1",NA
"cellid_000029288-1",NA
"cellid_000029289-1",NA
"cellid_000029290-1",NA
"cellid_000029291-1","4"
"cellid_000029292-1",NA
"cellid_000029293-1",NA
"cellid_000029294-1",NA
"cellid_000029295-1",NA
"cellid_000029296-1",NA
"cellid_000029297-1",NA
"cellid_000029298-1",NA
"cellid_000029299-1",NA
"cellid_000029300-1",NA
"cellid_000029301-1",NA
"cellid_000029303-1",NA
"cellid_000029305-1",NA
"cellid_000029306-1",NA
"cellid_000029308-1",NA
"cellid_000029309-1",NA
"cellid_000029311-1",NA
"cellid_000029312-1","10"
"cellid_000029313-1",NA
"cellid_000029315-1",NA
"cellid_000029316-1",NA
"cellid_000029317-1",NA
"cellid_000029318-1",NA
"cellid_000029319-1",NA
"cellid_000029320-1",NA
"cellid_000029321-1",NA
"cellid_000029322-1","12"
"cellid_000029323-1",NA
"cellid_000029324-1",NA
"cellid_000029326-1",NA
"cellid_000029327-1",NA
"cellid_000029329-1",NA
"cellid_000029330-1",NA
"cellid_000029331-1",NA
"cellid_000029334-1",NA
"cellid_000029335-1",NA
"cellid_000029336-1",NA
"cellid_000029337-1",NA
"cellid_000029338-1",NA
"cellid_000029339-1",NA
"cellid_000029341-1",NA
"cellid_000029342-1",NA
"cellid_000029343-1",NA
"cellid_000029344-1",NA
"cellid_000029345-1",NA
"cellid_000029346-1",NA
"cellid_000029347-1",NA
"cellid_000029348-1",NA
"cellid_000029350-1",NA
"cellid_000029351-1",NA
"cellid_000029353-1",NA
"cellid_000029354-1",NA
"cellid_000029355-1",NA
"cellid_000029356-1",NA
"cellid_000029357-1",NA
"cellid_000029358-1","20"
"cellid_000029359-1",NA
"cellid_000029360-1",NA
"cellid_000029362-1",NA
"cellid_000029363-1",NA
"cellid_000029364-1",NA
"cellid_000029365-1",NA
"cellid_000029366-1",NA
"cellid_000029368-1",NA
"cellid_000029369-1",NA
"cellid_000029370-1",NA
"cellid_000029371-1",NA
"cellid_000029372-1",NA
"cellid_000029373-1",NA
"cellid_000029375-1",NA
"cellid_000029376-1",NA
"cellid_000029378-1",NA
"cellid_000029379-1",NA
"cellid_000029380-1",NA
"cellid_000029383-1",NA
"cellid_000029384-1",NA
"cellid_000029385-1",NA
"cellid_000029389-1",NA
"cellid_000029391-1",NA
"cellid_000029392-1",NA
"cellid_000029393-1",NA
"cellid_000029394-1",NA
"cellid_000029395-1",NA
"cellid_000029396-1",NA
"cellid_000029397-1",NA
"cellid_000029399-1","15"
"cellid_000029401-1",NA
"cellid_000029402-1",NA
"cellid_000029403-1",NA
"cellid_000029404-1",NA
"cellid_000029405-1",NA
"cellid_000029406-1",NA
"cellid_000029407-1",NA
"cellid_000029408-1",NA
"cellid_000029409-1",NA
"cellid_000029412-1",NA
"cellid_000029413-1",NA
"cellid_000029415-1",NA
"cellid_000029416-1",NA
"cellid_000029417-1",NA
"cellid_000029418-1",NA
"cellid_000029421-1",NA
"cellid_000029422-1",NA
"cellid_000029423-1",NA
"cellid_000029424-1",NA
"cellid_000029426-1",NA
"cellid_000029428-1",NA
"cellid_000029429-1",NA
"cellid_000029431-1",NA
"cellid_000029434-1",NA
"cellid_000029436-1",NA
"cellid_000029437-1",NA
"cellid_000029438-1","20"
"cellid_000029439-1",NA
"cellid_000029440-1",NA
"cellid_000029441-1",NA
"cellid_000029442-1",NA
"cellid_000029444-1",NA
"cellid_000029445-1",NA
"cellid_000029446-1",NA
"cellid_000029447-1",NA
"cellid_000029448-1",NA
"cellid_000029451-1",NA
"cellid_000029452-1",NA
"cellid_000029453-1",NA
"cellid_000029454-1",NA
"cellid_000029456-1",NA
"cellid_000029457-1",NA
"cellid_000029458-1","32"
"cellid_000029460-1",NA
"cellid_000029461-1",NA
"cellid_000029462-1",NA
"cellid_000029465-1",NA
"cellid_000029469-1",NA
"cellid_000029470-1",NA
"cellid_000029471-1",NA
"cellid_000029472-1",NA
"cellid_000029473-1","5"
"cellid_000029476-1",NA
"cellid_000029477-1",NA
"cellid_000029478-1",NA
"cellid_000029479-1",NA
"cellid_000029480-1",NA
"cellid_000029482-1",NA
"cellid_000029485-1",NA
"cellid_000029486-1",NA
"cellid_000029489-1",NA
"cellid_000029491-1",NA
"cellid_000029492-1",NA
"cellid_000029493-1",NA
"cellid_000029494-1",NA
"cellid_000029495-1","17"
"cellid_000029496-1",NA
"cellid_000029497-1",NA
"cellid_000029499-1","10"
"cellid_000029500-1",NA
"cellid_000029501-1",NA
"cellid_000029502-1","22"
"cellid_000029503-1",NA
"cellid_000029504-1","4"
"cellid_000029505-1",NA
"cellid_000029506-1",NA
"cellid_000029507-1",NA
"cellid_000029508-1",NA
"cellid_000029509-1",NA
"cellid_000029510-1",NA
"cellid_000029511-1",NA
"cellid_000029512-1",NA
"cellid_000029513-1",NA
"cellid_000029514-1",NA
"cellid_000029515-1",NA
"cellid_000029516-1",NA
"cellid_000029517-1",NA
"cellid_000029518-1",NA
"cellid_000029520-1",NA
"cellid_000029521-1",NA
"cellid_000029522-1",NA
"cellid_000029523-1",NA
"cellid_000029525-1",NA
"cellid_000029528-1",NA
"cellid_000029529-1",NA
"cellid_000029530-1",NA
"cellid_000029531-1",NA
"cellid_000029532-1",NA
"cellid_000029533-1","8"
"cellid_000029534-1",NA
"cellid_000029535-1",NA
"cellid_000029537-1",NA
"cellid_000029538-1",NA
"cellid_000029539-1",NA
"cellid_000029540-1",NA
"cellid_000029541-1",NA
"cellid_000029542-1",NA
"cellid_000029543-1",NA
"cellid_000029544-1",NA
"cellid_000029545-1","0"
"cellid_000029546-1",NA
"cellid_000029547-1",NA
"cellid_000029548-1",NA
"cellid_000029549-1",NA
"cellid_000029550-1",NA
"cellid_000029551-1",NA
"cellid_000029552-1",NA
"cellid_000029553-1",NA
"cellid_000029555-1",NA
"cellid_000029556-1",NA
"cellid_000029557-1",NA
"cellid_000029562-1",NA
"cellid_000029563-1",NA
"cellid_000029564-1",NA
"cellid_000029565-1",NA
"cellid_000029567-1",NA
"cellid_000029569-1",NA
"cellid_000029570-1",NA
"cellid_000029571-1",NA
"cellid_000029572-1",NA
"cellid_000029573-1",NA
"cellid_000029574-1",NA
"cellid_000029575-1",NA
"cellid_000029576-1",NA
"cellid_000029577-1",NA
"cellid_000029578-1",NA
"cellid_000029579-1",NA
"cellid_000029581-1",NA
"cellid_000029582-1",NA
"cellid_000029584-1",NA
"cellid_000029585-1",NA
"cellid_000029586-1",NA
"cellid_000029587-1",NA
"cellid_000029589-1",NA
"cellid_000029590-1",NA
"cellid_000029591-1",NA
"cellid_000029592-1",NA
"cellid_000029593-1",NA
"cellid_000029594-1",NA
"cellid_000029595-1",NA
"cellid_000029597-1",NA
"cellid_000029598-1",NA
"cellid_000029599-1",NA
"cellid_000029600-1",NA
"cellid_000029601-1",NA
"cellid_000029603-1",NA
"cellid_000029604-1",NA
"cellid_000029605-1",NA
"cellid_000029606-1","4"
"cellid_000029607-1",NA
"cellid_000029608-1",NA
"cellid_000029609-1",NA
"cellid_000029610-1","14"
"cellid_000029611-1",NA
"cellid_000029612-1","4"
"cellid_000029613-1",NA
"cellid_000029614-1",NA
"cellid_000029615-1",NA
"cellid_000029617-1",NA
"cellid_000029618-1",NA
"cellid_000029619-1",NA
"cellid_000029620-1",NA
"cellid_000029623-1",NA
"cellid_000029624-1",NA
"cellid_000029625-1",NA
"cellid_000029626-1",NA
"cellid_000029627-1",NA
"cellid_000029628-1",NA
"cellid_000029629-1",NA
"cellid_000029630-1",NA
"cellid_000029633-1",NA
"cellid_000029635-1",NA
"cellid_000029636-1",NA
"cellid_000029637-1",NA
"cellid_000029639-1",NA
"cellid_000029640-1",NA
"cellid_000029641-1",NA
"cellid_000029642-1",NA
"cellid_000029643-1",NA
"cellid_000029644-1",NA
"cellid_000029645-1",NA
"cellid_000029646-1",NA
"cellid_000029647-1",NA
"cellid_000029648-1","7"
"cellid_000029649-1",NA
"cellid_000029650-1","7"
"cellid_000029651-1",NA
"cellid_000029652-1","28"
"cellid_000029653-1",NA
"cellid_000029654-1",NA
"cellid_000029655-1",NA
"cellid_000029657-1",NA
"cellid_000029658-1",NA
"cellid_000029659-1",NA
"cellid_000029660-1",NA
"cellid_000029662-1",NA
"cellid_000029663-1",NA
"cellid_000029664-1",NA
"cellid_000029665-1",NA
"cellid_000029666-1",NA
"cellid_000029667-1",NA
"cellid_000029668-1",NA
"cellid_000029669-1",NA
"cellid_000029670-1",NA
"cellid_000029671-1",NA
"cellid_000029673-1",NA
"cellid_000029674-1",NA
"cellid_000029675-1",NA
"cellid_000029677-1","3"
"cellid_000029678-1","16"
"cellid_000029679-1",NA
"cellid_000029680-1",NA
"cellid_000029682-1",NA
"cellid_000029683-1",NA
"cellid_000029684-1",NA
"cellid_000029686-1",NA
"cellid_000029687-1",NA
"cellid_000029688-1",NA
"cellid_000029690-1",NA
"cellid_000029691-1",NA
"cellid_000029692-1",NA
"cellid_000029693-1",NA
"cellid_000029694-1",NA
"cellid_000029696-1","23"
"cellid_000029697-1",NA
"cellid_000029698-1",NA
"cellid_000029699-1","8"
"cellid_000029701-1",NA
"cellid_000029702-1",NA
"cellid_000029705-1",NA
"cellid_000029706-1",NA
"cellid_000029708-1",NA
"cellid_000029709-1",NA
"cellid_000029710-1",NA
"cellid_000029711-1",NA
"cellid_000029713-1",NA
"cellid_000029714-1",NA
"cellid_000029715-1",NA
"cellid_000029718-1",NA
"cellid_000029720-1",NA
"cellid_000029721-1",NA
"cellid_000029722-1",NA
"cellid_000029723-1",NA
"cellid_000029724-1",NA
"cellid_000029725-1",NA
"cellid_000029726-1",NA
"cellid_000029727-1",NA
"cellid_000029728-1","12"
"cellid_000029729-1",NA
"cellid_000029730-1","3"
"cellid_000029731-1",NA
"cellid_000029732-1",NA
"cellid_000029733-1",NA
"cellid_000029734-1",NA
"cellid_000029735-1",NA
"cellid_000029736-1",NA
"cellid_000029737-1",NA
"cellid_000029739-1",NA
"cellid_000029741-1",NA
"cellid_000029742-1",NA
"cellid_000029743-1",NA
"cellid_000029744-1",NA
"cellid_000029747-1",NA
"cellid_000029748-1",NA
"cellid_000029749-1",NA
"cellid_000029750-1",NA
"cellid_000029751-1",NA
"cellid_000029753-1",NA
"cellid_000029754-1",NA
"cellid_000029755-1",NA
"cellid_000029757-1",NA
"cellid_000029758-1",NA
"cellid_000029759-1",NA
"cellid_000029760-1",NA
"cellid_000029761-1",NA
"cellid_000029764-1",NA
"cellid_000029766-1",NA
"cellid_000029767-1",NA
"cellid_000029769-1",NA
"cellid_000029770-1","14"
"cellid_000029772-1",NA
"cellid_000029773-1","7"
"cellid_000029774-1",NA
"cellid_000029775-1",NA
"cellid_000029776-1",NA
"cellid_000029777-1",NA
"cellid_000029778-1",NA
"cellid_000029779-1",NA
"cellid_000029780-1",NA
"cellid_000029781-1","4"
"cellid_000029782-1",NA
"cellid_000029783-1",NA
"cellid_000029784-1",NA
"cellid_000029785-1",NA
"cellid_000029786-1",NA
"cellid_000029787-1",NA
"cellid_000029788-1",NA
"cellid_000029789-1",NA
"cellid_000029790-1",NA
"cellid_000029791-1",NA
"cellid_000029792-1",NA
"cellid_000029793-1",NA
"cellid_000029794-1",NA
"cellid_000029795-1",NA
"cellid_000029796-1",NA
"cellid_000029797-1",NA
"cellid_000029798-1",NA
"cellid_000029799-1",NA
"cellid_000029800-1",NA
"cellid_000029801-1","20"
"cellid_000029802-1",NA
"cellid_000029803-1",NA
"cellid_000029804-1","8"
"cellid_000029805-1",NA
"cellid_000029807-1",NA
"cellid_000029808-1",NA
"cellid_000029809-1",NA
"cellid_000029810-1",NA
"cellid_000029812-1",NA
"cellid_000029813-1",NA
"cellid_000029814-1",NA
"cellid_000029815-1",NA
"cellid_000029816-1",NA
"cellid_000029817-1",NA
"cellid_000029818-1",NA
"cellid_000029819-1",NA
"cellid_000029820-1",NA
"cellid_000029821-1",NA
"cellid_000029822-1",NA
"cellid_000029823-1",NA
"cellid_000029826-1",NA
"cellid_000029827-1",NA
"cellid_000029828-1",NA
"cellid_000029830-1","17"
"cellid_000029831-1",NA
"cellid_000029832-1",NA
"cellid_000029834-1",NA
"cellid_000029835-1","10"
"cellid_000029836-1",NA
"cellid_000029837-1","8"
"cellid_000029838-1",NA
"cellid_000029839-1",NA
"cellid_000029841-1",NA
"cellid_000029842-1",NA
"cellid_000029843-1",NA
"cellid_000029844-1",NA
"cellid_000029845-1",NA
"cellid_000029849-1","8"
"cellid_000029850-1",NA
"cellid_000029851-1","10"
"cellid_000029853-1","14"
"cellid_000029854-1",NA
"cellid_000029855-1",NA
"cellid_000029856-1",NA
"cellid_000029858-1",NA
"cellid_000029859-1",NA
"cellid_000029860-1",NA
"cellid_000029861-1",NA
"cellid_000029862-1","20"
"cellid_000029867-1","20"
"cellid_000029868-1",NA
"cellid_000029869-1",NA
"cellid_000029870-1",NA
"cellid_000029871-1",NA
"cellid_000029872-1",NA
"cellid_000029873-1",NA
"cellid_000029874-1",NA
"cellid_000029875-1","21"
"cellid_000029876-1",NA
"cellid_000029877-1",NA
"cellid_000029878-1",NA
"cellid_000029879-1",NA
"cellid_000029880-1",NA
"cellid_000029881-1",NA
"cellid_000029883-1",NA
"cellid_000029885-1",NA
"cellid_000029887-1",NA
"cellid_000029888-1",NA
"cellid_000029889-1",NA
"cellid_000029890-1","3"
"cellid_000029891-1",NA
"cellid_000029892-1",NA
"cellid_000029893-1",NA
"cellid_000029894-1",NA
"cellid_000029896-1",NA
"cellid_000029897-1",NA
"cellid_000029898-1",NA
"cellid_000029899-1",NA
"cellid_000029900-1","21"
"cellid_000029901-1",NA
"cellid_000029903-1",NA
"cellid_000029904-1","14"
"cellid_000029905-1",NA
"cellid_000029906-1",NA
"cellid_000029907-1",NA
"cellid_000029908-1","2"
"cellid_000029910-1",NA
"cellid_000029911-1",NA
"cellid_000029913-1",NA
"cellid_000029914-1",NA
"cellid_000029915-1","3"
"cellid_000029916-1",NA
"cellid_000029917-1",NA
"cellid_000029918-1",NA
"cellid_000029919-1",NA
"cellid_000029920-1",NA
"cellid_000029921-1","9"
"cellid_000029922-1",NA
"cellid_000029923-1",NA
"cellid_000029924-1",NA
"cellid_000029926-1",NA
"cellid_000029927-1","9"
"cellid_000029928-1",NA
"cellid_000029929-1",NA
"cellid_000029932-1",NA
"cellid_000029933-1",NA
"cellid_000029934-1",NA
"cellid_000029935-1",NA
"cellid_000029936-1",NA
"cellid_000029938-1",NA
"cellid_000029939-1",NA
"cellid_000029940-1",NA
"cellid_000029941-1",NA
"cellid_000029942-1",NA
"cellid_000029943-1",NA
"cellid_000029945-1",NA
"cellid_000029946-1",NA
"cellid_000029947-1",NA
"cellid_000029948-1",NA
"cellid_000029949-1",NA
"cellid_000029951-1",NA
"cellid_000029952-1",NA
"cellid_000029953-1",NA
"cellid_000029954-1",NA
"cellid_000029955-1",NA
"cellid_000029956-1",NA
"cellid_000029957-1",NA
"cellid_000029958-1",NA
"cellid_000029959-1",NA
"cellid_000029960-1",NA
"cellid_000029961-1",NA
"cellid_000029962-1",NA
"cellid_000029963-1",NA
"cellid_000029964-1","8"
"cellid_000029965-1",NA
"cellid_000029966-1",NA
"cellid_000029968-1",NA
"cellid_000029969-1",NA
"cellid_000029970-1",NA
"cellid_000029971-1",NA
"cellid_000029972-1",NA
"cellid_000029973-1","20"
"cellid_000029974-1",NA
"cellid_000029975-1",NA
"cellid_000029976-1",NA
"cellid_000029977-1",NA
"cellid_000029978-1",NA
"cellid_000029979-1",NA
"cellid_000029981-1",NA
"cellid_000029982-1",NA
"cellid_000029983-1",NA
"cellid_000029984-1",NA
"cellid_000029987-1",NA
"cellid_000029988-1",NA
"cellid_000029989-1","0"
"cellid_000029990-1",NA
"cellid_000029991-1",NA
"cellid_000029992-1","4"
"cellid_000029994-1",NA
"cellid_000029997-1",NA
"cellid_000029998-1",NA
"cellid_000029999-1",NA
"cellid_000030000-1",NA
"cellid_000030001-1","8"
"cellid_000030002-1",NA
"cellid_000030003-1",NA
"cellid_000030004-1",NA
"cellid_000030005-1",NA
"cellid_000030006-1",NA
"cellid_000030007-1",NA
"cellid_000030008-1",NA
"cellid_000030010-1",NA
"cellid_000030013-1",NA
"cellid_000030015-1",NA
"cellid_000030016-1",NA
"cellid_000030017-1",NA
"cellid_000030019-1",NA
"cellid_000030020-1",NA
"cellid_000030021-1",NA
"cellid_000030022-1","16"
"cellid_000030023-1",NA
"cellid_000030025-1",NA
"cellid_000030026-1",NA
"cellid_000030027-1",NA
"cellid_000030029-1",NA
"cellid_000030030-1","10"
"cellid_000030031-1",NA
"cellid_000030033-1",NA
"cellid_000030034-1",NA
"cellid_000030035-1","0"
"cellid_000030036-1",NA
"cellid_000030037-1",NA
"cellid_000030038-1",NA
"cellid_000030039-1",NA
"cellid_000030040-1",NA
"cellid_000030042-1",NA
"cellid_000030043-1",NA
"cellid_000030044-1",NA
"cellid_000030047-1",NA
"cellid_000030048-1","5"
"cellid_000030049-1",NA
"cellid_000030050-1",NA
"cellid_000030051-1",NA
"cellid_000030052-1","3"
"cellid_000030053-1",NA
"cellid_000030054-1",NA
"cellid_000030055-1","12"
"cellid_000030056-1","14"
"cellid_000030057-1",NA
"cellid_000030058-1",NA
"cellid_000030059-1",NA
"cellid_000030060-1",NA
"cellid_000030062-1",NA
"cellid_000030064-1",NA
"cellid_000030065-1",NA
"cellid_000030066-1",NA
"cellid_000030070-1",NA
"cellid_000030071-1",NA
"cellid_000030072-1",NA
"cellid_000030073-1",NA
"cellid_000030074-1",NA
"cellid_000030075-1","20"
"cellid_000030076-1",NA
"cellid_000030077-1",NA
"cellid_000030079-1",NA
"cellid_000030080-1",NA
"cellid_000030081-1",NA
"cellid_000030083-1",NA
"cellid_000030084-1","9"
"cellid_000030085-1",NA
"cellid_000030086-1","14"
"cellid_000030088-1",NA
"cellid_000030089-1",NA
"cellid_000030090-1",NA
"cellid_000030091-1","0"
"cellid_000030092-1","8"
"cellid_000030093-1",NA
"cellid_000030094-1",NA
"cellid_000030095-1",NA
"cellid_000030096-1",NA
"cellid_000030097-1",NA
"cellid_000030098-1",NA
"cellid_000030099-1",NA
"cellid_000030100-1",NA
"cellid_000030101-1",NA
"cellid_000030102-1",NA
"cellid_000030104-1",NA
"cellid_000030105-1",NA
"cellid_000030106-1",NA
"cellid_000030107-1",NA
"cellid_000030108-1",NA
"cellid_000030110-1",NA
"cellid_000030111-1",NA
"cellid_000030113-1",NA
"cellid_000030114-1",NA
"cellid_000030115-1",NA
"cellid_000030116-1",NA
"cellid_000030117-1",NA
"cellid_000030118-1",NA
"cellid_000030119-1",NA
"cellid_000030120-1",NA
"cellid_000030121-1",NA
"cellid_000030122-1",NA
"cellid_000030123-1",NA
"cellid_000030124-1",NA
"cellid_000030125-1",NA
"cellid_000030126-1",NA
"cellid_000030127-1",NA
"cellid_000030128-1",NA
"cellid_000030129-1",NA
"cellid_000030130-1",NA
"cellid_000030131-1",NA
"cellid_000030132-1",NA
"cellid_000030133-1","12"
"cellid_000030134-1",NA
"cellid_000030136-1",NA
"cellid_000030137-1",NA
"cellid_000030138-1",NA
"cellid_000030139-1",NA
"cellid_000030140-1","20"
"cellid_000030141-1",NA
"cellid_000030142-1",NA
"cellid_000030143-1",NA
"cellid_000030144-1",NA
"cellid_000030145-1",NA
"cellid_000030146-1",NA
"cellid_000030147-1",NA
"cellid_000030148-1",NA
"cellid_000030149-1",NA
"cellid_000030150-1",NA
"cellid_000030151-1",NA
"cellid_000030152-1","8"
"cellid_000030153-1",NA
"cellid_000030154-1",NA
"cellid_000030155-1",NA
"cellid_000030156-1",NA
"cellid_000030157-1",NA
"cellid_000030158-1",NA
"cellid_000030159-1",NA
"cellid_000030160-1","17"
"cellid_000030161-1",NA
"cellid_000030163-1",NA
"cellid_000030164-1","16"
"cellid_000030169-1",NA
"cellid_000030170-1",NA
"cellid_000030171-1","9"
"cellid_000030173-1",NA
"cellid_000030174-1",NA
"cellid_000030175-1","5"
"cellid_000030176-1",NA
"cellid_000030177-1",NA
"cellid_000030178-1",NA
"cellid_000030179-1",NA
"cellid_000030180-1",NA
"cellid_000030181-1","20"
"cellid_000030182-1",NA
"cellid_000030184-1",NA
"cellid_000030185-1",NA
"cellid_000030186-1",NA
"cellid_000030187-1",NA
