Barcode,Dissection
cellid_000127294-1,poa dissection
cellid_000127295-1,poa dissection
cellid_000127296-1,poa dissection
cellid_000127297-1,poa dissection
cellid_000127302-1,poa dissection
cellid_000127303-1,poa dissection
cellid_000127309-1,poa dissection
cellid_000127311-1,poa dissection
cellid_000127313-1,poa dissection
cellid_000127317-1,poa dissection
cellid_000127324-1,poa dissection
cellid_000127336-1,poa dissection
cellid_000127337-1,poa dissection
cellid_000127338-1,poa dissection
cellid_000127341-1,poa dissection
cellid_000127342-1,poa dissection
cellid_000127343-1,poa dissection
cellid_000127344-1,poa dissection
cellid_000127345-1,poa dissection
cellid_000127347-1,poa dissection
cellid_000127351-1,poa dissection
cellid_000127353-1,poa dissection
cellid_000127354-1,poa dissection
cellid_000127355-1,poa dissection
cellid_000127356-1,poa dissection
cellid_000127357-1,poa dissection
cellid_000127358-1,poa dissection
cellid_000127359-1,poa dissection
cellid_000127360-1,poa dissection
cellid_000127361-1,poa dissection
cellid_000127368-1,poa dissection
cellid_000127370-1,poa dissection
cellid_000127371-1,poa dissection
cellid_000127372-1,poa dissection
cellid_000127374-1,poa dissection
cellid_000127375-1,poa dissection
cellid_000127377-1,poa dissection
cellid_000127380-1,poa dissection
cellid_000127383-1,poa dissection
cellid_000127386-1,poa dissection
cellid_000127387-1,poa dissection
cellid_000127388-1,poa dissection
cellid_000127389-1,poa dissection
cellid_000127390-1,poa dissection
cellid_000127392-1,poa dissection
cellid_000127393-1,poa dissection
cellid_000127394-1,poa dissection
cellid_000127395-1,poa dissection
cellid_000127396-1,poa dissection
cellid_000127397-1,poa dissection
cellid_000127403-1,poa dissection
cellid_000127406-1,poa dissection
cellid_000127407-1,poa dissection
cellid_000127412-1,poa dissection
cellid_000127414-1,poa dissection
cellid_000127415-1,poa dissection
cellid_000127419-1,poa dissection
cellid_000127421-1,poa dissection
cellid_000127423-1,poa dissection
cellid_000127425-1,poa dissection
cellid_000127426-1,poa dissection
cellid_000127428-1,poa dissection
cellid_000127429-1,poa dissection
cellid_000127430-1,poa dissection
cellid_000127432-1,poa dissection
cellid_000127433-1,poa dissection
cellid_000127435-1,poa dissection
cellid_000127436-1,poa dissection
cellid_000127437-1,poa dissection
cellid_000127442-1,poa dissection
cellid_000127446-1,poa dissection
cellid_000127447-1,poa dissection
cellid_000127449-1,poa dissection
cellid_000127451-1,poa dissection
cellid_000127453-1,poa dissection
cellid_000127456-1,poa dissection
cellid_000127458-1,poa dissection
cellid_000127460-1,poa dissection
cellid_000127461-1,poa dissection
cellid_000127470-1,poa dissection
cellid_000127471-1,poa dissection
cellid_000127472-1,poa dissection
cellid_000127474-1,poa dissection
cellid_000127477-1,poa dissection
cellid_000127479-1,poa dissection
cellid_000127484-1,poa dissection
cellid_000127485-1,poa dissection
cellid_000127489-1,poa dissection
cellid_000127491-1,poa dissection
cellid_000127494-1,poa dissection
cellid_000127497-1,poa dissection
cellid_000127499-1,poa dissection
cellid_000127503-1,poa dissection
cellid_000127504-1,poa dissection
cellid_000127505-1,poa dissection
cellid_000127506-1,poa dissection
cellid_000127507-1,poa dissection
cellid_000127508-1,poa dissection
cellid_000127509-1,poa dissection
cellid_000127513-1,poa dissection
cellid_000127516-1,poa dissection
cellid_000127517-1,poa dissection
cellid_000127518-1,poa dissection
cellid_000127519-1,poa dissection
cellid_000127521-1,poa dissection
cellid_000127522-1,poa dissection
cellid_000127525-1,poa dissection
cellid_000127528-1,poa dissection
cellid_000127533-1,poa dissection
cellid_000127534-1,poa dissection
cellid_000127535-1,poa dissection
cellid_000127536-1,poa dissection
cellid_000127537-1,poa dissection
cellid_000127538-1,poa dissection
cellid_000127539-1,poa dissection
cellid_000127540-1,poa dissection
cellid_000127541-1,poa dissection
cellid_000127543-1,poa dissection
cellid_000127544-1,poa dissection
cellid_000127545-1,poa dissection
cellid_000127546-1,poa dissection
cellid_000127547-1,poa dissection
cellid_000127550-1,poa dissection
cellid_000127552-1,poa dissection
cellid_000127554-1,poa dissection
cellid_000127555-1,poa dissection
cellid_000127556-1,poa dissection
cellid_000127557-1,poa dissection
cellid_000127558-1,poa dissection
cellid_000127559-1,poa dissection
cellid_000127561-1,poa dissection
cellid_000127562-1,poa dissection
cellid_000127563-1,poa dissection
cellid_000127567-1,poa dissection
cellid_000127569-1,poa dissection
cellid_000127573-1,poa dissection
cellid_000127574-1,poa dissection
cellid_000127576-1,poa dissection
cellid_000127578-1,poa dissection
cellid_000127579-1,poa dissection
cellid_000127580-1,poa dissection
cellid_000127581-1,poa dissection
cellid_000127584-1,poa dissection
cellid_000127587-1,poa dissection
cellid_000127589-1,poa dissection
cellid_000127592-1,poa dissection
cellid_000127593-1,poa dissection
cellid_000127595-1,poa dissection
cellid_000127596-1,poa dissection
cellid_000127598-1,poa dissection
cellid_000127599-1,poa dissection
cellid_000127600-1,poa dissection
cellid_000127601-1,poa dissection
cellid_000127604-1,poa dissection
cellid_000127605-1,poa dissection
cellid_000127609-1,poa dissection
cellid_000127612-1,poa dissection
cellid_000127613-1,poa dissection
cellid_000127614-1,poa dissection
cellid_000127621-1,poa dissection
cellid_000127624-1,poa dissection
cellid_000127626-1,poa dissection
cellid_000127627-1,poa dissection
cellid_000127628-1,poa dissection
cellid_000127629-1,poa dissection
cellid_000127630-1,poa dissection
cellid_000127631-1,poa dissection
cellid_000127632-1,poa dissection
cellid_000127633-1,poa dissection
cellid_000127634-1,poa dissection
cellid_000127635-1,poa dissection
cellid_000127637-1,poa dissection
cellid_000127641-1,poa dissection
cellid_000127645-1,poa dissection
cellid_000127646-1,poa dissection
cellid_000127647-1,poa dissection
cellid_000127648-1,poa dissection
cellid_000127652-1,poa dissection
cellid_000127653-1,poa dissection
cellid_000127655-1,poa dissection
cellid_000127656-1,poa dissection
cellid_000127661-1,poa dissection
cellid_000127662-1,poa dissection
cellid_000127663-1,poa dissection
cellid_000127664-1,poa dissection
cellid_000127665-1,poa dissection
cellid_000127669-1,poa dissection
cellid_000127670-1,poa dissection
cellid_000127671-1,poa dissection
cellid_000127673-1,poa dissection
cellid_000127674-1,poa dissection
cellid_000127675-1,poa dissection
cellid_000127676-1,poa dissection
cellid_000127677-1,poa dissection
cellid_000127678-1,poa dissection
cellid_000127680-1,poa dissection
cellid_000127681-1,poa dissection
cellid_000127682-1,poa dissection
cellid_000127684-1,poa dissection
cellid_000127685-1,poa dissection
cellid_000127686-1,poa dissection
cellid_000127688-1,poa dissection
cellid_000127689-1,poa dissection
cellid_000127696-1,poa dissection
cellid_000127697-1,poa dissection
cellid_000127698-1,poa dissection
cellid_000127700-1,poa dissection
cellid_000127701-1,poa dissection
cellid_000127702-1,poa dissection
cellid_000127703-1,poa dissection
cellid_000127704-1,poa dissection
cellid_000127706-1,poa dissection
cellid_000127707-1,poa dissection
cellid_000127708-1,poa dissection
cellid_000127712-1,poa dissection
cellid_000127716-1,poa dissection
cellid_000127717-1,poa dissection
cellid_000127718-1,poa dissection
cellid_000127719-1,poa dissection
cellid_000127720-1,poa dissection
cellid_000127721-1,poa dissection
cellid_000127722-1,poa dissection
cellid_000127723-1,poa dissection
cellid_000127727-1,poa dissection
cellid_000127728-1,poa dissection
cellid_000127729-1,poa dissection
cellid_000127733-1,poa dissection
cellid_000127735-1,poa dissection
cellid_000127737-1,poa dissection
cellid_000127738-1,poa dissection
cellid_000127740-1,poa dissection
cellid_000127742-1,poa dissection
cellid_000127745-1,poa dissection
cellid_000127746-1,poa dissection
cellid_000127748-1,poa dissection
cellid_000127749-1,poa dissection
cellid_000127750-1,poa dissection
cellid_000127758-1,poa dissection
cellid_000127759-1,poa dissection
cellid_000127761-1,poa dissection
cellid_000127763-1,poa dissection
cellid_000127764-1,poa dissection
cellid_000127765-1,poa dissection
cellid_000127766-1,poa dissection
cellid_000127768-1,poa dissection
cellid_000127769-1,poa dissection
cellid_000127772-1,poa dissection
cellid_000127774-1,poa dissection
cellid_000127776-1,poa dissection
cellid_000127777-1,poa dissection
cellid_000127780-1,poa dissection
cellid_000127781-1,poa dissection
cellid_000127783-1,poa dissection
cellid_000127784-1,poa dissection
cellid_000127786-1,poa dissection
cellid_000127787-1,poa dissection
cellid_000127789-1,poa dissection
cellid_000127790-1,poa dissection
cellid_000127791-1,poa dissection
cellid_000127792-1,poa dissection
cellid_000127794-1,poa dissection
cellid_000127795-1,poa dissection
cellid_000127802-1,poa dissection
cellid_000127804-1,poa dissection
cellid_000127807-1,poa dissection
cellid_000127811-1,poa dissection
cellid_000127813-1,poa dissection
cellid_000127814-1,poa dissection
cellid_000127819-1,poa dissection
cellid_000127820-1,poa dissection
cellid_000127821-1,poa dissection
cellid_000127823-1,poa dissection
cellid_000127825-1,poa dissection
cellid_000127826-1,poa dissection
cellid_000127827-1,poa dissection
cellid_000127828-1,poa dissection
cellid_000127829-1,poa dissection
cellid_000127831-1,poa dissection
cellid_000127833-1,poa dissection
cellid_000127838-1,poa dissection
cellid_000127844-1,poa dissection
cellid_000127845-1,poa dissection
cellid_000127846-1,poa dissection
cellid_000127848-1,poa dissection
cellid_000127849-1,poa dissection
cellid_000127853-1,poa dissection
cellid_000127854-1,poa dissection
cellid_000127857-1,poa dissection
cellid_000127859-1,poa dissection
cellid_000127860-1,poa dissection
cellid_000127861-1,poa dissection
cellid_000127862-1,poa dissection
cellid_000127865-1,poa dissection
cellid_000127866-1,poa dissection
cellid_000127868-1,poa dissection
cellid_000127872-1,poa dissection
cellid_000127875-1,poa dissection
cellid_000127876-1,poa dissection
cellid_000127877-1,poa dissection
cellid_000127878-1,poa dissection
cellid_000127880-1,poa dissection
cellid_000127881-1,poa dissection
cellid_000127882-1,poa dissection
cellid_000127884-1,poa dissection
cellid_000127886-1,poa dissection
cellid_000127887-1,poa dissection
cellid_000127889-1,poa dissection
cellid_000127892-1,poa dissection
cellid_000127896-1,poa dissection
cellid_000127904-1,poa dissection
cellid_000127905-1,poa dissection
cellid_000127910-1,poa dissection
cellid_000127912-1,poa dissection
cellid_000127916-1,poa dissection
cellid_000127917-1,poa dissection
cellid_000127919-1,poa dissection
cellid_000127922-1,poa dissection
cellid_000127923-1,poa dissection
cellid_000127924-1,poa dissection
cellid_000127926-1,poa dissection
cellid_000127928-1,poa dissection
cellid_000127932-1,poa dissection
cellid_000127934-1,poa dissection
cellid_000127938-1,poa dissection
cellid_000127939-1,poa dissection
cellid_000127941-1,poa dissection
cellid_000127942-1,poa dissection
cellid_000127943-1,poa dissection
cellid_000127945-1,poa dissection
cellid_000127946-1,poa dissection
cellid_000127950-1,poa dissection
cellid_000127951-1,poa dissection
cellid_000127952-1,poa dissection
cellid_000127953-1,poa dissection
cellid_000127954-1,poa dissection
cellid_000127956-1,poa dissection
cellid_000127959-1,poa dissection
cellid_000127960-1,poa dissection
cellid_000127961-1,poa dissection
cellid_000127963-1,poa dissection
cellid_000127965-1,poa dissection
cellid_000127966-1,poa dissection
cellid_000127967-1,poa dissection
cellid_000127970-1,poa dissection
cellid_000127972-1,poa dissection
cellid_000127974-1,poa dissection
cellid_000127976-1,poa dissection
cellid_000127979-1,poa dissection
cellid_000127980-1,poa dissection
cellid_000127986-1,poa dissection
cellid_000127987-1,poa dissection
cellid_000127988-1,poa dissection
cellid_000127989-1,poa dissection
cellid_000127991-1,poa dissection
cellid_000127992-1,poa dissection
cellid_000127993-1,poa dissection
cellid_000127994-1,poa dissection
cellid_000127996-1,poa dissection
cellid_000127998-1,poa dissection
cellid_000127999-1,poa dissection
cellid_000128000-1,poa dissection
cellid_000128001-1,poa dissection
cellid_000128004-1,poa dissection
cellid_000128005-1,poa dissection
cellid_000128008-1,poa dissection
cellid_000128010-1,poa dissection
cellid_000128013-1,poa dissection
cellid_000128014-1,poa dissection
cellid_000128020-1,poa dissection
cellid_000128021-1,poa dissection
cellid_000128022-1,poa dissection
cellid_000128025-1,poa dissection
cellid_000128029-1,poa dissection
cellid_000128033-1,poa dissection
cellid_000128034-1,poa dissection
cellid_000128035-1,poa dissection
cellid_000128038-1,poa dissection
cellid_000128042-1,poa dissection
cellid_000128044-1,poa dissection
cellid_000128045-1,poa dissection
cellid_000128050-1,poa dissection
cellid_000128051-1,poa dissection
cellid_000128052-1,poa dissection
cellid_000128055-1,poa dissection
cellid_000128056-1,poa dissection
cellid_000128057-1,poa dissection
cellid_000128059-1,poa dissection
cellid_000128060-1,poa dissection
cellid_000128063-1,poa dissection
cellid_000128067-1,poa dissection
cellid_000128068-1,poa dissection
cellid_000128071-1,poa dissection
cellid_000128072-1,poa dissection
cellid_000128073-1,poa dissection
cellid_000128075-1,poa dissection
cellid_000128078-1,poa dissection
cellid_000128080-1,poa dissection
cellid_000128084-1,poa dissection
cellid_000128085-1,poa dissection
cellid_000128086-1,poa dissection
cellid_000128088-1,poa dissection
cellid_000128089-1,poa dissection
cellid_000128090-1,poa dissection
cellid_000128091-1,poa dissection
cellid_000128092-1,poa dissection
cellid_000128095-1,poa dissection
cellid_000128096-1,poa dissection
cellid_000128098-1,poa dissection
cellid_000128101-1,poa dissection
cellid_000128102-1,poa dissection
cellid_000128103-1,poa dissection
cellid_000128108-1,poa dissection
cellid_000128111-1,poa dissection
cellid_000128112-1,poa dissection
cellid_000128113-1,poa dissection
cellid_000128115-1,poa dissection
cellid_000128116-1,poa dissection
cellid_000128117-1,poa dissection
cellid_000128118-1,poa dissection
cellid_000128120-1,poa dissection
cellid_000128121-1,poa dissection
cellid_000128122-1,poa dissection
cellid_000128123-1,poa dissection
cellid_000128125-1,poa dissection
cellid_000128126-1,poa dissection
cellid_000128128-1,poa dissection
cellid_000128129-1,poa dissection
cellid_000128130-1,poa dissection
cellid_000128133-1,poa dissection
cellid_000128134-1,poa dissection
cellid_000128135-1,poa dissection
cellid_000128136-1,poa dissection
cellid_000128140-1,poa dissection
cellid_000128142-1,poa dissection
cellid_000128144-1,poa dissection
cellid_000128145-1,poa dissection
cellid_000128146-1,poa dissection
cellid_000128147-1,poa dissection
cellid_000128152-1,poa dissection
cellid_000128153-1,poa dissection
cellid_000128156-1,poa dissection
cellid_000128159-1,poa dissection
cellid_000128165-1,poa dissection
cellid_000128168-1,poa dissection
cellid_000128171-1,poa dissection
cellid_000128172-1,poa dissection
cellid_000128173-1,poa dissection
cellid_000128174-1,poa dissection
cellid_000128179-1,poa dissection
cellid_000128181-1,poa dissection
