"Barcode","multiome_predicted"
"cellid_000000659-1","24"
"cellid_000000661-1","3"
"cellid_000000662-1","0"
"cellid_000000664-1","24"
"cellid_000000665-1","3"
"cellid_000000668-1","3"
"cellid_000000671-1","24"
"cellid_000000672-1","3"
"cellid_000000673-1","24"
"cellid_000000679-1","3"
"cellid_000000682-1","6"
"cellid_000000685-1","3"
"cellid_000000686-1","24"
"cellid_000000689-1","6"
"cellid_000000693-1","3"
"cellid_000000695-1","24"
"cellid_000000701-1","24"
"cellid_000000703-1","3"
"cellid_000000705-1","24"
"cellid_000000706-1","24"
"cellid_000000708-1","0"
"cellid_000000709-1","0"
"cellid_000000711-1","14"
"cellid_000000715-1","3"
"cellid_000000717-1","6"
"cellid_000000719-1","0"
"cellid_000000720-1","24"
"cellid_000000722-1","3"
"cellid_000000723-1","3"
"cellid_000000724-1","0"
"cellid_000000725-1","24"
"cellid_000000738-1","3"
"cellid_000000750-1","0"
"cellid_000000752-1","24"
"cellid_000000753-1","0"
"cellid_000000756-1","5"
"cellid_000000757-1","24"
"cellid_000000760-1","24"
"cellid_000000762-1","3"
"cellid_000000763-1","3"
"cellid_000000768-1","0"
"cellid_000000769-1","0"
"cellid_000000770-1","0"
"cellid_000000776-1","0"
"cellid_000000784-1","3"
"cellid_000000786-1","3"
"cellid_000000790-1","0"
"cellid_000000797-1","0"
"cellid_000000798-1","24"
"cellid_000000802-1","3"
"cellid_000000805-1","3"
"cellid_000000807-1","3"
"cellid_000000808-1","24"
"cellid_000000811-1","24"
"cellid_000000812-1","24"
"cellid_000000813-1","24"
"cellid_000000814-1","0"
"cellid_000000816-1","3"
"cellid_000000817-1","24"
"cellid_000000818-1","3"
"cellid_000000819-1","24"
"cellid_000000821-1","0"
"cellid_000000826-1","24"
"cellid_000000827-1","24"
"cellid_000000828-1","3"
"cellid_000000829-1","24"
"cellid_000000830-1","3"
"cellid_000000836-1","24"
"cellid_000000840-1","0"
"cellid_000000844-1","3"
"cellid_000000845-1","3"
"cellid_000000846-1","0"
"cellid_000000849-1","3"
"cellid_000000850-1","24"
"cellid_000000855-1","3"
"cellid_000000858-1","24"
"cellid_000000859-1","3"
"cellid_000000861-1","0"
"cellid_000000864-1","24"
"cellid_000000865-1","3"
"cellid_000000866-1","3"
"cellid_000000868-1","24"
"cellid_000000871-1","3"
"cellid_000000874-1","0"
"cellid_000000877-1","24"
"cellid_000000878-1","3"
"cellid_000000881-1","0"
"cellid_000000893-1","0"
"cellid_000000896-1","3"
"cellid_000000897-1","0"
"cellid_000000899-1","0"
"cellid_000000901-1","3"
"cellid_000000906-1","3"
"cellid_000000909-1","6"
"cellid_000000910-1","6"
"cellid_000000912-1","0"
"cellid_000000914-1","24"
"cellid_000000917-1","3"
"cellid_000000918-1","24"
"cellid_000000923-1","3"
"cellid_000000926-1","3"
"cellid_000000930-1","3"
"cellid_000000934-1","24"
"cellid_000000935-1","3"
"cellid_000000937-1","24"
"cellid_000000940-1","3"
"cellid_000000942-1","24"
"cellid_000000943-1","3"
"cellid_000000946-1","24"
"cellid_000000947-1","24"
"cellid_000000948-1","3"
"cellid_000000949-1","3"
"cellid_000000952-1","0"
"cellid_000000955-1","3"
"cellid_000000960-1","3"
"cellid_000000965-1","24"
"cellid_000000968-1","24"
"cellid_000000970-1","3"
"cellid_000000971-1","3"
"cellid_000000975-1","0"
"cellid_000000978-1","3"
"cellid_000000983-1","3"
"cellid_000000987-1","24"
"cellid_000000992-1","3"
"cellid_000000995-1","0"
"cellid_000001002-1","0"
"cellid_000001004-1","3"
"cellid_000001005-1","24"
"cellid_000001007-1","0"
"cellid_000001008-1","3"
"cellid_000001011-1","3"
"cellid_000001012-1","3"
"cellid_000001013-1","3"
"cellid_000001024-1","24"
"cellid_000001027-1","3"
"cellid_000001032-1","0"
"cellid_000001037-1","3"
"cellid_000001038-1","0"
"cellid_000001045-1","0"
"cellid_000001046-1","24"
"cellid_000001048-1","24"
"cellid_000001053-1","3"
"cellid_000001054-1","3"
"cellid_000001056-1","3"
"cellid_000001058-1","3"
"cellid_000001059-1","3"
"cellid_000001063-1","24"
"cellid_000001068-1","0"
"cellid_000001069-1","3"
"cellid_000001072-1","3"
"cellid_000001073-1","3"
"cellid_000001075-1","3"
"cellid_000001077-1","24"
"cellid_000001078-1","0"
"cellid_000001087-1","24"
"cellid_000001088-1","22"
"cellid_000001092-1","24"
"cellid_000001094-1","24"
"cellid_000001098-1","6"
"cellid_000001106-1","0"
"cellid_000001107-1","24"
"cellid_000001108-1","24"
"cellid_000001111-1","24"
"cellid_000001112-1","3"
"cellid_000001115-1","24"
"cellid_000001124-1","3"
"cellid_000001135-1","0"
"cellid_000001137-1","0"
"cellid_000001148-1","3"
"cellid_000001149-1","6"
"cellid_000001151-1","3"
"cellid_000001154-1","3"
"cellid_000001155-1","24"
"cellid_000001157-1","3"
"cellid_000001160-1","24"
"cellid_000001162-1","24"
"cellid_000001166-1","3"
"cellid_000001168-1","3"
"cellid_000001173-1","0"
"cellid_000001174-1","3"
"cellid_000001179-1","3"
"cellid_000001180-1","24"
"cellid_000001184-1","6"
"cellid_000001187-1","0"
"cellid_000001191-1","3"
"cellid_000001198-1","3"
"cellid_000001199-1","0"
"cellid_000001204-1","3"
"cellid_000001207-1","0"
"cellid_000001210-1","24"
"cellid_000001214-1","3"
"cellid_000001216-1","3"
"cellid_000001221-1","3"
"cellid_000001222-1","0"
"cellid_000001223-1","3"
"cellid_000001230-1","0"
"cellid_000001231-1","24"
"cellid_000001232-1","24"
"cellid_000001234-1","3"
"cellid_000001236-1","24"
"cellid_000001245-1","0"
"cellid_000001247-1","0"
"cellid_000001254-1","3"
"cellid_000001255-1","3"
"cellid_000001257-1","6"
"cellid_000001259-1","24"
"cellid_000001261-1","3"
"cellid_000001264-1","0"
"cellid_000001266-1","3"
"cellid_000001277-1","3"
"cellid_000001279-1","3"
"cellid_000001286-1","24"
"cellid_000001288-1","3"
"cellid_000001293-1","3"
"cellid_000001295-1","24"
"cellid_000001300-1","0"
"cellid_000001301-1","0"
"cellid_000001302-1","24"
"cellid_000001303-1","24"
"cellid_000001304-1","0"
"cellid_000001308-1","3"
"cellid_000001309-1","24"
"cellid_000001310-1","3"
"cellid_000001311-1","24"
"cellid_000001313-1","0"
"cellid_000001314-1","3"
"cellid_000001316-1","6"
"cellid_000001322-1","24"
"cellid_000001323-1","24"
"cellid_000001324-1","0"
"cellid_000001326-1","3"
"cellid_000001327-1","3"
"cellid_000001333-1","3"
"cellid_000001337-1","3"
"cellid_000001338-1","24"
"cellid_000001340-1","3"
"cellid_000001346-1","0"
"cellid_000001348-1","0"
"cellid_000001350-1","24"
"cellid_000001351-1","3"
"cellid_000001352-1","6"
"cellid_000001358-1","3"
"cellid_000001359-1","0"
"cellid_000001375-1","3"
"cellid_000001376-1","24"
"cellid_000001382-1","24"
"cellid_000001393-1","3"
"cellid_000001394-1","6"
"cellid_000001398-1","0"
"cellid_000001401-1","0"
"cellid_000001402-1","3"
"cellid_000001405-1","3"
"cellid_000001406-1","3"
"cellid_000001409-1","0"
"cellid_000001412-1","3"
"cellid_000001414-1","24"
"cellid_000001420-1","24"
"cellid_000001425-1","4"
"cellid_000001430-1","6"
"cellid_000001431-1","3"
"cellid_000001432-1","3"
"cellid_000001436-1","0"
"cellid_000001437-1","0"
"cellid_000001438-1","3"
"cellid_000001443-1","3"
"cellid_000001448-1","6"
"cellid_000001453-1","4"
"cellid_000001458-1","4"
"cellid_000001462-1","24"
"cellid_000001466-1","3"
"cellid_000001469-1","0"
"cellid_000001470-1","0"
"cellid_000001474-1","4"
"cellid_000001478-1","0"
"cellid_000001480-1","0"
"cellid_000001492-1","6"
"cellid_000001494-1","3"
"cellid_000001495-1","19"
"cellid_000001500-1","24"
"cellid_000001504-1","0"
"cellid_000001506-1","6"
"cellid_000001507-1","22"
"cellid_000001509-1","0"
"cellid_000001511-1","0"
"cellid_000001513-1","3"
"cellid_000001515-1","24"
"cellid_000001519-1","24"
"cellid_000001521-1","4"
"cellid_000001523-1","0"
"cellid_000001525-1","24"
"cellid_000001529-1","24"
"cellid_000001535-1","14"
"cellid_000001537-1","0"
"cellid_000001543-1","3"
"cellid_000001549-1","3"
"cellid_000001552-1","0"
"cellid_000001555-1","22"
"cellid_000001556-1","3"
"cellid_000001557-1","4"
"cellid_000001562-1","0"
"cellid_000001563-1","24"
"cellid_000001564-1","24"
"cellid_000001565-1","24"
"cellid_000001566-1","6"
"cellid_000001569-1","24"
"cellid_000001571-1","4"
"cellid_000001576-1","4"
"cellid_000001577-1","22"
"cellid_000001578-1","0"
"cellid_000001582-1","24"
"cellid_000001588-1","3"
"cellid_000001589-1","3"
"cellid_000001590-1","0"
"cellid_000001594-1","0"
"cellid_000001595-1","3"
"cellid_000001596-1","0"
"cellid_000001597-1","3"
"cellid_000001600-1","3"
"cellid_000001601-1","24"
"cellid_000001603-1","24"
"cellid_000001609-1","3"
"cellid_000001610-1","4"
"cellid_000001613-1","0"
"cellid_000001614-1","14"
"cellid_000001617-1","24"
"cellid_000001618-1","6"
"cellid_000001620-1","6"
"cellid_000001623-1","3"
"cellid_000001626-1","0"
"cellid_000001627-1","0"
"cellid_000001628-1","6"
"cellid_000001631-1","0"
"cellid_000001632-1","22"
"cellid_000001633-1","3"
"cellid_000001640-1","0"
"cellid_000001642-1","4"
"cellid_000001644-1","4"
"cellid_000001647-1","0"
"cellid_000001649-1","6"
"cellid_000001656-1","0"
"cellid_000001658-1","3"
"cellid_000001660-1","24"
"cellid_000001663-1","0"
"cellid_000001666-1","6"
"cellid_000001668-1","4"
"cellid_000001670-1","0"
"cellid_000001672-1","3"
"cellid_000001673-1","5"
"cellid_000001675-1","24"
"cellid_000001677-1","4"
"cellid_000001679-1","0"
"cellid_000001680-1","0"
"cellid_000001682-1","3"
"cellid_000001685-1","3"
"cellid_000001686-1","6"
"cellid_000001689-1","0"
"cellid_000001690-1","6"
"cellid_000001693-1","24"
"cellid_000001695-1","0"
"cellid_000001700-1","4"
"cellid_000001707-1","22"
"cellid_000001708-1","3"
"cellid_000001709-1","0"
"cellid_000001710-1","0"
"cellid_000001712-1","24"
"cellid_000001713-1","24"
"cellid_000001714-1","4"
"cellid_000001719-1","3"
"cellid_000001720-1","24"
"cellid_000001725-1","24"
"cellid_000001727-1","0"
"cellid_000001728-1","22"
"cellid_000001733-1","0"
"cellid_000001735-1","22"
"cellid_000001736-1","4"
"cellid_000001737-1","4"
"cellid_000001744-1","0"
"cellid_000001745-1","24"
"cellid_000001747-1","6"
"cellid_000001750-1","3"
"cellid_000001753-1","4"
"cellid_000001755-1","24"
"cellid_000001757-1","0"
"cellid_000001763-1","4"
"cellid_000001764-1","0"
"cellid_000001767-1","3"
"cellid_000001774-1","0"
"cellid_000001778-1","22"
"cellid_000001779-1","24"
"cellid_000001780-1","4"
"cellid_000001787-1","3"
"cellid_000001792-1","3"
"cellid_000001795-1","0"
"cellid_000001799-1","6"
"cellid_000001800-1","0"
"cellid_000001803-1","3"
"cellid_000001806-1","3"
"cellid_000001807-1","4"
"cellid_000001812-1","0"
"cellid_000001815-1","3"
"cellid_000001818-1","3"
"cellid_000001819-1","4"
"cellid_000001826-1","3"
"cellid_000001827-1","6"
"cellid_000001829-1","24"
"cellid_000001831-1","24"
"cellid_000001833-1","3"
"cellid_000001834-1","24"
"cellid_000001835-1","0"
"cellid_000001836-1","0"
"cellid_000001837-1","3"
"cellid_000001839-1","3"
"cellid_000001841-1","0"
"cellid_000001842-1","0"
"cellid_000001843-1","7"
"cellid_000001844-1","4"
"cellid_000001845-1","0"
"cellid_000001847-1","24"
"cellid_000001848-1","0"
"cellid_000001849-1","6"
"cellid_000001850-1","0"
"cellid_000001852-1","24"
"cellid_000001854-1","0"
"cellid_000001857-1","3"
"cellid_000001858-1","3"
"cellid_000001861-1","4"
"cellid_000001863-1","3"
"cellid_000001866-1","6"
"cellid_000001868-1","3"
"cellid_000001874-1","3"
"cellid_000001877-1","24"
"cellid_000001881-1","0"
"cellid_000001883-1","0"
"cellid_000001885-1","3"
"cellid_000001887-1","24"
"cellid_000001890-1","3"
"cellid_000001891-1","0"
"cellid_000001894-1","3"
"cellid_000001900-1","0"
"cellid_000001903-1","3"
"cellid_000001906-1","4"
"cellid_000001907-1","0"
"cellid_000001909-1","4"
"cellid_000001914-1","24"
"cellid_000001920-1","6"
"cellid_000001921-1","18"
"cellid_000001922-1","22"
"cellid_000001923-1","6"
"cellid_000001924-1","0"
"cellid_000001925-1","24"
"cellid_000001930-1","3"
"cellid_000001932-1","0"
"cellid_000001935-1","4"
"cellid_000001942-1","0"
"cellid_000001944-1","0"
"cellid_000001946-1","24"
"cellid_000001949-1","0"
"cellid_000001951-1","0"
"cellid_000001952-1","4"
"cellid_000001955-1","3"
"cellid_000001956-1","4"
"cellid_000001957-1","4"
"cellid_000001964-1","0"
"cellid_000001966-1","0"
"cellid_000001969-1","0"
"cellid_000001970-1","24"
"cellid_000001971-1","0"
"cellid_000001974-1","3"
"cellid_000001975-1","0"
"cellid_000001976-1","4"
"cellid_000001977-1","0"
"cellid_000001984-1","4"
"cellid_000001985-1","3"
"cellid_000001987-1","24"
"cellid_000001990-1","0"
"cellid_000001996-1","4"
"cellid_000001997-1","0"
"cellid_000002001-1","3"
"cellid_000002004-1","4"
"cellid_000002012-1","24"
"cellid_000002015-1","0"
"cellid_000002016-1","24"
"cellid_000002019-1","3"
"cellid_000002020-1","4"
"cellid_000002022-1","3"
"cellid_000002025-1","3"
"cellid_000002026-1","4"
"cellid_000002028-1","3"
"cellid_000002032-1","0"
"cellid_000002033-1","0"
"cellid_000002039-1","0"
"cellid_000002042-1","0"
"cellid_000002044-1","24"
"cellid_000002049-1","4"
"cellid_000002051-1","3"
"cellid_000002052-1","6"
"cellid_000002053-1","0"
"cellid_000002054-1","6"
"cellid_000002055-1","6"
"cellid_000002056-1","24"
"cellid_000002058-1","0"
"cellid_000002059-1","4"
"cellid_000002060-1","0"
"cellid_000002064-1","3"
"cellid_000002066-1","0"
"cellid_000002069-1","3"
"cellid_000002070-1","24"
"cellid_000002072-1","0"
"cellid_000002073-1","0"
"cellid_000002074-1","4"
"cellid_000002078-1","3"
"cellid_000002081-1","0"
"cellid_000002082-1","0"
"cellid_000002088-1","0"
"cellid_000002090-1","3"
"cellid_000002092-1","3"
"cellid_000002093-1","0"
"cellid_000002094-1","6"
"cellid_000002096-1","7"
"cellid_000002099-1","6"
"cellid_000002106-1","0"
"cellid_000002107-1","3"
"cellid_000002110-1","0"
"cellid_000002112-1","24"
"cellid_000002113-1","14"
"cellid_000002119-1","3"
"cellid_000002122-1","3"
"cellid_000002127-1","3"
"cellid_000002132-1","24"
"cellid_000002134-1","0"
"cellid_000002135-1","4"
"cellid_000002139-1","0"
"cellid_000002144-1","3"
"cellid_000002145-1","0"
"cellid_000002148-1","3"
"cellid_000002150-1","3"
"cellid_000002152-1","24"
"cellid_000002153-1","6"
"cellid_000002154-1","14"
"cellid_000002156-1","3"
"cellid_000002157-1","0"
"cellid_000002158-1","3"
"cellid_000002159-1","4"
"cellid_000002163-1","0"
"cellid_000002164-1","3"
"cellid_000002166-1","0"
"cellid_000002168-1","0"
"cellid_000002170-1","0"
"cellid_000002172-1","0"
"cellid_000002173-1","4"
"cellid_000002176-1","3"
"cellid_000002184-1","0"
"cellid_000002186-1","0"
"cellid_000002187-1","0"
"cellid_000002191-1","3"
"cellid_000002193-1","24"
"cellid_000002200-1","24"
"cellid_000002210-1","4"
"cellid_000002215-1","0"
"cellid_000002217-1","3"
"cellid_000002219-1","3"
"cellid_000002220-1","6"
"cellid_000002224-1","3"
"cellid_000002225-1","0"
"cellid_000002229-1","0"
"cellid_000002231-1","0"
"cellid_000002232-1","24"
"cellid_000002236-1","6"
"cellid_000002240-1","0"
"cellid_000002241-1","3"
"cellid_000002242-1","3"
"cellid_000002243-1","3"
"cellid_000002247-1","5"
"cellid_000002249-1","0"
"cellid_000002250-1","24"
"cellid_000002253-1","25"
"cellid_000002257-1","0"
"cellid_000002263-1","0"
"cellid_000002268-1","3"
"cellid_000002269-1","3"
"cellid_000002270-1","3"
"cellid_000002273-1","0"
"cellid_000002280-1","24"
"cellid_000002283-1","24"
"cellid_000002285-1","3"
"cellid_000002289-1","3"
"cellid_000002291-1","3"
"cellid_000002292-1","3"
"cellid_000002295-1","24"
"cellid_000002299-1","0"
"cellid_000002300-1","24"
"cellid_000002303-1","3"
"cellid_000002309-1","0"
"cellid_000002314-1","7"
"cellid_000002319-1","24"
"cellid_000002320-1","0"
"cellid_000002326-1","24"
"cellid_000002328-1","3"
"cellid_000002335-1","0"
"cellid_000002336-1","24"
"cellid_000002337-1","24"
"cellid_000002340-1","6"
"cellid_000002342-1","0"
"cellid_000002345-1","0"
"cellid_000002350-1","4"
"cellid_000002351-1","0"
"cellid_000002356-1","0"
"cellid_000002358-1","0"
"cellid_000002359-1","3"
"cellid_000002360-1","4"
"cellid_000002362-1","24"
"cellid_000002363-1","5"
"cellid_000002364-1","0"
"cellid_000002366-1","0"
"cellid_000002367-1","0"
"cellid_000002371-1","6"
"cellid_000002375-1","6"
"cellid_000002376-1","3"
"cellid_000002378-1","24"
"cellid_000002383-1","18"
"cellid_000002385-1","6"
"cellid_000002387-1","3"
"cellid_000002391-1","24"
"cellid_000002392-1","0"
"cellid_000002398-1","4"
"cellid_000002400-1","24"
"cellid_000002402-1","0"
"cellid_000002411-1","0"
"cellid_000002414-1","0"
"cellid_000002416-1","0"
"cellid_000002419-1","3"
"cellid_000002427-1","24"
"cellid_000002428-1","3"
"cellid_000002429-1","3"
"cellid_000002432-1","0"
"cellid_000002434-1","24"
"cellid_000002439-1","24"
"cellid_000002440-1","3"
"cellid_000002441-1","3"
"cellid_000002442-1","4"
"cellid_000002445-1","0"
"cellid_000002451-1","24"
"cellid_000002452-1","4"
"cellid_000002456-1","24"
"cellid_000002457-1","4"
"cellid_000002459-1","0"
"cellid_000002466-1","0"
"cellid_000002467-1","24"
"cellid_000002469-1","3"
"cellid_000002470-1","24"
"cellid_000002471-1","6"
"cellid_000002472-1","4"
"cellid_000002475-1","4"
"cellid_000002485-1","0"
"cellid_000002486-1","0"
"cellid_000002487-1","7"
"cellid_000002490-1","3"
"cellid_000002494-1","0"
"cellid_000002495-1","4"
"cellid_000002497-1","4"
"cellid_000002501-1","3"
"cellid_000002503-1","3"
"cellid_000002504-1","24"
"cellid_000002505-1","0"
"cellid_000002509-1","3"
"cellid_000002512-1","0"
"cellid_000002513-1","3"
"cellid_000002516-1","6"
"cellid_000002517-1","4"
"cellid_000002520-1","0"
"cellid_000002521-1","4"
"cellid_000002524-1","24"
"cellid_000002526-1","24"
"cellid_000002529-1","3"
"cellid_000002532-1","24"
"cellid_000002534-1","3"
"cellid_000002537-1","4"
"cellid_000002540-1","24"
"cellid_000002546-1","3"
"cellid_000002547-1","0"
"cellid_000002550-1","3"
"cellid_000002552-1","6"
"cellid_000002555-1","0"
"cellid_000002556-1","4"
"cellid_000002559-1","24"
"cellid_000002563-1","24"
"cellid_000002564-1","3"
"cellid_000002568-1","0"
"cellid_000002575-1","3"
"cellid_000002576-1","3"
"cellid_000002577-1","0"
"cellid_000002581-1","24"
"cellid_000002586-1","4"
"cellid_000002587-1","0"
"cellid_000002590-1","22"
"cellid_000002591-1","3"
"cellid_000002595-1","3"
"cellid_000002604-1","0"
"cellid_000002605-1","24"
"cellid_000002609-1","24"
"cellid_000002610-1","3"
"cellid_000002612-1","0"
"cellid_000002614-1","3"
"cellid_000002618-1","0"
"cellid_000002623-1","3"
"cellid_000002625-1","3"
"cellid_000002626-1","3"
"cellid_000002627-1","4"
"cellid_000002628-1","0"
"cellid_000002631-1","24"
"cellid_000002632-1","0"
"cellid_000002635-1","4"
"cellid_000002639-1","3"
"cellid_000002642-1","3"
"cellid_000002643-1","3"
"cellid_000002645-1","24"
"cellid_000002648-1","24"
"cellid_000002651-1","24"
"cellid_000002656-1","4"
"cellid_000002657-1","24"
"cellid_000002660-1","24"
"cellid_000002663-1","4"
"cellid_000002664-1","6"
"cellid_000002666-1","3"
"cellid_000002667-1","3"
"cellid_000002671-1","0"
"cellid_000002687-1","0"
"cellid_000002691-1","4"
"cellid_000002692-1","0"
"cellid_000002694-1","3"
"cellid_000002698-1","24"
"cellid_000002702-1","0"
"cellid_000002704-1","24"
