"","gene","transcript_length","strongest_cluster","mean_exp_strongest_clust","fold_enrichment","pct_in_cluster_expressing","pct_notin_cluster_expressing","pct_fold_enrichment"
"40","rap1gapl",1989,"16",1.4437256370954,99.5722835362889,0.657142857142857,0.00675734211210257,97.2487179487179
"41","nptx2b",2517,"16",2.01846799178834,37.6686711205464,0.801360544217687,0.030812324929972,26.0077922077922
"42","tac3a",1545,"16",1.83243644466029,28.4783231819489,0.663945578231293,0.0329492621790984,20.1505446350319
"43","nr4a3",3036,"16",2.04585972281575,22.1451039431982,0.825850340136054,0.0487741488347916,16.9321322845302
"44","kcnt1a",3435,"3",1.75972962256081,8.28841742704241,0.758232235701906,0.131262100677638,5.77647494431026
"45","slc32a1",2781,"21",2.55638477858636,3.19695235594974,0.938679245283019,0.318374356038924,2.94835066794217
"46","nrn1la",1566,"4",1.08630629874638,7.92579185639569,0.51019313304721,0.0687462686567164,7.42139381549351
"47","LOC111581034",3668,"4",0.942772065888151,7.84492845165621,0.519849785407725,0.0799402985074627,6.50297528422659
"48","arpp21",1332,"4",1.72024412088218,8.57292425686343,0.771995708154506,0.133940298507463,5.76372993607666
"49","lrrc74b",2196,"15",1.5783305951907,73.0972658540397,0.607764390896921,0.0118150041886934,51.4400487033709
"50","crocc2",6077,"15",2.16197693827551,63.4982592632743,0.753681392235609,0.0191813270936245,39.2924529443073
"51","fsip1",1689,"15",1.32765069471274,42.146519320256,0.500669344042838,0.0187480139815697,26.7051936559799
"52","ttll3",3130,"15",1.93254483207991,42.4562345805781,0.697456492637216,0.0269520755698067,25.8776542396811
"53","gata2b",2867,"19",1.80441917583226,107.234761511218,0.795138888888889,0.0121593652983788,65.3931245074862
"54","tfap2a",918,"19",1.15330590324335,67.793175254807,0.600694444444444,0.0102334138208578,58.6993211610487
"55","gata3",2421,"19",2.31540222272798,28.4177781948212,0.888888888888889,0.0449292859606761,19.7841757304329
"56","hs3st3b1b",2403,"19",1.07871960563473,13.9583904167773,0.522569444444444,0.0503909394043923,10.3703056664765
"57","aplnra",2252,"13",1.27306985826841,383.423558366861,0.617502458210423,0.00244562843916499,252.492344430398
"58","aplnrb",2648,"13",1.59074833638726,328.402156869189,0.713864306784661,0.00337729641598975,211.371528837351
"59","acanb",4850,"13",1.18921693642336,125.155739315863,0.580137659783677,0.00617230034646403,93.9905103801414
"60","phlda2",1963,"13",1.17807091073426,116.289080225486,0.567354965585054,0.00754068768742539,75.2391544515438
"61","LOC111588659",2555,"22",0.778870113049016,125.276089860272,0.535885167464115,0.00434956790476736,123.204230672375
"62","itga11b",2502,"22",0.783547105921855,85.4907761838102,0.576555023923445,0.00646712070050936,89.151733920481
"63","irx1a",2249,"22",0.947124382442468,20.4014622902231,0.686602870813397,0.0302752818634465,22.6786615533506
"64","cplx3b",1671,"22",0.901696751596239,15.0177932435662,0.564593301435407,0.0336805356836262,16.7631924485656
"65","cracr2aa",1821,"23",1.1788437822622,179.469990720948,0.526912181303116,0.00365599383051041,144.122831090652
"66","LOC111583798",2031,"23",1.49138498243736,120.407019288889,0.623229461756374,0.00731198766102082,85.2339323654391
"67","pde9ac",1479,"23",2.4312170640915,160.266194201555,0.847025495750708,0.0102824826483105,82.3755823103557
"68","LOC111573549",4872,"23",1.61245846049293,39.9865119595938,0.662889518413598,0.0234497729285082,28.2684834703757
"69","LOC129347275",611,"2",2.61024148212242,84.4947276870437,0.802899551259924,0.0167246742846583,48.0068871652964
"70","erbb3b",3174,"2",1.36899118948041,87.4943228160993,0.504659993096306,0.0106569747743863,47.3549017221323
"71","cldnk",1167,"2",1.69384813610119,67.9192666613527,0.593717638936831,0.0159546616564512,37.2128003539809
"72","pttg1ipb",1271,"2",1.98107741549314,66.2010339781262,0.670348636520538,0.0188191086333816,35.62063695894
"73","LOC111564876",2775,"6_0",0.981637688143449,4.15797999538115,0.523725834797891,0.15732145423193,3.32901724914005
"74","LOC111571757",2400,"6_3",1.46094131820418,76.6272762120494,0.637795275590551,0.0127706671964129,49.9422047244095
"75","ndnf",2916,"6_3",1.95068412923023,53.1867732018964,0.708661417322835,0.0204614467746971,34.6339838588138
"76","six6a",1683,"6_3",1.25202633619498,38.8545729585928,0.543307086614173,0.0159775236257343,34.0044614760633
"77","LOC118471517",3320,"6_3",1.52312244463801,16.5241393669746,0.598425196850394,0.0523029769844198,11.4415131098303
"78","ptprc",2055,"20",1.54364810106307,30.0718176025365,0.545652173913043,0.0233211093284437,23.3973507103942
"79","antxr2a",1660,"20",1.68323597645612,9.60448751838145,0.558695652173913,0.0861505844602338,6.48510576770145
"80","LOC111562384",629,"7",2.08844642591456,14.9105088101306,0.72029520295203,0.0664824017171925,10.8343739748764
"81","LOC111588392",640,"7",1.742051122347,6.43857246717199,0.656088560885609,0.148196065747302,4.42716584665847
"82","tuft1a",2315,"8",0.949841616716248,11.8137489122496,0.576631259484067,0.0453504082711625,12.715018044297
"83","prkcq",2286,"10",3.72880155704331,41.393523127068,0.98078529657477,0.0494043960546726,19.8521867464871
"84","prdm8b",2605,"8",1.0427472726014,12.3260291740541,0.626707132018209,0.0528109028960818,11.8670027901513
"85","LOC111563456",652,"8",0.922198495486601,12.6547255268146,0.558421851289833,0.0501086764965047,11.1442147415086
"86","LOC111583098",1866,"14",1.63378492087631,21.8948182183641,0.639686684073107,0.046996936239089,13.6112422481927
"87","cygb2",1791,"14",1.42733094135914,13.7950539499461,0.613577023498694,0.0654662119197642,9.3724228958092
"88","tox2",2213,"14",1.17029518865469,4.63723186920792,0.571801566579634,0.15596277241459,3.66626957014866
"89","gpr78b",2223,"10",1.35507094593487,38.4190672809558,0.575605680868839,0.0255509702344367,22.5277426096742
"90","nr4a2a",3077,"10",1.6077145153591,23.4726601093207,0.641604010025063,0.0375215851552668,17.0995976681173
"91","tmcc3",2407,"10",1.40529626575773,23.5850698839654,0.563074352548037,0.0406239939122545,13.8606350169372
"92","LOC111575552",3724,"10",2.15279770828257,16.9790315257483,0.741019214703425,0.0706237012321831,10.4925004180572
"93","susd5",3648,"12",1.99567955643241,186.869823156902,0.769673704414587,0.00626420371773207,122.868562246128
"94","rasal2",4135,"12",1.55385151999634,9.42486994930911,0.5978886756238,0.0957986131344327,6.24109949049881
"95","kcnq5a",1933,"12",1.39120948593767,6.80986897616068,0.524952015355086,0.10701590816386,4.90536429921516
"96","grm2a",2910,"12",1.54330964125606,6.05943967984163,0.641074856046065,0.154973486393567,4.13667441421565
"97","LOC111577964",2914,"18",0.943342944051858,20.2114650345835,0.539087947882736,0.0343021582733813,15.7158608967492
"98","ebf1a",1747,"18",1.35094096768711,12.8915372565465,0.688925081433225,0.0581007194244604,11.8574277265005
"99","LOC111582483",2229,"18",1.42642858550136,11.2668367848495,0.697068403908795,0.0646906474820144,10.7754123824869
"100","LOC111586849",3063,"18",1.17739716733435,10.6119741209816,0.607491856677524,0.0647482014388489,9.38237423090843
"101","slco2b1",1767,"11",1.65990774418589,168.159474101721,0.592300962379703,0.00599047368574852,98.8738108955893
"102","itgb2",2139,"11",1.29683640812615,84.2109048442734,0.503937007874016,0.00739312118289939,68.1629578911332
"103","LOC111581578",4274,"11",1.81675416486579,104.316927116401,0.646544181977253,0.00864965956576371,74.7479339575796
"104","zgc:64051",1580,"11",1.46690821627715,89.3439973492097,0.563429571303587,0.00806522310861752,69.8591426071741
"105","LOC111578115",5819,"24",1.12665801596228,17.5251146236938,0.630434782608696,0.040208892186519,15.6789891072916
"106","kcnq1.1",1621,"24",1.03204945049775,12.7993498147256,0.540372670807453,0.0495405513383939,10.9076838308956
"107","LOC111563624",1944,"24",0.857087972642611,9.04160158228592,0.521739130434783,0.0609839621026197,8.55534984028809
"108","LOC111584963",4359,"24",1.74703791469347,5.70629539097099,0.807453416149068,0.160607271274471,5.02750224035104
"109","LOC111585833",2423,"25",0.996833521669555,101.888383476426,0.592039800995025,0.00528965105366436,111.924169475205
"110","LOC111585303",2342,"25",1.71218067246674,78.7326429207872,0.766169154228856,0.0113755936637943,67.3520149253731
"111","LOC111570746",1409,"25",0.892841252959873,93.4788099034153,0.507462686567164,0.00750789181810426,67.5905698778833
"112","sv2ca",2309,"25",1.45726626915972,44.3952304124846,0.721393034825871,0.0224099195176748,32.1907909690128
"113","LOC111581922",1759,"21",1.00824477491878,50.0782432195948,0.52122641509434,0.0105037206639954,49.6230270937227
"114","lhx6a",1846,"21",1.56754772909725,19.9961143475904,0.716981132075472,0.0444476244991414,16.1309212844282
"115","gad1a",2528,"21",1.18502140890734,5.45009099481129,0.554245283018868,0.121007441327991,4.58025784973492
"116","tacr1a",1536,"21",1.06979595512868,4.68930409061701,0.511792452830189,0.124470520892959,4.11175633522345
"117","itga3b",3144,"6_2",0.999684184601191,14.4364349252185,0.526881720430108,0.0472851646002565,11.1426432557506
"118","LOC111585784",2753,"6_2",1.31287954330936,17.0808457522178,0.548387096774194,0.0494513324782671,11.0894301385145
"119","LOC111583368",1297,"6_2",1.12145578734893,11.1858215601278,0.587813620071685,0.0579164885278609,10.1493311319956
"120","creb3l1",2776,"6_2",1.14280536687096,11.1736932738766,0.555555555555556,0.0718825708992447,7.72865450700502
"121","LOC111582477",3338,"6_1",1.13450796837349,6.25285382668371,0.517241379310345,0.0943131758109732,5.48429606852625
"122","galr1a",2253,"6_1",1.21664515579024,6.40055146383362,0.576354679802956,0.115481434864695,4.99088602837546
"123","LOC111569694",3351,"6_2",1.86979934159131,4.60878092572056,0.745519713261649,0.236824853926179,3.14797919602659
"124","cenpp",1470,"26",2.12509791317904,79.2829542862342,0.712121212121212,0.0144200804578163,49.3839971423468
"125","LOC111562582",2439,"26",1.62894702962379,85.4240067379949,0.590909090909091,0.0131735509094,44.8557184750733
"126","slc20a1b",3029,"26",1.27153794489336,4.74182807541114,0.515151515151515,0.171369482690237,3.00608665594614
"127","zfhx4",12522,"6_3",2.29229423927455,3.89304337966427,0.834645669291339,0.271220591991373,3.07736836337961
"128","zfhx3b",12729,"6_3",3.42002048287977,4.62674093213607,0.984251968503937,0.302608054034112,3.25256368884678
"129","hmx3a",2112,"6_1",0.504041562905219,35.3736670872627,0.302955665024631,0.00886778419818067,34.1636262513904
"130","hmx3b",1757,"6_0",0.309916772307242,39.8673854630043,0.186291739894552,0.00494323897111654,37.6861691257612
"131","ar",Inf,"6_0",0.742316915489063,27.4913246082783,0.37609841827768,0.0175887340135077,21.3829157908037
"132","esr2a",Inf,"6_0",0.36169503652714,16.3346262287782,0.175746924428823,0.0135076878861905,13.0108813521295
"133","esr2b",1914,"6_0",0.78002622867778,5.97101011326524,0.390158172231986,0.0873401350768789,4.46711207726619
"134","cckbrb",2234,"6_3",0.428358726188682,10.9403901350453,0.220472440944882,0.0290603626869484,7.58670644685039
"135","tacr3a",1149,"6_0",0.248212108425512,6.39145952902113,0.149384885764499,0.0267279781577813,5.58908290341478
"136","pgr",2978,"6_0",0.316035161922939,79.4133977144496,0.166959578207381,0.00255783876993821,65.2736912778184
"137","nfixa",1500,"4",2.99296651636095,3.68379645124248,0.966201716738197,0.320328358208955,3.01628529593976
"138","znf536",5024,"7",3.12766266561408,6.144911490369,0.938745387453875,0.226234232115028,4.14944006783452
"139","chrdl2",2363,"9",0.0880941805544233,32.2499181895268,0.0356037151702786,0.00181967598027706,19.5659642464796
"140","wnk1b",1512,"2",2.69837304559362,3.97016424785739,0.829823955816362,0.382172667631749,2.1713325575024
