fishID,cohort,tank,status,status2,publication,dead,week_brdu,week_sack,week_sack2,week_sack_c,length_initial_cm,mass_initial_g,length_dosing_cm,mass_dosing_g,brdu_dose_ug,brdu_volume_uL,length_sack_cm,mass_sack_g,brain_mass_mg,egg_behavior_by,egg_nest_entrances,egg_nesttime_sec,egg_nips,egg_fans,egg_wiggles,egg_care_sum,egg_trialtime_sec,egg_nesttime_sec_5min,egg_nips_5min,egg_fans_5min,egg_wiggles_5min,egg_care_sum_5min,eggs_pre,eggs_post,eggs_lost,male1_behavior_by,male1_ID,male1_length_cm,male1_mass_g,male1_clashes,male1_lunges_bysubject,male1_chases_bysubject,male1_quivers_bysubject,male1_flees_bysubject,male1_trembles_bysubject,male1_lunges_bystimulus,male1_chases_bystimulus,male1_quivers_bystimulus,male1_flees_bystimulus,male1_trembles_bystimulus,male2_grader,male2_ID,male2_length_cm,male2_mass_g,male2_clashes,male2_lunges_bysubject,male2_chases_bysubject,male2_quivers_bysubject,male2_flees_bysubject,male2_trembles_bysubject,male2_lunges_bystimulus,male2_chases_bystimulus,male2_quivers_bystimulus,male2_flees_bystimulus,male2_trembles_bystimulus,female1_grader,female1_ID,female1_length_cm,female1_mass_g,female1_clashes,female1_lunges_bysubject,female1_chases_bysubject,female1_quivers_bysubject,female1_flees_bysubject,female1_trembles_bysubject,female1_lunges_bystimulus,female1_chases_bystimulus,female1_quivers_bystimulus,female1_flees_bystimulus,female1_trembles_bystimulus,female2_grader,female2_ID,female2_length_cm,female2_mass_g,female2_clashes,female2_lunges_bysubject,female2_chases_bysubject,female2_quivers_bysubject,female2_flees_bysubject,female2_trembles_bysubject,female2_lunges_bystimulus,female2_chases_bystimulus,female2_quivers_bystimulus,female2_flees_bystimulus,female2_trembles_bystimulus,estradiol_pg_mL,androgen_pg_mL,testicular_prop,testicular_pct,testicular_area,ovarian_area,vit_area,nonvit_area,gonad_area_px,gonad_area_mm2,gonad_vol_mm3,gonad_norm,testes_norm,poa_counts_by,poa_vol_by,poa_post_brdu_avg,poa_mid_brdu_avg,poa_ant_brdu_avg,poa_post_brdu_total,poa_mid_brdu_total,poa_ant_brdu_total,poa_full_brdu_total,poa_post_sections_total,poa_mid_sections_total,poa_ant_sections_total,poa_post_sections_absent,poa_mid_sections_absent,poa_ant_sections_absent,poa_post_sections_present,poa_mid_sections_present,poa_ant_sections_present,poa_post_vol_mm3,poa_mid_vol_mm3,poa_ant_vol_mm3,poa_full_vol_mm3,poa_post_density,poa_mid_density,poa_ant_density,poa_full_density
A21F,control,A21_C,female,female,present,n,control,control,control,,,,8,10.2,1000,100,8,10.8,41.9,abby,9,195.961,85,0,0,85,600,189.655,85,0,0,85,649,516,133,Joanne,T13M,5.3,2.77,0,0,0,0,0,0,0,0,0,0,0,Joanne,T01M,6.1,4.57,0,0,0,0,1,0,2,0,0,0,0,Joanne,T02F,8.1,12.2,7,26,18,0,0,0,0,0,0,19,0,Joanne,A24F,7.5,8.48,0,0,0,0,0,0,8,0,0,0,0,331.68,,0,0,0,44175433,18119528,26055905,,,,,,sarah,coltan,4.333333333,7.428571429,29.25,69.33333333,104,526.5,699.8333333,8,7,9,2,0,1,6,7,8,0.021523325,0.02814943,0.043464421,0.093137177,3221.311387,3694.568599,12113.35581,7514.006312
A21M,control,A21_C,male,male,present,n,control,control,control,,,,6.2,4.7,450,45,6,5.3,27.3,abby,14,445.815,6,0,0,6,600,149.885,6,0,0,6,649,516,133,Joanne,T01M,6.1,4.57,0,0,0,0,0,0,0,0,0,0,0,Joanne,T13M,5.3,2.77,30,0,0,0,0,0,0,0,0,0,0,Joanne,A24F,7.5,8.48,0,0,0,0,0,0,32,0,0,0,0,Joanne,T02F,8.1,12.2,0,0,0,0,0,0,0,0,0,0,0,360.48,501.93,0.611631939,61.16319394,28125036,17858560,,,2730536,70.8683983,2.834735932,0.534855836,32.71349124,sarah,coltan,5,13.8,47.57142857,60,138,666,864,6,5,7,2,0,0,4,5,7,0.012680926,0.016303412,0.029701944,0.058686281,4731.515757,8464.486036,22422.77466,14722.3504
B11D,cohort_1,B11,dominant,dominant,present,n,week_18,week_22,week_22,22,5.8,3.62,5.9,4.2,400,40,5.9,4.2,33.2,abby,15,405.496,76,0,30,106,600,190.716,21,0,12,33,774,809,-35,Sarah,B13M,6,4.3,0,0,0,0,0,0,0,0,0,0,0,Sarah,A25M,5,2.5,0,12,0,1,0,0,1,0,2,0,0,Sarah,D14F,6.5,5.8,0,6,0,0,0,0,7,0,0,0,0,Sarah,C23F,7,7.7,0,0,0,0,0,0,1,0,0,0,0,338.01,43.53,0.158480865,15.84808654,9233306,49028024,,,2790590,72.42704129,2.897081652,0.689781346,10.93171446,sarah,coltan,2,2.75,8.666666667,32,38.5,121.3333333,191.8333333,8,7,7,2,3,1,6,4,6,0.017180192,0.019530329,0.027825215,0.064535735,1862.610185,1971.293003,4360.55328,2972.513324
B11D_2,cohort_2,B11_2,dominant,dominant,present,y,week_14,week_18,week_18,18,5.4,3.4,5.9,4.65,450,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B11S,cohort_1,B11,subordinate,subordinate,present,n,week_18,week_22,week_22,22,5,2.31,5,2.4,250,25,5,2.4,26.4,abby,1,1.754,0,0,0,0,600,1.754,0,0,0,0,774,809,-35,Sarah,A25M,5,2.5,0,0,0,1,0,0,0,0,12,0,0,Sarah,B13M,6,4.3,0,0,0,0,0,0,0,0,0,0,0,Sarah,C23F,7,7.7,0,0,0,0,0,0,0,0,0,0,0,Sarah,D14F,6.5,5.8,0,1,1,0,1,3,21,0,0,0,0,147.78,55.89,0.439615554,43.96155536,11433702,14574709,,,1853772,48.11284395,1.924513758,0.801880732,35.25192421,sarah,coltan,1.857142857,5,12.6,26,60,201.6,287.6,7,6,8,0,0,3,7,6,5,0.012511347,0.019115934,0.033827064,0.065454346,2078.113492,3138.742789,5959.724979,4393.902294
B11S_2,cohort_2,B11_2,subordinate,subordinate,present,y,week_14,week_18,week_18,18,4.7,2.4,4.7,2.34,200,20,4.9,2.4,24.3,abby,15,153.244,38,0,0,38,600,127.746,36,0,0,36,1163,1126,37,Coltan,T13M,5.3,2.9,3,2,0,4,0,0,0,0,8,0,0,Coltan,T18M,6,3.7,1,0,0,2,0,0,1,0,7,0,0,Coltan,A24F,7.6,8.2,0,0,0,0,0,0,0,0,0,0,0,Coltan,T19F,7.4,8.4,0,0,0,0,0,2,0,0,0,0,0,419.88,257.37,0.560386566,56.03865663,5976451,4688421,,,1499860,38.92740322,1.557096129,0.648790054,36.35732304,sarah,coltan,3.571428571,6.714285714,11.375,57.14285714,94,204.75,355.8928571,8,7,9,1,0,1,7,7,8,0.01203904,0.021080799,0.036719753,0.069839592,4746.462837,4459.034075,5576.017846,5095.861031
B12D,cohort_1,B12,dominant,dominant,present,n,week_14,week_18,week_18,18,5.2,2.79,,2.91,250,25,5.4,3,29.4,abby,17,502.216,60,2,9,71,600,259.966,29,2,6,37,566,556,10,Joanne,B24M,5.8,3.2,2,12,0,0,0,0,0,0,0,0,0,Joanne,D16M,5.3,2.7,2,15,16,0,0,0,0,0,0,14,0,Sarah,D14F,6.5,6.2,0,7,0,0,0,0,4,0,0,0,0,Sarah,C25F,7.7,8.8,0,4,0,0,2,0,5,0,0,1,0,339.27,335.73,0.360430284,36.04302839,19078507,33854079,,,2176412,56.48665042,2.259466017,0.753155339,27.14599926,sarah,coltan,7.714285714,8.333333333,15.71428571,108,100,282.8571429,490.8571429,7,6,9,0,0,2,7,6,7,0.017169364,0.021969621,0.03198101,0.071119995,6290.27385,4551.739778,8844.534353,6901.816291
B12D_2,cohort_2,B12_2,dominant,dominant,present,n,week_14,week_18,week_18,18,5.8,3.2,6.1,4.54,450,45,5.9,4.6,33.8,abby,22,524.321,211,0,0,211,600,245.252,83,0,0,83,1259,1163,96,Coltan,A24M,5.2,3,0,47,0,1,0,0,0,0,0,0,0,Coltan,T03M,5.9,3.8,4,92,0,2,0,0,2,0,0,2,1,Coltan,T12F,6.8,6.3,5,2,0,1,2,0,18,1,0,0,0,Coltan,A25F,7.6,8,0,0,0,0,0,0,3,0,0,0,0,376.74,329.88,0.020571244,2.057124427,796891,37941213,,,4403138,114.2791516,4.571166065,0.993731753,2.044229864,sarah,coltan,4.142857143,7.571428571,17,58,106,306,470,7,7,9,0,0,0,7,7,9,0.013298299,0.031442415,0.053966839,0.098707553,4361.460096,3371.242279,5670.148692,4761.540387
B12S,cohort_1,B12,subordinate,subordinate,present,n,week_14,week_18,week_18,18,4.6,2.01,,2.27,200,20,4.7,2.2,27.1,abby,12,477.759,39,0,3,42,600,246.717,17,0,2,19,566,556,10,Joanne,D16M,5.3,2.7,0,0,0,0,0,0,0,0,0,0,0,Joanne,B24M,5.8,3.2,0,0,0,0,0,0,0,0,0,0,0,Sarah,C25F,7.7,8.8,0,7,0,0,0,0,3,0,1,0,0,Sarah,D14F,6.5,6.2,0,0,0,0,0,3,5,0,0,0,0,135.51,178.38,0.474216685,47.42166847,12707796,14089650,,,992770,25.76637692,1.030655077,0.46847958,22.21608335,sarah,coltan,1.571428571,4.875,14.75,28.28571429,78,265.5,371.7857143,9,8,9,2,0,1,7,8,8,0.016349694,0.024263988,0.032743938,0.073357621,1730.045459,3214.640521,8108.371062,5068.12668
B12S_2,cohort_2,B12_2,subordinate,subordinate,present,n,week_14,week_18,week_18,18,5,2.8,4.9,2.67,250,25,4.8,2.7,23.1,abby,21,175.001,8,0,0,8,600,64.751,5,0,0,5,1259,1163,96,Coltan,T03M,5.9,3.8,0,0,0,0,0,0,0,0,4,0,0,Coltan,A24M,5.2,3,1,4,0,10,0,0,1,0,0,0,0,Coltan,A25F,7.6,8,0,0,0,0,0,4,4,0,0,0,0,Coltan,T12F,6.8,6.3,0,0,0,0,0,1,1,0,0,0,0,376.68,202.26,0.207894738,20.78947383,3381231,12882918,,,1885032,48.92416675,1.95696667,0.72480247,15.06826199,sarah,coltan,6.166666667,12,19.6,74,144,274.4,492.4,6,6,7,0,1,2,6,5,5,0.010323724,0.022052908,0.033194709,0.065571341,7167.956254,6529.751021,8266.37774,7509.378276
B13D,cohort_1,B13,dominant,dominant,present,n,week_06,week_10,week_10,10,5.4,2.71,,3.03,300,30,5.5,2.95,31.7,abby,12,322.87,138,0,0,138,600,252.578,122,0,0,122,839,483,356,Joanne,B23M,5.6,2.99,0,0,0,0,0,0,0,0,0,0,0,Joanne,C23M,5.3,2.74,0,0,0,0,0,0,0,0,0,0,0,Sarah,D14F,6.7,5.99,0,40,1,0,2,0,10,1,1,0,0,Sarah,D15F,7.4,8.38,0,3,0,0,0,0,10,0,6,0,0,170.01,125.28,0.035194293,3.519429338,1729767,47419309,,,1352874,35.11252497,1.404500999,0.476102034,1.675607465,sarah,coltan,8.333333333,18.83333333,43.83333333,133.3333333,226,613.6666667,973,8,6,7,2,0,1,6,6,6,0.018916646,0.028273927,0.038188291,0.085378864,7048.466029,7993.229958,16069.49785,11396.26315
B13D_2,cohort_2,B13_2,dominant,dominant,present,n,week_02,week_06,week_06,6,6,5.1,6,5,500,50,6.1,6.9,34.4,abby,14,527.458,156,29,2,187,600,267.802,77,16,2,95,837,847,-10,Coltan,T20M,5.7,4.32,0,1,0,6,0,0,0,0,1,0,1,Coltan,C14M,5.3,3.57,6,1,0,12,0,0,4,0,9,0,0,Coltan,A22F,7.5,9.26,1,1,0,0,0,2,3,0,0,0,0,Coltan,T13F,7.8,11.29,0,0,0,0,0,0,0,0,0,0,0,395.73,709.86,0.175630792,17.56307918,1744038,8186100,,,2157860,56.00515135,2.240206054,0.324667544,5.702161785,sarah,coltan,4.166666667,6.2,27.16666667,58.33333333,99.2,434.6666667,592.2,7,8,8,1,3,2,6,5,6,0.018056548,0.027037586,0.038578102,0.083672236,3230.591704,3668.966573,11267.18637,7077.616514
B13S,cohort_1,B13,subordinate,subordinate,present,n,week_06,week_10,week_10,10,4.8,2.09,,2,200,20,4.8,1.99,21.7,abby,11,59.249,0,0,0,0,600,16.751,0,0,0,0,839,483,356,Joanne,C23M,5.3,2.74,0,0,0,0,0,0,0,0,0,0,0,Joanne,B23M,5.6,2.99,1,0,0,0,0,0,0,0,0,0,0,Sarah,D15F,7.4,8.38,0,4,0,2,0,1,0,0,6,0,0,Sarah,D14F,6.7,5.99,0,1,0,0,0,0,3,0,0,0,0,170.1,91.17,0.656475516,65.64755161,25031160,13098457,,,607550,15.7683676,0.630734704,0.316952113,20.80713017,sarah,coltan,5.142857143,15.8,25,72,221.2,350,643.2,7,7,7,0,2,2,7,5,5,0.014363538,0.029844979,0.036538428,0.080746945,5012.692388,7411.631892,9578.956243,7965.626398
B13S_2,cohort_2,B13_2,subordinate,subordinate,present,n,week_02,week_06,week_06,6,5.2,2.7,5.2,2.3,200,20,5.1,2.9,23.6,abby,1,1.835,0,0,0,0,600,1.835,0,0,0,0,837,847,-10,Coltan,C14M,5.3,3.57,0,0,0,2,0,0,0,0,0,0,0,Coltan,T20M,5.7,4.32,0,0,0,5,0,0,0,0,9,0,0,Coltan,T13F,7.8,11.29,0,0,0,0,0,0,0,0,0,0,0,Coltan,A22F,7.5,9.26,0,0,0,0,0,1,2,0,0,0,0,391.92,77.01,0.405530878,40.55308777,6322125,9267625,,,1841896,47.80461395,1.912184558,0.659373986,26.73965111,sarah,coltan,0.6,6.25,12.8,6,50,128,184,5,4,5,0,0,0,5,4,5,0.012348468,0.01431476,0.021322581,0.047985809,485.8902382,3492.898127,6003.025754,3834.466989
B14D,cohort_1,B14,dominant,dominant,present,n,week_18,week_22,week_22,22,5.5,3,5.7,3.8,400,40,5.7,3.7,32.5,abby,28,393.976,47,0,7,54,600,210.947,26,0,2,28,809,774,35,Joanne,C25M,5,3.3,15,9,0,0,0,0,0,0,0,0,0,Joanne,B24M,5.8,3.3,4,27,0,0,0,0,1,0,0,0,0,Sarah,D16F,7,7.5,6,24,0,4,0,1,6,0,7,0,1,Sarah,D15F,7.8,8.9,0,0,0,0,0,0,0,0,0,0,0,236.85,490.95,0.040060925,4.006092528,2278225,54590781,,,1952674,50.67974888,2.027189955,0.547889177,2.194894738,sarah,coltan,8.666666667,15.5,37.28571429,104,186,522,812,6,6,7,0,0,0,6,6,7,0.016473205,0.02474662,0.035172031,0.076391855,6313.282868,7516.177943,14841.33814,10629.40541
B14F,control,B14_C,female,female,present,n,control,control,control,,,,7.1,7.2,700,70,7.2,8.2,32.8,abby,25,286.589,52,0,2,54,600,120.721,20,0,1,21,696,532,164,Sarah,T03M,5.7,4.11,0,22,0,9,0,0,2,0,4,0,0,Sarah,A25M,5.3,3.38,0,7,0,6,0,0,0,0,1,0,0,Sarah,A25F,7.6,8.23,1,36,0,4,0,0,22,0,0,0,0,Sarah,B21F,7.3,8.91,107,82,0,0,0,0,65,0,0,0,0,508.53,89.07,0,0,0,55981574,33049663,22931911,,,,,0,sarah,coltan,2,11.25,22.8,16,112.5,228,356.5,4,5,5,1,1,0,3,4,5,0.01391465,0.023107275,0.023375903,0.060397828,1149.867253,4868.596531,9753.633761,5902.530113
B14M,control,B14_C,male,male,present,n,control,control,control,,,,5.3,2.7,250,25,5.2,3,21.4,abby,19,368.702,130,1,5,136,600,219.053,75,1,2,78,696,532,164,Sarah,A25M,5.3,3.38,0,2,0,10,0,0,2,0,0,0,0,Sarah,T03M,5.7,4.11,0,0,0,1,5,0,7,3,4,0,0,Sarah,B21F,7.3,8.91,0,0,0,0,0,0,1,0,0,0,0,Sarah,A25F,7.6,8.23,0,6,0,6,0,1,17,0,3,0,0,315.27,230.85,0.664585065,66.45850655,39563052,19967404,,,4939166,128.1912355,5.127649419,1.709216473,113.5919742,sarah,coltan,1.666666667,8.8,14.25,23.33333333,123.2,256.5,403.0333333,7,7,9,1,2,1,6,5,8,0.012941241,0.024555331,0.039000521,0.076497092,1803.021375,5017.240453,6576.8353,5268.609858
B14S,cohort_1,B14,subordinate,subordinate,present,n,week_18,week_22,week_22,22,4.9,2.07,4.8,2,200,20,4.8,2,21.3,abby,37,327.748,29,0,2,31,600,199.991,25,0,1,26,809,774,35,Joanne ,B24M,5.8,3.3,0,0,0,0,0,0,0,0,0,0,0,Joanne ,C25M,5,3.3,2,0,0,0,0,0,0,0,0,0,0,Sarah,D15F,7.8,8.9,0,2,0,2,0,0,3,0,6,0,0,Sarah,D16F,7,7.5,0,0,0,0,0,0,0,0,7,0,0,729.57,68.04,0.358633349,35.86333494,12963562,23183556,,,980482,25.44745387,1.017898155,0.508949077,18.25261123,sarah,coltan,6,6.333333333,20.33333333,72,76,244,392,6,6,6,1,0,3,5,6,3,0.012096197,0.020859124,0.028874788,0.061830109,5952.283909,3643.48951,8450.278504,6339.95321
B15D,cohort_1,B15,dominant,newfemale,present,n,week_14,week_18,changed,18,5.5,3.02,,4.43,400,40,6,4.3,34.5,abby,13,421.434,84,0,13,97,600,234.185,60,0,5,65,556,581,-25,Joanne,C12M,5.6,3.8,6,8,0,0,0,0,0,0,0,0,0,Joanne,B23M,5.6,3,0,18,0,0,0,0,0,0,0,0,0,Sarah,A22F,7.4,8.8,1,5,0,3,1,0,83,0,2,0,0,Sarah,B23F,6.8,6.7,0,2,0,3,1,0,6,0,2,0,0,934.74,76.02,0,0,0,11911467,3659005,8252462,,,,,0,sarah,coltan,6.428571429,14.28571429,24.77777778,90,200,446,736,7,7,9,0,0,0,7,7,9,0.017854689,0.025503994,0.042176998,0.085535681,5040.69274,7841.908898,10574.48416,8604.596216
B15D_2,cohort_2,B15_2,dominant,dominant,present,n,week_18,week_22,week_22,22,5.5,3.3,6.4,4.9,450,45,6.3,4.84,32.9,abby,14,550.809,227,0,2,229,600,272.497,129,0,0,129,757,601,156,Coltan,C14M,5.5,3.55,2,8,0,2,0,0,0,0,1,0,3,Coltan,T20M,5.6,3.83,3,10,0,3,0,0,0,0,1,0,1,Coltan,T03F,7.6,9.12,0,0,0,0,0,0,7,0,2,0,0,Coltan,T13F,7.8,10.5,0,0,0,0,0,2,0,0,0,0,0,351.66,1310.25,0.219222376,21.9222376,9837256,34218817,,,5590170,145.0874093,5.80349637,1.199069498,26.28628644,sarah,coltan,6.833333333,14,30.5,95.66666667,196,610,901.6666667,7,7,10,1,2,2,6,5,8,0.016728594,0.026709342,0.034096532,0.077534469,5718.751162,7338.256362,17890.38231,11629.23643
B15S,cohort_1,B15,subordinate,newmale,present,n,week_14,week_18,changed,18,4.9,2.1,,2.56,250,25,5,2.3,24.6,abby,17,480.859,125,0,1,126,600,255.573,60,0,0,60,556,581,-25,Joanne,B23M,5.6,3,0,0,0,0,0,0,0,0,0,0,0,Joanne,C12M,5.6,3.8,0,0,0,0,0,0,0,0,0,0,0,Sarah,B23F,6.8,6.7,0,0,0,0,0,0,2,0,0,0,0,Sarah,A22F,7.4,8.8,0,0,0,0,0,0,16,0,0,0,0,210.87,1709.67,0.34539636,34.539636,4066246,7706449,,,1631536,42.34492535,1.693797014,0.736433484,25.43614449,sarah,coltan,4.666666667,8.6,21.375,56,103.2,342,501.2,6,6,8,0,1,0,6,5,8,0.015049932,0.022802691,0.030631713,0.068484336,3720.94706,4525.781595,11164.89977,7318.461885
B15S_2,cohort_2,B15_2,subordinate,subordinate,present,n,week_18,week_22,week_22,22,4.8,2.1,4.7,2.1,200,20,4.7,1.99,21.5,abby,20,110.002,0,0,0,0,600,50.002,0,0,0,0,757,601,156,Coltan,T20M,5.6,3.83,0,0,0,0,0,4,2,0,2,0,0,Coltan,C14M,5.5,3.55,0,0,0,0,0,1,1,0,0,0,0,Coltan,T13F,7.8,10.5,0,0,0,0,0,0,0,0,0,0,0,Coltan,T03F,7.6,9.12,0,0,0,0,0,0,0,0,0,0,0,376.5,258.3,0.067043946,6.704394645,2615938,36599464,,,1409478,36.58162658,1.463265063,0.735309077,4.929802238,sarah,coltan,2.6,11,17.83333333,26,132,249.6666667,407.6666667,5,6,7,0,1,1,5,5,6,0.009873032,0.017628191,0.024925275,0.052426498,2633.43625,7488.005852,10016.60625,7775.965963
B21D,cohort_1,B21,dominant,dominant,present,n,week_22,week_26,week_26,26,5.2,2.72,5.8,4,400,40,5.9,4.2,30,abby,5,585.324,133,13,5,151,600,295.706,56,6,3,65,931,905,26,Sarah,C22M,7.3,6.8,0,12,0,3,0,0,0,0,0,0,0,Sarah,D17M,6,4.2,1,43,1,1,0,0,26,0,2,9,0,Sarah,C11F,7,7.1,0,0,0,0,0,0,0,0,0,0,0,Sarah,B24F,7.4,8.7,0,8,0,0,1,1,3,0,0,0,0,309.51,51.93,0.52729519,52.72951903,5788664,5189369,,,1437772,37.31596974,1.49263879,0.355390188,18.73955368,sarah,coltan,4.5,21.4,36,72,385.2,648,1105.2,8,9,9,2,4,5,6,5,4,0.009195466,0.026346845,0.029224705,0.064767016,7829.94569,14620.34635,22173.02121,17064.24148
B21D_2,cohort_2,B21_2,dominant,dominant,present,n,week_06,week_10,week_10,10,5.7,3.4,5.9,4,400,40,6,3.9,31.6,abby,27,261.078,71,0,0,71,600,41.996,38,0,0,38,1184,1144,40,Coltan,A25M,5.3,3.4,4,6,0,8,0,0,0,0,0,0,0,Coltan,T01M,6.1,4.5,1,7,0,10,0,0,0,0,0,0,0,Coltan,B21F,7.4,9.1,5,2,0,0,0,2,0,0,0,0,0,Coltan,T02F,8.2,11.8,0,0,0,0,0,7,15,0,0,0,0,352.59,575.43,0.296664145,29.66641453,16368570,38806854,,,3327782,86.36933563,3.454773425,0.88583934,26.27967706,sarah,coltan,6.833333333,7.166666667,21.57142857,95.66666667,86,302,483.6666667,7,6,7,1,0,0,6,6,7,0.019796052,0.020799175,0.032482851,0.073078077,4832.613491,4134.779428,9297.213491,6618.491941
B21S,cohort_1,B21,subordinate,subordinate,present,n,week_22,week_26,week_26,26,4.6,1.7,4.7,2,200,20,4.8,1.6,24.9,abby,8,521.261,91,0,12,103,600,298.206,60,0,9,69,931,905,26,Sarah,D17M,6,4.2,0,2,0,1,0,0,4,0,10,0,0,Sarah,C22M,7.3,6.8,0,2,0,2,0,0,0,0,0,0,0,Sarah,B24F,7.4,8.7,0,1,0,1,0,0,0,0,0,0,0,Sarah,C11F,7,7.1,0,0,0,0,0,0,0,0,0,0,0,134.34,170.88,0.405859344,40.58593441,5220919,7642944,,,2434784,63.19244364,2.527697746,1.579811091,64.11810932,sarah,coltan,6,26.4,23,108,422.4,414,944.4,9,8,9,5,3,2,4,5,7,0.015828076,0.023117816,0.032023842,0.070969735,6823.31811,18271.62184,12927.86792,13307.08086
B21S_2,cohort_2,B21_2,subordinate,subordinate,present,n,week_06,week_10,week_10,10,5,2.4,5.2,2.7,250,25,5.2,2.6,25.4,abby,24,206.745,2,0,0,2,600,96.427,1,0,0,1,1184,1144,40,Coltan,T01M,6.1,4.5,0,0,0,0,0,0,0,0,1,0,0,Coltan,A25M,5.3,3.4,0,0,0,0,0,0,0,0,0,0,0,Coltan,T02F,8.2,11.8,0,0,0,0,0,8,7,0,0,0,0,Coltan,B21F,7.4,9.1,0,0,0,0,0,0,0,0,0,0,0,350.1,160.74,0.494170238,49.41702383,6031412,6173718,,,2699304,70.05780221,2.802312088,1.077812342,53.26227817,sarah,coltan,3.5,8,10.42857143,42,112,166.8571429,320.8571429,6,7,8,0,0,1,6,7,7,0.012491485,0.022404776,0.030908324,0.065804585,3362.290338,4998.934187,5398.453209,4875.908583
