"","gene","f_m_estimate","f_m_p.value","d_m_estimate","d_m_p.value","d_f_estimate","d_f_p.value","av_p.value","warning","singular","error_msg","av_q.value","cluster"
"4166","LOC111582009",21.0056877035071,0.999795658931344,-170.637925918923,0.999987169228842,-191.643613622431,0.99998558931845,0.999999967042384,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4167","LOC118471642",-0.807075122648212,0.57435213481908,-33.1008514313782,0.999997477916951,-32.29377630873,0.999997539411154,0.854082644632959,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4168","dag1",-0.24968244133534,0.527904737155242,-0.58064402857686,0.212972072901124,-0.33096158724152,0.420081221541575,0.459162375940647,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4169","LOC129348984",-0.857013706512551,0.549691375219117,-33.0184980990666,0.999997471317108,-32.1614843925541,0.999997536950496,0.836160102601623,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4170","LOC129348921",16.7171368560355,0.998606707994919,-107.737259682752,0.999991898677555,-124.454396538788,0.99999064162566,0.999998475266738,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4171","LOC111567141",-0.141863699357241,0.71075530869903,0.0257864887305303,0.950854661979411,0.167650188087771,0.635430628190722,0.873058435711113,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4172","rbm15b",-90.9743936852916,0.999990632796058,0.820879906159995,0.490835045833905,91.7952735914516,0.999990548273929,0.788717078656232,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4173","manf",32.4953578946857,0.999997526149635,32.3573186495369,0.999997536658472,-0.138039245148732,0.911178192125885,0.993769505236994,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4174","oser1",-0.141445651501039,0.87362475354749,0.0950384981815962,0.919899202901934,0.236484149682635,0.766519561470851,0.955615169957765,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4175","sdc4",-0.951367287959793,0.285062728273074,-0.743423285626397,0.448896087634374,0.207944002333396,0.833677385167746,0.537267011583715,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4176","LOC111564478",-0.417157778444101,0.54156251095481,-0.959509962750162,0.28633295861162,-0.542352184306061,0.520018074699712,0.56130966557464,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4177","fam83c",-0.798219650170985,0.578056957946837,-0.253581237998162,0.860383279557973,0.544638412172823,0.702683634217306,0.850134105928095,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4178","mmp24",-0.129349541448116,0.674858310749958,-0.278011014923416,0.428574371088607,-0.1486614734753,0.621938903273464,0.729784720010794,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4179","LOC111568916",35.3984827661386,0.999997656711997,35.9446484444268,0.999997620557242,0.546165678288283,0.703722019899042,0.930271235153569,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4180","eif6",-0.445651872918081,0.632889506086278,-0.989798671918242,0.425261800783122,-0.544146799000161,0.642173974313166,0.721207488308011,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4181","map1lc3a",0.0371357148880357,0.958760531339795,-0.267453788315997,0.751647896269249,-0.304589503204033,0.669483490094409,0.909894199932,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4182","dynlrb1",-1.16052823776258,0.148428431403666,0.255592420307503,0.70488346252608,1.41612065807008,0.0534693857445647,0.147164384182854,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4183","ssuh2.1",20.0424766794746,0.958700379024654,20.3412303493446,0.958085346707924,0.298753669870003,0.746581938425041,0.947839011989885,"Model is nearly unidentifiable: large eigenvalue r",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4184","si:dkey-49n23.1",-34.9823172573292,0.9999963980359,-36.0730875345985,0.999997287476649,-1.09077027726928,0.99999993376231,0.999999999984031,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4185","LOC129348955",32.4462330125684,0.999997717774891,-5929.78849838379,0.999695397998156,-5962.23473139635,0.999551668537763,0.99999984213001,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4186","smpd4",0.965103806053485,0.269393964391459,1.37258413747386,0.120383448885961,0.407480331420379,0.481241619144711,0.294507526503902,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4187","LOC111563161",0.340389639743708,0.380386044833287,0.11555722163563,0.791122308335396,-0.224832418108077,0.519538916140025,0.629068761041492,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4188","LOC111563162",29.7346551265686,0.999992262675049,-12.2320655467822,0.999999116362685,-41.9667206733508,0.999996844303674,0.99999999994516,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4189","LOC129348890",-0.823299493834994,0.565204615857856,0.430247426738544,0.730292350178253,1.25354692057354,0.312520368305078,0.600494671899521,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4190","rbbp5",0.863854434261823,0.306390517254315,0.199491380689156,0.835511894305087,-0.664363053572667,0.360532719967422,0.472843156337093,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4191","zgc:153675",-101.024833484617,0.999994186743516,71.5239043146636,0.999995036938606,172.54873779928,0.999982233470856,0.999999999732744,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4192","wu:fb55g09",-0.543904182655524,0.492370351414836,-0.683254106659466,0.46790942148064,-0.139349924003942,0.875445637601441,0.714185502185119,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4193","nisch",-0.1054085544486,0.885796116411061,0.219792893298628,0.774647684650799,0.325201447747227,0.60942715790707,0.876362046652494,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4194","stab1",-0.133154533455068,0.91488651118222,-33.5090430502601,0.999997477707234,-33.375888516805,0.999997487730043,0.994304925624973,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4195","LOC111563167",-33.8424746495669,0.999996503327784,-0.303859752623669,0.832645194413753,33.5386148969432,0.999996534723182,0.977921372513668,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4196","ccdc71",-0.263009204008019,0.656997901348224,0.173122622436462,0.777083284678594,0.436131826444481,0.406304846653759,0.703551404313855,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4197","ddx27",34.8538477319075,0.999997583702735,-12786.9289324876,0.999348251602973,-12821.7827802195,0.999035863600667,0.999999269921397,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4198","khk",31.9308727946949,0.999995572685048,32.7126105366547,0.999995464294676,0.781737741959791,0.18489781630821,0.416921305967711,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4199","LOC111566825",0.309076635468946,0.445101345383107,-0.258786465529806,0.592360763809769,-0.567863100998752,0.152076367029076,0.332539355915602,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4200","LOC111566826",34.7659995746346,0.999997625501691,2.46418750352441,0.99999986861458,-32.3018120711102,0.999997244235671,0.999999999989607,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4201","mkrn2",-0.121991906942302,0.921401564248173,0.400052258831879,0.748355209833343,0.522044165774181,0.608985960110171,0.871386688652137,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4202","tsen2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"4203","LOC111571415",0.55629832414397,0.623646251793668,1.56047409069648,0.155031999712068,1.00417576655251,0.134320823062035,0.181666959992763,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4204","isy1",-0.903312154426623,0.680385422902438,-0.116541578051314,0.95585944194162,0.786770576375309,0.711382109043844,0.903794280144114,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4205","zgc:77375",-0.808597932073972,0.573120176847996,-31.7940034812646,0.999996393397138,-30.9854055491906,0.999996485121718,0.853214038472736,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4206","pcif1",-0.13982034604694,0.849542477311265,-0.277802116378485,0.743071603598877,-0.137981770331545,0.851066694508439,0.947694799696696,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4207","LOC111571418",-0.123248773458253,0.819352529804229,-0.997264053137524,0.18137908560504,-0.874015279679271,0.197096408511118,0.36549876764394,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4208","polr2j",34.1491949773221,0.999997597990799,34.7157952439399,0.999997558136886,0.566600266617826,0.692080860020204,0.92448012055906,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4209","ube2c",31.5993359560679,0.999997565202901,32.1421034143458,0.999997523381496,0.542767458277929,0.704409780768356,0.930468278553398,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4210","LOC111571424",0.138173144153635,0.816486357454282,-0.698955982121993,0.371957979422944,-0.837129126275629,0.217716676843823,0.466334497694405,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4211","snrpb",-0.816925266367029,0.568230219785176,-0.280139634604932,0.845893664174153,0.536785631762096,0.707857551573705,0.844880331914662,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4212","ctsa",32.7210755256724,0.999997731560489,-425.426856933097,0.999978316036296,-458.147932458769,0.999965549470546,0.999999999063817,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4213","LOC118470601",35.1814172907347,0.999997560993465,-935.527061377019,0.999952316280689,-970.708478667754,0.999927007373318,0.999999995810786,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4214","pik3c2b",0.723634451329079,0.121938197308143,0.633921471805118,0.210910505786979,-0.0897129795239613,0.802316053818436,0.297830757184798,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4215","LOC129348937",1.01054038686203,0.362156703397209,-32.500157275087,0.999997269411401,-33.510697661949,0.999997184508118,0.660208012340874,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4216","aldh4a1",-0.837390104715377,0.511345181357602,-0.339688149638985,0.788092992130638,0.497701955076392,0.68794329679547,0.802888437965466,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4217","LOC111580519",0.0139770428214967,0.970064825765698,0.504926135921463,0.191291779643249,0.490949093099966,0.113803554506937,0.228490091682985,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4218","LOC129348971",22.8378598601526,0.999925788944131,-56.524080538962,0.999995750797516,-79.3619403991146,0.999994032362317,0.999999995646622,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4219","amigo3",0.299590054717942,0.799994518065755,-34.2079801837999,0.999997427723786,-34.5075702385178,0.999997405196049,0.968415377483353,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4220","LOC111577545",-0.812997994785341,0.572192125861993,0.451010130887745,0.719054827010032,1.26400812567309,0.309118905938435,0.596058211236948,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4221","LOC129347250",33.4546729299224,0.999997680702707,-593.088878594333,0.999969770320078,-626.543551524255,0.999952886926818,0.999999998252473,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4222","LOC118471765",-33.760695332741,0.999996509906388,-0.26869776310684,0.85172939880094,33.4919975696341,0.99999653768367,0.982683579739976,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4223","LOC111569039",-0.603157198188612,0.250841795962199,-0.50097619199284,0.370256501160698,0.102181006195772,0.847645330506092,0.486569821158319,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4224","pierce1",-71.3957101478124,0.999992648965015,20.8443708459091,0.999736757091397,92.2400809937215,0.99999050247421,0.999999945503552,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4225","fnbp1a",0.130007240994426,0.673826360698122,-0.275217837274993,0.445631977068061,-0.405225078269419,0.179550181657814,0.40624401267009,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4226","LOC129349161",-0.109331744382595,0.88173777254056,-0.705384230663019,0.456706834300136,-0.596052486280425,0.480676300207083,0.729214011646532,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4227","med27",0.333212668737279,0.77998348476673,-32.0874165884295,0.999996878542843,-32.4206292571667,0.999996846127985,0.961735731616525,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4228","ntng2a",-130.742200893801,0.999986538092644,-0.473575331426192,0.868320786707766,130.268625562375,0.999986586854461,0.986350546920076,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4229","LOC111581605",-32.1276116018924,0.999996691971467,-123.183123492145,0.999990737219303,-91.0555118902523,0.999994470598556,0.999999999924019,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4230","endog",-0.807471586249921,0.574526485142893,-0.252715600517947,0.860939097701186,0.554755985731975,0.697902591816475,0.84728411993378,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4231","LOC111585518",1.38009443604411,0.196999799548997,-32.3337457835431,0.999997092807492,-33.7138402195872,0.999996968720409,0.43507406939046,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4232","ccdc180",0.403930752892771,0.52069644216785,-1.3927677319576,0.131797146619128,-1.79669848485037,0.0340195570237499,0.104846861670731,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4233","card9",-0.815527653235683,0.569799374377966,-33.3318962979518,0.999997478362553,-32.5163686447161,0.999997540059165,0.850858743263427,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4234","snapc4",-1.91385561920137,0.104994704420699,-33.708072249096,0.99999725638234,-31.7942166298946,0.999997412157729,0.268744580204677,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4235","pomt1",-0.422473398313782,0.457174755415942,0.014291505677411,0.980618807400859,0.436764903991193,0.406091164101209,0.645003301790826,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4236","LOC111586833",-0.367911330055508,0.701984859824882,-0.922731409511905,0.466569495945128,-0.554820079456397,0.638202285568952,0.766284451399525,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4237","LOC111586503",-0.352963565805144,0.437302511094216,0.2400481976365,0.603459614879124,0.593011763441644,0.139827017826749,0.331489114639176,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4238","LOC111586504",0.0436718925811555,0.953225564915837,-0.156584210471949,0.846682922628885,-0.200256103053104,0.777092925423727,0.959396396888693,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4239","LOC111573056",1.05425748867061,0.274360780924442,1.07228115129047,0.278029342378624,0.0180236626198549,0.979341215838119,0.50707543858128,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4240","LOC118470766",31.8851546013967,0.999997678523268,32.4553486760802,0.999997637008892,0.570194074683499,0.69022871484599,0.923405706613336,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4241","entr1",18.6084903600123,0.998434313143559,19.1637930054914,0.99838759098241,0.555302645479038,0.507579295130937,0.802896796966054,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4242","chek2",-34.1227127047915,0.999996483304835,-32.7208924624685,0.999997391944186,1.40182024232298,0.999999911615323,0.999999999984945,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4243","gstt2",-38.6535861416283,0.99999602002267,-1.40551625814766,0.232812585665817,37.2480698834807,0.999996164742045,0.49076125595996,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4244","LOC118470767",34.4596298756591,0.999997611032502,35.0108356307918,0.999997572819305,0.551205755132706,0.701118962070685,0.928930898678771,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4245","LOC111584297",31.2848415570137,0.999997266676634,31.8609827257735,0.999997216339792,0.576141168759836,0.687167829514214,0.92222155282648,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4246","LOC118471879",32.8110466083073,0.999997725323104,-40.1221810115739,0.999997954976507,-72.9332276198812,0.999994515770717,0.999999999972314,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4247","LOC111584294",0.0967424127955969,0.886976303614948,-0.145031003577691,0.843498588122548,-0.241773416373288,0.697696240728596,0.927335466957823,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4248","LOC111584299",0.534950720375873,0.727003023785512,-0.497121524777318,0.781899701728454,-1.03207224515319,0.502310558656128,0.790206572576304,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4249","qsox2",-0.640484402293384,0.32362684617602,-1.17022542437942,0.179849255734285,-0.52974102208604,0.530131715965908,0.363810534565235,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4250","cfap77",33.4546729299224,0.999997680702707,-593.088878594333,0.999969770320078,-626.543551524255,0.999952886926818,0.999999998252473,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4251","ddx31",19.3102008922739,0.998372710557341,18.7431758378547,0.998420494250812,-0.567025054419233,0.502201044806363,0.798401979938425,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4252","ak8",0.516436881354418,0.678170893155793,0.946705084018781,0.451615565574245,0.430268202664363,0.628322307760615,0.734852332310655,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4253","tsc1a",0.84404000446164,0.458098464677247,-32.2666822428982,0.999997069895482,-33.1107222473598,0.99999699324907,0.759368303545923,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4254","grin1b",0.210544862962951,0.440333648345461,0.42509026928234,0.147393838595208,0.214545406319389,0.356428126711688,0.338826720032698,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4255","kazald3",31.5449986814946,0.999997569389705,32.1084805359914,0.999997525972211,0.563481854496892,0.694793417575489,0.92606920635895,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4256","LOC111568981",-1.75784373846453,0.0417122817602136,-0.787191372424238,0.302904748188716,0.970652366040289,0.298776631221615,0.118397908852783,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4257","LOC111568980",0.0814971102329372,0.924297919995002,-0.285072375303162,0.780205193016184,-0.3665694855361,0.66940622966379,0.912451481275807,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4258","cntrl",-0.571016075627578,0.494008735823752,-21.5649361752989,0.970902706038174,-20.9939200996713,0.971672864380415,0.790924397488917,"Model is nearly unidentifiable: large eigenvalue r",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4259","tti2",20.3006593414856,0.999420476029203,-3.7352681114623,0.999981431426599,-24.0359274529479,0.999878659889159,0.999999724661814,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4260","LOC111579962",0.783756581717187,0.481988728121942,0.40022723734766,0.748686635550594,-0.383529344369528,0.659300945972398,0.748982945402351,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4261","ppiaa",0.197045576497745,0.565482466227629,0.0497984634351032,0.896921991582227,-0.147247113062642,0.636412780116104,0.808391193274989,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4262","LOC111571238",0.301883092263806,0.670989019410636,-0.717979607834801,0.4585892811909,-1.01986270009861,0.219785116386028,0.464918464324376,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4263","ogdha",0.36726895545509,0.456890170506168,0.0985665462398597,0.858285451562201,-0.268702409215231,0.548979921159476,0.704435917593917,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4264","adam9",-0.279730186375357,0.511043442594122,0.0136252608864522,0.976092343858434,0.293355447261809,0.455865251104038,0.698921440432776,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4265","LOC111587382",-0.322013093603263,0.671061333700193,-1.39202132883573,0.237993643588452,-1.07000823523247,0.33797367767649,0.497726720672348,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4266","mfsd14bb",-0.530313689046293,0.503223930512831,0.0133367333726368,0.986692412133984,0.543650422418929,0.459397125090364,0.709053974622414,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4267","spinb",0.160354455480569,0.821673189311245,1.02731127014682,0.139166510434865,0.866956814666252,0.088189473096789,0.146457471870953,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4268","LOC129349155",-33.7421663441109,0.999996509788493,-40.347405790604,0.999996966068395,-6.60523944649313,0.999999598255578,0.999999999983203,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4269","mak16",20.6148063085027,0.999768571010537,21.7735083762292,0.99975556301828,1.15870206772655,0.556762833702257,0.84141508951775,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4270","LOC111564024",0.139045752146792,0.87392318227651,1.2911494117324,0.121251672695949,1.15210365958561,0.0547492501606967,0.0917169522259731,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4271","dmtn",0.00763228146862286,0.984559469381968,0.322333246861761,0.439987564120783,0.314700965393138,0.353809143125132,0.605497351144235,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4272","srp19",0.120287321009172,0.867372662656943,-32.9775690414559,0.999996404875316,-33.0978563624651,0.99999639176192,0.986152821242997,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4273","LOC111586466",0.853453774892878,0.203971867688962,1.27283351578249,0.0637368040924872,0.419379740889614,0.323238387786959,0.167198432554192,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4274","zgc:101664",32.3583409033254,0.999997536580649,-2269.03317740262,0.999878610692676,-2301.39151830594,0.999826946385497,0.99999997647448,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4275","LOC111569137",0.184844024778245,0.660145341850853,-0.48003882961808,0.325343919989096,-0.664882854396325,0.125788016021787,0.308259798369603,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4276","LOC111579820",-0.142759217231557,0.908349481800091,-34.0181775266012,0.999997441996036,-33.8754183093697,0.999997452730845,0.993395522495982,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4277","ddr2l",-34.6322432080204,0.999996434081372,-47.9439247151696,0.999996394846568,-13.3116815071492,0.999999191640029,0.999999999979805,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4278","sncaip",1.17939035892296,0.297763758903263,1.05365408193644,0.375654058477543,-0.125736276986516,0.860781806104735,0.580031358307788,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4279","rnf214",30.4918203652434,0.999993198340943,30.6249343962753,0.999993168647856,0.133114031031894,0.887337656439738,0.990004453068267,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4280","snx2",-0.295928573549005,0.596189375072296,0.561597261103988,0.302365841071512,0.857525834652993,0.0629654185946338,0.168250646061492,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4281","ppic",-0.113606898977708,0.899546076637113,1.00154370162177,0.236322220886192,1.11515060059948,0.0930556765776235,0.190939509407217,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4282","prdm6",-37.1648876738603,0.999996173306925,-1.59190300076563,0.171406195926043,35.5729846730946,0.999996337217664,0.392467797748741,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4283","cep120",32.2899633935219,0.999997424663496,32.8157485521152,0.999997382728679,0.525785158593358,0.604627521215621,0.874558247910242,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4284","znf608",-0.373860686474066,0.197924088768308,-0.108496707238699,0.731325170925526,0.265363979235367,0.334460514372234,0.381567769814376,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4285","LOC111571178",-0.936010624029876,0.88027799730276,-150.280167875077,0.999988699651391,-149.344157251047,0.999988770034906,0.988721373648137,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4286","nudt12",-0.107662534495079,0.903698749421696,-0.980243527425302,0.433460753362956,-0.872580992930223,0.443370830108161,0.706073953380073,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4287","LOC111587984",-12.8289901056001,0.999999266008872,34.1395883671196,0.999997650687129,46.9685784727197,0.999995163867154,0.999999999977296,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4288","LOC111587983",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"4289","slc2a8",-0.705586188256219,0.301117098175272,-1.13532907459338,0.202348802549677,-0.429742886337161,0.619377649526948,0.381475185463446,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4290","LOC111569096",-33.7421663441109,0.999996509788493,-40.347405790604,0.999996966068395,-6.60523944649313,0.999999598255578,0.999999999983203,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4291","LOC111584984",-0.845249749700079,0.55549518395186,-0.304417998128622,0.833281281349616,0.540831751571456,0.70727957936628,0.836519909132154,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4292","LOC111582069",-1.84511113243281,0.00956049275896387,-0.423540477262353,0.454988757322287,1.42157065517046,0.0490069935656168,0.0336894004007225,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4293","sh2d3cb",-2.85379016160808,0.0324167688326223,-1.64469492636547,0.150718993987457,1.20909523524261,0.407485717513734,0.073315207402246,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4294","tor2a",0.84420039503573,0.305612981014501,-0.946243477781885,0.452835680692272,-1.79044387281762,0.0954902393012458,0.180546397238207,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4295","LOC111584009",-42.7476128802625,0.9999975293845,33.2534270743351,0.999997677765185,76.0010399545977,0.999992174531621,0.999999999947668,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4296","gstt1a",-11.9962418333919,0.999999313653296,36.2775532401984,0.999997503563258,48.2737950735903,0.999995029475161,0.999999999975701,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4297","smarcb1a",0.0165911238084075,0.981469011805353,-0.316709230133408,0.70871903217696,-0.333300353941815,0.643901943592482,0.891983301994993,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4298","LOC111586344",-0.0581585304783038,0.837774908579773,-0.331553560371013,0.30806694713704,-0.273395029892709,0.322359518114957,0.524436095576904,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4299","ptgesl",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Downdated VtV is not positive definite",NA,"cckb+ 6_poa_mixed"
"4300","gle1",-1.75112816169237,0.0499120309142148,-33.5588945604214,0.999996521542178,-31.807766398729,0.999996703050703,0.146283931266346,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4301","LOC111585565",-0.504958789012315,0.54191269483456,-32.5344094308721,0.999995120803458,-32.0294506418598,0.999995196532301,0.83027098429231,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
"4302","si:ch211-51h9.7",28.0876429388119,0.999988094483396,28.6618772308813,0.999987851082556,0.574234292069452,0.688148716552567,0.922612826151664,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4303","seta",0.267968937517086,0.702600157162903,0.411957214082101,0.581739132392432,0.143988276565014,0.80011300665103,0.859232314514904,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4304","LOC111563074",-0.0990528108274271,0.896848300942363,-0.254129032798403,0.781493620628168,-0.155076221970976,0.842285135421885,0.961518422651567,NA,FALSE,NA,"1","cckb+ 6_poa_mixed"
"4305","zdhhc12a",31.1669321968818,0.999994380235088,30.3112615204876,0.999994534522587,-0.855670676394162,0.451744044212093,0.753568445149229,NA,TRUE,NA,"1","cckb+ 6_poa_mixed"
"4306","eeig1a",-1.25353130257099,0.485865188902273,-42.8281850144977,0.999996779525683,-41.5746537119267,0.999996873785231,0.784400917227751,"unable to evaluate scaled gradient",FALSE,NA,"NA","cckb+ 6_poa_mixed"
