"","X","gene","av_p.value","warning","singular","av_q.value","f_m_p.value","d_m_p.value","d_f_p.value","cluster"
"5566",5566,"cabp1a",0.000207717258728997,NA,TRUE,0.0245151521226027,0.00151572478304463,0.697525240805977,0.00630534780861391,9
"11884",11884,"LOC111569679",3.37295517309995e-05,NA,FALSE,0.0040025734720786,0.0862421740045085,0.0315472768060139,1.96031293304699e-05,9
"12422",12422,"LOC111572933",2.32560606234302e-05,NA,FALSE,0.002774882486255,0.34852771281511,0.00393606391129797,3.12465970129239e-05,9
"19014",19014,"esr2b",0.000421024302448373,NA,FALSE,0.0491557190966068,0.00104166803326911,0.646902847489056,0.0109825489768911,9
"3658",3658,"LOC111577946",0.00039548344720583,NA,TRUE,0.0438986626398472,0.0597398210274693,0.000423006627366496,0.129683291063624,10
"9257",9257,"st18",0.000123926905541202,NA,FALSE,0.014061572882075,0.00168019776878425,0.503161627682591,0.00576231014670203,10
"13073",13073,"LOC111575028",9.60822309690876e-05,NA,TRUE,0.0110246263219811,0.979840448621472,0.0018860565157176,0.00128488800583837,10
"15631",15631,"spag9b",0.000215101910599165,NA,TRUE,0.0241386891322932,0.00107744724866665,0.000222564514314683,0.859729347499885,10
"16388",16388,"med15",0.000126449341272252,NA,FALSE,0.0142685157245551,0.0142951224043215,0.523528921262231,0.000685454942053854,10
"17537",17537,"fsip1",0.00037538521418217,NA,TRUE,0.0418954514451182,0.0445740405285304,0.000682481610418395,0.124362720411524,10
"18385",18385,"mkln1",0.000111981154638327,NA,TRUE,0.0127771123035373,0.0036037091142902,0.000389448742318166,0.737419755075216,10
"20015",20015,"LOC111580292",2.34343985732655e-05,NA,TRUE,0.00270409127943714,5.73627673040589e-05,6.05660034654898e-05,0.99737363594666,10
"6162",6162,"grik4",0.000114919397219761,NA,FALSE,0.00680349023996189,6.61235918210101e-05,0.227827891252179,0.0147872951879243,11
"6904",6904,"wu:fa11c10",0.000126100586055168,NA,FALSE,0.00742314498081128,0.0913129371474735,0.150012725458724,6.87363817430953e-05,11
"7005",7005,"stk35",0.000265493179828261,NA,TRUE,0.0154104700470147,0.162501999422416,0.000161254411545908,0.024313535897685,11
"7041",7041,"plch2a",0.000625746302994689,NA,FALSE,0.0356246799348757,0.00645610363867122,0.00167740950484307,0.902171928766062,11
"7154",7154,"LOC129349400",0.000558109805402052,NA,FALSE,0.0318613235061941,0.0196692374257481,0.575954296195915,0.000415346570870723,11
"8326",8326,"nr1d2a",0.000820103738490976,NA,FALSE,0.0463091187115285,0.108061973237101,0.000516611096062936,0.16805607859924,11
"8687",8687,"LOC111580029",0.000143796376887822,NA,FALSE,0.00841715130064491,8.33864974333354e-05,0.00393230659673016,0.46115477916604,11
"9520",9520,"fam110b",0.000311770814617134,NA,FALSE,0.0180462326678107,0.00129645257346689,0.00759217110821564,0.78661697410643,11
"10407",10407,"sema5ba",0.000453012805739177,NA,FALSE,0.0260044367493373,0.992906728346031,0.00374816234011077,0.00227312334475094,11
"10642",10642,"tdh",0.000118303711473758,NA,TRUE,0.00698395205802469,0.00661398136126901,0.950521509101413,0.000742705260446397,11
"12915",12915,"LOC118469121",0.000326998377892716,NA,FALSE,0.0188750730350296,0.305235525192338,0.028993724828607,0.000183795289622646,11
"13017",13017,"slco2b1",0.000504368664415183,NA,FALSE,0.0288726745083953,0.000306063564094128,0.0311537590790745,0.294899587966518,11
"13066",13066,"nelfe",0.000740622040636704,NA,TRUE,0.0419349482409556,0.00527868789475527,0.00759206878853691,0.979896380758217,11
"13472",13472,"LOC111572229",0.000168121885819612,NA,FALSE,0.00981340670598747,0.00219291713383352,0.602499155099907,9.1836153028102e-05,11
"14720",14720,"LOC111565980",6.1603048117616e-07,NA,FALSE,3.68908167113562e-05,NA,NA,NA,11
"15113",15113,"mast4",1.00270760805207e-05,NA,TRUE,0.000597027624507795,1.48918348911176e-05,0.00344368885677016,0.276875493343935,11
"15352",15352,"slc31a2",0.00035529220904902,NA,TRUE,0.0204514462715752,0.000199289361985766,0.18489188678045,0.0369441246908452,11
"16794",16794,"asic2",1.26948406569131e-05,NA,FALSE,0.000753710825287586,0.00180596810010358,0.617696967682013,1.50064088139112e-05,11
"17404",17404,"alk",0.000828006571432877,NA,FALSE,0.0465026393361491,0.0459784078038175,0.452306878826381,0.00057262935817437,11
"17789",17789,"coq6",0.000860379559053334,NA,TRUE,0.0481905316364644,0.0146080611254721,0.0132527477499831,0.618406921058068,11
"19145",19145,"chst2b",0.000824337963033922,NA,TRUE,0.0464220674033737,0.00782445342534899,0.00591211449439,0.996606891097811,11
"20205",20205,"LOC111582608",0.000136698081713661,NA,FALSE,0.00802425462714651,0.362101656422794,0.0280212960097089,0.000280466641653598,11
"20537",20537,"LOC111584452",0.000659422784117662,NA,FALSE,0.0374393591638388,0.0003857217998261,0.00582145941529499,0.573115392844444,11
"2528",2528,"zcchc14",0.000262522515750871,NA,TRUE,0.0421002108059357,0.0063179614304747,0.00214918350773319,0.794655887724117,12
"11700",11700,"gria1a",0.000241431354347207,NA,TRUE,0.0390301042680976,0.000972070495094624,0.00305535785637467,0.980621642679507,12
"13006",13006,"csmd2",0.000290530533931997,NA,TRUE,0.0462220244698478,0.304654907018765,0.0318854482644511,0.000195715771614591,12
"14102",14102,"hectd2",6.18096238024444e-05,NA,FALSE,0.0102399646177174,0.00256833624126429,0.590985923139569,0.00531160004437581,12
"15920",15920,"nfixb",2.14431266180103e-05,NA,FALSE,0.00358207430153861,0.00100218678273045,0.916194324006762,0.000257637446445136,12
"19523",19523,"LOC129348253",0.00012443989529971,NA,TRUE,0.0204469027965408,0.00592082804983274,0.815821007930906,0.0015011982747497,12
"6281",6281,"clmpb",0.000266390090019138,NA,TRUE,0.0340664941826338,0.0247958963295329,0.000282055342838317,0.410331808828899,13
"7941",7941,"efna3b",0.000300937713722494,NA,TRUE,0.0382469542458792,0.47457287210549,0.0196949571656668,0.000339554738559511,13
"16131",16131,"tcf7l2",4.68919353260467e-06,NA,FALSE,0.000607206324797469,0.0059824970786091,5.80428873364625e-06,0.156319291360056,13
"18781",18781,"LOC111575561",0.000187670226963748,NA,TRUE,0.0241496393934788,0.00245448641747581,0.00779107063774498,0.460903335615431,13
"354",354,"LOC111577165",1.34164843676216e-05,NA,TRUE,0.00138256871408341,0.00403819590597221,3.91531884944563e-05,0.432107563216018,15
"4826",4826,"pxk",0.000323978387576577,NA,FALSE,0.033055418653234,0.803703795650289,0.000185887979073263,0.975430613318003,15
"14399",14399,"LOC111586556",5.78058263631675e-05,NA,TRUE,0.00592725413604419,0.00210198398262929,0.999095238319264,0.000592229371910613,15
"150",150,"pcdh17",4.53251816262244e-05,NA,FALSE,0.00646887467195421,0.00151151259532933,0.000437586968973669,0.991027659458097,16
"233",233,"syt7b",0.000282439162387118,NA,FALSE,0.0394644538717273,0.988588658616756,0.00313957447891344,0.00263114581091317,16
"12685",12685,"dbpa",0.000299345739719048,NA,TRUE,0.0415363001758771,0.992236188374894,0.000671810441537413,0.000826226550384335,16
"18919",18919,"dennd4c",9.92016323314277e-05,NA,TRUE,0.0140577859263422,0.00655130680193017,0.990932801770516,0.00130085890703513,16
"2376",2376,"LOC111567884",0.000147905092092805,NA,FALSE,0.0271945497704689,0.000466252949827384,0.00108042755921067,0.944432553090298,17
"8352",8352,"apoeb",5.47730431085154e-07,NA,FALSE,0.000103505836740897,0.000153746366825414,0.633017084987752,4.5272633232285e-05,17
"11726",11726,"cd74a",0.00026888841854507,NA,FALSE,0.0489977119114851,0.00688184464049391,0.962190590198822,0.00164240586464204,17
"4103",4103,"lrig1",4.0536465924615e-06,NA,TRUE,0.000576422795594702,0.00017583811798727,0.769233666125439,0.000212949508759497,18
"7703",7703,"zgc:92606",2.63573869357843e-05,NA,TRUE,0.00372158878917236,0.0128569105930266,2.36876523835861e-05,0.149599127700685,18
"9944",9944,"LOC111575390",0.000136576520975055,NA,TRUE,0.0190163836496518,0.0234142027898215,0.421575228851555,0.000796438399441879,18
"12359",12359,"pcdh1a",0.000210378120481332,NA,TRUE,0.0286944307187123,0.000120510146880637,0.02188609388261,0.19423521921542,18
"18236",18236,"usp6nl",0.000162565073437176,NA,TRUE,0.022324861112434,0.0592107271218829,0.276595137029626,0.000171340516837537,18
"19174",19174,"LOC111587492",0.000150751089432536,NA,TRUE,0.0208452368491196,0.00791835156037968,0.990821533513966,0.000942101102513027,18
"2431",2431,"grm8b",0.000202683793651856,NA,FALSE,0.0308908527324852,0.000370946000858963,0.485464132752467,0.0136052405353044,19
"4976",4976,"tubb2b",8.67807024138757e-05,NA,TRUE,0.0133271310775752,0.0040018361629206,5.06926103209793e-05,0.328895948275023,19
"7682",7682,"epn1a",0.000297978674805855,NA,TRUE,0.0450731953364226,0.0124766866239808,0.444878359151458,0.000180656601144968,19
"15076",15076,"LOC111584347",2.3279537989364e-177,NA,FALSE,4.63700737891114e-175,NA,NA,NA,19
"2406",2406,"cpne2",0.00060910690476855,NA,FALSE,0.0481344235153573,0.00214291471816663,0.917505054367828,0.000479634208295776,20
"4342",4342,"ppp1r16b",0.000422228514704697,NA,TRUE,0.0335037457635225,0.0335722494459673,0.355767165386137,0.000239756421947401,20
"8726",8726,"LOC111579927",9.28075173089101e-05,NA,TRUE,0.00745631061979335,0.000923400227813787,0.00247554872939593,0.740758260922394,20
"10842",10842,"atp1b4",0.000308794400296069,NA,TRUE,0.0246040232500364,0.00808862327531124,0.00175005345511181,0.972607594966329,20
"17452",17452,"etv6",0.000167608224888151,NA,TRUE,0.0134100489306777,0.00182335154572699,0.978025811317731,0.00174152928014748,20
"1983",1983,"gnrhr4",0.000211594373156736,NA,TRUE,0.0368398911281913,0.0192651261284702,0.752843535639954,0.000900610371919908,21
"4184",4184,"LOC111583687",0.000186006108341691,NA,TRUE,0.0326739658528075,0.0106115695269927,0.00185021126018203,0.915237762048852,21
"19474",19474,"LOC111573844",0.000221768372277991,NA,TRUE,0.0382725522473438,0.00796293905935519,0.00108469846263204,0.926779851690303,21
"1815",1815,"LOC111572082",2.63840445561283e-20,NA,FALSE,5.92562944778335e-18,NA,NA,NA,22
"13014",13014,"spns2",2.90915077680816e-26,NA,FALSE,6.90493548581728e-24,NA,NA,NA,22
"14078",14078,"shisa9a",5.77402316554077e-09,NA,FALSE,8.42637844686358e-07,NA,NA,NA,23
"118841",11884,"hspa4a",2.33420899389929e-13,NA,FALSE,3.52943009918455e-11,NA,NA,NA,24
"16911",16911,"LOC111567730",0.000293488766069643,NA,TRUE,0.043071634426353,0.00107348561868925,0.387146720243073,0.00918883705963314,24
"17438",17438,"slc4a11",4.31978877224573e-23,NA,FALSE,6.73583313322286e-21,NA,NA,NA,24
"18112",18112,"prkcq",0.000185375626627318,NA,TRUE,0.0274067565322566,0.00051673703386379,0.438822617942526,0.00523266294156177,24
"7285",7285,"triob",0.000382416333316845,NA,TRUE,0.0469141939536882,0.638263628508451,0.00603145119517723,0.00651315015699161,25
"7860",7860,"camk2n1a",5.27123474608461e-07,NA,FALSE,6.55838802486257e-05,NA,NA,NA,25
"10498",10498,"LOC111567431",3.41574045674937e-05,NA,TRUE,0.004219882734701,0.000294475756593804,0.456167628378495,0.00303866466168268,25
"10749",10749,"plp1b",0,NA,FALSE,0,0.787869387943216,0,0.00041652973690709,25
"17268",17268,"LOC111563020",2.86571112309879e-18,NA,FALSE,3.64298335018275e-16,NA,NA,NA,25
"7103",7103,"gria2b",6.23096918571688e-147,NA,FALSE,1.80004202999198e-144,NA,NA,NA,26
"10544",10544,"LOC118471377",6.45805792387397e-09,NA,FALSE,1.60957596608553e-06,NA,NA,NA,26
